Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JURE GRUBIŠIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: LUKA BADEL                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: JOŠKO MORIÆ;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: ANTE BARABA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, Nositelj liste: STANKO ZRILIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: ANA PETROV                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: LUKŠA KEVO;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: IVIÆ PAŠALIÆ;NEOVISNA LISTA, Nositelj liste: DRAGO KRPINA                                 ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS, Nositelj liste: dr.sc. MILORAD PUPOVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: ZORAN RESTOVIÆ                                 ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: BORIS NIKOLIÆ-MALORA;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;;
DICMO;3;682;451;451;449;2;0;0;2;1;1;1;0;58;296;0;7;9;3;18;7;0;5;3;0;1;35;0;2;0;;;
DICMO;4;388;230;230;228;2;0;0;1;0;0;2;1;28;122;0;1;21;0;8;9;0;0;3;0;0;27;2;3;0;;;
DICMO;5;121;98;98;94;4;0;0;2;3;1;1;0;4;50;1;0;0;0;4;2;0;0;0;0;0;23;0;2;1;;;
DONJI LAPAC;1;902;533;533;529;4;1;0;1;1;1;0;0;3;165;0;20;3;0;3;1;0;1;0;0;124;201;2;1;1;;;
DONJI LAPAC;2;421;269;269;267;2;2;0;0;0;0;0;0;0;5;0;9;0;1;0;0;0;0;0;0;89;156;2;2;1;;;
DONJI LAPAC;3;264;174;174;172;2;0;0;1;0;0;0;0;0;7;1;1;1;1;0;0;1;0;0;0;102;56;1;0;0;;;
DONJI LAPAC;4;231;159;159;153;6;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;76;64;6;1;0;;;
DUGOPOLJE;1;211;165;165;164;1;1;0;0;0;0;0;0;6;111;0;0;14;1;2;7;0;2;0;1;0;18;0;1;0;;;
DUGOPOLJE;2;771;587;586;577;9;2;0;1;2;2;2;0;12;401;3;4;22;4;8;8;0;3;2;1;0;94;0;3;3;;;
DUGOPOLJE;3;774;536;536;521;15;1;0;1;4;1;0;0;4;340;2;5;36;2;6;8;0;5;2;0;2;92;0;4;6;;;
DUGOPOLJE;4;735;536;536;526;10;0;1;1;0;1;3;1;5;378;2;4;28;3;2;9;1;1;0;2;0;73;1;6;4;;;
DUGOPOLJE;5;113;100;100;96;4;1;0;0;0;1;1;0;3;67;0;1;11;1;1;0;0;0;0;0;0;6;0;2;1;;;
DUGOPOLJE;6;72;58;58;58;0;0;0;0;0;0;0;0;1;37;2;2;0;0;1;0;0;2;0;0;0;13;0;0;0;;;
ERVENIK;1;494;183;183;182;1;0;0;0;0;1;1;0;0;6;0;4;1;0;0;0;0;0;0;0;167;2;0;0;0;;;
ERVENIK;2;260;136;136;134;2;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;121;7;0;0;0;;;
ERVENIK;3;201;117;117;114;3;0;0;0;0;0;0;0;0;1;0;2;1;1;0;1;0;0;0;0;97;9;1;0;1;;;
ERVENIK;4;185;75;75;75;0;0;0;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;64;5;1;0;0;;;
ERVENIK;5;211;90;90;88;2;0;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;80;2;0;0;0;;;
GALOVAC;1;1072;647;647;628;19;1;3;1;3;1;3;1;1;347;1;59;41;3;15;29;0;0;2;3;2;102;1;6;3;;;
GRAÈAC;1;2095;1091;1088;1069;19;0;0;3;2;0;16;0;3;625;1;17;39;1;21;11;1;14;3;0;179;121;4;3;5;;;
GRAÈAC;2;1411;636;635;628;7;1;0;0;0;0;5;0;3;382;3;6;24;0;6;3;0;1;2;1;149;40;1;0;1;;;
GRAÈAC;3;979;483;483;464;19;2;0;1;0;0;0;0;1;34;0;10;3;0;0;2;0;3;2;0;337;62;3;2;2;;;
GRAÈAC;4;196;58;58;57;1;0;0;0;0;0;0;0;0;4;0;1;1;1;3;1;0;0;0;0;38;8;0;0;0;;;
GRAÈAC;5;204;69;69;69;0;0;0;2;0;0;0;1;1;2;0;0;0;1;0;1;0;0;0;0;40;21;0;0;0;;;
HRVACE;1;611;351;351;342;9;1;1;1;0;0;0;1;6;250;3;16;7;2;6;4;0;1;0;4;1;28;0;10;0;;;
HRVACE;2;924;536;535;527;8;1;0;3;1;2;1;0;14;317;9;9;10;3;22;23;0;5;3;0;2;85;2;13;2;;;
HRVACE;3;582;318;318;300;18;1;1;0;3;1;2;0;3;214;4;6;8;0;6;5;0;3;1;1;2;37;0;1;1;;;
HRVACE;4;169;97;97;96;1;1;0;1;0;0;0;0;0;69;0;1;2;0;6;3;0;0;0;0;0;7;3;3;0;;;
HRVACE;5;227;137;137;134;3;0;0;0;0;1;1;0;1;118;0;4;1;0;5;0;0;0;1;0;0;2;0;0;0;;;
HRVACE;6;750;410;410;404;6;0;0;1;0;0;3;0;3;287;3;9;5;0;17;13;1;14;0;1;1;42;0;3;1;;;
HRVACE;7;375;246;246;242;4;1;3;0;0;0;1;1;2;155;0;9;2;2;7;6;0;4;0;2;1;45;0;1;0;;;
HRVACE;8;108;73;73;72;1;0;0;0;0;0;0;1;0;62;1;0;3;0;0;1;0;0;0;0;0;4;0;0;0;;;
JASENICE;1;935;579;579;574;5;0;0;1;2;1;2;1;1;328;1;41;86;1;52;9;1;3;1;1;1;38;0;2;1;;;
JASENICE;2;311;215;215;209;6;2;2;1;1;1;1;0;2;143;0;6;7;2;14;2;0;3;0;0;0;18;0;0;4;;;
JASENICE;3;172;94;94;90;4;0;0;0;0;0;0;0;0;44;0;0;11;1;7;1;0;0;2;1;14;8;0;1;0;;;
KALI;1;1764;1142;1142;1129;13;1;7;7;4;4;1;1;2;391;5;92;76;18;34;93;2;4;3;3;3;341;6;26;5;;;
KARLOBAG;1;570;364;356;348;8;0;0;1;3;0;3;0;1;218;0;7;56;1;4;9;1;1;0;1;1;39;0;2;0;;;
KARLOBAG;2;201;74;74;73;1;0;0;0;0;0;1;0;0;41;1;3;5;0;0;3;0;2;0;1;0;15;0;1;0;;;
KARLOBAG;3;76;54;54;54;0;0;0;0;0;0;0;0;0;40;0;0;11;0;0;2;0;0;0;0;0;1;0;0;0;;;
KARLOBAG;4;166;98;98;98;0;2;0;0;1;0;0;0;3;68;0;1;11;0;0;1;0;0;0;0;0;8;2;1;0;;;
KIJEVO;1;347;188;188;188;0;1;0;1;0;0;0;0;1;166;1;2;3;1;3;2;0;0;1;1;0;4;0;1;0;;;
KIJEVO;2;305;137;137;136;1;0;0;1;0;0;0;0;2;114;1;0;4;0;2;0;0;0;1;3;1;4;0;2;1;;;
KISTANJE;1;1422;817;817;810;7;2;0;1;0;0;2;0;3;373;2;9;28;0;5;3;0;36;3;1;303;34;3;1;1;;;
KISTANJE;2;506;283;283;272;11;0;1;0;1;0;1;0;0;1;0;3;0;3;0;0;0;0;0;0;232;21;2;7;0;;;
KISTANJE;3;486;180;180;172;8;0;0;0;0;0;2;0;0;3;1;1;3;0;0;0;0;0;0;2;151;4;3;1;1;;;
KISTANJE;4;372;208;208;200;8;1;0;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;176;15;2;1;0;;;
KISTANJE;5;614;256;256;253;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;238;9;1;2;0;;;
KISTANJE;6;173;82;82;80;2;1;0;1;0;0;0;0;0;8;0;1;2;3;0;1;1;0;0;1;49;11;1;0;0;;;
KLIS;1;341;258;258;255;3;0;2;2;1;2;1;1;6;124;2;1;11;3;6;6;0;15;3;0;1;57;4;5;2;;;
KLIS;2;400;272;272;269;3;0;0;1;1;1;1;0;6;134;0;15;5;0;6;4;4;2;3;0;0;82;0;1;3;;;
KLIS;3;234;157;157;155;2;0;0;0;0;1;0;0;1;86;0;1;6;2;18;9;0;0;0;1;0;25;0;4;1;;;
KLIS;4;355;275;274;263;11;0;0;1;0;0;1;0;4;129;1;8;12;1;7;4;0;10;0;1;0;76;3;4;1;;;
KLIS;5;356;272;271;251;20;0;1;0;2;0;0;0;3;93;0;9;12;2;9;7;0;4;1;3;0;98;2;2;3;;;
KLIS;6;119;92;92;89;3;0;0;2;0;0;0;0;3;27;1;2;6;0;4;0;0;1;0;0;0;43;0;0;0;;;
KLIS;7;177;148;148;146;2;1;0;0;0;1;0;0;5;105;2;1;1;1;2;4;0;1;4;0;0;14;0;3;1;;;
KLIS;8;141;102;100;96;4;1;0;0;0;0;1;0;0;72;1;1;0;0;2;4;0;1;0;0;0;12;0;1;0;;;
KLIS;9;101;83;83;80;3;0;0;0;0;0;0;0;0;72;0;0;1;1;3;1;0;0;0;0;0;1;0;1;0;;;
KLIS;10;63;47;47;46;1;0;0;0;0;0;0;0;1;40;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;;;
KLIS;11;84;70;70;70;0;0;0;1;0;0;0;0;2;51;0;2;4;1;2;1;0;0;0;0;0;5;0;1;0;;;
KLIS;12;284;207;204;194;10;0;0;0;0;0;0;1;2;169;1;0;1;0;3;3;0;0;0;0;0;14;0;0;0;;;
KLIS;13;231;173;173;167;6;0;1;1;0;1;0;0;2;143;1;0;0;2;3;0;1;0;0;0;0;10;0;0;2;;;
KLIS;14;403;302;302;295;7;0;1;0;1;2;1;0;5;231;0;7;5;0;7;9;0;2;0;0;0;22;1;0;1;;;
KOLAN;1;689;468;468;459;9;0;1;0;4;0;2;0;2;203;2;14;133;1;7;9;0;1;7;0;2;65;0;1;5;;;
KUKLJICA;1;909;539;539;532;7;0;0;0;1;1;2;0;2;259;0;30;59;2;16;14;2;2;0;1;0;132;2;2;5;;;
LEÆEVICA;1;79;66;66;66;0;0;0;0;0;0;0;0;2;50;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;;;
LEÆEVICA;2;192;148;148;146;2;0;0;0;0;1;0;0;0;135;0;0;2;0;3;1;0;1;0;0;0;3;0;0;0;;;
LEÆEVICA;3;223;154;154;151;3;0;0;0;3;0;0;0;0;121;1;0;2;2;8;1;0;0;0;2;0;9;0;2;0;;;
LEÆEVICA;4;190;149;149;148;1;0;1;0;2;1;0;0;2;108;1;2;2;0;8;5;3;0;0;0;0;9;1;2;1;;;
LIŠANE OSTROVIÈKE;1;611;401;401;393;8;0;0;0;0;0;4;0;3;290;4;3;50;2;16;0;0;0;8;0;0;9;0;3;1;;;
LIŠANE OSTROVIÈKE;2;88;48;48;47;1;1;0;0;0;0;0;1;0;5;0;0;4;1;0;1;0;0;0;0;27;4;3;0;0;;;
LIŠANE OSTROVIÈKE;3;101;10;10;8;2;0;0;0;0;0;0;0;0;1;0;0;3;0;0;2;0;0;0;0;2;0;0;0;0;;;
LOVINAC;1;472;231;231;227;4;1;0;1;1;1;3;0;2;155;0;2;8;0;4;5;0;1;0;1;1;38;2;1;0;;;
LOVINAC;2;433;236;236;236;0;0;0;0;0;0;0;0;2;204;0;3;4;1;3;6;0;0;0;0;0;11;1;1;0;;;
LOVINAC;3;138;70;70;69;1;0;0;0;1;0;0;0;1;59;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;;;
LOVINAC;4;116;67;67;67;0;0;0;1;0;0;1;0;0;48;0;1;5;0;4;2;0;0;0;1;0;3;0;1;0;;;
LOVINAC;5;192;84;84;82;2;0;0;1;0;0;0;0;1;26;0;2;1;0;3;5;0;1;2;0;16;24;0;0;0;;;
MARINA;1;1049;600;600;587;13;0;4;0;1;2;0;2;4;219;0;20;11;8;27;23;1;2;2;4;0;241;4;9;3;;;
MARINA;2;102;82;82;77;5;0;0;1;0;2;1;0;1;32;0;1;1;0;5;3;0;0;0;2;0;22;1;5;0;;;
MARINA;3;161;104;104;101;3;0;0;2;0;1;11;0;2;37;0;1;0;0;0;10;1;0;0;0;1;30;2;2;1;;;
MARINA;4;600;360;360;349;11;1;2;2;0;0;1;1;1;133;1;9;5;1;7;35;3;2;4;1;0;129;1;8;2;;;
MARINA;5;260;151;151;146;5;0;0;2;0;2;0;0;1;57;0;5;1;2;8;23;0;0;0;0;0;43;2;0;0;;;
MARINA;6;345;220;220;207;13;1;2;5;5;2;1;0;3;79;0;6;2;3;3;13;2;1;0;1;0;73;0;4;1;;;
MARINA;7;524;318;318;308;10;0;0;0;2;1;2;0;5;113;0;7;8;2;9;27;1;6;0;1;0;114;0;6;4;;;
MARINA;8;36;33;33;32;1;0;0;0;0;0;0;0;0;23;0;1;0;0;1;2;0;0;0;0;0;3;1;1;0;;;
MARINA;9;313;210;206;192;14;0;5;2;1;3;2;1;5;91;0;5;4;9;1;24;1;0;0;1;1;30;0;5;1;;;
MARINA;10;203;126;125;116;9;0;0;2;0;5;1;0;2;54;0;1;0;1;4;7;2;2;0;1;0;29;2;2;1;;;
MARINA;11;131;91;91;88;3;0;1;1;0;0;0;0;0;43;0;0;0;0;2;16;0;0;0;0;0;20;1;3;1;;;
MARINA;12;99;76;76;73;3;0;0;0;0;1;0;0;1;53;0;2;1;0;2;1;1;2;0;0;1;7;0;1;0;;;
MARINA;13;250;171;171;162;9;0;1;4;3;2;1;1;3;84;1;3;2;1;5;15;0;0;2;1;1;29;0;3;0;;;
MARINA;14;93;62;62;61;1;0;0;0;0;0;0;0;1;36;1;0;5;0;1;11;0;0;0;0;0;4;1;0;1;;;
MARINA;15;101;83;83;79;4;1;0;2;0;0;0;0;2;41;1;1;1;0;0;15;0;1;0;0;0;13;0;1;0;;;
MARINA;16;89;68;68;67;1;0;0;0;0;0;0;0;0;40;0;2;0;1;0;5;0;0;1;0;0;17;0;1;0;;;
MUÆ;1;761;449;449;444;5;0;1;4;9;0;0;0;14;234;2;10;71;4;5;5;1;1;0;0;0;78;0;4;1;;;
MUÆ;2;268;157;157;149;8;0;0;0;1;0;0;1;0;86;0;3;10;2;3;10;2;1;0;2;0;23;0;3;2;;;
MUÆ;3;41;23;23;23;0;0;0;0;0;0;0;0;4;17;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;
MUÆ;4;83;75;75;75;0;0;0;0;1;0;0;0;3;55;0;2;3;0;3;4;0;1;0;0;0;2;0;1;0;;;
MUÆ;5;482;287;287;278;9;0;2;0;3;1;1;1;12;140;3;4;10;5;12;23;0;1;0;1;0;53;0;4;2;;;
MUÆ;6;383;246;246;238;8;1;1;0;0;0;0;0;5;133;0;6;7;0;11;10;2;5;0;3;0;45;0;3;6;;;
MUÆ;7;69;54;54;51;3;1;0;0;0;0;0;0;2;34;0;0;2;0;2;3;0;0;0;0;0;6;0;1;0;;;
MUÆ;8;126;91;91;89;2;0;0;0;3;2;0;0;2;49;0;3;4;0;2;3;0;1;0;2;0;12;2;3;1;;;
MUÆ;9;170;81;81;77;4;0;0;0;0;0;0;0;2;47;0;1;1;0;4;9;1;0;1;0;0;7;2;1;1;;;
MUÆ;10;391;199;199;198;1;0;0;0;0;0;1;0;22;106;0;2;17;6;4;5;0;1;3;1;0;28;0;2;0;;;
MUÆ;11;168;71;71;70;1;0;0;0;2;0;1;1;1;43;0;1;6;0;1;0;0;0;0;0;0;10;2;2;0;;;
MUÆ;12;100;76;76;74;2;0;0;0;2;2;0;2;0;49;2;0;5;0;0;4;0;0;0;0;0;7;0;1;0;;;
MUÆ;13;139;83;83;80;3;0;0;0;2;0;0;0;2;47;0;0;14;0;3;5;0;0;1;0;0;6;0;0;0;;;
MUÆ;14;196;122;122;120;2;2;0;0;5;0;0;0;3;73;1;0;9;0;4;9;1;0;0;0;0;12;1;0;0;;;
MUÆ;15;62;41;41;41;0;0;0;0;0;4;0;0;3;14;0;0;1;1;0;4;0;0;0;0;0;14;0;0;0;;;
MURTER-KORNATI;1;663;372;372;367;5;0;0;0;5;2;2;0;6;96;3;22;58;6;22;16;3;8;6;2;2;100;1;7;0;;;
MURTER-KORNATI;2;659;414;414;401;13;0;1;0;3;1;1;0;1;162;3;21;63;4;18;9;0;2;4;0;1;100;1;4;2;;;
MURTER-KORNATI;3;644;393;393;387;6;0;3;3;5;2;2;0;3;134;0;12;40;2;18;22;0;11;2;4;1;111;1;6;5;;;
NOVIGRAD;1;566;371;371;362;9;1;4;3;3;3;2;0;2;188;1;30;18;1;8;11;1;0;1;1;0;78;2;3;1;;;
NOVIGRAD;2;1481;833;833;818;15;0;0;1;1;0;5;0;3;673;3;10;10;3;23;13;0;3;4;0;1;62;0;2;1;;;
NOVIGRAD;3;359;215;215;210;5;2;1;0;0;1;1;1;1;140;26;4;6;1;2;2;0;2;0;0;1;19;0;0;0;;;
OKRUG;1;283;167;155;151;4;0;0;0;1;1;0;0;0;40;1;7;0;2;10;11;1;0;1;3;0;69;2;2;0;;;
OKRUG;2;1468;701;701;670;31;0;6;2;3;0;3;1;2;330;2;19;19;6;41;17;1;4;0;1;0;202;2;7;2;;;
OKRUG;3;1192;485;485;479;6;0;0;1;1;1;0;0;2;200;0;25;7;0;46;8;1;10;1;4;3;159;3;5;2;;;
OKRUG;4;941;387;387;373;14;0;1;3;0;0;2;0;1;151;0;18;4;7;41;10;1;3;2;2;0;119;2;5;1;;;
OTOK;1;823;499;499;485;14;1;1;0;1;0;4;0;22;324;0;5;4;2;12;20;3;2;9;2;0;67;0;2;4;;;
OTOK;2;1741;974;974;959;15;1;0;1;2;1;6;1;21;701;1;6;20;6;36;35;29;10;8;2;2;55;0;11;4;;;
OTOK;3;340;242;242;236;6;0;0;0;1;0;0;0;0;129;2;3;3;1;3;20;0;0;2;0;2;64;0;6;0;;;
OTOK;4;915;651;651;636;15;1;1;1;1;1;1;0;5;499;4;2;12;2;10;9;7;11;20;0;2;36;0;11;0;;;
OTOK;5;964;471;471;465;6;0;0;0;2;2;0;2;5;356;1;2;4;2;10;11;1;4;1;0;0;54;2;3;3;;;
PAKOŠTANE;1;1026;665;665;646;19;0;3;1;5;0;2;1;2;285;3;66;84;10;26;14;0;4;2;1;2;120;1;4;10;;;
PAKOŠTANE;2;1003;582;582;568;14;0;4;6;2;1;4;0;4;241;2;62;56;1;21;28;0;5;2;0;0;117;2;6;4;;;
PAKOŠTANE;3;715;421;421;413;8;3;0;0;0;2;0;0;1;252;2;19;66;0;56;2;1;2;3;0;0;3;0;1;0;;;
PAKOŠTANE;4;848;499;498;483;15;2;4;3;0;2;4;0;2;197;2;70;31;5;52;11;0;5;6;3;1;68;2;10;3;;;
PAKOŠTANE;5;257;155;155;148;7;0;1;0;0;0;1;2;2;36;0;32;4;0;2;9;1;0;1;1;1;52;1;1;1;;;
PAŠMAN;1;261;160;158;156;2;0;0;0;0;0;1;1;1;79;2;7;10;0;6;10;2;3;1;2;1;21;0;8;1;;;
PAŠMAN;2;321;191;191;186;5;0;1;0;0;0;3;0;1;81;0;13;7;6;4;10;0;0;3;1;0;52;1;2;1;;;
PAŠMAN;3;77;45;45;43;2;0;1;0;0;1;0;0;0;10;0;6;9;0;1;4;0;0;0;0;1;7;1;2;0;;;
PAŠMAN;4;250;145;145;144;1;0;0;0;2;1;1;0;1;74;1;2;8;1;3;6;0;5;0;0;0;38;0;0;1;;;
PAŠMAN;5;418;225;225;217;8;0;1;1;0;0;1;0;0;115;3;9;1;3;6;13;1;0;3;1;0;54;0;5;0;;;
PAŠMAN;6;248;181;181;177;4;0;1;1;2;0;1;0;0;101;0;16;11;3;8;4;0;6;1;0;0;17;1;3;1;;;
PAŠMAN;7;215;124;124;119;5;0;0;0;1;0;1;0;0;45;2;6;7;2;7;3;0;1;1;1;0;36;1;4;1;;;
PAŠMAN;8;331;181;181;178;3;0;0;1;0;0;0;1;0;77;0;9;9;1;7;13;0;2;2;0;0;50;2;3;1;;;
PERUŠIÆ;1;901;613;613;606;7;0;2;2;0;0;15;0;0;423;1;9;8;8;6;17;0;0;0;1;0;105;0;5;4;;;
PERUŠIÆ;2;239;148;148;144;4;0;0;0;1;0;3;0;0;111;2;1;1;0;2;3;0;0;0;0;0;19;0;0;1;;;
PERUŠIÆ;3;155;75;75;73;2;0;0;1;1;0;4;1;0;65;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
PERUŠIÆ;4;138;87;87;86;1;0;0;0;1;0;3;0;1;68;1;0;1;0;2;0;0;0;0;0;1;8;0;0;0;;;
PERUŠIÆ;5;298;200;197;197;0;1;0;0;1;0;4;0;1;144;0;2;7;0;5;8;0;0;1;0;0;23;0;0;0;;;
PERUŠIÆ;6;41;23;23;23;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
PERUŠIÆ;7;53;35;35;35;0;0;0;0;0;0;2;0;0;14;1;0;1;0;1;5;0;0;0;0;1;8;0;2;0;;;
PERUŠIÆ;8;193;139;139;134;5;0;0;0;0;0;0;0;0;119;0;0;1;1;3;2;0;1;0;0;0;6;0;1;0;;;
PERUŠIÆ;9;213;163;163;161;2;4;0;2;0;0;2;0;1;126;1;0;4;1;4;4;0;0;0;0;0;10;1;1;0;;;
PERUŠIÆ;10;160;102;102;99;3;1;0;0;0;0;1;0;2;72;0;1;0;0;9;4;0;0;0;0;0;9;0;0;0;;;
PERUŠIÆ;11;159;108;108;104;4;0;0;0;0;0;1;0;1;91;0;0;0;1;5;1;0;0;0;0;0;1;0;3;0;;;
PERUŠIÆ;12;199;96;96;95;1;0;0;0;0;0;1;1;3;69;0;2;3;1;4;3;2;1;0;0;0;3;0;0;2;;;
PERUŠIÆ;13;52;31;31;31;0;0;0;0;0;0;9;0;0;4;0;0;0;0;0;0;0;0;0;0;0;16;1;1;0;;;
PERUŠIÆ;14;73;40;40;40;0;1;0;0;0;0;1;0;0;11;0;1;0;0;0;2;0;0;0;0;3;21;0;0;0;;;
PIROVAC;1;613;352;352;345;7;0;2;1;3;5;4;0;0;154;1;12;64;2;12;9;0;2;0;0;2;65;1;4;2;;;
PIROVAC;2;625;344;344;337;7;0;0;0;4;2;0;1;2;132;1;13;33;4;15;16;1;4;1;0;0;93;5;9;1;;;
PIROVAC;3;519;290;290;287;3;1;0;0;2;1;0;0;1;122;2;4;43;2;11;20;1;4;3;1;0;65;1;3;0;;;
PIROVAC;4;97;76;76;76;0;0;0;0;0;0;0;0;0;43;0;0;17;0;0;1;0;1;0;0;0;14;0;0;0;;;
PIROVAC;5;110;89;89;88;1;0;0;0;0;0;0;0;1;42;0;0;23;0;0;3;0;1;2;0;0;16;0;0;0;;;
PLITVIÈKA JEZERA;1;901;475;475;462;13;0;0;1;1;0;1;1;0;164;5;11;20;2;24;6;0;3;1;0;131;86;1;4;0;;;
PLITVIÈKA JEZERA;2;1533;931;931;920;11;0;1;0;6;0;5;2;3;491;0;18;40;6;81;6;1;0;2;0;95;158;3;1;1;;;
PLITVIÈKA JEZERA;3;604;378;378;367;11;0;3;1;1;0;2;0;1;126;1;9;10;1;24;7;1;4;1;3;32;134;0;4;2;;;
PLITVIÈKA JEZERA;4;412;252;252;246;6;0;0;1;1;0;1;0;0;150;2;3;12;1;18;7;0;0;2;1;6;36;0;1;4;;;
PLITVIÈKA JEZERA;5;103;60;60;60;0;0;0;1;1;0;0;0;4;42;0;2;2;0;5;0;0;0;0;0;0;2;0;1;0;;;
PLITVIÈKA JEZERA;6;305;154;154;151;3;0;1;0;1;1;0;0;1;123;1;1;0;1;9;1;0;0;3;0;0;6;1;1;0;;;
PLITVIÈKA JEZERA;7;219;103;103;100;3;0;0;0;0;0;1;0;0;27;0;1;0;0;3;2;0;0;1;1;45;19;0;0;0;;;
POLAÈA;1;1257;607;606;592;14;1;1;3;4;0;8;0;4;427;6;8;12;4;31;9;1;4;6;0;5;55;1;0;2;;;
POLAÈA;2;248;89;89;87;2;0;0;0;0;1;1;0;0;45;0;1;6;0;2;1;0;0;0;0;20;10;0;0;0;;;
POLIÈNIK;1;601;366;366;358;8;0;2;0;2;0;2;0;3;228;5;5;19;3;13;15;0;8;0;1;0;49;0;1;2;;;
POLIÈNIK;2;279;156;156;154;2;0;0;0;1;0;0;0;1;118;2;2;3;1;4;3;0;2;0;0;1;16;0;0;0;;;
POLIÈNIK;3;278;163;163;163;0;0;0;0;0;2;2;0;1;114;0;2;2;3;8;3;1;4;1;0;0;15;1;1;3;;;
POLIÈNIK;4;663;338;338;332;6;0;0;0;1;0;1;0;0;205;1;12;31;4;10;11;1;0;2;0;0;48;1;3;1;;;
POLIÈNIK;5;186;120;120;112;8;0;1;1;0;0;1;1;0;74;0;4;11;2;0;0;0;0;0;0;0;15;0;1;1;;;
POLIÈNIK;6;1067;507;507;499;8;3;1;3;2;1;3;2;1;376;1;12;9;3;18;10;2;2;3;0;0;42;0;2;3;;;
POLIÈNIK;7;120;83;83;82;1;0;0;0;0;0;0;0;0;73;0;1;1;0;1;0;0;0;0;0;1;4;0;1;0;;;
POLIÈNIK;8;232;156;156;150;6;0;0;0;0;0;0;1;3;109;2;3;2;3;2;5;0;1;0;0;0;16;0;2;1;;;
POLIÈNIK;9;549;279;279;269;10;2;0;1;1;0;3;0;0;188;3;9;10;0;8;6;1;0;1;0;0;26;4;5;1;;;
POLIÈNIK;10;337;196;196;196;0;0;4;0;0;3;1;3;2;126;0;1;4;3;27;5;0;1;2;1;0;9;0;4;0;;;
POSEDARJE;1;1268;832;832;806;26;2;4;1;2;1;10;0;2;451;8;44;19;13;27;41;2;5;1;1;0;157;3;6;6;;;
