Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: STJEPAN RUŠEC                                       ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA, Nositelj liste: SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, Nositelj liste: ŠIMO MARKSER;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: ŽELJKO PECEK;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: MIROSLAV RAJH                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB, Nositelj liste: BRANIMIR GLAVAŠ, dipl.iur.                                        ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ERIKA ÈILOG;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: IVAN VEKIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;NEOVISNA LISTA, Nositelj liste: ANTUN LASLO                                 ;NEOVISNA LISTA, Nositelj liste: BORIS MIKŠIÆ                                 ;SLAVONSKO-BARANJSKA HRVATSKA STRANKA - SBHS, Nositelj liste: DAMIR JURIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ                                 ;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: ZDRAVKO PEKO                                 
MAGADENOVAC;5;308;233;233;227;6;1;0;3;2;0;0;0;53;1;7;25;1;10;14;64;0;0;0;0;0;1;44;1
MAGADENOVAC;6;324;223;223;216;7;0;0;0;2;0;0;0;31;1;3;12;1;2;13;93;1;1;0;0;0;4;51;1
MARIJANCI;1;735;439;439;432;7;1;0;1;2;0;2;0;86;1;32;9;4;19;19;165;2;0;0;1;1;2;85;0
MARIJANCI;2;170;123;123;121;2;1;0;0;2;0;0;0;42;1;2;4;0;10;5;39;0;0;3;0;1;1;10;0
MARIJANCI;3;235;117;117;114;3;0;0;0;1;2;0;0;16;1;1;1;0;21;0;58;0;0;1;0;1;0;11;0
MARIJANCI;4;761;413;411;402;9;0;1;2;2;1;2;1;78;9;15;14;0;66;37;121;0;1;1;0;3;3;44;1
MARIJANCI;5;291;153;153;147;6;1;0;0;1;0;0;2;29;1;3;1;0;14;19;54;0;1;0;0;2;3;16;0
MARIJANCI;6;32;26;26;24;2;0;0;0;0;0;0;0;7;1;0;0;0;0;4;6;0;0;0;0;0;0;6;0
MIKLEUŠ;1;846;488;488;480;8;0;0;0;2;3;2;0;258;1;12;25;2;23;16;37;3;0;2;0;1;3;87;3
MIKLEUŠ;2;378;200;200;193;7;0;1;0;2;5;3;1;85;1;2;17;0;23;9;7;1;0;0;0;0;0;36;0
MIKLEUŠ;3;373;198;198;192;6;1;0;0;1;0;1;2;127;1;0;20;0;5;7;6;0;0;0;0;1;1;19;0
NOVA BUKOVICA;1;429;280;280;277;3;0;0;1;2;2;1;1;124;0;1;35;0;7;4;17;1;0;0;1;0;0;77;3
NOVA BUKOVICA;2;377;235;235;234;1;0;2;5;1;0;1;0;107;0;2;20;0;9;14;15;0;0;3;0;1;2;52;0
NOVA BUKOVICA;3;150;100;100;98;2;1;0;0;1;0;0;0;61;1;0;8;0;6;5;3;0;0;1;0;0;0;11;0
NOVA BUKOVICA;4;334;227;227;223;4;0;1;1;2;0;0;0;112;0;4;17;1;22;8;15;0;0;2;0;1;0;37;0
NOVA BUKOVICA;5;45;29;29;28;1;0;0;0;0;0;0;0;7;0;1;7;0;0;0;0;0;0;0;0;0;0;13;0
NOVA BUKOVICA;6;158;116;116;112;4;0;1;0;1;0;0;0;55;1;3;8;0;3;4;1;0;4;0;0;0;0;31;0
NOVA BUKOVICA;7;275;94;94;92;2;0;0;0;1;1;1;1;38;1;3;4;0;10;2;7;0;0;0;0;2;0;21;0
NOVA BUKOVICA;8;79;49;49;49;0;0;0;0;0;0;0;0;10;0;0;2;0;0;6;0;0;0;1;0;0;0;29;1
PETLOVAC;1;780;511;510;501;9;1;1;1;2;2;0;0;153;0;172;2;0;12;25;42;1;0;0;0;9;1;76;1
PETLOVAC;2;490;327;327;321;6;0;0;1;1;0;2;0;148;0;27;7;0;17;12;69;0;0;0;3;0;1;33;0
PETLOVAC;3;471;278;278;275;3;1;0;1;1;0;1;1;109;1;30;12;0;10;7;68;0;1;0;0;1;2;29;0
PETLOVAC;4;63;40;40;40;0;0;0;0;1;0;0;0;13;0;4;0;0;0;3;4;0;0;0;3;0;1;11;0
PETLOVAC;5;187;121;121;121;0;1;0;0;0;0;0;0;72;0;7;1;0;2;7;16;0;0;0;0;2;3;10;0
PETLOVAC;6;12;8;8;5;3;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
PETRIJEVCI;1;682;421;421;417;4;1;1;1;3;1;4;0;125;1;26;8;4;41;15;52;1;0;0;0;2;1;125;5
PETRIJEVCI;2;788;483;481;475;6;0;1;0;1;0;3;0;158;1;17;10;1;46;7;77;0;0;1;0;1;4;145;2
PETRIJEVCI;3;645;376;376;373;3;0;1;0;1;1;2;0;130;0;14;10;1;35;24;60;1;0;0;0;2;3;88;0
PETRIJEVCI;4;465;313;313;312;1;0;0;0;2;3;0;0;99;1;30;12;3;20;19;61;0;1;0;0;2;0;59;0
PITOMAÈA;1;414;301;301;296;5;0;0;2;2;0;0;0;130;0;4;56;2;5;10;0;0;0;0;0;1;0;83;1
PITOMAÈA;2;374;279;279;275;4;1;1;1;1;0;1;0;195;2;4;27;1;7;7;1;0;0;1;0;1;0;24;0
PITOMAÈA;3;356;263;263;261;2;1;0;1;1;1;0;1;125;1;0;63;1;2;9;0;0;0;0;0;1;0;53;1
PITOMAÈA;4;232;153;153;153;0;1;1;2;0;1;0;1;73;1;1;41;0;1;7;1;0;0;0;0;0;0;22;0
PITOMAÈA;5;595;408;408;406;2;0;1;3;1;1;2;0;192;3;16;66;2;13;16;5;0;0;0;0;1;0;83;1
PITOMAÈA;6;279;231;231;229;2;0;1;4;1;0;1;1;77;0;6;76;0;14;3;1;0;1;0;0;0;0;43;0
PITOMAÈA;7;295;242;242;237;5;1;0;2;0;1;1;1;107;2;1;59;1;1;16;0;0;1;0;0;0;0;43;0
PITOMAÈA;8;417;295;295;288;7;0;0;4;2;1;0;0;147;3;9;47;3;6;17;1;0;0;1;0;0;0;47;0
PITOMAÈA;9;166;120;120;117;3;0;1;1;0;0;0;0;54;0;2;48;0;1;2;0;0;0;0;0;0;0;7;1
PITOMAÈA;10;513;371;370;366;4;0;0;6;0;1;0;0;109;1;12;109;2;17;26;4;0;1;0;0;0;1;77;0
PITOMAÈA;11;509;400;397;392;5;3;0;2;0;1;6;0;120;3;13;45;1;5;27;2;0;2;0;0;0;0;158;4
PITOMAÈA;12;919;658;658;653;5;0;3;4;0;4;4;0;226;1;20;100;6;9;27;4;0;1;1;1;3;1;235;3
PITOMAÈA;13;438;284;284;283;1;0;0;2;0;1;2;0;135;0;10;30;6;5;10;0;0;2;0;0;1;0;78;1
PITOMAÈA;14;674;223;223;219;4;2;1;1;0;0;1;0;154;0;0;18;0;4;2;0;1;0;0;0;0;0;35;0
PITOMAÈA;15;432;211;211;207;4;1;0;1;0;0;3;1;96;0;10;26;2;9;7;2;1;0;2;0;2;0;44;0
PITOMAÈA;16;376;296;296;296;0;1;0;2;0;1;0;0;142;0;1;35;2;2;17;1;0;1;2;0;0;0;87;2
PITOMAÈA;17;569;416;416;409;7;3;3;2;0;1;2;0;170;1;6;76;5;5;13;1;0;0;0;1;2;0;118;0
PITOMAÈA;18;107;88;88;86;2;0;1;0;0;0;0;0;58;0;0;7;0;0;2;4;0;0;1;0;0;1;12;0
PITOMAÈA;19;829;512;511;509;2;0;2;3;0;2;3;1;184;2;19;53;2;27;28;8;0;5;0;0;4;1;162;3
PODGORAÈ;1;313;204;204;200;4;0;1;0;0;0;1;0;49;0;25;5;1;8;12;59;0;2;2;0;0;0;35;0
PODGORAÈ;2;473;277;277;269;8;0;1;0;3;0;1;0;72;0;52;14;1;15;11;56;1;0;0;2;0;4;35;1
PODGORAÈ;3;100;69;69;69;0;0;1;1;1;0;0;1;20;0;12;8;0;0;5;9;1;0;0;0;0;0;10;0
PODGORAÈ;4;272;169;169;165;4;0;0;1;2;1;0;0;42;1;17;8;2;9;7;49;2;1;0;0;1;2;20;0
PODGORAÈ;5;377;223;223;220;3;1;0;1;9;2;1;0;38;0;24;9;1;8;17;68;0;0;0;0;1;3;37;0
PODGORAÈ;6;112;80;80;78;2;0;1;0;3;2;0;0;10;0;33;0;0;2;5;17;0;0;0;0;1;0;4;0
PODGORAÈ;7;58;37;37;36;1;0;0;0;0;0;0;0;6;1;1;2;0;0;0;16;0;0;0;0;0;1;9;0
PODGORAÈ;8;109;72;72;71;1;0;0;1;18;0;0;0;2;0;33;2;0;1;1;3;0;0;1;0;0;0;9;0
PODGORAÈ;9;444;255;255;249;6;0;0;1;4;2;0;1;39;1;20;8;1;19;21;69;0;1;0;0;0;1;60;1
PODGORAÈ;10;204;131;131;129;2;0;1;1;0;0;0;0;32;0;44;2;1;11;4;18;0;0;0;2;0;0;13;0
PODRAVSKA MOSLAVINA;1;713;391;391;382;9;1;0;0;2;0;0;0;144;3;1;10;2;40;38;90;0;2;0;0;0;1;47;1
PODRAVSKA MOSLAVINA;2;441;212;212;205;7;0;2;1;1;0;1;0;103;2;4;6;2;11;7;26;1;0;0;0;0;0;38;0
POPOVAC;1;841;464;464;460;4;0;2;1;8;2;3;0;217;2;25;8;1;44;22;71;1;0;2;1;2;1;45;2
POPOVAC;2;588;338;338;334;4;0;0;0;2;1;1;0;79;1;30;2;2;20;21;49;1;0;0;0;0;4;120;1
POPOVAC;3;283;151;151;146;5;2;0;1;2;0;2;0;62;0;7;3;0;19;9;22;0;0;0;0;0;0;17;0
PUNITOVCI;1;591;376;376;370;6;1;0;8;2;2;2;0;128;0;4;43;1;21;10;101;2;0;0;4;0;4;37;0
PUNITOVCI;2;576;412;412;408;4;0;0;0;5;0;0;0;71;0;4;5;1;4;10;259;0;0;0;3;0;6;40;0
PUNITOVCI;3;223;130;130;128;2;0;1;0;0;0;0;0;30;0;1;10;1;3;6;43;0;1;0;2;3;3;24;0
SATNICA ÐAKOVAÈKA;1;498;304;304;302;2;0;1;0;0;2;4;1;106;0;26;8;2;6;11;48;0;0;2;2;0;1;77;5
SATNICA ÐAKOVAÈKA;2;852;448;447;438;9;1;0;2;3;1;13;0;119;1;15;27;0;17;16;83;0;2;2;17;0;3;116;0
SATNICA ÐAKOVAÈKA;3;44;23;23;23;0;0;0;0;0;0;0;0;3;0;0;2;0;0;1;4;0;0;0;0;0;0;13;0
SATNICA ÐAKOVAÈKA;4;701;388;388;378;10;0;1;0;2;0;3;0;143;1;13;28;3;8;12;77;0;2;0;7;1;5;72;0
SEMELJCI;1;1136;685;685;675;10;0;3;11;3;5;2;1;194;3;30;57;4;70;35;78;1;3;1;6;4;5;154;5
SEMELJCI;2;811;466;466;460;6;0;0;5;3;0;6;0;146;1;14;58;5;25;30;77;2;1;0;1;3;6;72;5
SEMELJCI;3;697;401;401;398;3;0;0;3;2;1;1;0;80;1;11;29;0;47;20;80;0;3;0;0;3;3;112;2
SEMELJCI;4;611;319;319;316;3;0;0;3;1;0;4;0;122;0;12;13;1;13;33;61;0;0;0;0;0;1;50;2
SEMELJCI;5;529;299;291;281;10;1;2;3;3;1;3;1;97;0;11;21;3;9;26;39;0;0;1;4;0;2;54;0
SOPJE;1;521;379;379;375;4;0;0;1;3;5;1;1;159;0;7;53;1;12;13;48;0;1;0;5;0;2;63;0
SOPJE;2;129;97;97;97;0;2;0;0;0;0;0;0;54;0;0;2;1;1;0;5;0;1;0;0;0;2;29;0
SOPJE;3;230;170;170;168;2;0;1;1;0;0;1;0;72;0;6;13;0;41;2;6;0;1;0;0;0;0;24;0
SOPJE;4;99;68;68;68;0;0;0;2;1;0;0;0;28;0;3;2;0;3;0;5;0;0;0;0;0;0;24;0
SOPJE;5;228;196;196;193;3;0;0;2;1;1;0;0;90;1;5;34;1;4;8;20;0;0;0;1;1;0;24;0
SOPJE;6;173;118;118;111;7;0;1;0;0;0;0;0;50;1;8;10;0;1;3;7;0;0;1;1;0;0;28;0
SOPJE;7;170;89;89;85;4;0;0;0;0;0;0;0;23;1;6;2;1;3;0;15;0;0;1;0;0;0;32;1
SOPJE;8;337;240;240;235;5;0;0;2;6;0;0;0;119;0;17;13;0;6;5;35;0;0;0;0;0;0;32;0
SOPJE;9;315;246;246;238;8;0;2;5;0;2;0;0;76;1;8;20;1;21;9;27;2;3;0;0;1;0;59;1
STRIZIVOJNA;1;825;435;434;430;4;1;3;1;0;1;1;1;164;2;12;8;1;11;23;91;0;0;0;7;2;3;96;2
STRIZIVOJNA;2;945;474;474;470;4;0;2;4;2;1;0;1;123;2;5;40;2;8;38;183;0;2;0;1;2;3;49;2
STRIZIVOJNA;3;426;192;192;190;2;0;0;0;1;0;1;0;78;1;6;0;0;4;16;57;1;0;0;4;0;0;19;2
SUHOPOLJE;1;570;306;306;303;3;0;1;0;0;2;1;1;188;2;3;18;0;6;10;4;1;0;0;0;0;0;66;0
SUHOPOLJE;2;102;58;58;57;1;0;0;1;1;0;0;0;27;0;1;3;0;3;0;0;0;0;0;0;1;0;20;0
SUHOPOLJE;3;897;496;496;488;8;0;4;2;4;2;2;0;212;1;12;36;1;30;14;12;2;0;2;0;1;0;150;1
SUHOPOLJE;4;219;144;144;144;0;3;0;1;2;0;3;1;51;1;8;7;1;2;11;1;0;1;2;0;0;0;49;0
SUHOPOLJE;5;246;207;207;203;4;0;0;2;4;1;0;0;98;0;0;21;2;5;4;7;1;1;0;0;0;0;57;0
SUHOPOLJE;6;274;148;145;144;1;0;0;1;0;0;1;0;105;0;4;6;0;7;3;4;0;0;0;0;0;0;13;0
SUHOPOLJE;7;115;87;87;87;0;1;0;1;0;1;0;0;14;0;3;6;0;2;4;3;1;0;1;0;0;1;48;1
SUHOPOLJE;8;336;260;260;255;5;0;0;2;4;1;1;0;142;0;3;47;2;3;0;4;0;0;1;0;0;0;45;0
SUHOPOLJE;9;432;264;264;260;4;1;0;2;0;1;1;0;90;3;7;10;1;11;6;4;0;0;1;1;1;1;118;1
SUHOPOLJE;10;180;113;109;108;1;0;0;2;0;0;0;0;78;0;2;7;0;6;3;1;0;0;0;0;1;0;8;0
SUHOPOLJE;11;129;68;68;67;1;1;0;0;0;0;0;0;27;0;2;5;0;0;7;3;1;0;1;0;2;0;18;0
SUHOPOLJE;12;1163;732;732;727;5;1;1;1;2;3;2;3;306;2;21;52;6;27;28;18;0;0;0;0;1;0;251;2
SUHOPOLJE;13;288;174;174;172;2;0;1;2;1;2;1;0;65;1;7;9;1;7;2;5;0;1;0;0;0;0;65;2
SUHOPOLJE;14;239;146;146;145;1;0;0;1;0;0;0;0;68;1;4;14;0;11;6;3;0;0;0;0;0;0;36;1
SUHOPOLJE;15;1053;644;644;635;9;3;1;2;1;1;2;2;331;0;15;32;6;35;27;11;1;2;2;1;1;3;154;2
SUHOPOLJE;16;135;81;81;80;1;0;0;0;1;0;0;0;59;0;4;0;0;4;0;2;0;0;0;0;0;0;10;0
SUHOPOLJE;17;64;31;31;31;0;0;0;0;1;0;0;0;19;0;0;2;0;3;0;0;0;0;0;1;2;0;3;0
SUHOPOLJE;18;125;71;71;70;1;0;1;1;0;0;0;0;43;0;4;1;0;2;3;0;0;0;0;0;0;0;15;0
SUHOPOLJE;19;100;66;66;65;1;0;0;0;0;0;0;0;36;0;1;5;0;6;6;0;0;0;0;0;2;0;9;0
ŠODOLOVCI;1;111;45;45;43;2;0;0;0;0;0;0;0;3;0;9;0;0;0;4;1;0;0;1;0;0;0;25;0
ŠODOLOVCI;2;149;61;61;55;6;0;0;0;0;0;0;0;1;0;3;0;0;0;4;1;0;0;7;0;0;0;39;0
ŠODOLOVCI;3;110;50;50;48;2;0;1;0;0;0;0;0;8;0;8;1;0;4;1;6;0;0;1;0;0;0;18;0
ŠODOLOVCI;4;53;22;22;22;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;17;0
ŠODOLOVCI;5;70;24;24;23;1;0;0;0;0;0;0;0;9;0;1;0;1;1;2;1;0;0;0;0;0;0;8;0
ŠODOLOVCI;6;37;19;19;19;0;0;0;0;0;0;0;0;11;0;0;0;0;2;0;1;0;0;0;0;0;0;5;0
ŠODOLOVCI;7;76;40;40;38;2;0;0;0;0;0;0;0;9;0;1;3;1;3;4;3;0;0;0;1;0;0;13;0
ŠPIŠIÆ BUKOVICA;1;611;398;398;392;6;0;0;3;1;2;3;0;197;1;9;28;2;8;20;12;1;5;2;0;0;0;97;1
ŠPIŠIÆ BUKOVICA;2;522;352;352;346;6;0;1;2;0;3;1;0;111;0;10;34;3;10;19;12;1;0;0;2;1;1;135;0
ŠPIŠIÆ BUKOVICA;3;488;295;295;293;2;0;0;3;0;0;1;1;129;0;18;24;0;11;12;3;0;0;1;0;0;0;90;0
ŠPIŠIÆ BUKOVICA;4;577;432;432;427;5;0;0;4;2;1;3;0;166;1;8;92;0;9;12;2;0;0;0;0;1;1;124;1
ŠPIŠIÆ BUKOVICA;5;199;147;147;147;0;1;0;1;0;1;1;0;57;0;2;30;0;6;7;0;0;0;0;0;0;1;40;0
ŠPIŠIÆ BUKOVICA;6;441;291;291;283;8;0;0;2;0;0;2;0;129;0;8;50;1;26;9;1;0;0;0;0;2;1;52;0
ŠPIŠIÆ BUKOVICA;7;712;438;438;431;7;0;0;9;3;0;4;1;206;1;1;76;2;10;19;15;1;3;1;1;1;0;73;4
ŠPIŠIÆ BUKOVICA;8;230;168;168;168;0;0;0;0;2;1;2;0;58;2;9;30;3;5;2;0;0;0;0;0;0;0;54;0
TRNAVA;1;546;323;323;321;2;1;0;0;3;0;3;0;114;4;6;17;0;26;10;41;0;2;1;0;2;3;88;0
TRNAVA;2;301;163;163;159;4;0;1;1;3;0;0;1;101;3;4;4;0;1;5;19;0;0;0;1;0;1;13;1
TRNAVA;3;111;78;78;76;2;0;1;0;0;1;0;1;34;0;1;2;0;0;2;0;0;0;1;0;0;0;33;0
TRNAVA;4;227;155;155;154;1;1;0;1;0;2;2;1;23;0;8;2;0;21;5;66;1;0;0;1;0;0;19;1
TRNAVA;5;66;42;42;41;1;0;0;0;0;1;0;0;27;2;1;0;0;1;2;1;0;0;1;1;0;1;3;0
TRNAVA;6;227;110;110;108;2;0;1;2;1;0;0;0;42;0;2;12;0;1;4;11;0;0;1;1;0;1;28;1
VILJEVO;1;1117;738;738;724;14;0;3;4;5;8;2;2;375;2;18;29;1;14;43;126;2;2;0;0;2;6;80;0
VILJEVO;2;165;103;103;96;7;0;0;0;2;0;0;0;33;0;2;2;0;5;3;17;0;0;0;0;0;1;31;0
VILJEVO;3;44;26;26;26;0;2;0;0;0;2;0;0;10;0;0;0;0;4;0;1;0;0;0;0;0;0;7;0
VILJEVO;4;322;188;188;184;4;0;0;3;1;0;0;1;45;0;2;7;1;20;6;62;0;0;1;0;0;0;35;0
VIŠKOVCI;1;989;601;601;596;5;2;0;6;0;1;1;0;141;3;92;7;1;124;18;89;0;0;1;1;3;2;103;1
VIŠKOVCI;2;414;268;268;265;3;1;0;0;1;0;0;0;52;1;71;10;1;14;1;53;0;0;0;0;2;0;58;0
VIŠKOVCI;3;247;152;152;151;1;0;0;1;0;0;0;0;62;0;5;3;1;17;2;33;0;0;0;0;1;1;25;0
VLADISLAVCI;1;479;270;270;266;4;1;1;2;2;1;1;0;66;0;9;5;1;12;13;83;1;0;2;0;0;5;61;0
VLADISLAVCI;2;566;339;339;336;3;0;0;1;1;1;0;2;88;1;6;4;3;27;15;102;1;0;1;0;1;3;77;2
VLADISLAVCI;3;414;207;207;203;4;1;0;2;2;0;5;1;49;0;2;2;2;24;4;31;0;0;0;0;1;4;72;1
VLADISLAVCI;4;199;137;137;133;4;0;2;0;2;1;0;0;27;0;2;2;0;9;9;50;0;0;0;0;1;1;26;1
VOÆIN;1;1063;618;618;614;4;0;0;4;2;0;0;0;361;1;5;34;1;30;33;59;0;0;0;0;0;0;84;0
VOÆIN;2;670;347;347;339;8;0;0;0;1;0;0;1;257;1;9;4;1;33;1;16;0;0;1;0;2;0;12;0
VOÆIN;3;300;122;122;120;2;0;0;1;0;0;0;0;57;0;1;12;0;4;4;11;0;0;0;0;0;0;30;0
VUKA;1;1106;656;656;641;15;0;1;3;0;1;4;0;208;1;39;32;3;89;55;85;2;1;0;2;3;1;105;6
ZDENCI;1;453;301;301;299;2;2;1;1;2;0;1;0;103;0;6;62;1;7;13;24;0;3;2;1;2;0;67;1
ZDENCI;2;433;282;282;276;6;0;0;0;0;0;0;0;79;0;16;24;3;6;8;21;2;0;0;0;0;1;115;1
ZDENCI;3;144;88;88;86;2;0;0;3;0;0;0;0;29;0;2;31;0;3;2;9;0;0;0;0;0;0;7;0
ZDENCI;4;171;127;127;124;3;0;0;1;0;0;0;0;36;1;17;25;1;3;7;9;0;1;0;0;0;0;23;0
ZDENCI;5;154;117;117;116;1;0;0;3;1;0;0;1;40;0;0;18;0;7;5;4;0;0;0;0;0;0;37;0
ZDENCI;6;111;85;85;82;3;0;0;2;1;0;0;0;30;0;1;24;0;1;3;2;0;0;0;0;0;1;17;0
ZDENCI;7;153;94;94;91;3;0;0;1;0;0;0;0;22;0;8;37;0;3;1;15;1;0;0;0;0;0;3;0
ZDENCI;8;166;109;109;104;5;0;1;3;0;2;0;0;38;0;0;36;0;2;5;7;0;0;0;0;0;0;10;0
ZDENCI;9;69;29;29;29;0;0;0;1;1;0;0;0;7;0;0;13;0;0;2;0;0;0;0;0;0;0;5;0
POSEBNA BM ZA IV. IJ;;;613;610;593;17;3;4;1;7;1;2;0;221;3;16;21;3;43;15;74;1;5;1;2;0;2;162;6
INOZEMSTVO ZA IV. IJ.;;;1224;1222;1212;10;3;2;1;14;2;4;1;795;5;27;22;8;114;5;69;1;7;5;0;8;3;110;6
UKUPNO ZA IV. IJ;;335091;211839;211426;208716;2710;242;364;576;1626;692;1068;183;65115;560;9687;8424;1294;16656;10207;31795;219;602;482;384;941;957;55936;706
