Izborna jedinica;Grad/opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: MLADENKA ATANACKOVIÆ, Zamjenik: JASMINKA IGNJATOVIÆ, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM                                        ;Kandidat: DUŠAN CRNKOVIÆ, ing., Zamjenik: BOŽIDAR SLAVULJ, ing. grað., Predlagatelj: SRPSKA NARODNA STRANKA - SNS                                        ;Kandidat: JELICA ÈANAK, Zamjenik: BRANKICA JEROTIÆ, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM                                        ;Kandidat: PERO DEJANOVIÆ, Zamjenik: STEVAN IVANIÆ, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: PETAR DUBAIÆ, Zamjenik: PETAR VUJAKLIJA, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA                                        ;Kandidat: VELJKO DŽAKULA, dipl.ing. šumarstva, Zamjenik: MILAN UZELAC, Predlagatelj: ZAJEDNICA SRBA U REPUBLICI HRVATSKOJ - ZSH                                       ;Kandidat: RATKO GAJICA, Zamjenik: JOVAN AJDUKOVIÆ, Predlagatelj: SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS                                       ;Kandidat: DRAGAN HINIÆ, dipl.iur., Zamjenik: RADOVAN VUKELIÆ, dr.med., Predlagatelj: SRPSKA NARODNA STRANKA - SNS                                        ;Kandidat: CVIJO JANDRIÆ, Zamjenik: ZORA LUKIÆ, Predlagatelj: SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP                                       ;Kandidat: LJUBICA JAVORINA-ŠOLAJA, dr.med., Zamjenik: MILE JAVORINA, ing., Predlagatelj: PARTIJA PODUNAVSKIH SRBA - PPS                                       ;Kandidat: VLADIMIR KOSIÆ, dipl.oec., Zamjenik: VESELIN GRBIÆ, Predlagatelj: PARTIJA PODUNAVSKIH SRBA - PPS                                       ;Kandidat: RADIVOJ-RADE LESKOVAC, dipl. polit., Zamjenik: PERO MATIÆ, prof., Predlagatelj: PARTIJA PODUNAVSKIH SRBA - PPS                                       ;Kandidat: dr.sc. SVETOZAR LIVADA, Zamjenik: STANIŠA ŽARKOVIÆ, dipl. soc.radnik, Predlagatelj: ZAJEDNICA SRBA U REPUBLICI HRVATSKOJ - ZSH                                       ;Kandidat: BRANKO LUBOVAC, dipl.oec., Zamjenik: STEVAN BANJANIN, prof., Predlagatelj: ZAJEDNICA SRBA U REPUBLICI HRVATSKOJ - ZSH                                       ;Kandidat: MILUTIN LUKIÆ, Zamjenik: MLADEN MITROVIÆ, Predlagatelj: SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP                                       ;Kandidat: MILICA MARIÆ, Zamjenik: SAŠA VASILJEV, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM                                        ;Kandidat: DEJAN MEDAKOVIÆ, Zamjenik: MARIJA DVORNIÆ, Predlagatelj: SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP                                       ;Kandidat: dr.sc. MILORAD PUPOVAC, Zamjenik: ALEKSANDAR MILOŠEVIÆ, Predlagatelj: SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS                                       ;Kandidat: VOJISLAV STANIMIROVIÆ, dr.med., Zamjenik: MILE HORVAT, Predlagatelj: SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS                                       ;Kandidat: LUKA ŠUŠAK, dipl.iur., Zamjenik: MILAN RODIÆ, dipl.iur., Predlagatelj: SRPSKA NARODNA STRANKA - SNS                                        ;;;;;;;
5;KLAKAR  ;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;LOVAS  ;2;120;11;11;10;1;0;0;0;0;0;0;5;0;0;2;3;2;0;0;0;0;0;4;6;0;;;;;;;
5;MARKUŠICA  ;6;1888;656;656;646;10;5;9;8;1;3;18;331;12;2;20;15;229;20;2;12;5;13;436;477;5;;;;;;;
5;NEGOSLAVCI  ;2;1293;197;197;186;11;2;4;0;2;3;7;101;0;2;9;11;55;12;2;2;3;5;123;136;1;;;;;;;
5;NIJEMCI  ;8;355;115;115;113;2;10;7;4;1;2;3;37;9;2;4;3;27;12;7;4;1;4;58;65;5;;;;;;;
5;NOVA KAPELA  ;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;NUŠTAR  ;5;140;5;5;4;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;2;0;;;;;;;
5;OKUÈANI  ;5;674;127;126;119;7;2;4;7;1;2;22;28;7;4;6;2;19;12;10;1;5;2;80;57;2;;;;;;;
5;OPRISAVCI  ;9;13;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;
5;ORIOVAC  ;11;125;8;8;7;1;1;0;0;1;1;0;0;3;0;0;0;1;2;1;0;0;0;4;1;0;;;;;;;
5;PODCRKAVLJE  ;11;16;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;PRIVLAKA  ;3;15;3;3;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;;;;;;;
5;REŠETARI  ;8;21;2;2;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;;;;;;;
5;SIBINJ  ;12;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;SIKIREVCI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;SLAVONSKI ŠAMAC  ;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;STARA GRADIŠKA  ;5;172;50;50;50;0;6;7;4;2;2;10;14;2;4;1;3;5;3;0;2;1;1;31;22;2;;;;;;;
5;STARI JANKOVCI  ;5;867;200;200;197;3;6;4;2;1;4;8;117;4;4;8;4;58;4;4;4;4;4;151;145;3;;;;;;;
5;STARI MIKANOVCI  ;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;STARO PETROVO SELO  ;13;41;3;3;3;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;;;;;;;
5;ŠTITAR  ;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;TOMPOJEVCI  ;5;331;39;39;39;0;2;1;2;1;3;3;7;1;1;2;2;17;0;0;2;0;1;17;22;0;;;;;;;
5;TORDINCI  ;4;58;13;13;12;1;0;0;0;0;0;1;1;0;0;0;0;7;0;0;1;0;0;9;7;0;;;;;;;
5;TOVARNIK  ;4;382;28;28;28;0;0;1;0;1;0;1;12;0;0;0;0;6;1;0;0;1;4;20;21;0;;;;;;;
5;TRPINJA  ;7;4635;1752;1752;1722;30;39;14;12;11;7;34;727;19;14;329;279;916;29;16;28;49;25;843;962;11;;;;;;;
5;VELIKA  ;17;134;12;12;12;0;4;0;4;0;1;2;1;0;1;0;0;1;1;1;0;0;0;5;1;1;;;;;;;
5;VELIKA KOPANICA  ;9;4;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;VOÐINCI  ;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;VRBANJA  ;6;28;6;6;4;2;0;0;0;0;1;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;;;;;;;
5;VRBJE  ;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
5;VRPOLJE  ;4;10;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;
6;GLINA  ;20;4022;431;431;413;18;23;39;24;20;12;94;112;22;10;15;10;112;80;21;18;9;13;198;150;53;;;;;;;
6;HRVATSKA KOSTAJNICA  ;8;983;84;84;82;2;7;12;5;5;2;16;12;5;3;10;4;23;20;2;3;2;5;32;23;6;;;;;;;
6;IVANIÆ-GRAD  ;21;63;5;5;5;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1;0;5;3;0;;;;;;;
6;KUTINA  ;39;686;73;73;70;3;4;3;4;2;1;16;10;4;0;3;4;16;15;4;1;2;1;38;20;5;;;;;;;
6;NOVSKA  ;20;1122;33;33;31;2;0;6;0;2;1;6;1;2;1;1;1;3;3;2;2;1;0;16;12;3;;;;;;;
6;PETRINJA  ;34;1961;229;229;219;10;17;25;13;8;13;34;46;15;7;14;12;67;34;16;12;7;2;110;82;17;;;;;;;
6;SISAK  ;70;1935;324;320;305;15;23;33;15;18;12;56;65;20;9;10;7;56;52;12;7;13;11;185;131;22;;;;;;;
6;VELIKA GORICA  ;68;627;72;72;69;3;4;5;3;0;1;10;20;4;0;4;3;16;15;3;5;0;4;40;14;3;;;;;;;
6;ZAGREB-JUGOISTOK  ;97;3669;417;416;408;8;23;27;11;7;3;69;95;31;8;21;13;99;107;24;9;9;7;258;146;45;;;;;;;
6;DONJI KUKURUZARI  ;5;913;70;70;69;1;3;12;1;6;5;23;11;4;2;6;1;23;9;3;3;1;2;33;23;6;;;;;;;
6;DVOR  ;12;4158;874;873;854;19;22;69;37;6;7;102;468;17;17;18;19;97;82;21;13;15;36;602;529;30;;;;;;;
6;GVOZD  ;7;3291;344;344;336;8;9;26;16;3;2;47;107;12;5;6;3;73;34;4;8;3;11;247;167;39;;;;;;;
6;HRVATSKA DUBICA  ;6;636;73;73;73;0;2;13;0;0;2;37;15;2;1;5;1;23;22;6;2;3;0;21;14;3;;;;;;;
6;JASENOVAC  ;10;164;5;5;5;0;0;1;0;0;0;3;4;0;0;0;0;2;0;0;0;0;0;3;2;0;;;;;;;
6;KLOŠTAR IVANIÆ  ;13;10;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;;;;;;;
6;KRAVARSKO  ;10;7;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;
6;KRIŽ  ;19;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
6;LEKENIK  ;15;24;3;3;3;0;2;1;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;
6;LIPOVLJANI  ;6;16;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
6;MAJUR  ;7;560;72;72;69;3;8;11;5;8;1;14;5;1;1;2;0;15;2;5;1;1;3;43;14;1;;;;;;;
6;MARTINSKA VES  ;17;11;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;
6;ORLE  ;6;17;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;
6;POKUPSKO  ;14;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;;;
6;POPOVAÈA  ;19;43;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;0;;;;;;;
6;RUGVICA  ;14;55;8;8;7;1;4;1;1;0;1;1;1;2;1;0;1;2;0;0;0;0;0;2;1;1;;;;;;;
6;SUNJA  ;24;1158;177;176;169;7;13;26;12;8;6;48;18;10;7;1;1;42;16;15;4;3;3;88;55;21;;;;;;;
6;TOPUSKO  ;8;1655;174;174;169;5;4;15;9;4;5;19;54;10;3;3;7;42;23;8;2;4;8;107;102;20;;;;;;;
6;VELIKA LUDINA  ;12;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;;;;;;;
7;BAKAR  ;8;134;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;;;;;;;
7;ÈABAR  ;5;30;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;;;;;;;
7;DELNICE  ;7;102;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;;;;;;;
7;DUGA RESA  ;24;115;14;14;14;0;0;0;0;0;1;1;1;2;2;0;0;7;2;0;0;1;0;8;5;2;;;;;;;
7;JASTREBARSKO  ;49;73;7;7;6;1;0;1;1;0;0;0;2;0;0;0;0;2;1;0;0;0;0;5;4;0;;;;;;;
7;KARLOVAC  ;92;4979;347;347;338;9;15;32;7;13;6;67;69;14;5;8;6;89;80;23;11;11;11;203;102;24;;;;;;;
7;KASTAV  ;6;301;39;39;38;1;2;2;2;1;1;3;20;4;0;2;3;7;5;1;0;8;1;25;15;5;;;;;;;
7;NOVI VINODOLSKI  ;15;62;4;4;4;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;1;3;1;0;;;;;;;
7;OGULIN  ;23;1799;245;245;236;9;7;27;13;4;4;28;79;28;4;7;8;63;19;4;5;8;8;139;98;28;;;;;;;
7;OZALJ  ;27;40;5;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;;;;;;;
7;SAMOBOR  ;80;182;17;17;15;2;5;1;0;0;0;2;0;2;1;1;0;2;2;1;2;0;1;6;3;1;;;;;;;
7;SLUNJ  ;12;1150;99;99;96;3;5;8;6;5;0;9;37;4;3;0;5;24;15;7;5;3;10;57;41;12;;;;;;;
7;SVETA NEDELJA  ;17;67;4;4;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4;1;2;;;;;;;
7;VRBOVSKO  ;12;854;93;93;90;3;6;7;3;1;0;19;14;16;1;3;1;33;26;5;4;2;3;38;21;10;;;;;;;
7;ZAGREB-JUŽNI DIO  ;113;2937;249;248;243;5;15;13;7;2;5;44;61;22;5;10;7;65;67;11;5;12;4;152;94;24;;;;;;;
7;BARILOVIÆ  ;12;561;64;64;63;1;3;6;3;3;1;3;15;1;2;0;3;10;6;1;4;1;4;38;12;1;;;;;;;
7;BOSILJEVO  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;BROD MORAVICE  ;1;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;
7;CETINGRAD  ;2;431;24;24;23;1;0;2;0;0;0;2;4;0;1;0;3;2;3;3;2;3;3;11;9;0;;;;;;;
7;ÈAVLE  ;7;183;8;8;8;0;0;2;0;0;0;0;3;2;0;1;1;2;1;0;0;0;0;3;1;2;;;;;;;
7;DRAGANIÆ  ;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;FUŽINE  ;3;27;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;
7;GENERALSKI STOL  ;8;21;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;;;;;;
7;JELENJE  ;9;40;3;3;3;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;1;0;0;;;;;;;
7;JOSIPDOL  ;11;355;25;25;19;6;1;2;1;1;0;2;3;1;1;3;1;5;1;0;0;1;0;12;6;0;;;;;;;
7;KAMANJE  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;KLANA  ;6;19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;
7;KLINÈA SELA  ;16;10;5;5;3;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;
7;KRAŠIÆ  ;13;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;
7;KRNJAK  ;5;1436;326;325;320;5;8;13;6;2;3;11;213;7;4;5;7;32;19;5;3;4;21;266;230;5;;;;;;;
7;LASINJA  ;6;289;24;24;23;1;1;1;0;0;0;1;7;0;0;0;1;15;5;0;1;1;1;16;6;0;;;;;;;
7;LOKVE  ;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;MRKOPALJ  ;2;11;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;;
7;NETRETIÆ  ;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;PISAROVINA  ;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;PLAŠKI  ;3;1777;367;367;357;10;4;10;5;2;0;13;262;11;3;11;4;36;15;2;3;2;22;296;274;10;;;;;;;
7;RAKOVICA  ;5;381;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;
7;RAVNA GORA  ;4;14;2;2;2;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;1;1;0;;;;;;;
7;RIBNIK  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;SABORSKO  ;1;332;33;33;33;0;2;4;1;0;0;7;7;3;1;3;3;13;3;1;1;6;1;20;16;1;;;;;;;
7;SKRAD  ;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;STUPNIK  ;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;TOUNJ  ;4;63;3;3;3;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;2;0;;;;;;;
7;VINODOLSKA OPÆINA  ;5;50;3;3;3;0;0;1;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;1;0;0;;;;;;;
7;VIŠKOVO  ;7;398;22;22;22;0;3;5;0;1;0;3;5;1;0;0;1;8;6;0;1;1;0;13;7;3;;;;;;;
7;VOJNIÆ  ;12;2868;388;388;380;8;14;44;18;12;1;32;134;11;7;6;7;50;50;14;5;19;11;228;191;31;;;;;;;
7;ŽAKANJE  ;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
7;ŽUMBERAK  ;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;BUJE  ;8;95;11;11;10;1;2;0;0;0;0;0;2;0;0;1;0;1;2;1;0;0;0;8;2;1;;;;;;;
8;BUZET  ;16;25;7;6;6;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;5;1;1;;;;;;;
8;CRES  ;8;49;8;8;8;0;0;1;0;0;0;0;1;0;0;0;0;3;2;0;1;1;0;2;4;0;;;;;;;
8;CRIKVENICA  ;9;188;16;16;15;1;1;1;0;0;0;2;2;2;0;0;2;8;4;1;0;0;0;8;5;1;;;;;;;
8;KRALJEVICA  ;5;86;2;2;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;;;;;;;
8;KRK  ;9;71;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;;;;;;;
8;LABIN  ;16;183;32;32;32;0;7;4;2;1;1;2;5;1;0;1;2;10;5;0;2;0;1;16;11;3;;;;;;;
8;MALI LOŠINJ  ;13;225;13;13;13;0;0;0;0;0;0;3;2;0;1;1;1;3;1;1;2;0;1;9;5;1;;;;;;;
8;NOVIGRAD  ;3;46;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;;;;;;;
8;OPATIJA  ;14;180;11;11;11;0;3;0;2;1;2;1;3;0;0;1;0;4;2;0;0;2;1;3;1;1;;;;;;;
8;PAZIN  ;15;29;3;3;3;0;1;0;1;0;0;3;0;0;0;0;0;2;2;0;0;0;0;0;0;0;;;;;;;
8;POREÈ  ;14;397;13;13;13;0;1;1;1;1;2;0;1;0;0;1;2;3;2;1;2;0;1;6;3;2;;;;;;;
8;PULA  ;39;1879;165;165;163;2;17;10;10;3;2;14;21;13;3;3;4;44;36;3;10;4;6;98;46;10;;;;;;;
8;RAB  ;8;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;RIJEKA  ;96;4873;495;447;436;11;22;41;17;16;6;50;111;34;10;23;15;110;98;8;15;11;12;250;126;46;;;;;;;
8;ROVINJ  ;12;316;15;15;15;0;0;2;1;1;0;0;3;0;0;0;1;5;5;0;0;0;1;7;4;0;;;;;;;
8;UMAG  ;11;314;15;15;14;1;1;1;0;0;1;1;2;0;1;2;0;1;4;1;1;0;0;7;3;2;;;;;;;
8;VODNJAN  ;4;118;13;13;13;0;0;1;0;1;0;2;2;0;0;0;0;3;1;0;1;0;2;8;4;0;;;;;;;
8;BALE  ;1;10;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;;;;;;;
8;BARBAN  ;7;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;
8;BAŠKA  ;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;BRTONIGLA  ;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;CEROVLJE  ;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;DOBRINJ  ;5;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;;;;;;;
8;FAŽANA  ;2;121;15;15;15;0;1;1;0;0;0;1;2;2;1;1;1;3;2;2;3;1;1;9;3;1;;;;;;;
8;FUNTANA  ;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;GRAÈIŠÆE  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;GROŽNJAN  ;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;KANFANAR  ;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;KAROJBA  ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;KAŠTELIR - LABINCI  ;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;KOSTRENA  ;3;52;8;8;8;0;1;1;1;0;0;1;3;0;0;0;0;2;0;0;2;1;0;4;1;0;;;;;;;
8;KRŠAN  ;8;16;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;
8;LANIŠÆE  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;LIŽNJAN  ;5;58;6;6;6;0;1;1;1;0;1;0;3;0;1;0;0;1;0;0;1;0;1;1;0;1;;;;;;;
8;LOPAR  ;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;LOVRAN  ;6;79;7;7;7;0;1;2;1;1;0;0;0;0;0;1;0;4;0;0;0;0;0;2;3;0;;;;;;;
8;LUPOGLAV  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;MALINSKA-DUBAŠNICA  ;5;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;MARÈANA  ;12;25;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;;;;;;;
8;MATULJI  ;20;143;9;9;9;0;0;1;1;1;0;1;2;1;0;0;0;3;0;1;0;0;0;6;6;0;;;;;;;
8;MEDULIN  ;6;192;18;18;18;0;1;1;0;0;0;1;6;0;1;0;0;2;5;0;1;0;0;13;9;2;;;;;;;
8;MOŠÆENIÈKA DRAGA  ;3;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;
8;MOTOVUN  ;4;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;
8;OMIŠALJ  ;4;57;5;5;5;0;1;1;0;1;0;2;1;0;1;0;0;1;1;0;0;0;0;3;1;2;;;;;;;
8;OPRTALJ  ;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;PIÆAN  ;5;7;2;2;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;;;;;;;
8;PUNAT  ;3;26;2;2;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;;;;;;;
8;RAŠA  ;8;39;10;10;10;0;1;2;1;1;0;2;2;1;1;0;2;0;1;1;2;0;0;3;1;0;;;;;;;
8;SVETA NEDELJA  ;6;15;2;2;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;
8;SVETI LOVREÈ  ;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;SVETI PETAR U ŠUMI  ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;SVETVINÈENAT  ;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;TAR-VABRIGA  ;2;54;4;4;4;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;1;3;3;1;;;;;;;
8;TINJAN  ;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;VIŠNJAN  ;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;VIŽINADA  ;2;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;;;
8;VRBNIK  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
8;VRSAR  ;2;38;5;5;5;0;0;0;0;0;0;3;1;0;0;0;0;3;3;0;0;0;1;2;2;0;;;;;;;
8;ŽMINJ  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
9;BENKOVAC  ;28;4305;253;252;243;9;4;7;5;0;6;29;36;6;2;5;1;50;32;8;5;9;3;112;43;119;;;;;;;
9;BIOGRAD NA MORU  ;4;89;3;3;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;;;;;;;
