Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MIRKO MAKAUS                                        ;AKCIJA MLADIH - AM, Nositelj liste: MARIO ALEMPIJEVIÆ, dipl.oec.                                                    ;ALIJANSA ZA PRAVNU DRŽAVU - ALIJANSA, Nositelj liste: RADOVAN SMOKVINA, dipl.ing.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: IVAN LESINGER;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: NENAD PETROVIÆ                                       ;HRVATSKA STRANKA NEZAPOSLENIH - HSN, Nositelj liste: ANTO ANUŠIÆ                                 ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: SILVANO HRELJA                    ;HRVATSKI DEMOKRŠÆANI - DEMOKRŠÆANI, Nositelj liste: SREÆKO BUTORAC, dr.med.                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANDRIJA ŠKRIBULJA, prof.;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ                                        ;ISTARSKA SOCIJALDEMOKRATSKA NEZAVISNA STRANKA - ISDNS, STRANKA UMIROVLJENIKA - SU, Nositelj liste: mr.sc. IVAN JANKO;ISTARSKI DEMOKRATSKI SABOR - IDS, Nositelj liste: DAMIR KAJIN                    ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: VLADIMIR BRKLJAÈA;LJEVICA HRVATSKE - LJEVICA, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: VLADIMIR BEBIÆ, dipl. politolog;PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: NIKOLA IVANIŠ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;ZELENA ALTERNATIVA-STRANKA POTROŠAÈA - ZA-SPOT, Nositelj liste: PETAR CIGANOVIÆ                                 ;ZELENA STRANKA - ZS, AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, Nositelj liste: ALJOŠA BABIÆ                                 ;ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, DEMOKRATSKI CENTAR - DC, Nositelj liste: mr.sc. JOSIP-ANTON RUPNIK;;;
VODNJAN;1;883;452;452;448;4;1;0;1;0;0;53;0;20;2;0;4;31;1;0;0;4;144;2;4;1;176;0;0;4;;;
VODNJAN;2;1383;848;848;840;8;1;2;3;1;2;138;4;36;2;1;9;61;1;0;0;7;281;0;13;5;263;3;2;5;;;
VODNJAN;3;1349;821;821;801;20;1;4;0;0;5;156;2;19;4;6;17;57;3;1;4;13;249;5;11;2;232;0;2;8;;;
VODNJAN;4;914;569;569;556;13;3;1;0;1;1;78;1;14;6;0;4;35;2;0;0;10;192;0;3;3;189;0;6;7;;;
BALE;1;829;571;571;557;14;1;3;1;0;6;99;2;18;4;2;3;24;1;0;0;11;189;0;5;5;176;2;0;5;;;
BARBAN;1;604;452;452;446;6;0;0;1;1;2;76;1;16;1;0;1;16;0;0;1;4;173;0;2;0;148;2;0;1;;;
BARBAN;2;285;198;198;195;3;0;4;0;0;2;25;0;4;1;0;0;22;0;0;1;4;73;0;2;0;56;0;0;1;;;
BARBAN;3;162;141;141;139;2;0;0;2;0;0;13;0;2;0;0;1;11;0;0;0;3;53;0;2;0;49;2;0;1;;;
BARBAN;4;321;268;268;260;8;0;0;0;1;3;23;0;3;0;0;0;8;0;1;1;2;93;1;1;2;118;1;0;2;;;
BARBAN;5;453;303;303;301;2;0;1;0;0;1;47;1;4;1;0;1;10;0;0;1;7;110;0;1;1;110;1;0;4;;;
BARBAN;6;281;217;217;210;7;2;0;0;1;1;24;0;1;0;1;2;15;0;0;0;2;65;0;0;2;93;0;0;1;;;
BARBAN;7;307;242;242;241;1;1;2;1;1;1;15;0;9;0;1;1;16;0;0;0;4;102;1;1;3;80;0;0;2;;;
BAŠKA;1;612;362;362;358;4;3;1;0;3;1;48;0;25;3;2;21;36;1;0;1;0;2;1;3;32;172;0;1;2;;;
BAŠKA;2;446;245;245;234;11;1;1;0;1;2;57;1;16;0;0;17;28;1;0;0;3;2;0;1;23;79;1;0;0;;;
BAŠKA;3;432;244;244;244;0;0;1;1;1;0;43;1;8;3;1;21;31;0;0;1;3;1;1;1;22;104;0;0;0;;;
BAŠKA;4;309;174;174;167;7;1;0;0;1;1;32;1;8;0;3;12;25;0;1;0;6;2;1;2;6;63;0;0;2;;;
BRTONIGLA;1;641;398;398;387;11;1;2;1;0;3;85;0;15;4;0;6;5;0;0;0;2;120;2;3;5;130;0;2;1;;;
BRTONIGLA;2;248;144;144;143;1;1;0;0;0;1;44;0;0;1;2;2;4;0;0;0;3;39;2;0;4;39;1;0;0;;;
BRTONIGLA;3;140;95;95;94;1;1;0;0;0;0;4;0;1;2;2;0;3;2;0;0;2;40;0;1;1;34;1;0;0;;;
BRTONIGLA;4;162;93;93;89;4;0;0;0;2;0;12;0;3;1;0;0;3;0;0;0;1;23;0;4;0;39;1;0;0;;;
CEROVLJE;1;279;187;187;184;3;1;0;0;0;0;19;0;7;1;0;5;8;0;0;0;2;73;0;1;7;60;0;0;0;;;
CEROVLJE;2;197;155;155;147;8;1;1;0;0;5;21;1;3;2;0;2;8;0;0;0;0;66;0;2;5;28;0;1;1;;;
CEROVLJE;3;189;112;112;112;0;1;0;0;0;0;6;0;9;0;0;0;4;0;0;1;2;58;0;0;2;29;0;0;0;;;
CEROVLJE;4;182;134;134;130;4;0;0;2;0;1;23;0;4;0;0;3;4;1;0;1;1;68;0;0;1;21;0;0;0;;;
CEROVLJE;5;242;158;158;151;7;0;1;0;2;0;12;1;7;1;0;5;7;0;0;0;3;53;0;0;5;53;0;0;1;;;
CEROVLJE;6;289;167;167;162;5;0;0;0;0;1;59;2;3;3;0;2;6;0;1;0;1;62;1;0;2;18;0;0;1;;;
CEROVLJE;7;130;73;73;71;2;0;0;0;0;1;2;0;0;0;0;2;1;0;0;0;2;34;0;0;0;28;0;1;0;;;
DOBRINJ;1;502;279;279;277;2;1;0;0;0;1;105;0;13;1;1;6;15;1;0;0;0;1;2;2;40;87;0;0;1;;;
DOBRINJ;2;306;175;175;175;0;0;1;0;0;2;18;1;2;0;0;6;11;0;0;0;1;1;0;1;42;89;0;0;0;;;
DOBRINJ;3;413;252;252;250;2;0;3;0;0;1;71;1;17;2;0;1;11;0;0;0;0;3;0;0;34;103;0;1;2;;;
DOBRINJ;4;319;182;182;182;0;0;0;0;0;1;29;0;10;2;1;2;7;0;0;1;0;1;0;1;29;97;0;0;1;;;
DOBRINJ;5;550;322;322;319;3;0;4;1;0;1;72;1;21;4;0;11;24;0;1;0;2;3;0;3;44;125;1;1;0;;;
FAŽANA;1;1750;1128;1127;1115;12;1;8;1;0;4;182;3;38;9;1;17;86;0;0;0;12;254;2;15;11;461;1;3;6;;;
FAŽANA;2;1428;883;881;871;10;1;1;0;1;2;163;2;29;2;5;10;54;0;0;0;7;219;3;15;5;337;2;6;7;;;
FUNTANA;1;806;552;552;548;4;1;2;0;0;3;210;3;9;1;0;3;21;2;0;0;4;179;0;6;3;96;1;2;2;;;
GRAÈIŠÆE;1;414;258;258;250;8;1;1;0;0;2;23;0;5;5;0;4;15;0;0;1;1;98;0;0;9;79;2;2;2;;;
GRAÈIŠÆE;2;61;41;41;41;0;0;0;0;0;0;3;0;1;0;0;1;2;0;0;0;1;26;0;0;0;5;0;1;1;;;
GRAÈIŠÆE;3;325;193;193;191;2;0;0;0;0;0;17;1;5;0;1;1;10;2;0;1;3;89;1;0;1;51;1;1;6;;;
GRAÈIŠÆE;4;117;83;83;82;1;0;0;0;1;0;9;1;4;1;0;0;5;0;0;0;2;27;0;0;4;27;0;0;1;;;
GRAÈIŠÆE;5;98;52;52;50;2;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;1;27;0;0;0;17;0;0;1;;;
GRAÈIŠÆE;6;202;119;119;115;4;0;1;0;0;1;16;1;3;0;0;3;2;1;0;0;0;45;0;2;0;37;1;0;2;;;
GROŽNJAN;1;286;195;195;193;2;1;1;0;2;1;12;1;10;1;2;4;3;0;1;0;4;109;0;1;1;36;1;0;2;;;
GROŽNJAN;2;231;148;148;147;1;0;0;0;0;0;1;0;5;1;0;3;0;0;0;0;1;90;0;1;1;43;0;1;0;;;
KANFANAR;1;465;350;350;341;9;0;1;0;0;3;67;1;6;0;0;6;17;1;0;1;2;113;0;2;29;87;0;2;3;;;
KANFANAR;2;395;283;283;280;3;0;1;0;1;1;40;0;6;3;0;1;6;0;0;0;6;85;0;1;69;56;0;2;2;;;
KANFANAR;3;144;108;108;103;5;0;1;1;0;1;8;0;1;0;0;0;1;0;0;0;5;60;1;0;4;20;0;0;0;;;
KANFANAR;4;73;48;48;47;1;0;0;0;0;0;4;0;1;0;0;1;2;0;0;0;2;28;1;0;1;7;0;0;0;;;
KANFANAR;5;243;157;157;152;5;1;0;0;0;2;28;1;5;2;1;6;4;1;0;0;2;62;0;1;3;33;0;0;0;;;
KAROJBA;1;386;211;211;199;12;0;1;0;0;0;53;2;5;3;1;4;8;0;0;0;4;77;0;0;7;34;0;0;0;;;
KAROJBA;2;374;220;220;217;3;0;3;0;0;2;42;1;1;2;1;1;6;2;0;1;3;81;2;2;7;60;0;0;0;;;
KAROJBA;3;339;255;255;251;4;0;1;0;0;0;73;0;1;1;1;2;6;0;0;0;3;104;0;0;7;51;0;0;1;;;
KAROJBA;4;198;114;114;111;3;0;0;0;1;0;13;2;3;0;0;0;1;0;0;0;0;65;0;0;2;24;0;0;0;;;
KAŠTELIR - LABINCI;1;925;556;556;549;7;1;2;0;2;3;113;3;11;5;0;7;22;1;0;0;7;183;0;2;5;180;1;1;0;;;
KAŠTELIR - LABINCI;2;279;160;160;159;1;0;0;0;0;3;32;0;3;2;0;0;16;0;0;0;5;60;0;0;1;37;0;0;0;;;
KOSTRENA;1;1135;736;736;729;7;0;6;0;0;4;187;9;61;6;2;16;33;0;0;0;2;3;3;11;37;339;4;2;4;;;
KOSTRENA;2;1088;703;703;692;11;0;8;0;2;1;229;1;62;0;1;25;42;0;1;0;6;10;1;6;34;254;2;2;5;;;
KOSTRENA;3;1380;885;885;874;11;0;5;0;1;3;242;0;72;10;1;27;33;0;0;0;7;14;2;6;45;400;0;1;5;;;
KRŠAN;1;462;303;278;267;11;0;1;0;4;1;35;1;3;0;0;7;15;0;1;0;3;66;1;3;20;97;1;0;8;;;
KRŠAN;2;326;219;216;215;1;1;0;0;0;0;22;0;3;1;0;2;14;0;0;0;0;77;0;1;18;67;1;2;6;;;
KRŠAN;3;447;337;337;334;3;0;1;1;0;0;53;0;9;1;0;5;30;0;0;0;1;99;2;6;31;95;0;0;0;;;
KRŠAN;4;262;198;198;196;2;0;0;1;0;0;46;0;5;0;1;6;13;0;0;0;0;69;0;1;7;43;0;0;4;;;
KRŠAN;5;396;248;248;246;2;0;1;0;0;1;68;0;3;0;0;3;13;0;1;0;1;75;0;0;11;65;1;0;3;;;
KRŠAN;6;167;113;113;110;3;0;0;0;0;1;24;0;0;0;0;2;12;0;0;0;0;44;0;0;13;14;0;0;0;;;
KRŠAN;7;291;166;166;162;4;0;0;0;0;0;19;0;2;0;0;0;20;0;0;0;2;84;0;2;5;26;1;1;0;;;
KRŠAN;8;441;300;300;294;6;1;1;0;3;0;39;0;3;0;0;3;13;0;0;1;5;115;0;0;44;66;0;0;0;;;
LANIŠÆE;1;194;114;114;105;9;1;1;0;0;1;47;0;7;2;0;2;3;0;1;0;1;28;0;0;0;11;0;0;0;;;
LANIŠÆE;2;58;25;25;21;4;0;0;0;0;0;6;0;1;0;0;0;0;1;0;0;1;3;0;0;1;7;0;0;1;;;
LANIŠÆE;3;48;28;28;27;1;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;13;0;0;2;8;0;0;0;;;
LANIŠÆE;4;32;13;13;12;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;;;
LANIŠÆE;5;58;37;37;37;0;0;0;0;0;0;8;0;6;0;0;1;1;0;0;0;1;12;0;0;0;6;0;0;2;;;
LIŽNJAN;1;1069;678;678;666;12;1;5;0;0;5;117;1;32;2;2;20;34;0;2;0;13;170;0;6;6;244;0;0;6;;;
LIŽNJAN;2;571;377;377;371;6;0;2;0;0;0;39;1;17;4;2;5;20;2;0;1;5;135;0;2;2;130;1;0;3;;;
LIŽNJAN;3;547;365;365;358;7;0;7;0;0;3;45;1;16;6;2;4;29;0;0;0;6;107;2;4;1;120;0;1;4;;;
LIŽNJAN;4;305;200;200;190;10;0;1;0;0;0;18;0;13;1;1;1;35;1;0;0;1;50;0;0;4;60;0;0;4;;;
LIŽNJAN;5;297;221;221;216;5;0;1;0;0;0;45;2;9;1;1;4;9;0;0;0;1;79;0;3;1;57;1;1;1;;;
LOPAR;1;1090;857;857;847;10;1;0;1;1;4;439;2;41;3;2;79;10;0;0;0;1;1;0;1;14;243;2;2;0;;;
LOVRAN;1;409;233;233;228;5;0;9;1;0;1;40;4;7;0;0;5;24;1;0;0;0;39;0;3;5;86;0;1;2;;;
LOVRAN;2;1006;680;680;669;11;0;16;0;0;2;101;4;28;3;0;10;48;1;0;0;7;81;0;9;16;339;0;1;3;;;
LOVRAN;3;902;559;559;555;4;0;19;0;1;1;109;2;17;1;0;7;46;1;0;0;2;50;0;3;15;273;2;2;4;;;
LOVRAN;4;727;475;475;470;5;2;9;0;0;5;77;1;23;1;1;3;41;2;1;0;1;46;1;1;12;241;1;0;1;;;
LOVRAN;5;165;124;124;122;2;1;1;0;0;1;22;4;2;0;1;1;7;0;0;0;1;24;0;0;2;54;1;0;0;;;
LOVRAN;6;754;497;497;492;5;1;3;0;1;2;55;1;25;5;1;5;22;0;1;0;6;126;1;4;9;221;1;1;1;;;
LUPOGLAV;1;79;44;44;44;0;0;0;0;0;1;13;0;1;0;0;0;2;0;0;0;0;22;1;0;0;4;0;0;0;;;
LUPOGLAV;2;138;91;91;87;4;1;1;0;1;0;18;1;0;0;0;0;6;0;0;0;2;36;0;1;1;19;0;0;0;;;
LUPOGLAV;3;279;209;209;208;1;0;3;0;0;1;21;0;5;5;0;0;9;1;0;0;1;110;1;1;6;44;0;0;0;;;
LUPOGLAV;4;67;36;36;36;0;0;1;0;0;0;11;0;0;1;0;0;2;0;0;0;2;12;0;0;2;5;0;0;0;;;
LUPOGLAV;5;52;46;46;45;1;0;0;0;1;0;3;0;3;0;1;0;0;1;0;0;0;23;0;0;1;12;0;0;0;;;
LUPOGLAV;6;96;63;63;58;5;0;0;0;0;0;8;1;0;1;0;0;1;0;0;0;0;39;0;0;2;6;0;0;0;;;
LUPOGLAV;7;44;32;32;32;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;19;0;0;4;4;0;0;0;;;
LUPOGLAV;8;102;73;73;73;0;2;0;0;0;0;4;1;4;0;0;1;2;0;0;0;0;40;0;1;4;14;0;0;0;;;
MALINSKA-DUBAŠNICA;1;521;261;261;258;3;0;1;0;0;0;76;0;27;3;1;2;15;0;0;0;2;0;0;0;22;108;0;0;1;;;
MALINSKA-DUBAŠNICA;2;411;197;197;197;0;0;0;0;0;1;71;3;10;3;0;4;7;2;0;0;1;3;0;1;9;81;0;1;0;;;
MALINSKA-DUBAŠNICA;3;482;228;228;226;2;1;2;0;2;0;80;1;12;2;1;4;14;0;0;0;3;4;0;2;19;76;1;0;2;;;
MALINSKA-DUBAŠNICA;4;1366;679;676;664;12;4;6;0;3;3;249;8;39;6;0;16;31;0;0;0;3;5;2;8;47;230;2;1;1;;;
MALINSKA-DUBAŠNICA;5;652;354;354;345;9;0;2;1;0;3;92;2;21;3;0;21;24;2;0;0;1;3;0;1;34;130;1;1;3;;;
MARÈANA;1;289;174;174;171;3;0;2;0;0;0;13;1;2;0;0;9;13;1;0;0;3;75;2;0;0;47;0;2;1;;;
MARÈANA;2;140;108;108;104;4;0;0;0;0;0;9;0;4;0;0;0;1;0;0;1;2;62;0;1;0;24;0;0;0;;;
MARÈANA;3;441;309;309;303;6;0;2;0;1;4;26;1;10;1;0;3;50;0;0;0;3;74;0;3;4;118;1;0;2;;;
MARÈANA;4;252;181;181;174;7;0;0;0;0;1;14;0;1;0;0;3;15;0;0;0;3;89;1;2;0;44;0;1;0;;;
MARÈANA;5;215;153;153;149;4;0;3;0;0;0;10;1;8;0;0;1;6;0;0;0;1;53;0;5;1;54;0;0;6;;;
MARÈANA;6;237;145;145;137;8;0;1;3;0;0;15;0;1;2;0;1;10;0;0;0;1;51;0;1;0;48;0;0;3;;;
MARÈANA;7;81;67;67;67;0;0;0;0;0;0;6;0;0;0;0;0;17;0;0;0;3;9;0;0;0;29;1;0;2;;;
MARÈANA;8;942;654;654;638;16;1;4;1;1;3;112;2;20;4;0;4;42;0;1;1;11;234;3;10;5;172;1;0;6;;;
MARÈANA;9;231;169;169;165;4;0;1;1;0;0;28;1;3;0;0;0;9;0;0;0;3;56;0;0;1;58;0;2;2;;;
MARÈANA;10;82;69;69;69;0;0;0;0;0;0;8;0;2;0;0;1;7;0;0;0;0;25;0;1;1;24;0;0;0;;;
MARÈANA;11;559;328;328;323;5;0;3;1;0;3;52;1;6;4;3;3;30;0;0;0;6;103;0;8;4;93;0;0;3;;;
MARÈANA;12;115;72;72;72;0;0;2;0;0;0;5;0;3;0;0;1;9;0;0;0;2;26;0;0;1;23;0;0;0;;;
MATULJI;1;1008;671;671;667;4;1;7;0;1;5;100;0;52;3;3;18;47;1;1;1;1;55;0;6;23;336;2;1;3;;;
MATULJI;2;1074;706;706;698;8;0;7;1;2;0;180;1;28;5;1;14;36;3;2;0;8;66;0;5;23;315;0;0;1;;;
MATULJI;3;641;398;398;394;4;0;7;0;0;2;50;1;14;0;1;6;12;0;0;0;1;63;1;6;16;208;3;1;2;;;
MATULJI;4;1051;660;659;649;10;0;4;0;0;4;122;6;48;3;2;11;24;8;0;1;4;71;0;3;29;301;0;3;5;;;
MATULJI;5;988;656;655;647;8;0;5;1;2;1;168;1;43;1;2;4;36;4;1;0;1;43;0;6;24;296;4;0;4;;;
MATULJI;6;753;519;519;511;8;0;6;0;0;2;61;1;30;3;6;10;21;0;0;3;0;38;2;10;34;276;3;2;3;;;
MATULJI;7;910;541;541;531;10;0;5;0;2;1;72;5;29;1;0;13;27;3;0;0;2;72;1;2;10;283;1;1;1;;;
MATULJI;8;539;390;389;388;1;0;1;0;1;0;38;0;17;2;1;8;22;0;0;0;3;50;1;3;16;217;1;1;6;;;
MATULJI;9;124;85;85;83;2;0;1;0;0;0;14;0;5;0;2;3;2;0;0;0;1;14;0;2;2;36;0;0;1;;;
MATULJI;10;517;370;370;365;5;0;7;0;0;1;51;2;14;2;0;8;11;0;1;0;4;17;0;1;19;221;0;3;3;;;
MATULJI;11;321;179;179;176;3;1;0;1;0;1;28;0;5;3;0;2;17;0;0;0;0;29;0;1;14;72;1;0;1;;;
MATULJI;12;418;265;265;256;9;0;3;0;0;1;53;3;6;3;1;7;21;0;0;0;1;24;1;1;12;118;0;0;1;;;
MATULJI;13;265;162;162;159;3;0;1;0;1;0;22;2;13;2;0;3;12;0;1;2;2;13;2;0;6;76;1;0;0;;;
MATULJI;14;256;159;159;152;7;0;2;0;1;0;32;2;6;1;0;3;8;0;0;0;1;15;0;2;7;68;4;0;0;;;
MATULJI;15;279;212;212;208;4;0;3;1;2;0;21;1;6;2;0;9;12;0;0;0;3;20;0;1;8;118;0;1;0;;;
MATULJI;16;127;93;93;91;2;0;2;0;0;0;17;0;1;0;0;2;13;1;0;0;1;15;0;0;8;26;1;1;3;;;
MATULJI;17;189;150;150;148;2;2;0;0;0;0;37;0;5;0;0;0;6;0;0;0;0;14;0;0;3;80;1;0;0;;;
MATULJI;18;67;41;41;41;0;0;0;0;0;0;12;0;0;1;1;1;1;0;0;0;1;7;0;3;1;12;0;1;0;;;
MATULJI;19;116;83;83;81;2;0;0;0;0;3;19;0;8;1;0;1;5;1;0;0;0;8;0;1;5;27;1;0;1;;;
MATULJI;20;156;93;93;92;1;0;0;0;0;0;19;1;1;0;1;2;5;0;0;0;3;14;0;0;0;46;0;0;0;;;
MEDULIN;1;2722;1429;1429;1409;20;2;4;0;1;5;288;5;89;13;1;17;76;1;0;0;12;282;7;15;14;556;1;10;10;;;
MEDULIN;2;361;245;245;239;6;0;3;0;0;1;28;0;16;0;1;3;19;1;0;0;6;52;0;4;2;101;2;0;0;;;
MEDULIN;3;787;447;446;445;1;0;2;0;2;5;70;0;26;2;0;9;36;3;0;0;1;83;1;2;4;190;2;1;6;;;
MEDULIN;4;938;588;588;580;8;0;1;0;1;3;91;2;53;2;0;8;36;0;0;0;14;133;0;11;4;213;0;4;4;;;
MEDULIN;5;711;482;482;477;5;0;2;0;1;2;63;0;25;4;0;8;27;1;0;0;2;138;3;6;2;187;1;0;5;;;
MEDULIN;6;565;363;363;358;5;0;2;0;0;2;70;0;32;1;1;6;25;0;0;0;4;73;1;5;2;133;0;1;0;;;
MOŠÆENIÈKA DRAGA;1;735;509;509;500;9;1;1;0;3;2;64;4;14;4;5;3;26;1;0;0;5;49;2;7;43;260;1;1;4;;;
MOŠÆENIÈKA DRAGA;2;326;233;233;229;4;1;4;0;0;1;31;2;9;1;1;1;5;0;0;2;3;48;0;2;23;93;2;0;0;;;
MOŠÆENIÈKA DRAGA;3;430;284;284;282;2;0;2;0;1;2;43;1;10;2;0;1;15;2;0;2;3;43;0;3;27;122;0;3;0;;;
MOTOVUN;1;450;272;272;266;6;2;3;0;0;1;31;1;4;2;1;2;6;0;0;0;2;105;0;0;0;103;0;1;2;;;
MOTOVUN;2;107;67;67;65;2;1;0;0;0;1;12;0;1;0;1;3;2;0;0;0;2;13;0;0;0;29;0;0;0;;;
MOTOVUN;3;61;36;36;36;0;0;2;0;0;0;1;0;1;0;1;0;1;0;0;0;1;21;0;0;0;8;0;0;0;;;
MOTOVUN;4;248;132;132;128;4;0;1;0;0;0;17;1;2;0;0;4;3;0;0;0;2;48;1;0;0;48;0;1;0;;;
OMIŠALJ;1;684;425;425;419;6;1;1;1;1;0;88;3;49;3;4;13;8;0;0;1;1;2;0;6;24;208;1;1;3;;;
OMIŠALJ;2;1107;622;622;617;5;0;5;0;2;4;180;2;56;3;1;22;19;1;0;1;3;8;1;6;35;262;2;0;4;;;
OMIŠALJ;3;487;257;257;253;4;2;0;0;0;0;93;0;24;1;2;3;10;0;0;2;1;6;1;2;16;89;1;0;0;;;
OMIŠALJ;4;820;444;444;440;4;0;2;0;0;2;81;2;45;4;0;12;12;0;1;0;0;8;2;3;32;231;1;1;1;;;
OPRTALJ;1;378;217;217;208;9;2;1;1;0;2;38;2;4;1;3;2;7;0;0;2;7;86;2;1;0;45;0;0;2;;;
OPRTALJ;2;354;245;245;242;3;0;2;1;3;2;14;0;8;2;1;3;6;0;0;0;1;122;1;0;4;71;0;0;1;;;
PIÆAN;1;253;194;194;191;3;0;2;0;0;0;17;3;6;0;0;1;13;0;0;0;0;70;0;3;10;56;0;1;9;;;
PIÆAN;2;427;301;301;298;3;0;2;1;1;1;17;2;6;4;1;0;19;1;0;1;1;94;0;2;8;110;0;4;23;;;
PIÆAN;3;166;112;112;107;5;1;0;0;2;0;12;1;5;2;0;0;5;0;1;0;4;42;0;2;3;24;0;2;1;;;
PIÆAN;4;501;289;289;285;4;1;0;1;4;4;43;0;8;0;0;1;24;0;0;0;3;105;0;2;9;65;2;1;12;;;
PIÆAN;5;295;121;121;115;6;0;1;0;1;1;8;0;2;2;0;2;9;1;0;0;0;22;1;4;5;42;1;0;13;;;
PUNAT;1;173;69;69;68;1;0;0;0;0;2;32;0;1;0;0;2;4;0;0;0;0;1;0;1;11;12;0;1;1;;;
PUNAT;2;839;488;488;483;5;0;3;0;3;1;77;1;34;4;1;9;28;4;0;0;1;3;1;8;72;233;0;0;0;;;
PUNAT;3;989;548;548;541;7;0;2;1;0;1;85;1;50;5;2;16;27;3;1;0;3;5;2;2;70;260;0;1;4;;;
RAŠA;1;254;118;118;118;0;0;0;1;1;1;15;1;9;0;1;1;8;0;0;0;2;35;0;3;0;36;1;1;2;;;
RAŠA;2;461;273;273;266;7;0;1;0;0;2;28;1;14;0;0;2;27;0;0;1;2;83;2;3;6;90;0;2;2;;;
RAŠA;3;110;51;51;48;3;0;0;0;0;1;10;1;4;0;0;0;1;0;0;0;0;17;0;0;0;13;0;1;0;;;
RAŠA;4;362;195;195;192;3;0;1;0;0;0;10;1;5;1;0;2;13;0;0;0;2;44;0;1;4;104;1;1;2;;;
RAŠA;5;924;553;553;533;20;0;1;1;0;3;56;0;12;0;2;5;36;1;2;0;7;133;0;7;2;261;2;1;1;;;
RAŠA;6;543;333;333;324;9;1;4;0;1;1;28;0;9;4;1;4;19;0;0;1;6;80;0;1;1;161;1;0;1;;;
RAŠA;7;83;58;58;57;1;0;0;0;0;0;2;0;1;0;0;2;2;0;0;0;0;33;0;1;0;15;0;0;1;;;
RAŠA;8;414;294;294;293;1;0;2;0;0;0;13;0;20;1;0;1;19;0;0;0;1;131;0;3;3;98;0;0;1;;;
SVETA NEDELJA;1;476;309;309;306;3;0;1;0;0;0;34;3;7;0;1;3;5;3;0;0;2;85;0;1;2;159;0;0;0;;;
SVETA NEDELJA;2;509;304;304;303;1;0;0;0;0;1;27;0;8;0;1;2;7;2;0;0;3;109;0;3;1;138;1;0;0;;;
SVETA NEDELJA;3;523;353;353;349;4;1;2;2;0;0;11;1;6;1;1;6;24;0;0;0;6;139;0;1;4;143;0;1;0;;;
SVETA NEDELJA;4;413;246;246;245;1;1;0;0;0;0;11;0;12;1;0;0;12;0;0;0;2;89;0;3;2;111;0;0;1;;;
SVETA NEDELJA;5;400;271;271;270;1;1;2;0;1;2;19;1;5;2;0;6;12;0;1;0;1;92;0;2;4;118;0;0;1;;;
SVETA NEDELJA;6;429;275;275;272;3;1;3;2;1;1;30;1;2;0;2;0;15;2;0;0;1;105;1;0;8;94;1;1;1;;;
SVETI LOVREÈ;1;713;508;508;496;12;0;2;1;0;1;62;1;12;3;1;6;28;1;0;0;8;234;1;3;3;127;0;0;2;;;
SVETI LOVREÈ;2;165;129;129;122;7;1;0;0;0;1;9;0;0;1;1;1;0;0;0;0;5;77;0;1;1;23;0;0;1;;;
SVETI PETAR U ŠUMI;1;853;601;601;576;25;0;2;0;2;5;205;3;21;4;1;7;35;6;1;3;10;140;0;3;12;108;1;3;4;;;
