Izborna jedinica;Grad/opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: ÐEMAL BRATIÆ, Predlagatelj: DEMOKRATSKI SAVEZ BOŠNJAKA SLAVONIJE I BARANJE (DSBSB);Kandidat: LUIGJ DAKA, dr.med., Predlagatelj: UDRUGA ALBANACA KOSOVA ZAGREB - UAKZ;Kandidat: SANEL HAMZIÆ, Predlagatelj: HRVATSKA STRANKA MLADIH - HSM;Kandidat: NEDŽAD HODŽIÆ, dipl.ing., Predlagatelj: NEOVISNI KANDIDAT;Kandidat: IBRAHIM IMŠIREVIÆ, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: MARK KRASNIÆ, Predlagatelj: ABECEDA DEMOKRACIJE - ABECEDA;"Kandidat: HAMDIJA MALIÆ, Predlagatelj: UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE - UBBDRH, UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE, OGRANAK GRADA ZAGREBA - UDBBDRHOGZ, UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE, OGRANAK GRADA RIJEKE, KULTURNO-UMJETNIÈKO DRUŠTVO ""BOSNA"" ISTARSKE ŽUPANIJE, BOŠNJAÈKO KULTURNO-UMJETNIÈKO DRUŠTVO ""NUR"" SISAK, BOŠNJAÈKA NACIONALNA ZAJEDNICA LABINA, BOŠNJAÈKA NACIONALNA ZAJEDNICA ZA GRAD DUBROVNIK I DUBROVAÈKO-NERETVANSKU ŽUPANIJU , UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE GRADA DUBROVNIKA I DUBROVAÈKO-NERETVANSKE ŽUPANIJE – UBBDRH-O.G.D I D.N.Ž., KULTURNO DRUŠTVO BOŠNJAKA ""PREPOROD"" DUBROVNIK , UDRUGA ""ZDRUG HRVATSKE OBRANE - NIKOLA ŠUBIÆ ZRINSKI"", SABOR BOŠNJAÈKIH ASOCIJACIJA HRVATSKE – SABAH , UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE OGRANAK GRADA SISKA I SISAÈKO MOSLAVAÈKE ŽUPANIJE";Kandidat: ANGEL MITREVSKI, dipl.ing., Predlagatelj: ZAJEDNICA MAKEDONACA U REPUBLICI HRVATSKOJ;"Kandidat: FROK PREKPALAJ, Predlagatelj: ALBANSKO KULTURNO DRUŠTVO U HRVATSKOJ ""SHKËNDIJA""";Kandidat: IBRAHIM RUŽNIÆ, Predlagatelj: HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS;Kandidat: BASHKIM SHEHU, Predlagatelj: FORUM ALBANSKIH INTELEKTUALACA;Kandidat: SULEJMAN TABAKOVIÆ, Predlagatelj: NEOVISNI KANDIDAT;Kandidat: dr.sc. ŠEMSO TANKOVIÆ, Predlagatelj: STRANKA DEMOKRATSKE AKCIJE HRVATSKE - SDA HRVATSKE;;;;;;;;;;;;;;
3;SVETI MARTIN NA MURI  ;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;ŠENKOVEC  ;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;ŠTRIGOVA  ;7;56;3;3;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;;;;;;;;;;;;;;
3;TRNOVEC BARTOLOVEÈKI  ;7;11;3;3;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;;;;;;;;;;;;;;
3;TUHELJ  ;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;VELIKI BUKOVEC  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;VELIKO TRGOVIŠÆE  ;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;VIDOVEC  ;6;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
3;VINICA  ;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;VISOKO  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
3;VRATIŠINEC  ;3;9;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
3;ZAGORSKA SELA  ;7;9;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;
3;ZLATAR-BISTRICA  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;BELI MANASTIR  ;12;154;7;7;5;2;0;0;0;0;0;1;0;1;0;0;1;0;2;;;;;;;;;;;;;;
4;BELIŠÆE  ;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;DONJI MIHOLJAC  ;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ÐAKOVO  ;37;54;2;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
4;NAŠICE  ;27;36;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ORAHOVICA  ;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;OSIJEK  ;111;535;93;93;88;5;10;5;2;16;0;0;1;15;8;1;2;1;27;;;;;;;;;;;;;;
4;SLATINA  ;23;46;3;3;3;0;0;2;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
4;VALPOVO  ;17;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;VIROVITICA  ;21;46;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ANTUNOVAC  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;BILJE  ;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;BIZOVAC  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;CRNAC  ;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ÈAÈINCI  ;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ÈAÐAVICA  ;8;8;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;
4;ÈEMINAC  ;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ÈEPIN  ;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;DARDA  ;6;46;5;5;3;2;0;0;0;0;0;0;0;0;0;1;0;1;1;;;;;;;;;;;;;;
4;DONJA MOTIÈINA  ;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;DRAŽ  ;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;DRENJE  ;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ÐURÐENOVAC  ;16;28;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
4;ERDUT  ;10;20;5;5;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
4;ERNESTINOVO  ;2;6;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;FERIÈANCI  ;5;8;4;4;4;0;0;0;0;1;0;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;
4;GORJANI  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;GRADINA  ;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;JAGODNJAK  ;3;9;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;
4;KNEŽEVI VINOGRADI  ;8;36;6;4;4;0;0;2;0;0;0;0;0;1;0;1;0;0;0;;;;;;;;;;;;;;
4;KOŠKA  ;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;LEVANJSKA VAROŠ  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;LUKAÈ  ;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;MAGADENOVAC  ;6;5;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
4;MARIJANCI  ;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;MIKLEUŠ  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;NOVA BUKOVICA  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;PETLOVAC  ;6;24;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;
4;PETRIJEVCI  ;4;8;2;2;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;
4;PITOMAÈA  ;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;PODGORAÈ  ;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;PODRAVSKA MOSLAVINA  ;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;POPOVAC  ;3;29;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
4;PUNITOVCI  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;SATNICA ÐAKOVAÈKA  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;SEMELJCI  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;SOPJE  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;STRIZIVOJNA  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;SUHOPOLJE  ;19;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ŠODOLOVCI  ;7;11;3;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ŠPIŠIÆ BUKOVICA  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;TRNAVA  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;VILJEVO  ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;VIŠKOVCI  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;VLADISLAVCI  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;VOÆIN  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;VUKA  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
4;ZDENCI  ;9;8;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;
5;ILOK  ;7;14;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
5;KUTJEVO  ;21;9;3;3;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;;;;;;;;;;;;;;
5;LIPIK  ;19;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;NOVA GRADIŠKA  ;14;31;3;3;3;0;0;0;0;1;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;
5;OTOK (VINKOVCI)  ;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;PAKRAC  ;23;31;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;PLETERNICA  ;36;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;POŽEGA  ;48;41;3;3;2;1;0;0;0;0;0;0;0;0;1;0;0;1;0;;;;;;;;;;;;;;
5;SLAVONSKI BROD  ;49;81;20;20;19;1;0;0;1;12;1;0;1;1;0;0;1;1;1;;;;;;;;;;;;;;
5;VINKOVCI  ;33;113;13;12;12;0;1;0;0;0;0;0;0;1;3;0;0;0;7;;;;;;;;;;;;;;
5;VUKOVAR  ;28;196;13;13;9;4;0;0;0;0;1;1;0;3;2;1;0;0;1;;;;;;;;;;;;;;
5;ŽUPANJA  ;7;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;ANDRIJAŠEVCI  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BABINA GREDA  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BEBRINA  ;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BOGDANOVCI  ;3;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BOROVO  ;5;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BOŠNJACI  ;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BRESTOVAC  ;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BRODSKI STUPNIK  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;BUKOVLJE  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;CERNA  ;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;CERNIK  ;10;4;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;
5;ÈAGLIN  ;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;DAVOR  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;DONJI ANDRIJEVCI  ;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;DRAGALIÆ  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;DRENOVCI  ;6;263;105;105;104;1;0;0;2;42;0;0;0;0;1;3;0;0;56;;;;;;;;;;;;;;
5;GARÈIN  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;GORNJA VRBA  ;5;3;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;GORNJI BOGIÆEVCI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;GRADIŠTE  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;GUNDINCI  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;GUNJA  ;4;617;326;326;323;3;7;0;2;140;0;1;4;1;1;7;1;1;158;;;;;;;;;;;;;;
5;IVANKOVO  ;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;JAKŠIÆ  ;13;8;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;JARMINA  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;KAPTOL  ;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;KLAKAR  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;LOVAS  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;MARKUŠICA  ;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;NEGOSLAVCI  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;NIJEMCI  ;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;NOVA KAPELA  ;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;NUŠTAR  ;5;40;9;9;7;2;0;1;0;0;0;0;0;0;5;0;1;0;0;;;;;;;;;;;;;;
5;OKUÈANI  ;5;10;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;
5;OPRISAVCI  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;ORIOVAC  ;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;PODCRKAVLJE  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;PRIVLAKA  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;REŠETARI  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;SIBINJ  ;12;3;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;SIKIREVCI  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;SLAVONSKI ŠAMAC  ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;STARA GRADIŠKA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;STARI JANKOVCI  ;5;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;STARI MIKANOVCI  ;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;STARO PETROVO SELO  ;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;ŠTITAR  ;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;TOMPOJEVCI  ;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;TORDINCI  ;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;
5;TOVARNIK  ;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;TRPINJA  ;7;14;3;3;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
5;VELIKA  ;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;VELIKA KOPANICA  ;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;VOÐINCI  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;VRBANJA  ;6;5;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
5;VRBJE  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
5;VRPOLJE  ;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;GLINA  ;20;29;2;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;HRVATSKA KOSTAJNICA  ;8;7;4;4;4;0;0;0;1;2;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;
6;IVANIÆ-GRAD  ;21;69;9;9;9;0;0;2;0;0;0;0;0;0;3;0;0;0;4;;;;;;;;;;;;;;
6;KUTINA  ;39;100;24;24;24;0;0;4;0;4;0;0;0;1;1;0;3;0;11;;;;;;;;;;;;;;
6;NOVSKA  ;20;20;10;5;3;2;0;1;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;
6;PETRINJA  ;34;120;58;58;57;1;1;0;0;7;1;0;38;0;1;3;0;0;6;;;;;;;;;;;;;;
6;SISAK  ;70;494;279;279;268;11;6;3;4;103;1;3;59;0;5;9;4;5;66;;;;;;;;;;;;;;
6;VELIKA GORICA  ;68;192;41;41;39;2;0;1;2;3;1;0;8;1;6;4;0;0;13;;;;;;;;;;;;;;
6;ZAGREB-JUGOISTOK  ;97;1016;261;261;250;11;2;8;3;59;5;4;17;3;22;9;8;6;104;;;;;;;;;;;;;;
6;DONJI KUKURUZARI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;DVOR  ;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;GVOZD  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;HRVATSKA DUBICA  ;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;JASENOVAC  ;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;KLOŠTAR IVANIÆ  ;13;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;KRAVARSKO  ;10;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;
6;KRIŽ  ;19;18;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;2;;;;;;;;;;;;;;
6;LEKENIK  ;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;LIPOVLJANI  ;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;MAJUR  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;MARTINSKA VES  ;17;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
6;ORLE  ;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;POKUPSKO  ;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
6;POPOVAÈA  ;19;32;3;3;3;0;0;1;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;
6;RUGVICA  ;14;8;3;3;3;0;0;0;0;2;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
6;SUNJA  ;24;7;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;
6;TOPUSKO  ;8;30;14;14;14;0;0;0;0;4;0;0;8;0;0;1;0;0;1;;;;;;;;;;;;;;
6;VELIKA LUDINA  ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;BAKAR  ;8;50;10;10;10;0;0;1;0;2;0;0;1;0;0;0;4;0;2;;;;;;;;;;;;;;
7;ÈABAR  ;5;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;DELNICE  ;7;48;3;3;3;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;;;;;;;;;;;;;
7;DUGA RESA  ;24;23;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;
7;JASTREBARSKO  ;49;24;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;KARLOVAC  ;92;239;41;41;39;2;0;6;0;8;0;0;2;0;7;1;3;0;12;;;;;;;;;;;;;;
7;KASTAV  ;6;135;46;46;45;1;0;0;0;20;0;1;0;0;0;12;4;0;8;;;;;;;;;;;;;;
7;NOVI VINODOLSKI  ;15;34;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;
7;OGULIN  ;23;47;3;3;3;0;0;0;0;0;2;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;
7;OZALJ  ;27;9;4;4;4;0;0;1;0;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;SAMOBOR  ;80;126;15;15;14;1;0;0;1;2;1;1;1;1;1;3;0;1;2;;;;;;;;;;;;;;
7;SLUNJ  ;12;17;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
7;SVETA NEDELJA  ;17;28;3;3;3;0;0;0;0;1;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;
7;VRBOVSKO  ;12;24;4;4;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;
7;ZAGREB-JUŽNI DIO  ;113;717;172;165;158;7;4;19;2;23;1;3;10;3;3;5;7;6;72;;;;;;;;;;;;;;
7;BARILOVIÆ  ;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;BOSILJEVO  ;4;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;
7;BROD MORAVICE  ;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;CETINGRAD  ;2;56;37;37;32;5;0;0;0;14;0;0;2;0;0;0;0;0;16;;;;;;;;;;;;;;
7;ÈAVLE  ;7;64;11;11;11;0;0;2;0;3;0;0;0;0;0;2;4;0;0;;;;;;;;;;;;;;
7;DRAGANIÆ  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
7;FUŽINE  ;3;8;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;
7;GENERALSKI STOL  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
