Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof.                                        ;AKCIJA MLADIH - AM, Nositelj liste: VOJMIR SABOLIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSSNositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;DOMOVINSKA GRAÐANSKA STRANKA - DGS, Nositelj liste: DRAGO MINTAS;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: MARIN VLAHOVIÆ          ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: FRANJO ŠTAMBUK;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. VESNA PUSIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, ZAGORSKA STRANKA - ZS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: TATJANA HOLJEVAC;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: MARIO LOZIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKA STRANKA ZELENIH-EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: DEJAN LECIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILOVAN ŠIBL;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: dr.sc. SLAVEN LETICA                                 ;NEOVISNA LISTA, Nositelj liste: BRANKO VUKŠIÆ                                 ;PRIMORSKO GORANSKI SAVEZ - PGS, SLAVONSKO-BARANJSKA HRVATSKA STRANKA - SBHS, MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS, DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: DAVOR KOŽUH, dipl.ing. stroj.;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: VENKO BANOVIÆ;ZELENA LISTA, Nositelj liste: VLASTA TOTH, dipl.oec.                                                          
ZAGREB-CENTAR,ZAPAD;138;1378;853;853;841;12;0;2;9;1;3;7;0;1;2;233;0;3;49;33;4;15;36;7;0;2;2;10;9;2;389;11;11
ZAGREB-CENTAR,ZAPAD;139;810;586;538;535;3;1;0;1;0;1;4;0;0;1;152;0;0;33;23;5;6;30;1;0;2;4;2;2;0;256;6;5
ZAGREB-CENTAR,ZAPAD;140;1032;619;619;615;4;1;3;0;0;4;5;0;0;2;189;0;1;53;18;1;13;28;1;0;7;0;10;5;2;267;3;2
ZAGREB-CENTAR,ZAPAD;141;943;639;639;635;4;0;1;2;0;4;5;0;0;2;175;0;2;50;16;2;15;37;6;1;4;1;9;3;0;291;9;0
ZAGREB-CENTAR,ZAPAD;142;1004;688;687;676;11;1;1;2;0;5;3;0;0;1;156;0;2;42;16;6;10;32;1;0;9;5;10;4;0;354;10;6
ZAGREB-CENTAR,ZAPAD;143;1072;695;684;676;8;0;1;4;1;5;2;1;0;0;172;1;4;53;12;5;11;45;1;0;3;5;12;10;1;315;7;5
ZAGREB-CENTAR,ZAPAD;144;1112;723;722;706;16;0;0;6;0;6;6;0;0;3;157;0;3;49;19;5;12;26;6;0;9;0;13;15;0;356;13;2
ZAGREB-CENTAR,ZAPAD;145;836;589;589;585;4;0;1;2;1;1;4;0;0;2;174;1;0;42;14;8;9;21;4;0;4;5;6;8;1;268;6;3
ZAGREB-CENTAR,ZAPAD;146;1333;909;909;892;17;1;1;1;1;4;6;0;1;4;234;2;1;83;28;8;16;38;4;0;9;4;14;8;1;411;9;3
ZAGREB-CENTAR,ZAPAD;147;1166;818;818;813;5;0;1;2;1;4;7;0;0;0;220;0;0;80;26;6;20;44;2;0;10;2;9;6;0;362;9;2
ZAGREB-CENTAR,ZAPAD;148;1141;731;731;723;8;0;1;2;2;5;3;0;1;1;199;1;4;56;28;7;13;35;5;0;3;5;2;5;1;330;9;5
ZAGREB-CENTAR,ZAPAD;149;1175;780;780;775;5;0;2;3;0;4;3;0;0;1;251;0;2;59;34;10;15;32;6;0;7;4;7;11;0;312;5;7
ZAGREB-CENTAR,ZAPAD;150;1047;732;732;724;8;0;0;5;0;6;4;1;0;2;189;1;2;55;20;4;10;39;7;0;4;2;5;4;0;348;10;6
ZAGREB-CENTAR,ZAPAD;151;1624;1044;1040;1031;9;0;3;3;0;3;12;1;2;5;290;2;1;65;36;4;16;38;9;0;4;6;14;5;0;498;13;1
ZAGREB-CENTAR,ZAPAD;152;1151;717;717;708;9;1;1;0;2;2;11;0;0;4;221;0;3;33;32;4;12;45;7;0;5;3;8;12;0;288;11;3
ZAGREB-CENTAR,ZAPAD;153;1125;717;717;707;10;0;1;3;2;4;4;0;1;2;213;0;2;56;26;7;21;42;1;1;2;3;7;7;1;290;8;3
ZAGREB-CENTAR,ZAPAD;154;1338;858;858;855;3;0;1;2;1;3;6;1;0;0;272;2;1;61;28;9;22;26;3;0;4;1;9;7;1;379;10;6
ZAGREB-CENTAR,ZAPAD;155;845;614;614;608;6;0;0;2;1;4;4;1;0;2;170;0;1;48;19;7;10;38;1;0;3;2;8;3;0;269;11;4
ZAGREB-CENTAR,ZAPAD;156;1096;685;684;680;4;2;1;0;0;1;2;0;0;1;184;0;1;37;18;7;7;29;2;0;9;11;5;9;1;342;7;4
ZAGREB-CENTAR,ZAPAD;157;1152;722;722;716;6;2;4;1;2;3;6;0;0;3;202;3;0;42;33;7;23;29;7;3;2;6;6;7;0;310;10;5
ZAGREB-CENTAR,ZAPAD;158;1078;755;755;744;11;0;1;1;0;5;6;0;0;2;196;0;1;62;20;5;18;35;1;1;0;2;5;2;0;369;8;4
ZAGREB-CENTAR,ZAPAD;159;1008;701;700;692;8;0;0;8;0;6;9;0;0;0;190;0;4;71;18;2;17;33;3;0;0;2;6;5;3;305;7;3
ZAGREB-CENTAR,ZAPAD;160;1524;940;940;934;6;0;0;3;2;8;9;1;0;3;264;0;3;45;27;15;18;49;8;0;4;5;12;14;0;427;9;8
ZAGREB-CENTAR,ZAPAD;161;907;606;606;596;10;0;0;4;0;1;6;1;0;0;169;1;2;21;14;7;13;38;5;1;2;10;8;10;0;268;11;4
ZAGREB-CENTAR,ZAPAD;162;1055;704;704;700;4;0;1;4;0;2;4;0;0;4;200;1;0;38;19;4;11;36;4;0;1;4;7;9;0;338;10;3
ZAGREB-CENTAR,ZAPAD;163;988;693;693;679;14;1;0;2;4;6;6;1;0;1;179;3;2;40;19;8;15;24;5;1;6;3;9;7;1;322;9;5
ZAGREB-CENTAR,ZAPAD;164;892;580;580;569;11;1;0;2;1;3;6;1;1;0;154;0;3;33;19;2;18;37;3;0;2;5;10;5;1;253;7;2
ZAGREB-CENTAR,ZAPAD;165;1091;788;788;774;14;0;3;2;0;3;5;0;2;1;204;0;1;57;31;13;15;52;1;0;4;7;11;10;0;334;12;6
ZAGREB-CENTAR,ZAPAD;166;1401;874;874;865;9;0;3;5;3;5;14;0;0;3;269;0;5;41;35;5;15;46;6;0;3;1;9;8;0;371;14;4
ZAGREB-CENTAR,ZAPAD;167;1245;748;748;743;5;1;1;6;0;1;13;1;0;1;266;1;0;48;31;5;31;30;4;0;7;2;14;9;0;260;2;9
ZAGREB-CENTAR,ZAPAD;168;1336;899;898;890;8;0;2;3;1;4;12;0;1;2;299;0;3;34;38;5;23;56;3;0;5;0;11;5;1;358;15;9
ZAGREB-CENTAR,ZAPAD;169;1422;940;940;927;13;0;1;5;0;9;4;0;2;2;270;1;11;48;36;8;33;34;4;0;5;8;10;2;0;420;9;5
ZAGREB-CENTAR,ZAPAD;170;1494;971;971;964;7;0;0;1;2;7;5;1;1;4;357;2;3;31;57;17;31;35;5;0;7;1;17;4;0;358;12;6
ZAGREB-CENTAR,ZAPAD;171;1490;952;952;936;16;0;3;4;2;4;10;0;0;3;373;2;2;45;40;8;17;44;8;0;6;0;13;7;1;336;7;1
ZAGREB-CENTAR,ZAPAD;172;885;598;598;587;11;1;1;5;1;2;6;0;0;2;192;0;1;26;22;3;19;46;2;1;5;1;6;6;0;228;7;4
ZAGREB-CENTAR,ZAPAD;173;1039;687;687;682;5;2;0;5;2;3;4;0;0;0;176;1;0;64;25;6;17;35;2;0;4;1;15;1;0;305;11;3
ZAGREB-CENTAR,ZAPAD;174;1067;735;735;729;6;1;0;3;2;5;5;0;0;1;206;2;2;46;32;6;12;51;3;1;1;0;13;5;0;324;6;2
ZAGREB-CENTAR,ZAPAD;175;1124;768;768;758;10;0;0;2;1;2;4;1;0;1;248;0;1;39;31;9;17;59;7;2;4;4;13;4;0;286;20;3
ZAGREB-CENTAR,ZAPAD;176;1142;742;742;731;11;1;0;6;0;1;8;0;0;2;202;1;0;47;39;6;16;31;6;0;4;1;5;5;2;334;11;3
ZAGREB-CENTAR,ZAPAD;177;1503;1001;1001;990;11;1;0;2;0;5;6;0;0;2;318;2;3;60;23;17;23;56;10;0;5;5;14;13;1;404;13;7
