Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: BRANKO OZIMEC                                        ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: GORAN ROHAÈEK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, Nositelj liste: JULIJANA ILÈIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: BOŽO RENDIÆ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA RADNIÈKA STRANKA - HRS, AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: dr.sc. IVAN ÈEHOK;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DARKO PETRIÈIÆ                                      ;HRVATSKA STRANKA NEZAPOSLENIH - HSN, Nositelj liste: NURIJA AHMETOVIÆ, prof.;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKA STRANKA ZELENIH-EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: RUDOLF FORKO;HRVATSKI ZBOR - ZBOR, Nositelj liste: VINKO KALINIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: mr.sc. VLADIMIR MESARIÆ;MOJE MALO MEÐIMURJE - 3 M, Nositelj liste: ANTUN VARGA;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: FRANJO GOLENKO;STRANKA UMIROVLJENIKA - SU, Nositelj liste: JOSIP ŽUŽUL;ZELENA LISTA, Nositelj liste: STANKO BEZEK                                                         ;;
VARAŽDINSKE TOPLICE;4;296;201;201;199;2;0;0;0;1;0;1;28;0;0;92;1;31;6;0;2;2;1;0;0;1;0;33;0;0;0;;
VARAŽDINSKE TOPLICE;5;73;61;61;61;0;0;0;0;0;0;0;8;0;0;27;0;18;1;0;0;0;0;0;0;0;0;7;0;0;0;;
VARAŽDINSKE TOPLICE;6;83;67;67;63;4;0;1;0;0;0;0;5;0;0;13;1;34;0;0;2;0;0;0;0;0;0;7;0;0;0;;
VARAŽDINSKE TOPLICE;7;71;52;52;52;0;0;0;0;1;0;0;12;0;0;8;0;17;1;0;1;3;0;0;0;0;0;8;0;1;0;;
VARAŽDINSKE TOPLICE;8;55;23;23;23;0;0;0;0;0;0;0;3;1;0;4;1;12;0;0;0;0;0;1;0;0;0;1;0;0;0;;
VARAŽDINSKE TOPLICE;9;293;219;219;215;4;0;1;0;1;0;0;47;1;0;115;0;15;1;2;1;3;0;0;0;0;0;27;0;0;1;;
VARAŽDINSKE TOPLICE;10;290;217;217;217;0;0;0;1;0;0;0;36;1;0;80;2;37;0;0;1;2;0;0;0;0;0;56;0;1;0;;
VARAŽDINSKE TOPLICE;11;414;338;338;331;7;0;1;2;0;0;0;58;0;1;159;0;44;0;0;5;6;1;0;0;1;0;51;0;2;0;;
VARAŽDINSKE TOPLICE;12;346;235;235;227;8;0;1;0;0;0;0;57;1;0;106;0;19;0;1;1;11;0;0;0;0;0;27;1;2;0;;
VARAŽDINSKE TOPLICE;13;106;87;87;84;3;0;1;0;0;0;0;7;0;1;51;0;10;0;0;0;0;0;0;0;0;0;13;0;1;0;;
VARAŽDINSKE TOPLICE;14;242;190;190;187;3;0;0;1;1;0;0;12;0;0;95;1;50;1;0;0;5;0;0;0;0;0;18;0;3;0;;
VARAŽDINSKE TOPLICE;15;386;288;288;286;2;0;1;2;1;0;0;18;0;0;65;2;135;2;0;1;5;0;0;0;0;0;51;2;1;0;;
VARAŽDINSKE TOPLICE;16;169;101;101;100;1;0;2;0;0;1;0;14;0;0;41;0;21;0;0;1;3;0;0;0;0;0;15;0;2;0;;
VARAŽDINSKE TOPLICE;17;677;495;495;483;12;1;3;1;0;1;0;79;1;1;184;0;65;2;0;6;18;0;1;0;0;0;118;0;2;0;;
VARAŽDINSKE TOPLICE;18;204;167;167;167;0;0;2;0;0;1;1;82;0;0;50;0;15;0;0;2;1;0;0;0;0;0;13;0;0;0;;
VARAŽDINSKE TOPLICE;19;149;124;124;124;0;0;0;1;0;0;0;15;0;0;82;0;5;0;0;2;1;0;0;0;0;0;18;0;0;0;;
VARAŽDINSKE TOPLICE;20;206;128;128;125;3;0;0;0;1;0;0;23;0;0;49;0;13;2;0;20;3;0;0;0;0;0;14;0;0;0;;
VARAŽDINSKE TOPLICE;21;124;85;85;83;2;0;1;0;0;0;1;10;0;0;36;0;15;1;1;0;7;0;0;0;0;0;10;0;0;1;;
ZABOK;1;673;407;407;396;11;0;1;0;4;0;3;98;0;0;39;1;29;11;1;2;33;1;0;0;0;1;162;1;9;0;;
ZABOK;2;524;343;343;336;7;0;3;1;1;1;1;54;0;1;18;0;24;4;2;3;25;2;1;0;4;1;181;3;5;1;;
ZABOK;3;406;251;251;245;6;0;0;1;3;0;0;73;1;0;10;1;13;4;0;6;15;1;0;0;0;0;110;2;4;1;;
ZABOK;4;863;611;611;602;9;0;1;1;4;0;0;135;1;1;52;1;39;2;2;6;48;3;0;0;0;1;295;1;7;2;;
ZABOK;5;726;523;523;511;12;0;3;0;3;0;0;142;1;1;40;0;24;5;1;12;39;2;1;0;2;0;230;1;3;1;;
ZABOK;6;532;382;382;370;12;1;2;0;7;1;1;96;1;0;31;0;12;5;0;6;29;0;0;0;0;0;171;2;5;0;;
ZABOK;7;641;496;496;491;5;0;0;1;1;0;0;94;1;0;52;0;33;4;0;10;24;1;0;0;0;0;255;4;5;6;;
ZABOK;8;818;641;641;632;9;0;0;0;2;0;1;153;0;2;67;0;36;4;1;11;27;3;0;0;1;0;311;8;3;2;;
ZABOK;9;327;242;242;241;1;1;2;3;1;0;0;69;0;0;30;1;11;2;0;0;25;4;0;0;0;0;86;2;4;0;;
ZABOK;10;358;224;224;219;5;0;1;1;3;0;0;55;0;1;15;0;20;3;1;2;23;0;0;0;0;1;87;0;5;1;;
ZABOK;11;279;212;212;211;1;0;2;2;18;0;1;70;0;0;10;0;17;4;0;2;23;1;0;0;0;0;56;0;4;1;;
ZABOK;12;302;216;216;212;4;2;0;0;2;0;1;58;0;0;19;1;10;1;2;4;19;3;0;0;0;1;85;2;2;0;;
ZABOK;13;510;372;372;364;8;0;1;0;1;0;0;106;1;0;29;0;29;3;1;6;24;1;0;0;0;0;155;0;4;3;;
ZABOK;14;507;361;361;347;14;1;3;3;3;0;0;121;3;0;21;0;18;0;0;6;23;4;0;0;0;0;131;1;7;2;;
ZABOK;15;138;104;104;102;2;0;0;2;0;0;1;49;0;0;2;0;2;4;0;2;8;1;0;0;0;0;31;0;0;0;;
ZABOK;16;151;100;100;97;3;0;1;1;4;0;0;21;1;1;7;0;5;1;0;0;15;0;0;0;0;0;39;1;0;0;;
ZLATAR;1;140;96;96;96;0;0;6;0;0;0;0;52;0;0;9;0;13;1;0;0;3;0;0;0;1;0;7;1;2;1;;
ZLATAR;2;292;130;130;125;5;0;12;1;0;0;1;30;3;0;16;0;20;1;0;3;3;2;0;0;0;0;24;1;7;1;;
ZLATAR;3;256;104;104;101;3;1;6;1;1;0;0;34;0;0;16;1;8;4;0;3;5;0;1;0;0;0;19;0;1;0;;
ZLATAR;4;323;135;135;131;4;0;6;3;0;1;2;43;0;0;6;0;10;4;2;15;2;0;0;0;1;0;36;0;0;0;;
ZLATAR;5;167;57;57;56;1;0;1;1;0;0;0;28;0;0;7;0;3;0;0;4;6;0;0;0;0;0;4;0;1;1;;
ZLATAR;6;245;131;131;130;1;0;7;0;0;0;1;56;0;0;13;0;11;0;1;14;6;0;0;0;1;0;19;0;0;1;;
ZLATAR;7;205;76;76;73;3;0;2;0;0;0;0;24;0;0;13;0;20;0;0;0;3;0;1;0;0;0;8;0;2;0;;
ZLATAR;8;354;200;200;197;3;0;11;0;1;0;0;51;0;0;16;0;41;1;0;7;5;0;0;0;0;0;62;0;2;0;;
ZLATAR;9;107;70;70;68;2;0;4;0;0;0;0;18;1;0;9;1;13;0;0;0;2;1;0;0;0;0;19;0;0;0;;
ZLATAR;10;213;130;130;126;4;0;1;0;1;0;0;68;1;0;6;0;15;0;1;2;6;0;0;0;0;0;22;1;2;0;;
ZLATAR;11;641;437;437;429;8;1;4;2;1;0;1;106;0;0;46;1;42;6;1;11;21;0;0;0;0;2;176;1;6;1;;
ZLATAR;12;211;102;102;100;2;0;0;0;0;0;0;42;0;0;9;2;8;2;0;4;3;0;0;0;0;0;29;0;1;0;;
ZLATAR;13;49;30;30;29;1;0;0;0;0;0;0;15;0;0;4;0;2;0;0;0;4;0;0;0;0;0;4;0;0;0;;
ZLATAR;14;782;506;506;491;15;0;4;1;4;0;1;147;0;1;34;0;43;2;1;28;31;0;0;0;0;0;179;1;13;1;;
ZLATAR;15;214;142;142;137;5;1;3;0;0;0;0;33;0;0;7;0;22;1;1;2;8;0;3;0;0;0;55;0;1;0;;
ZLATAR;16;819;558;558;550;8;0;4;1;2;3;1;137;0;0;46;0;62;0;0;22;39;3;5;0;0;1;217;1;5;1;;
ZLATAR;17;355;199;199;186;13;0;61;0;1;0;0;31;1;0;7;1;31;4;0;1;3;0;0;0;0;0;45;0;0;0;;
BEDEKOVÈINA;1;806;556;556;544;12;0;2;1;2;6;0;103;1;2;27;1;50;7;0;4;47;1;0;0;0;0;281;2;6;1;;
BEDEKOVÈINA;2;554;332;332;330;2;0;0;2;2;0;0;64;0;1;16;1;28;1;0;1;31;1;0;0;0;0;176;0;4;2;;
BEDEKOVÈINA;3;142;109;109;109;0;0;1;1;0;0;0;30;0;0;6;0;13;6;1;0;8;0;0;0;0;0;37;1;5;0;;
BEDEKOVÈINA;4;161;111;111;107;4;0;1;1;0;0;0;25;1;0;2;0;18;0;0;1;4;0;0;0;0;0;53;0;1;0;;
BEDEKOVÈINA;5;574;353;353;351;2;0;12;2;4;0;0;108;1;1;28;2;25;3;2;4;20;1;0;0;0;0;131;0;7;0;;
BEDEKOVÈINA;6;768;459;459;451;8;1;1;2;0;0;2;161;1;0;22;1;30;12;0;3;31;1;0;0;1;0;177;1;3;1;;
BEDEKOVÈINA;7;942;639;639;632;7;0;1;0;0;1;0;142;2;1;40;1;62;9;1;9;30;0;0;0;0;0;324;2;6;1;;
BEDEKOVÈINA;8;579;382;382;380;2;0;0;3;2;0;3;98;0;1;28;2;27;4;0;3;26;1;0;0;2;0;171;4;3;2;;
BEDEKOVÈINA;9;389;201;201;198;3;0;7;3;1;0;0;52;2;0;21;2;6;3;2;2;14;0;1;0;0;1;78;0;3;0;;
BEDEKOVÈINA;10;596;264;264;259;5;0;2;1;0;0;2;128;0;0;14;2;24;1;0;1;19;3;0;0;0;0;56;0;5;1;;
BEDEKOVÈINA;11;616;315;315;307;8;1;0;2;0;0;1;89;0;0;60;2;26;0;3;1;27;1;1;0;2;0;90;0;1;0;;
BEDEKOVÈINA;12;267;115;115;114;1;0;1;0;0;0;0;36;0;0;7;0;12;1;0;2;7;0;0;0;0;1;45;1;1;0;;
BEDEKOVÈINA;13;435;235;235;229;6;1;1;1;0;0;0;76;1;0;65;0;12;0;1;3;25;0;0;0;0;0;40;0;3;0;;
BEDNJA;1;722;450;450;442;8;0;1;0;0;1;0;111;0;1;234;1;24;0;1;6;14;1;0;1;0;0;39;3;3;1;;
BEDNJA;2;104;69;69;69;0;0;0;0;0;0;0;17;0;0;30;0;8;0;0;4;3;0;0;0;0;0;7;0;0;0;;
BEDNJA;3;414;250;249;246;3;0;2;1;0;0;1;34;0;0;147;0;17;2;1;2;6;0;0;1;1;0;29;1;0;1;;
BEDNJA;4;130;86;86;85;1;0;0;1;0;0;0;36;0;0;39;0;1;1;0;2;1;1;1;0;0;0;2;0;0;0;;
BEDNJA;5;49;39;39;39;0;0;1;0;0;0;0;11;0;0;17;0;6;0;0;0;0;0;0;0;0;0;4;0;0;0;;
BEDNJA;6;39;29;29;29;0;0;1;0;0;0;0;14;0;0;9;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;;
BEDNJA;7;92;72;72;72;0;0;0;0;1;0;0;30;0;0;37;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;;
BEDNJA;8;188;113;113;112;1;0;1;0;1;0;0;16;0;0;82;0;4;0;0;2;2;0;0;0;0;0;2;0;2;0;;
BEDNJA;9;125;68;68;67;1;0;0;0;0;0;0;14;0;0;39;0;4;0;0;0;3;0;0;0;0;0;7;0;0;0;;
BEDNJA;10;325;226;226;223;3;1;0;4;0;0;0;41;0;0;123;0;7;0;1;1;3;2;0;0;0;0;36;0;4;0;;
BEDNJA;11;196;147;147;147;0;1;0;0;1;0;2;42;0;0;82;0;4;0;0;1;7;0;0;0;0;0;7;0;0;0;;
BEDNJA;12;200;66;66;66;0;0;1;0;0;0;0;19;0;0;35;2;5;0;0;2;1;0;0;0;0;0;1;0;0;0;;
BEDNJA;13;248;159;159;156;3;0;0;0;0;0;0;60;0;0;50;0;12;0;1;6;3;0;0;0;0;0;24;0;0;0;;
BEDNJA;14;740;364;364;358;6;0;3;0;1;0;0;129;1;2;168;0;15;0;0;2;3;0;0;0;0;0;32;0;0;2;;
BEDNJA;15;142;51;51;51;0;0;0;1;0;0;0;13;0;0;31;0;2;0;0;0;0;0;0;0;0;0;3;0;0;1;;
BEDNJA;16;143;92;92;90;2;0;1;0;0;0;0;30;0;0;51;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;;
BEDNJA;17;227;105;105;104;1;1;1;0;0;0;0;22;0;0;68;1;3;0;0;0;0;0;0;0;0;0;8;0;0;0;;
BEDNJA;18;179;142;142;142;0;0;0;0;0;0;0;66;0;0;67;0;1;0;0;1;1;0;0;0;1;0;4;0;1;0;;
BELICA;1;986;605;604;599;5;1;8;3;0;0;0;102;0;0;112;0;64;2;1;31;18;0;0;0;1;1;249;4;2;0;;
BELICA;2;1064;700;700;688;12;0;13;4;2;0;3;119;1;0;128;1;47;4;1;24;22;2;0;0;1;1;308;3;4;0;;
BELICA;3;818;534;529;522;7;0;4;0;0;2;3;87;1;1;98;2;75;2;1;13;23;1;0;0;2;4;198;1;4;0;;
BERETINEC;1;493;368;367;357;10;0;1;0;1;1;0;73;0;2;132;0;97;0;0;0;1;1;0;0;2;0;46;0;0;0;;
BERETINEC;2;374;265;265;262;3;0;0;0;1;0;1;72;0;1;78;1;59;2;0;2;4;0;0;0;0;0;39;0;1;1;;
BERETINEC;3;312;226;226;216;10;0;4;0;1;1;1;36;0;0;111;0;29;0;0;2;2;0;0;0;0;0;28;1;0;0;;
BERETINEC;4;335;252;252;247;5;0;1;0;0;0;0;55;3;0;114;0;27;2;0;1;1;0;0;0;0;0;38;1;3;1;;
BERETINEC;5;135;96;96;91;5;0;1;0;1;0;1;27;0;0;25;1;9;0;0;0;1;0;0;0;0;1;23;0;1;0;;
BERETINEC;6;159;113;113;109;4;1;0;0;0;0;0;22;1;3;47;1;17;0;0;0;1;0;0;0;0;0;15;0;1;0;;
BREZNICA;1;358;212;212;207;5;0;2;0;2;0;0;51;0;0;76;2;25;4;0;1;5;2;0;0;0;0;34;1;2;0;;
BREZNICA;2;366;199;199;196;3;0;1;1;1;0;0;43;0;0;69;0;19;0;0;15;9;0;0;0;0;0;36;0;1;1;;
BREZNICA;3;296;222;222;217;5;0;3;1;0;0;1;22;0;1;115;0;17;4;0;1;2;1;0;0;0;0;47;1;0;1;;
BREZNICA;4;190;148;148;146;2;0;1;0;0;0;0;22;0;0;66;0;12;0;1;0;3;0;0;0;1;0;38;0;2;0;;
BREZNICA;5;350;229;229;224;5;1;8;0;2;0;0;58;1;1;73;0;17;2;1;3;13;0;0;0;0;0;41;0;3;0;;
BREZNICA;6;327;210;210;206;4;0;16;2;1;0;0;85;1;1;26;0;33;0;0;5;8;0;0;1;0;0;26;1;0;0;;
BREZNIÈKI HUM;1;194;132;132;129;3;0;0;1;0;0;0;38;0;0;53;0;7;0;1;2;0;1;0;0;0;0;25;0;1;0;;
BREZNIÈKI HUM;2;715;404;404;393;11;0;2;0;0;1;5;106;0;0;170;3;28;3;0;2;13;0;0;0;1;1;51;1;4;2;;
BREZNIÈKI HUM;3;319;176;176;174;2;0;1;0;0;0;0;35;1;0;73;1;20;0;0;1;9;0;0;0;1;0;31;0;1;0;;
BUDINŠÈINA;1;465;276;276;273;3;0;3;1;0;1;0;72;0;1;75;0;35;1;0;3;19;1;1;0;0;0;58;1;1;0;;
BUDINŠÈINA;2;219;129;129;126;3;0;1;0;0;0;1;40;1;1;29;0;24;1;0;3;3;0;0;0;0;0;21;0;0;1;;
BUDINŠÈINA;3;262;128;128;124;4;0;4;0;0;1;0;34;1;0;39;1;9;0;1;1;9;1;0;0;0;0;20;1;1;1;;
BUDINŠÈINA;4;308;141;141;135;6;0;3;3;0;1;1;40;0;0;25;0;31;6;2;1;2;0;0;0;0;0;18;1;1;0;;
BUDINŠÈINA;5;283;150;150;146;4;0;0;0;0;3;0;51;0;0;66;0;13;0;1;0;0;0;0;1;0;0;11;0;0;0;;
BUDINŠÈINA;6;111;69;69;65;4;0;0;0;1;0;0;28;0;1;5;0;4;0;1;0;4;0;0;0;0;0;15;2;4;0;;
BUDINŠÈINA;7;130;88;88;88;0;0;0;0;0;0;0;58;1;0;11;0;5;0;0;1;3;0;0;0;0;0;7;1;1;0;;
BUDINŠÈINA;8;257;143;143;141;2;1;2;0;0;0;1;53;1;0;36;0;21;2;0;0;4;0;0;0;0;0;19;0;1;0;;
BUDINŠÈINA;9;74;55;55;53;2;0;0;0;0;0;0;19;3;0;12;0;10;0;0;1;1;0;0;0;0;0;6;0;0;1;;
CESTICA;1;980;702;702;692;10;0;3;1;0;0;1;101;1;2;374;2;76;1;1;16;13;1;0;0;0;0;95;0;2;2;;
CESTICA;2;249;175;174;174;0;0;1;1;1;0;1;47;0;0;80;0;12;0;1;0;1;0;0;1;0;0;26;0;2;0;;
CESTICA;3;673;486;486;481;5;1;3;1;1;1;1;86;2;3;208;2;42;3;0;9;4;1;0;0;1;0;107;0;4;1;;
CESTICA;4;205;148;148;147;1;0;0;0;0;0;0;22;0;0;63;0;8;1;0;4;2;0;0;0;0;0;43;0;4;0;;
CESTICA;5;225;166;166;160;6;0;0;1;0;0;0;21;0;0;106;1;10;1;1;2;0;0;0;0;0;0;17;0;0;0;;
CESTICA;6;132;107;107;105;2;1;0;0;0;1;0;19;0;2;60;0;7;1;1;1;0;1;0;0;0;0;9;1;1;0;;
CESTICA;7;713;481;481;471;10;0;1;0;2;0;0;34;2;0;309;3;26;1;4;7;3;0;0;0;1;0;71;2;3;2;;
CESTICA;8;552;385;385;376;9;0;1;3;1;0;0;60;0;0;183;1;25;2;0;8;1;1;0;0;0;1;89;0;0;0;;
CESTICA;9;217;143;143;141;2;0;0;0;0;0;0;29;0;0;66;0;8;0;0;4;1;0;0;0;0;0;31;1;1;0;;
CESTICA;10;296;191;191;183;8;0;0;0;0;0;0;18;0;0;121;1;17;2;0;1;0;0;0;0;0;0;22;0;0;1;;
CESTICA;11;259;184;184;182;2;0;1;3;0;0;0;85;1;2;70;1;5;1;0;1;0;0;0;0;0;0;12;0;0;0;;
CESTICA;12;220;135;135;134;1;0;0;1;0;0;0;9;0;0;71;0;14;1;0;0;0;0;1;2;1;1;31;1;0;1;;
DEKANOVEC;1;703;495;495;490;5;4;7;2;0;0;4;184;0;0;62;0;20;0;2;44;7;2;1;1;0;3;141;0;3;3;;
DESINIÆ;1;980;591;591;574;17;1;9;0;1;1;2;250;0;1;29;2;91;4;4;1;22;5;1;0;0;0;147;1;0;2;;
DESINIÆ;2;525;349;349;339;10;1;7;0;1;0;4;176;0;0;6;1;57;7;2;1;5;0;0;1;0;0;68;1;1;0;;
DESINIÆ;3;242;148;148;148;0;0;1;0;0;0;1;70;1;2;6;0;27;3;1;2;4;0;0;0;1;0;29;0;0;0;;
DESINIÆ;4;205;138;138;135;3;0;2;0;0;0;0;76;0;0;3;1;27;1;1;1;3;0;0;0;0;0;20;0;0;0;;
DESINIÆ;5;217;135;135;133;2;0;2;2;0;1;2;58;1;0;6;0;32;0;0;1;6;0;0;0;0;0;18;1;3;0;;
DESINIÆ;6;361;215;215;215;0;0;2;2;0;0;1;135;0;1;6;0;24;1;0;1;6;0;0;0;0;0;35;0;0;1;;
DOMAŠINEC;1;641;376;376;372;4;0;10;0;0;1;2;73;0;0;85;1;60;1;0;27;5;0;0;0;0;0;106;0;1;0;;
DOMAŠINEC;2;858;535;535;531;4;0;5;2;1;0;4;134;0;0;78;1;39;2;3;35;8;0;0;0;1;2;212;2;2;0;;
DOMAŠINEC;3;543;358;358;356;2;0;2;3;0;0;0;48;1;0;61;0;13;0;2;6;10;1;0;0;0;3;203;2;1;0;;
DONJA DUBRAVA;1;912;573;573;563;10;0;2;2;2;0;1;125;1;1;146;0;51;5;0;14;18;2;0;0;1;3;183;3;2;1;;
DONJA DUBRAVA;2;1001;642;641;636;5;0;0;1;1;0;0;146;1;0;193;1;40;3;2;9;20;0;0;0;0;2;207;1;8;1;;
DONJA VOÆA;1;468;242;242;239;3;0;1;0;1;0;1;43;0;0;128;0;16;2;0;9;6;0;0;0;0;0;31;0;1;0;;
DONJA VOÆA;2;276;148;148;146;2;0;0;0;0;0;1;50;1;1;60;1;19;0;0;3;1;0;0;0;0;0;8;0;0;1;;
DONJA VOÆA;3;308;174;174;170;4;0;3;1;0;0;0;46;0;0;69;1;7;0;0;8;4;0;0;0;1;0;26;0;3;1;;
DONJA VOÆA;4;291;158;158;156;2;0;0;2;0;0;0;42;0;0;75;0;17;0;0;0;4;0;0;1;0;0;15;0;0;0;;
DONJA VOÆA;5;310;163;163;163;0;0;0;0;0;0;1;38;0;0;82;1;22;1;0;4;1;0;0;0;0;0;13;0;0;0;;
DONJA VOÆA;6;280;130;130;121;9;0;1;0;0;0;0;15;0;0;65;2;13;0;1;4;4;0;0;0;0;0;14;0;2;0;;
DONJA VOÆA;7;270;118;118;115;3;0;1;0;0;0;0;28;0;0;46;1;28;0;0;4;2;0;0;0;0;0;5;0;0;0;;
DONJA VOÆA;8;193;105;102;102;0;0;0;2;0;0;0;8;0;0;80;0;10;0;0;0;1;0;0;0;0;0;1;0;0;0;;
DONJI KRALJEVEC;1;644;463;463;460;3;0;2;0;1;0;0;91;0;0;65;0;81;4;0;4;24;0;0;1;1;3;180;0;2;1;;
DONJI KRALJEVEC;2;729;472;472;469;3;0;1;0;2;0;1;103;1;0;57;0;100;3;1;5;12;0;1;0;1;2;177;0;2;0;;
DONJI KRALJEVEC;3;578;364;364;358;6;0;1;4;0;0;2;66;1;0;32;0;41;3;0;3;10;1;0;1;0;4;182;3;3;1;;
DONJI KRALJEVEC;4;552;352;352;350;2;0;1;0;2;0;0;85;2;0;41;0;72;0;0;4;14;0;0;0;0;2;121;4;2;0;;
DONJI KRALJEVEC;5;493;318;318;312;6;0;2;1;1;0;1;58;1;1;21;1;37;1;0;2;9;0;0;0;1;3;169;0;2;1;;
DONJI KRALJEVEC;6;273;213;213;211;2;0;2;0;2;0;0;56;0;1;14;0;23;2;0;2;8;0;1;1;1;0;98;0;0;0;;
DONJI KRALJEVEC;7;242;174;174;174;0;0;0;2;0;0;0;36;0;1;26;1;10;1;1;5;1;1;0;0;0;1;85;1;2;0;;
DONJI KRALJEVEC;8;650;380;380;375;5;1;2;0;4;1;0;117;0;0;35;0;13;5;2;2;22;0;0;0;0;3;163;1;3;1;;
DONJI VIDOVEC;1;647;384;384;377;7;1;1;0;0;0;0;67;0;0;53;1;99;2;0;5;18;0;0;0;2;3;121;0;4;0;;
DONJI VIDOVEC;2;704;410;410;403;7;0;0;1;0;0;4;71;2;0;55;0;96;1;1;6;19;1;0;0;0;0;139;4;3;0;;
ÐURMANEC;1;714;559;559;537;22;1;0;1;2;1;1;173;1;2;49;1;34;2;2;4;34;1;0;0;2;0;211;6;9;0;;
ÐURMANEC;2;470;328;327;318;9;0;3;2;2;0;0;91;2;0;16;1;30;3;1;0;15;0;0;1;0;0;148;1;2;0;;
ÐURMANEC;3;183;102;102;96;6;0;1;0;0;0;0;24;1;0;31;0;7;2;0;2;5;1;0;0;0;1;20;0;1;0;;
ÐURMANEC;4;418;326;325;323;2;1;1;0;0;1;1;138;1;0;40;2;14;6;3;3;18;2;1;2;1;0;83;1;3;1;;
ÐURMANEC;5;370;258;258;253;5;1;1;0;2;0;0;138;2;1;13;1;28;1;2;4;9;0;0;0;0;0;47;0;3;0;;
ÐURMANEC;6;218;149;149;144;5;1;1;0;1;0;0;89;3;1;1;0;8;0;0;0;6;0;0;0;0;0;32;0;1;0;;
ÐURMANEC;7;179;141;141;137;4;0;3;0;4;0;5;49;0;1;13;2;12;0;0;0;7;0;1;0;0;0;36;1;2;1;;
ÐURMANEC;8;109;78;78;76;2;0;0;0;0;0;0;44;0;0;5;0;9;0;0;2;0;0;0;0;0;0;16;0;0;0;;
ÐURMANEC;9;233;177;177;176;1;1;1;0;0;0;0;101;1;2;12;2;15;0;1;0;9;0;0;0;0;0;31;0;0;0;;
ÐURMANEC;10;189;141;141;136;5;0;2;0;1;0;0;59;0;0;6;1;10;1;0;2;12;0;0;0;0;0;41;1;0;0;;
ÐURMANEC;11;277;151;151;149;2;0;2;0;0;0;0;32;0;1;15;0;42;1;0;1;7;0;0;0;0;0;48;0;0;0;;
ÐURMANEC;12;223;147;147;139;8;0;1;1;0;0;0;61;1;0;16;2;2;1;1;1;8;0;0;0;1;0;37;3;2;1;;
GORIÈAN;1;764;547;546;536;10;1;0;3;2;1;3;188;1;2;68;1;38;1;1;8;31;0;0;0;1;3;177;4;0;2;;
GORIÈAN;2;856;568;568;560;8;0;6;1;0;0;0;168;2;0;65;0;58;1;0;15;27;0;0;1;1;2;207;0;6;0;;
GORIÈAN;3;862;630;625;618;7;1;4;0;2;0;0;166;1;1;84;2;63;5;0;12;36;3;1;0;0;2;229;1;3;2;;
GORNJA STUBICA;1;140;58;58;57;1;0;4;1;1;0;0;16;0;0;9;0;7;1;0;1;2;0;0;0;0;0;15;0;0;0;;
GORNJA STUBICA;2;396;257;257;251;6;2;1;4;0;0;1;82;1;0;26;2;28;1;1;1;22;0;3;0;1;2;71;0;1;1;;
