Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JOSO ŠIKIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: HRVOJE RUNJIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ          ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: MARIJANA PETIR;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DALIBOR MARKUŠIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: MIROSLAV JURIÆ;HRVATSKI ZBOR - ZBOR, Nositelj liste: GRGO-TOMISLAV ANTIÈIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBO ÆESIÆ;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: VESNA BALENOVIÆ                                 ;NEOVISNA LISTA, Nositelj liste: ZDRAVKO DUŽIÆ                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: MIROSLAV SLAVIÆ;ZELENA LISTA, Nositelj liste: NENAD HORVATOVIÆ                                                          ;;;;
KRIŽ;17;629;444;444;438;6;1;2;0;4;1;2;1;92;1;46;41;3;10;12;0;0;9;3;1;0;198;5;6;;;;
KRIŽ;18;507;384;384;383;1;1;0;1;1;1;12;0;70;0;23;34;1;6;21;0;0;3;0;1;0;205;1;2;;;;
KRIŽ;19;505;313;313;311;2;1;0;3;1;1;1;0;100;0;21;24;1;16;10;1;0;7;2;0;1;117;1;3;;;;
LEKENIK;1;498;327;327;323;4;1;1;0;1;1;2;0;189;1;3;40;0;6;9;0;1;7;4;1;0;48;4;4;;;;
LEKENIK;2;173;106;106;103;3;1;0;0;1;0;1;0;42;2;9;25;2;2;7;0;0;0;0;0;0;10;1;0;;;;
LEKENIK;3;119;82;82;81;1;0;1;0;1;1;1;1;37;0;0;14;0;1;4;0;0;2;0;0;0;18;0;0;;;;
LEKENIK;4;363;209;209;205;4;0;2;0;1;0;2;2;72;1;3;36;0;10;1;0;0;2;0;1;0;66;6;0;;;;
LEKENIK;5;262;171;171;164;7;2;0;1;2;0;0;1;68;2;5;15;1;8;8;1;0;3;0;0;2;44;1;0;;;;
LEKENIK;6;331;188;188;184;4;0;2;0;1;0;0;1;63;0;3;26;1;11;5;1;2;4;0;0;2;55;6;1;;;;
LEKENIK;7;239;175;175;170;5;1;0;0;2;1;2;0;81;1;3;39;2;3;2;0;0;2;1;0;0;30;0;0;;;;
LEKENIK;8;54;33;33;33;0;0;0;0;0;0;0;0;8;0;1;10;0;1;0;0;0;0;0;0;0;13;0;0;;;;
LEKENIK;9;415;234;234;225;9;1;1;2;2;1;3;0;40;1;15;66;7;5;6;1;0;5;1;2;0;62;1;3;;;;
LEKENIK;10;236;124;124;123;1;1;0;1;1;0;2;0;23;1;2;52;0;0;1;0;0;1;1;0;0;36;1;0;;;;
LEKENIK;11;89;26;26;24;2;0;0;1;2;0;2;0;6;0;3;4;0;1;1;0;1;0;0;0;0;3;0;0;;;;
LEKENIK;12;709;451;451;441;10;0;0;0;1;2;3;1;130;0;12;80;2;11;7;0;0;5;0;0;0;182;5;0;;;;
LEKENIK;13;818;477;477;473;4;2;1;0;5;2;1;2;128;0;11;121;5;19;30;1;3;13;0;2;0;123;3;1;;;;
LEKENIK;14;771;464;464;457;7;0;1;1;3;1;1;0;144;0;24;91;6;11;9;1;1;11;0;0;1;148;3;0;;;;
LEKENIK;15;180;99;99;97;2;0;0;1;0;0;1;2;28;1;1;28;0;2;10;0;1;3;0;0;0;18;1;0;;;;
LIPOVLJANI;1;731;444;444;440;4;0;0;0;1;1;6;4;142;1;9;56;1;29;27;0;0;9;0;3;0;146;3;2;;;;
LIPOVLJANI;2;570;370;370;363;7;2;2;2;3;0;4;0;103;0;13;29;0;23;28;0;0;6;1;0;0;139;5;3;;;;
LIPOVLJANI;3;545;304;304;300;4;0;1;1;1;0;2;5;112;0;3;35;0;19;19;0;0;3;0;0;0;97;1;1;;;;
LIPOVLJANI;4;274;178;178;170;8;0;0;0;0;0;1;0;57;0;2;19;0;8;12;0;0;8;0;0;0;60;3;0;;;;
LIPOVLJANI;5;422;251;251;248;3;0;1;0;0;0;1;1;111;2;4;38;1;9;16;0;0;6;3;0;0;51;4;0;;;;
LIPOVLJANI;6;331;178;178;175;3;0;1;1;0;1;1;1;74;0;1;40;0;7;14;0;1;5;0;0;1;23;3;1;;;;
MAJUR;1;364;249;249;243;6;0;1;0;0;3;0;1;157;0;5;15;3;9;14;1;0;6;1;2;2;23;0;0;;;;
MAJUR;2;186;138;138;134;4;0;0;0;1;1;1;0;93;0;0;6;0;8;5;0;0;4;0;0;1;12;1;1;;;;
MAJUR;3;138;93;93;91;2;0;1;0;0;0;1;1;45;1;1;6;1;8;8;4;0;6;0;0;0;5;2;1;;;;
MAJUR;4;205;137;137;131;6;0;1;0;0;2;3;0;64;1;15;3;0;1;5;2;0;2;6;0;0;23;3;0;;;;
MAJUR;5;91;40;40;40;0;0;0;0;0;0;0;0;26;0;3;3;0;3;1;0;0;0;0;0;0;4;0;0;;;;
MAJUR;6;52;41;41;41;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;;;;
MAJUR;7;67;40;40;39;1;0;0;0;0;0;0;0;4;0;5;0;1;3;1;0;0;1;0;0;0;22;2;0;;;;
MARTINSKA VES;1;235;142;142;142;0;0;0;1;2;0;0;0;65;0;0;31;0;8;5;0;0;2;1;1;0;25;1;0;;;;
MARTINSKA VES;2;129;86;86;84;2;0;1;0;1;0;1;0;47;0;1;21;0;4;1;0;0;1;0;0;0;5;0;1;;;;
MARTINSKA VES;3;130;89;89;88;1;0;0;0;1;0;0;0;27;0;2;11;0;1;1;1;0;3;1;0;0;40;0;0;;;;
MARTINSKA VES;4;246;161;161;157;4;1;0;0;0;2;1;2;53;0;6;12;5;4;6;1;0;4;1;0;0;55;3;1;;;;
MARTINSKA VES;5;101;68;68;68;0;0;1;0;0;0;1;0;23;0;0;14;1;2;2;0;0;2;1;0;0;20;0;1;;;;
MARTINSKA VES;6;282;212;212;209;3;0;2;0;1;1;1;0;65;1;10;44;0;7;7;0;0;4;2;0;0;61;3;0;;;;
MARTINSKA VES;7;162;124;124;119;5;0;1;0;4;1;0;0;44;0;3;40;0;1;5;0;0;0;0;0;0;20;0;0;;;;
MARTINSKA VES;8;263;191;191;188;3;0;1;1;3;0;1;0;76;1;4;87;1;1;1;0;0;2;0;0;0;5;4;0;;;;
MARTINSKA VES;9;34;30;30;27;3;0;0;0;0;0;1;0;19;2;0;4;0;0;0;0;0;0;0;0;0;1;0;0;;;;
MARTINSKA VES;10;289;210;210;199;11;0;0;0;2;2;2;1;94;0;8;38;1;6;8;0;0;9;1;0;0;26;1;0;;;;
MARTINSKA VES;11;307;243;243;237;6;0;0;0;3;0;0;0;84;0;3;86;0;32;2;0;0;1;1;0;0;23;2;0;;;;
MARTINSKA VES;12;175;123;123;119;4;0;1;1;4;0;0;1;34;0;12;32;0;5;4;0;0;5;1;0;0;17;1;1;;;;
MARTINSKA VES;13;62;42;42;42;0;0;1;0;1;1;1;0;4;0;15;5;1;0;0;0;0;1;1;0;0;11;0;0;;;;
MARTINSKA VES;14;109;86;86;83;3;0;0;1;0;0;1;0;20;1;37;3;0;3;1;0;0;1;1;0;0;14;0;0;;;;
MARTINSKA VES;15;317;240;240;235;5;1;0;0;0;1;0;1;117;3;9;60;0;9;6;1;0;2;0;0;0;24;1;0;;;;
MARTINSKA VES;16;57;50;50;48;2;0;1;0;0;0;0;0;8;0;0;22;1;3;4;0;0;0;1;0;0;6;2;0;;;;
MARTINSKA VES;17;215;146;146;144;2;1;3;1;2;0;1;2;69;1;2;21;0;2;4;0;0;4;0;0;1;30;0;0;;;;
ORLE;1;482;279;279;272;7;0;5;1;2;3;7;0;87;0;8;28;2;6;13;1;0;5;0;1;0;94;7;2;;;;
ORLE;2;272;157;157;152;5;0;0;1;1;1;1;0;40;0;1;19;2;7;4;0;0;0;0;0;0;71;3;1;;;;
ORLE;3;192;121;121;119;2;0;0;0;1;1;2;0;34;0;4;15;1;2;11;0;0;0;0;0;0;48;0;0;;;;
ORLE;4;481;285;285;278;7;0;1;0;1;2;8;1;63;0;16;34;1;10;14;0;0;5;2;0;0;117;2;1;;;;
ORLE;5;216;146;146;143;3;0;2;0;2;0;0;1;30;0;5;14;0;2;4;1;1;5;0;0;1;70;4;1;;;;
ORLE;6;123;90;90;90;0;0;0;0;2;0;0;0;33;0;4;12;0;2;2;1;0;1;0;0;0;31;1;1;;;;
POKUPSKO;1;298;186;186;181;5;0;1;1;4;2;1;1;112;0;3;24;4;3;0;0;0;0;0;0;0;22;2;1;;;;
POKUPSKO;2;121;83;83;82;1;0;0;1;0;0;0;0;51;0;2;18;0;2;0;0;0;1;0;0;0;6;1;0;;;;
POKUPSKO;3;159;106;106;103;3;0;0;1;0;2;2;0;60;0;3;12;4;2;3;0;0;2;1;0;0;11;0;0;;;;
POKUPSKO;4;203;153;153;151;2;1;1;6;3;0;4;1;96;0;3;9;0;4;0;0;0;4;0;0;0;18;1;0;;;;
POKUPSKO;5;153;122;122;118;4;2;0;1;2;2;0;0;69;1;2;9;1;0;0;0;0;0;0;0;0;28;1;0;;;;
POKUPSKO;6;214;145;145;142;3;0;0;2;1;0;3;0;56;0;5;11;2;0;7;0;0;5;1;0;0;48;1;0;;;;
POKUPSKO;7;82;61;61;60;1;0;0;0;2;0;1;0;25;1;5;13;1;0;2;0;0;1;0;0;0;7;2;0;;;;
POKUPSKO;8;228;153;153;147;6;2;2;0;2;1;1;0;58;2;3;10;1;2;11;0;1;4;2;0;0;44;0;1;;;;
POKUPSKO;9;134;106;106;103;3;1;1;1;2;0;2;1;55;0;5;7;0;1;6;1;0;1;1;0;0;12;6;0;;;;
POKUPSKO;10;66;41;41;40;1;0;0;0;0;1;0;0;18;0;3;7;0;0;1;0;0;0;0;0;0;10;0;0;;;;
POKUPSKO;11;75;55;55;55;0;0;0;0;0;0;1;0;46;0;2;1;0;1;1;0;0;1;0;0;0;2;0;0;;;;
POKUPSKO;12;108;40;40;40;0;0;0;1;0;0;0;0;18;0;1;13;0;0;0;0;0;3;0;1;0;2;1;0;;;;
POKUPSKO;13;109;71;71;68;3;0;0;0;1;2;0;0;41;0;1;7;1;2;0;0;0;0;0;3;0;10;0;0;;;;
POKUPSKO;14;78;55;55;55;0;0;0;0;0;1;0;0;45;0;0;2;0;2;1;0;0;1;0;0;0;3;0;0;;;;
POPOVAÈA;1;895;516;516;509;7;0;1;1;1;0;8;0;155;0;12;112;3;28;23;0;0;19;0;0;0;142;4;0;;;;
POPOVAÈA;2;110;89;89;87;2;1;0;1;0;0;0;0;11;1;3;10;1;1;2;0;0;2;0;0;1;52;1;0;;;;
POPOVAÈA;3;666;414;414;409;5;0;1;0;0;1;0;1;161;1;3;68;2;18;19;0;0;8;4;0;0;116;5;1;;;;
POPOVAÈA;4;677;361;361;359;2;0;0;0;4;0;6;1;141;0;9;64;0;17;12;0;1;13;0;0;0;88;3;0;;;;
POPOVAÈA;5;196;103;103;103;0;0;0;0;0;0;3;0;38;0;2;24;1;3;5;0;0;2;0;1;0;20;4;0;;;;
POPOVAÈA;6;129;78;78;76;2;0;0;0;0;0;1;1;37;1;2;10;0;1;5;0;0;3;0;0;0;14;1;0;;;;
POPOVAÈA;7;668;351;351;338;13;0;0;0;4;0;2;1;131;0;6;82;2;6;9;0;0;4;0;1;0;84;5;1;;;;
POPOVAÈA;8;825;472;471;462;9;0;0;1;1;4;1;0;129;1;7;140;2;6;16;0;0;13;1;0;0;135;2;3;;;;
POPOVAÈA;9;634;375;375;367;8;1;1;1;5;1;2;0;118;0;4;107;0;19;10;0;0;8;0;1;0;83;4;2;;;;
POPOVAÈA;10;82;50;50;48;2;0;0;0;0;0;0;0;5;0;0;19;1;3;1;0;0;4;0;0;0;15;0;0;;;;
POPOVAÈA;11;180;119;119;119;0;1;0;1;0;0;0;1;25;0;5;35;1;9;0;0;0;3;0;0;0;37;1;0;;;;
POPOVAÈA;12;903;573;573;570;3;0;1;0;2;0;3;0;154;1;10;113;4;27;16;0;1;21;1;1;0;199;15;1;;;;
POPOVAÈA;13;1128;665;649;641;8;1;0;0;1;1;2;0;111;0;38;125;2;59;23;1;0;28;0;2;0;244;3;0;;;;
POPOVAÈA;14;1463;859;859;845;14;2;2;1;2;2;2;1;260;0;23;183;6;27;24;0;0;26;1;1;0;262;16;4;;;;
POPOVAÈA;15;647;396;393;388;5;1;2;1;4;0;1;0;123;0;3;128;2;10;11;1;0;4;0;1;0;90;6;0;;;;
POPOVAÈA;16;64;43;43;42;1;0;0;1;0;0;0;0;4;0;0;21;0;0;1;0;0;1;0;0;0;14;0;0;;;;
POPOVAÈA;17;281;166;166;162;4;0;1;0;1;1;0;0;25;0;1;60;1;2;7;0;0;4;0;0;1;52;6;0;;;;
POPOVAÈA;18;463;277;277;274;3;1;0;0;0;0;1;0;75;0;7;97;0;7;7;0;0;5;0;0;0;73;0;1;;;;
POPOVAÈA;19;385;249;248;245;3;0;0;2;0;1;3;0;60;0;2;63;4;20;8;0;0;3;0;3;0;70;4;2;;;;
RUGVICA;1;518;322;322;318;4;1;1;4;0;1;6;1;79;2;7;36;6;8;11;0;0;8;1;1;0;136;8;1;;;;
RUGVICA;2;1248;693;693;683;10;0;1;1;3;3;1;1;229;1;13;81;9;17;19;0;0;19;0;0;2;273;5;5;;;;
RUGVICA;3;1745;895;892;879;13;0;2;0;4;2;7;3;350;0;29;97;8;34;29;1;0;22;3;4;1;269;10;4;;;;
RUGVICA;4;1426;769;769;759;10;0;3;5;9;2;4;3;300;2;15;88;9;17;12;0;1;11;2;3;1;264;5;3;;;;
RUGVICA;5;158;101;101;98;3;0;0;0;1;0;0;0;20;0;2;36;1;0;4;0;0;2;0;0;0;29;3;0;;;;
RUGVICA;6;59;37;37;35;2;0;0;0;1;1;1;0;5;0;3;4;0;0;0;0;1;1;0;0;0;17;0;1;;;;
RUGVICA;7;380;244;244;240;4;0;2;2;7;1;2;0;48;1;6;55;0;7;7;0;0;5;0;0;1;93;2;1;;;;
RUGVICA;8;123;87;87;84;3;1;0;1;1;1;0;1;22;0;4;13;2;0;2;0;0;1;0;1;0;33;1;0;;;;
RUGVICA;9;99;87;87;83;4;0;0;0;4;0;2;1;3;0;0;23;0;4;2;0;1;2;0;0;1;38;2;0;;;;
RUGVICA;10;236;147;147;143;4;0;2;0;4;0;0;0;56;0;2;40;0;4;5;0;0;1;0;0;0;28;1;0;;;;
RUGVICA;11;124;88;88;86;2;0;0;1;0;1;0;1;12;0;1;16;0;8;4;0;0;0;1;0;0;41;0;0;;;;
RUGVICA;12;196;119;119;117;2;0;0;0;1;1;2;1;45;0;1;19;3;2;5;0;1;2;1;0;0;31;2;0;;;;
RUGVICA;13;322;192;191;182;9;0;1;0;3;1;2;0;77;1;2;40;2;5;2;0;3;0;1;0;0;41;1;0;;;;
RUGVICA;14;87;70;70;70;0;0;1;0;3;0;0;0;15;0;0;12;0;2;8;0;0;2;0;1;0;26;0;0;;;;
SUNJA;1;112;70;70;69;1;0;0;0;0;0;1;0;41;1;0;12;0;5;0;0;0;1;0;0;0;8;0;0;;;;
SUNJA;2;83;64;64;64;0;0;0;0;0;0;1;0;37;1;1;12;0;2;2;0;0;2;0;0;0;5;1;0;;;;
SUNJA;3;357;228;228;224;4;1;0;2;3;2;0;1;127;0;3;22;0;11;11;0;0;3;0;0;0;35;2;1;;;;
SUNJA;4;1363;759;759;757;2;4;0;0;2;2;7;3;382;2;12;46;3;32;29;1;2;7;3;5;1;202;9;3;;;;
SUNJA;5;110;84;84;83;1;0;1;0;0;0;0;0;59;0;0;1;0;2;5;0;0;5;2;0;1;6;1;0;;;;
SUNJA;6;70;49;49;49;0;0;1;0;0;0;0;0;31;0;2;4;0;2;1;1;0;0;0;0;1;5;1;0;;;;
SUNJA;7;80;53;53;51;2;0;1;0;0;2;1;0;27;0;1;6;0;4;4;0;0;1;0;0;0;3;1;0;;;;
SUNJA;8;63;44;44;43;1;0;0;0;0;1;0;1;35;1;0;4;0;0;0;0;0;0;0;0;0;1;0;0;;;;
SUNJA;9;437;286;286;282;4;1;0;2;1;1;0;0;204;0;4;12;0;10;1;1;0;4;2;0;0;39;0;0;;;;
SUNJA;10;349;165;165;164;1;1;0;0;0;0;0;1;10;0;12;4;1;1;2;0;0;1;3;0;1;124;3;0;;;;
SUNJA;11;423;120;120;117;3;0;0;2;0;1;1;1;51;0;2;15;0;8;1;0;0;3;0;0;0;26;5;1;;;;
SUNJA;12;222;69;69;69;0;0;0;0;0;0;0;0;45;0;0;1;1;4;2;0;0;2;2;0;1;9;2;0;;;;
SUNJA;13;179;79;79;78;1;0;0;0;1;0;0;1;27;0;0;10;0;1;3;0;0;0;1;0;0;34;0;0;;;;
SUNJA;14;363;102;102;100;2;0;0;1;0;0;2;3;43;0;11;4;0;3;2;0;0;0;0;0;1;30;0;0;;;;
SUNJA;15;260;194;194;189;5;0;0;0;1;0;0;0;120;2;0;18;0;15;2;0;0;4;0;0;0;26;0;1;;;;
SUNJA;16;228;93;93;88;5;1;0;2;0;1;0;0;35;0;4;5;2;3;4;0;0;3;0;0;1;27;0;0;;;;
SUNJA;17;148;89;89;85;4;0;1;0;1;3;1;0;44;0;1;8;0;1;7;0;0;0;0;0;1;14;1;2;;;;
SUNJA;18;384;118;118;116;2;0;0;0;1;1;1;1;64;1;1;2;0;8;1;0;0;5;2;2;1;24;0;1;;;;
SUNJA;19;349;134;134;133;1;0;1;1;0;1;0;0;80;0;2;3;0;14;0;0;0;6;1;0;0;22;2;0;;;;
SUNJA;20;308;46;46;44;2;0;0;0;0;0;2;0;7;0;1;2;0;1;0;1;1;0;1;1;0;24;3;0;;;;
SUNJA;21;402;144;144;140;4;2;0;1;0;0;0;0;68;0;2;0;4;5;17;0;0;6;0;0;1;34;0;0;;;;
SUNJA;22;132;64;64;61;3;0;0;0;0;0;2;0;31;0;0;2;0;4;1;0;0;6;0;0;0;15;0;0;;;;
SUNJA;23;244;107;107;107;0;0;0;0;1;0;0;0;56;0;3;2;0;6;9;0;0;3;0;0;0;25;2;0;;;;
SUNJA;24;216;74;74;73;1;0;1;0;0;0;0;0;51;0;6;0;0;1;1;0;0;2;0;0;1;10;0;0;;;;
TOPUSKO;1;714;436;436;431;5;1;0;0;2;1;3;0;179;0;26;17;0;21;11;0;0;2;0;1;1;157;8;1;;;;
TOPUSKO;2;391;219;219;218;1;0;1;0;1;0;3;0;115;0;3;15;1;23;7;0;0;2;0;1;0;45;1;0;;;;
TOPUSKO;3;346;199;199;197;2;0;0;0;0;0;0;0;144;0;6;13;0;6;2;0;0;4;0;1;1;20;0;0;;;;
TOPUSKO;4;110;65;65;64;1;0;0;0;0;0;0;1;21;0;7;0;0;3;1;0;0;1;0;0;0;30;0;0;;;;
TOPUSKO;5;145;73;73;70;3;0;0;0;0;0;0;0;30;1;1;3;0;4;0;0;0;0;0;0;0;31;0;0;;;;
TOPUSKO;6;46;24;24;23;1;0;0;0;0;0;1;0;5;0;2;0;0;0;2;1;0;0;0;0;0;12;0;0;;;;
TOPUSKO;7;473;251;251;248;3;0;0;1;0;0;0;0;182;1;2;7;0;11;2;1;0;4;1;0;0;34;2;0;;;;
TOPUSKO;8;85;53;53;52;1;0;0;0;1;0;0;0;25;0;3;2;0;1;2;0;0;0;1;0;0;17;0;0;;;;
VELIKA LUDINA;1;125;108;108;108;0;0;0;0;3;0;2;0;16;0;0;73;0;0;1;0;0;0;0;0;0;13;0;0;;;;
VELIKA LUDINA;2;82;54;54;52;2;0;0;1;0;0;0;0;23;0;3;24;0;0;0;0;0;0;0;0;0;1;0;0;;;;
VELIKA LUDINA;3;48;36;36;36;0;0;0;0;0;0;0;0;14;0;0;11;0;1;1;0;0;0;0;0;0;9;0;0;;;;
VELIKA LUDINA;4;153;109;109;105;4;0;0;0;0;0;0;0;25;0;0;52;0;11;3;0;0;2;0;0;0;12;0;0;;;;
VELIKA LUDINA;5;39;26;26;26;0;0;0;0;0;0;0;0;3;0;5;10;0;0;2;0;0;2;0;0;0;4;0;0;;;;
VELIKA LUDINA;6;412;222;222;220;2;1;0;1;1;0;3;0;40;0;1;83;0;9;13;0;0;15;0;1;0;49;2;1;;;;
VELIKA LUDINA;7;266;166;166;164;2;0;0;0;0;0;2;1;48;0;1;45;0;4;7;0;0;7;2;1;0;44;1;1;;;;
VELIKA LUDINA;8;633;383;383;377;6;1;3;0;3;0;2;1;94;0;5;134;1;14;5;0;0;8;0;1;0;99;3;3;;;;
VELIKA LUDINA;9;107;69;69;69;0;1;0;1;0;1;1;0;17;0;0;26;0;1;0;0;0;2;0;1;1;15;2;0;;;;
VELIKA LUDINA;10;236;130;130;127;3;0;1;0;2;2;0;0;45;0;2;38;1;3;1;0;0;5;0;1;0;22;4;0;;;;
VELIKA LUDINA;11;14;11;11;11;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;2;0;0;;;;
VELIKA LUDINA;12;162;105;105;102;3;0;1;0;1;0;0;1;19;1;3;32;3;8;3;0;0;3;0;1;0;26;0;0;;;;
POSEBNA BM ZA VI. IJ;;;505;503;495;8;2;2;1;3;0;6;2;149;2;19;24;1;34;16;4;2;11;2;3;0;206;3;3;;;;
INOZEMSTVO ZA VI. IJ.;;;1683;1674;1656;18;3;3;3;5;7;16;11;1225;12;28;24;11;83;15;1;0;16;6;4;8;161;9;5;;;;
UKUPNO ZA VI. IJ;;356575;224986;224554;221215;3339;334;651;763;718;885;2388;493;75723;281;11995;18298;1452;7615;9820;239;138;3912;776;912;249;79818;2686;1069;;;;
