Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: DOROTEA PAVLETIÆ, dipl.oec.                                        ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASMINKA PETTER, mag.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: ZDRAVKO KELIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: JAKOB MATOVINOVIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB, Nositelj liste: BRANIMIR GLAVAŠ, dipl.iur.                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANDRIJA RUŽEK;HRVATSKI SOCIJALDEMOKRATI - HSD, LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: JERKO ZOVAK;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: BENJAMIN TOLIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: VENKO BANOVIÆ;;;;;;;;
CERNIK;4;350;199;199;187;12;1;1;0;2;5;0;1;74;5;17;0;10;9;24;0;0;0;36;2;;;;;;;;
CERNIK;5;301;129;129;127;2;1;0;0;2;2;0;0;40;7;8;0;10;5;3;0;0;0;48;1;;;;;;;;
CERNIK;6;331;206;206;204;2;0;2;0;0;1;1;0;77;4;10;1;9;11;29;0;0;0;50;9;;;;;;;;
CERNIK;7;240;168;168;165;3;0;0;0;0;2;0;0;45;12;27;0;1;9;33;0;0;0;30;6;;;;;;;;
CERNIK;8;555;298;298;294;4;2;0;0;1;14;0;0;86;40;12;3;8;8;20;0;0;1;95;4;;;;;;;;
CERNIK;9;542;351;351;335;16;0;1;1;2;11;0;1;96;56;17;7;13;17;10;0;1;1;96;5;;;;;;;;
CERNIK;10;460;287;287;281;6;0;0;0;1;5;1;0;98;23;16;2;12;16;10;0;0;0;94;3;;;;;;;;
ÈAGLIN;1;559;367;351;345;6;0;0;2;2;12;0;0;111;13;54;1;5;16;35;0;0;3;87;4;;;;;;;;
ÈAGLIN;2;21;12;12;12;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;5;0;;;;;;;;
ÈAGLIN;3;227;153;153;150;3;1;0;1;0;0;0;1;56;4;16;0;8;8;20;0;0;0;33;2;;;;;;;;
ÈAGLIN;4;115;87;87;87;0;0;0;1;1;1;0;0;29;1;8;0;0;3;1;0;1;0;38;3;;;;;;;;
ÈAGLIN;5;45;26;26;26;0;0;0;0;0;0;0;0;2;2;2;0;0;0;1;0;2;1;16;0;;;;;;;;
ÈAGLIN;6;73;46;46;46;0;0;0;1;0;4;0;0;1;1;1;0;1;2;0;0;1;0;34;0;;;;;;;;
ÈAGLIN;7;28;16;16;16;0;0;0;0;0;0;0;0;5;4;0;0;0;2;3;0;0;0;2;0;;;;;;;;
ÈAGLIN;8;91;69;69;69;0;0;1;0;0;2;0;0;27;0;5;0;5;4;12;0;0;0;11;2;;;;;;;;
ÈAGLIN;9;82;50;50;50;0;0;0;1;0;0;0;0;24;0;8;0;0;2;3;0;0;0;9;3;;;;;;;;
ÈAGLIN;10;44;25;25;25;0;0;0;1;0;6;0;0;9;2;0;0;2;0;2;0;0;1;1;1;;;;;;;;
ÈAGLIN;11;30;26;26;26;0;0;0;0;0;0;0;0;13;4;0;0;0;0;1;0;0;0;8;0;;;;;;;;
ÈAGLIN;12;30;18;18;18;0;0;0;0;0;0;0;0;2;5;2;0;0;0;0;0;0;0;9;0;;;;;;;;
ÈAGLIN;13;21;18;18;18;0;0;0;0;0;0;0;0;7;6;2;0;0;0;0;0;0;0;3;0;;;;;;;;
ÈAGLIN;14;122;84;84;83;1;0;0;0;0;0;0;0;57;1;2;0;4;1;4;0;1;0;13;0;;;;;;;;
ÈAGLIN;15;43;32;32;32;0;0;0;0;0;1;0;0;11;0;14;0;1;1;0;0;0;0;4;0;;;;;;;;
ÈAGLIN;16;41;34;34;34;0;0;0;1;1;0;1;1;20;0;2;0;0;0;2;0;2;0;1;3;;;;;;;;
ÈAGLIN;17;100;58;58;58;0;0;0;0;1;1;0;0;27;2;0;1;1;5;9;0;0;1;10;0;;;;;;;;
ÈAGLIN;18;92;48;48;46;2;0;0;0;0;3;0;0;14;4;4;0;7;1;3;0;0;0;10;0;;;;;;;;
ÈAGLIN;19;191;116;116;114;2;0;1;1;1;0;0;0;54;1;25;0;2;3;5;1;0;0;20;0;;;;;;;;
ÈAGLIN;20;199;124;124;122;2;0;1;5;0;1;0;0;36;4;9;0;4;1;44;0;0;0;16;1;;;;;;;;
ÈAGLIN;21;68;42;42;42;0;0;0;0;0;0;0;0;17;0;2;0;0;0;11;0;0;0;11;1;;;;;;;;
ÈAGLIN;22;56;32;32;31;1;0;0;0;0;2;0;0;3;2;0;0;0;0;2;0;1;0;17;4;;;;;;;;
DAVOR;1;1119;692;692;683;9;2;0;4;4;6;0;2;354;36;84;4;47;29;16;0;2;7;79;7;;;;;;;;
DAVOR;2;840;494;494;486;8;1;3;3;2;4;0;0;266;14;52;3;30;8;31;0;2;3;58;6;;;;;;;;
DAVOR;3;606;374;374;371;3;1;0;3;5;2;0;2;186;6;70;2;2;9;17;0;0;1;62;3;;;;;;;;
DONJI ANDRIJEVCI;1;700;338;338;337;1;0;3;2;5;5;0;2;120;8;4;2;66;14;27;0;2;0;72;5;;;;;;;;
DONJI ANDRIJEVCI;2;168;95;95;93;2;0;0;0;0;0;0;0;21;3;1;2;2;1;2;0;4;0;57;0;;;;;;;;
DONJI ANDRIJEVCI;3;679;361;361;358;3;0;1;1;1;3;0;3;138;28;15;1;17;17;41;0;14;2;69;7;;;;;;;;
DONJI ANDRIJEVCI;4;815;483;483;472;11;0;0;5;2;2;0;6;174;22;15;4;27;22;54;0;17;1;117;4;;;;;;;;
DONJI ANDRIJEVCI;5;308;205;205;205;0;0;0;0;0;1;0;0;110;3;24;1;12;3;22;0;2;0;27;0;;;;;;;;
DONJI ANDRIJEVCI;6;880;441;441;433;8;0;0;5;1;1;0;1;176;15;23;3;23;12;60;0;26;0;84;3;;;;;;;;
DRAGALIÆ;1;172;91;91;91;0;0;1;0;0;4;0;0;45;2;10;0;0;2;6;0;0;0;20;1;;;;;;;;
DRAGALIÆ;2;541;333;333;330;3;1;0;0;2;3;0;1;181;12;29;3;9;14;10;0;2;1;59;3;;;;;;;;
DRAGALIÆ;3;89;45;45;45;0;0;0;1;0;0;0;0;5;1;2;0;0;1;1;0;0;0;33;1;;;;;;;;
DRAGALIÆ;4;237;105;105;103;2;0;0;0;0;1;0;0;28;0;4;0;0;3;5;0;0;0;62;0;;;;;;;;
DRAGALIÆ;5;292;119;119;117;2;0;0;1;0;0;0;1;30;5;11;0;3;8;11;0;0;0;45;2;;;;;;;;
DRAGALIÆ;6;118;37;37;35;2;0;0;0;0;1;0;0;8;0;1;0;0;1;0;0;0;1;23;0;;;;;;;;
DRENOVCI;1;1051;492;492;487;5;2;2;2;1;10;0;2;206;6;138;3;6;5;11;0;1;0;91;1;;;;;;;;
DRENOVCI;2;1180;575;575;567;8;3;2;1;2;6;0;0;280;16;105;0;7;11;24;0;1;1;106;2;;;;;;;;
DRENOVCI;3;335;192;192;191;1;1;0;1;2;1;0;1;109;5;37;0;0;10;4;0;1;0;17;2;;;;;;;;
DRENOVCI;4;1231;581;581;573;8;3;1;4;1;1;0;2;292;19;74;6;18;20;56;0;0;2;68;6;;;;;;;;
DRENOVCI;5;733;477;477;473;4;1;1;3;0;4;0;0;247;9;107;0;1;17;10;0;0;4;68;1;;;;;;;;
DRENOVCI;6;860;376;376;374;2;2;1;4;3;6;1;2;146;11;71;2;10;14;15;0;0;0;80;6;;;;;;;;
GARÈIN;1;302;189;189;186;3;1;0;2;0;0;0;0;102;5;8;1;6;4;25;0;1;1;29;1;;;;;;;;
GARÈIN;2;539;311;309;294;15;1;0;0;3;3;0;2;128;13;7;2;11;16;46;0;1;1;50;10;;;;;;;;
GARÈIN;3;280;182;182;180;2;0;0;1;0;0;0;0;102;5;19;0;2;6;11;1;3;0;29;1;;;;;;;;
GARÈIN;4;463;296;296;293;3;1;1;1;2;1;0;0;160;24;4;0;17;8;22;0;0;3;47;2;;;;;;;;
GARÈIN;5;477;287;287;285;2;0;0;3;3;3;0;0;93;8;28;0;19;11;44;0;0;0;70;3;;;;;;;;
GARÈIN;6;208;148;148;140;8;1;0;3;1;2;0;0;78;6;9;0;3;5;15;0;0;0;14;3;;;;;;;;
GARÈIN;7;483;279;279;272;7;3;0;1;0;8;0;0;157;6;6;3;10;11;12;0;1;0;53;1;;;;;;;;
GARÈIN;8;769;359;359;350;9;0;0;0;1;3;0;0;174;12;13;8;17;9;16;0;2;0;91;4;;;;;;;;
GARÈIN;9;830;476;476;470;6;2;0;0;3;6;0;0;206;25;13;6;9;27;69;0;1;1;96;6;;;;;;;;
GORNJA VRBA;1;683;338;338;333;5;0;2;1;0;5;1;0;147;5;2;1;51;7;7;0;3;0;99;2;;;;;;;;
GORNJA VRBA;2;435;233;233;224;9;0;0;0;1;11;0;0;95;8;6;2;34;11;8;0;0;0;45;3;;;;;;;;
GORNJA VRBA;3;489;273;273;269;4;1;2;2;0;4;0;0;104;13;9;5;30;16;17;0;0;2;63;1;;;;;;;;
GORNJA VRBA;4;291;161;161;155;6;0;0;1;0;1;0;0;44;13;9;3;8;10;12;0;0;0;54;0;;;;;;;;
GORNJA VRBA;5;321;183;183;183;0;0;0;0;0;2;1;1;111;5;0;1;10;8;6;0;0;1;36;1;;;;;;;;
GORNJI BOGIÆEVCI;1;704;379;379;372;7;0;1;0;2;3;0;0;177;13;66;3;13;13;30;1;1;1;46;2;;;;;;;;
GORNJI BOGIÆEVCI;2;458;184;184;179;5;2;1;1;3;1;0;1;104;1;7;0;1;3;0;0;0;1;52;1;;;;;;;;
GORNJI BOGIÆEVCI;3;231;109;109;108;1;0;0;0;0;0;0;2;61;0;17;1;3;2;6;1;0;0;13;2;;;;;;;;
GORNJI BOGIÆEVCI;4;528;231;231;228;3;0;1;0;0;1;0;0;111;11;38;3;5;6;12;0;0;1;39;0;;;;;;;;
GORNJI BOGIÆEVCI;5;202;87;87;86;1;0;0;0;1;1;1;0;29;1;20;2;3;3;1;0;1;0;21;2;;;;;;;;
GRADIŠTE;1;593;307;307;301;6;0;0;3;0;13;1;2;121;20;22;0;5;9;27;1;1;2;68;6;;;;;;;;
GRADIŠTE;2;709;332;332;325;7;0;2;7;2;4;0;0;136;7;29;3;1;17;28;0;4;0;84;1;;;;;;;;
GRADIŠTE;3;788;289;289;281;8;3;0;0;2;13;2;0;146;10;16;2;9;7;23;0;1;0;46;1;;;;;;;;
GRADIŠTE;4;622;298;298;293;5;1;0;2;1;9;0;2;125;14;14;4;3;10;16;0;1;0;88;3;;;;;;;;
GUNDINCI;1;482;287;287;277;10;2;2;1;0;3;0;0;112;8;31;0;24;7;19;0;0;1;67;0;;;;;;;;
GUNDINCI;2;361;218;217;215;2;0;0;0;1;1;0;1;105;3;23;1;16;6;21;0;0;0;35;2;;;;;;;;
GUNDINCI;3;467;281;281;271;10;0;0;2;1;2;0;1;128;8;24;1;18;5;22;0;0;0;53;6;;;;;;;;
GUNDINCI;4;391;226;226;220;6;0;0;1;0;1;0;0;89;3;12;0;28;7;21;0;0;0;58;0;;;;;;;;
GUNJA;1;936;410;410;400;10;1;2;0;0;10;1;0;189;23;46;2;5;23;22;2;2;1;65;6;;;;;;;;
GUNJA;2;1114;441;441;438;3;3;1;2;1;4;0;1;190;36;23;1;9;30;29;1;1;1;99;6;;;;;;;;
GUNJA;3;813;301;301;292;9;0;0;0;3;11;1;3;117;9;10;1;3;15;3;0;0;1;111;4;;;;;;;;
GUNJA;4;774;299;299;295;4;0;1;3;6;3;0;3;106;15;14;2;3;18;8;1;0;1;107;4;;;;;;;;
IVANKOVO;1;1391;795;791;781;10;0;1;0;1;35;3;3;398;27;38;5;25;32;57;0;3;2;140;11;;;;;;;;
IVANKOVO;2;1296;712;712;701;11;0;2;1;1;13;0;0;382;26;27;8;23;35;41;0;2;1;125;14;;;;;;;;
IVANKOVO;3;1351;730;730;722;8;0;1;2;0;14;1;0;400;13;30;5;34;43;34;0;1;2;138;4;;;;;;;;
IVANKOVO;4;1214;711;711;701;10;1;1;0;1;48;0;4;371;32;25;6;23;25;42;1;1;2;111;7;;;;;;;;
IVANKOVO;5;1070;624;624;617;7;1;3;1;3;94;1;1;248;27;37;0;15;32;27;2;2;2;115;6;;;;;;;;
IVANKOVO;6;460;293;293;290;3;1;0;0;0;7;1;0;129;6;41;0;4;32;20;0;1;0;46;2;;;;;;;;
JAKŠIÆ;1;265;149;149;147;2;0;1;0;0;1;0;0;71;5;0;0;8;6;5;1;0;0;48;1;;;;;;;;
JAKŠIÆ;2;332;220;220;216;4;0;0;0;0;0;0;0;135;2;10;1;6;3;7;0;2;2;46;2;;;;;;;;
JAKŠIÆ;3;214;138;138;138;0;0;0;2;1;9;1;0;17;2;2;3;10;4;9;0;0;1;76;1;;;;;;;;
JAKŠIÆ;4;61;40;40;39;1;0;0;1;0;0;0;0;12;3;3;0;4;0;9;0;0;0;6;1;;;;;;;;
JAKŠIÆ;5;140;84;84;84;0;0;0;0;0;0;0;0;23;3;4;0;12;3;19;0;0;1;19;0;;;;;;;;
JAKŠIÆ;6;201;157;157;154;3;0;0;2;0;0;0;0;36;0;14;0;85;3;2;0;0;1;11;0;;;;;;;;
JAKŠIÆ;7;261;163;163;161;2;0;1;0;1;3;1;3;70;3;3;2;18;7;18;0;0;5;26;0;;;;;;;;
JAKŠIÆ;8;906;548;548;544;4;2;2;2;0;7;0;1;238;17;24;7;30;11;53;0;0;9;136;5;;;;;;;;
JAKŠIÆ;9;515;322;322;319;3;1;0;2;2;3;0;2;142;8;5;0;42;5;24;0;1;10;69;3;;;;;;;;
JAKŠIÆ;10;175;133;133;131;2;0;0;0;1;0;0;0;32;0;19;1;23;4;21;0;0;4;22;4;;;;;;;;
JAKŠIÆ;11;311;216;216;212;4;2;3;3;1;8;0;1;58;4;22;3;7;4;23;0;0;15;57;1;;;;;;;;
JAKŠIÆ;12;199;141;141;141;0;0;1;1;0;2;0;1;56;3;14;2;9;1;16;0;0;0;35;0;;;;;;;;
JAKŠIÆ;13;99;68;68;67;1;0;0;0;0;1;0;0;20;1;0;1;3;0;3;0;2;0;36;0;;;;;;;;
JARMINA;1;669;410;410;400;10;1;2;2;3;14;2;0;205;13;8;6;9;28;18;0;1;0;84;4;;;;;;;;
JARMINA;2;666;392;392;385;7;0;0;1;0;17;0;0;205;13;9;3;25;26;15;0;0;0;68;3;;;;;;;;
JARMINA;3;689;388;388;382;6;0;0;1;1;10;0;0;211;12;12;6;15;36;12;0;1;0;53;12;;;;;;;;
KAPTOL;1;595;366;365;355;10;1;1;1;0;3;0;3;121;4;22;9;16;19;37;1;2;1;114;0;;;;;;;;
KAPTOL;2;641;369;369;359;10;0;0;0;0;2;0;1;130;3;22;0;19;16;62;0;2;3;97;2;;;;;;;;
KAPTOL;3;172;98;98;98;0;0;0;2;0;0;0;0;36;1;12;0;3;4;11;0;0;0;28;1;;;;;;;;
KAPTOL;4;382;240;240;238;2;0;4;0;0;0;0;0;83;7;36;2;5;2;26;0;0;0;72;1;;;;;;;;
KAPTOL;5;267;172;172;167;5;0;0;0;2;1;0;0;77;2;15;1;5;5;24;0;1;0;32;2;;;;;;;;
KAPTOL;6;259;162;162;161;1;0;0;1;2;5;0;0;71;0;15;2;11;11;18;0;2;0;23;0;;;;;;;;
KAPTOL;7;189;132;132;129;3;0;0;3;0;1;0;0;57;2;14;2;4;6;9;0;0;0;29;2;;;;;;;;
KAPTOL;8;69;43;43;43;0;0;0;0;0;0;0;0;11;3;4;0;3;4;7;0;0;0;11;0;;;;;;;;
KAPTOL;9;70;37;37;37;0;0;1;1;0;1;0;0;11;2;7;1;0;4;3;0;0;0;3;3;;;;;;;;
KAPTOL;10;221;147;147;143;4;1;0;1;0;1;0;0;56;0;18;0;4;13;13;0;0;0;36;0;;;;;;;;
KAPTOL;11;215;157;157;153;4;0;0;3;0;1;0;0;62;2;20;0;2;9;16;0;1;0;32;5;;;;;;;;
KLAKAR;1;509;315;315;311;4;0;1;2;0;3;0;0;132;25;15;5;27;4;21;0;0;2;73;1;;;;;;;;
KLAKAR;2;437;266;266;262;4;0;1;0;0;1;0;1;113;16;15;4;44;2;19;0;0;1;41;4;;;;;;;;
KLAKAR;3;382;249;249;243;6;2;0;3;0;5;0;1;110;2;31;0;32;1;35;1;0;0;19;1;;;;;;;;
KLAKAR;4;371;213;213;210;3;0;0;1;0;0;2;0;75;5;33;2;31;1;26;0;1;0;28;5;;;;;;;;
KLAKAR;5;240;172;172;168;4;4;0;0;0;2;0;0;67;7;25;0;35;1;6;0;0;0;19;2;;;;;;;;
LOVAS;1;931;662;662;657;5;2;1;2;2;13;0;4;458;4;15;1;30;39;21;0;1;2;58;4;;;;;;;;
LOVAS;2;292;221;221;213;8;0;0;1;0;2;0;2;141;6;5;0;6;10;6;0;0;2;31;1;;;;;;;;
MARKUŠICA;1;175;58;58;54;4;2;0;0;0;1;0;0;9;11;1;0;0;1;4;0;2;0;23;0;;;;;;;;
MARKUŠICA;2;122;40;40;36;4;0;0;0;2;0;0;0;3;1;0;1;0;0;0;0;0;0;28;1;;;;;;;;
MARKUŠICA;3;201;107;107;104;3;0;1;0;0;0;0;0;2;31;0;0;0;3;4;0;1;0;60;2;;;;;;;;
MARKUŠICA;4;69;21;21;20;1;0;0;0;0;0;0;0;1;1;0;1;0;2;0;0;0;0;15;0;;;;;;;;
MARKUŠICA;5;232;139;139;131;8;0;0;0;0;1;0;0;26;38;0;0;2;8;1;0;1;0;51;3;;;;;;;;
MARKUŠICA;6;80;32;32;31;1;0;0;0;0;0;0;0;1;9;1;0;0;2;0;0;1;0;14;3;;;;;;;;
NEGOSLAVCI;1;50;20;15;13;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;9;0;;;;;;;;
NEGOSLAVCI;2;65;16;16;16;0;0;0;0;0;1;0;0;1;4;1;0;1;2;0;0;0;0;6;0;;;;;;;;
NIJEMCI;1;1625;873;873;854;19;1;0;3;1;38;0;3;369;50;60;6;46;26;53;1;0;0;184;13;;;;;;;;
NIJEMCI;2;567;341;341;334;7;0;0;2;1;15;0;0;159;11;10;3;37;20;35;1;1;1;33;5;;;;;;;;
NIJEMCI;3;458;285;285;280;5;0;0;0;0;11;0;0;153;23;22;0;2;14;22;0;1;1;28;3;;;;;;;;
NIJEMCI;4;394;222;222;221;1;0;0;1;3;6;0;0;127;3;19;0;15;8;17;0;0;1;21;0;;;;;;;;
NIJEMCI;5;287;189;189;187;2;1;1;4;0;2;0;0;103;7;7;0;15;6;23;0;0;2;13;3;;;;;;;;
NIJEMCI;6;1038;546;546;537;9;0;0;4;1;5;0;2;275;2;44;1;73;24;36;1;1;1;61;6;;;;;;;;
NIJEMCI;7;105;54;54;54;0;1;0;1;0;0;1;0;4;19;1;1;1;0;1;0;0;0;20;4;;;;;;;;
NIJEMCI;8;196;57;57;55;2;2;1;0;1;1;0;0;7;3;0;0;0;11;0;0;0;0;21;8;;;;;;;;
NOVA KAPELA;1;361;218;218;217;1;0;1;2;0;9;0;4;87;2;38;1;24;5;11;1;0;1;30;1;;;;;;;;
NOVA KAPELA;2;281;184;184;175;9;0;0;1;1;6;1;1;70;3;10;1;6;7;15;0;1;0;49;3;;;;;;;;
NOVA KAPELA;3;305;163;163;162;1;0;0;2;0;1;0;0;54;7;40;0;7;2;13;0;1;0;32;3;;;;;;;;
NOVA KAPELA;4;225;148;148;145;3;2;0;1;0;2;0;0;69;5;24;0;3;7;15;0;0;0;14;3;;;;;;;;
NOVA KAPELA;5;304;207;207;201;6;0;1;4;2;0;1;0;125;4;23;0;9;4;17;0;0;1;9;1;;;;;;;;
NOVA KAPELA;6;98;71;71;67;4;0;0;0;0;0;0;0;31;1;16;1;1;8;2;2;1;0;3;1;;;;;;;;
NOVA KAPELA;7;19;16;16;16;0;0;0;1;0;0;0;0;12;1;0;0;0;1;1;0;0;0;0;0;;;;;;;;
NOVA KAPELA;8;51;45;45;44;1;0;0;0;0;0;0;0;23;2;11;0;0;0;3;0;2;0;3;0;;;;;;;;
NOVA KAPELA;9;284;160;160;157;3;1;0;1;1;1;0;0;64;8;16;1;12;7;15;0;0;0;29;1;;;;;;;;
NOVA KAPELA;10;369;234;234;229;5;0;1;3;0;0;0;0;70;19;20;2;13;7;20;0;0;2;69;3;;;;;;;;
NOVA KAPELA;11;443;252;252;248;4;0;0;1;1;5;0;0;98;14;11;3;24;8;15;1;2;1;53;11;;;;;;;;
NOVA KAPELA;12;416;228;228;222;6;1;0;0;0;1;0;1;100;3;25;2;5;17;15;0;4;0;48;0;;;;;;;;
NOVA KAPELA;13;458;286;286;278;8;0;0;0;1;12;0;1;105;8;13;3;12;16;39;0;1;4;58;5;;;;;;;;
NOVA KAPELA;14;397;221;221;216;5;0;0;0;1;8;0;2;75;7;11;1;20;6;18;0;0;2;60;5;;;;;;;;
NUŠTAR;1;1216;753;753;741;12;0;2;4;1;21;1;1;437;17;34;1;31;23;48;1;0;1;104;14;;;;;;;;
NUŠTAR;2;1109;740;734;723;11;2;0;2;6;24;0;3;332;33;37;6;28;27;30;0;0;0;187;6;;;;;;;;
NUŠTAR;3;745;456;456;450;6;0;1;2;3;20;1;1;254;18;17;3;20;17;28;1;0;0;59;5;;;;;;;;
NUŠTAR;4;456;293;293;284;9;0;0;3;1;1;1;0;157;7;30;6;0;7;17;0;1;0;51;2;;;;;;;;
NUŠTAR;5;1234;850;849;823;26;1;5;1;1;11;1;2;508;19;34;5;14;40;50;0;0;0;120;11;;;;;;;;
OKUÈANI;1;1277;629;629;612;17;0;2;1;1;4;1;3;357;22;30;6;26;10;2;0;1;1;140;5;;;;;;;;
OKUÈANI;2;594;249;249;243;6;1;0;0;1;1;1;0;120;4;16;1;15;8;10;0;0;1;57;7;;;;;;;;
OKUÈANI;3;406;123;123;117;6;2;0;1;0;0;0;0;54;0;4;0;4;3;1;0;0;0;47;1;;;;;;;;
OKUÈANI;4;746;353;353;343;10;2;2;1;2;1;0;0;226;3;22;2;8;10;7;0;2;1;52;2;;;;;;;;
OKUÈANI;5;970;420;420;411;9;0;0;4;2;6;1;1;239;8;18;0;14;2;1;0;2;7;99;7;;;;;;;;
OPRISAVCI;1;466;295;295;290;5;1;0;1;1;5;0;0;96;36;27;3;8;7;34;0;0;0;67;4;;;;;;;;
OPRISAVCI;2;360;184;184;182;2;0;0;2;0;0;0;0;55;10;28;2;6;4;17;0;1;0;56;1;;;;;;;;
OPRISAVCI;3;295;195;195;193;2;0;1;2;0;0;0;0;79;11;20;2;5;10;18;0;2;1;41;1;;;;;;;;
OPRISAVCI;4;225;137;137;137;0;0;0;2;1;1;0;0;52;2;15;0;1;2;11;0;0;1;48;1;;;;;;;;
OPRISAVCI;5;331;156;156;152;4;1;1;2;3;0;1;1;80;10;9;0;2;2;10;0;0;0;29;1;;;;;;;;
OPRISAVCI;6;139;82;82;79;3;1;0;0;0;1;0;0;44;1;7;1;7;1;6;0;0;0;10;0;;;;;;;;
OPRISAVCI;7;36;29;29;29;0;0;0;1;0;0;0;0;15;0;5;0;3;0;1;0;0;0;4;0;;;;;;;;
OPRISAVCI;8;182;123;123;122;1;0;0;5;0;2;1;0;46;2;36;0;9;2;10;0;1;0;7;1;;;;;;;;
OPRISAVCI;9;273;121;121;117;4;0;0;1;1;2;0;0;64;1;7;2;0;1;17;0;0;2;18;1;;;;;;;;
ORIOVAC;1;299;176;176;175;1;1;0;2;0;3;0;1;61;9;22;1;12;5;9;0;0;2;45;2;;;;;;;;
ORIOVAC;2;1078;665;665;659;6;4;3;5;3;11;1;0;247;37;63;7;51;18;33;3;3;4;155;11;;;;;;;;
ORIOVAC;3;1033;629;629;616;13;2;1;2;3;3;0;1;271;10;79;2;8;10;145;0;0;0;76;3;;;;;;;;
ORIOVAC;4;993;518;518;510;8;1;1;3;2;3;2;1;185;25;41;7;12;15;29;0;1;0;176;6;;;;;;;;
ORIOVAC;5;164;95;95;93;2;2;0;1;1;0;0;0;33;6;18;1;2;3;8;0;0;0;16;2;;;;;;;;
ORIOVAC;6;102;75;75;72;3;0;0;3;0;0;0;0;37;0;13;0;2;0;1;0;0;0;15;1;;;;;;;;
ORIOVAC;7;231;136;136;133;3;0;0;1;1;2;0;0;71;2;16;0;1;3;11;0;2;0;22;1;;;;;;;;
ORIOVAC;8;97;62;62;60;2;0;0;6;0;0;0;0;32;0;7;0;2;2;2;0;0;0;7;2;;;;;;;;
ORIOVAC;9;624;358;358;356;2;0;0;1;1;5;0;1;136;27;29;2;29;6;19;1;1;0;94;4;;;;;;;;
ORIOVAC;10;291;173;173;172;1;1;0;0;1;1;0;0;61;6;17;1;11;6;13;0;0;0;53;1;;;;;;;;
ORIOVAC;11;509;277;277;265;12;1;0;2;2;3;1;2;116;3;21;1;11;11;8;1;1;1;71;9;;;;;;;;
PODCRKAVLJE;1;407;244;244;241;3;0;1;3;0;6;1;0;97;15;20;4;14;7;16;0;1;1;50;5;;;;;;;;
PODCRKAVLJE;2;227;150;150;148;2;1;0;1;1;1;0;0;62;7;3;0;20;7;10;0;0;0;32;3;;;;;;;;
PODCRKAVLJE;3;277;170;170;168;2;0;0;3;2;2;0;0;56;0;6;1;15;8;15;0;0;0;58;2;;;;;;;;
PODCRKAVLJE;4;79;53;53;51;2;0;0;0;0;9;0;0;24;0;3;0;2;2;2;0;0;0;9;0;;;;;;;;
PODCRKAVLJE;5;90;64;64;61;3;0;0;0;0;3;0;0;22;16;6;0;2;2;2;0;1;0;7;0;;;;;;;;
PODCRKAVLJE;6;338;185;185;179;6;1;0;0;0;7;0;1;71;9;13;3;12;0;9;0;2;0;47;4;;;;;;;;
PODCRKAVLJE;7;94;71;71;70;1;0;0;2;0;0;0;0;39;8;10;0;1;0;4;0;0;0;6;0;;;;;;;;
