Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: MARINKO DODIG                                        ;AKCIJA MLADIH - AM, Nositelj liste: DARKO KRNIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: MATE BULJUBAŠIÆ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: PETAR KAÆUNKO;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, Nositelj liste: STIPO GABRIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: JOSIP JAKOVLJEVIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: ANITA ÈUDINA, prof. dipl.sociolog;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: LJUBICA VRDOLJAK;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;NEOVISNA LISTA, Nositelj liste: TONÆI TADIÆ                                 ;NEOVISNA LISTA, Nositelj liste: JURICA TUCAK                                 ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: STANISLAV JELAÈA;ZELENA LISTA, Nositelj liste: IVICA SUMIÆ                                                         ;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;
SPLIT;84;1144;752;741;730;11;0;2;2;0;3;0;0;6;377;8;24;10;1;65;27;3;5;3;4;25;1;154;7;0;3;;
SPLIT;85;1166;815;799;788;11;0;5;3;4;3;1;0;18;276;5;55;13;2;35;35;0;17;7;1;36;0;255;9;3;5;;
SPLIT;86;758;510;510;499;11;0;2;1;0;0;1;0;14;211;0;26;12;6;15;31;1;10;2;2;13;0;143;5;1;3;;
SPLIT;87;1187;767;767;757;10;0;1;5;1;0;4;1;20;293;3;53;12;2;24;23;0;9;3;4;38;1;246;7;4;3;;
SPLIT;88;650;429;429;426;3;0;0;0;0;0;1;0;5;169;1;19;18;3;14;27;0;3;0;0;6;0;157;2;1;0;;
SPLIT;89;969;630;630;618;12;0;2;1;0;0;1;0;10;231;3;37;12;2;18;25;0;8;5;2;26;1;220;11;1;2;;
SPLIT;90;841;521;521;515;6;0;0;3;0;1;1;0;13;214;4;29;9;3;14;22;1;9;6;0;24;1;151;7;1;2;;
SPLIT;91;847;541;529;523;6;0;2;3;1;0;0;0;15;219;5;28;8;2;18;18;0;4;2;1;23;0;157;12;1;4;;
SPLIT;92;864;576;576;563;13;0;0;1;1;1;2;1;9;250;0;38;8;1;12;39;1;5;4;1;20;2;156;8;1;2;;
SPLIT;93;957;610;610;597;13;0;1;3;0;0;0;0;6;227;1;30;15;3;21;32;1;3;3;3;21;1;210;8;6;2;;
SPLIT;94;1377;941;940;930;10;0;2;2;1;2;4;0;16;377;5;56;24;7;25;48;5;16;7;2;58;0;260;6;1;6;;
SPLIT;95;780;507;507;500;7;0;0;0;2;1;2;0;5;199;1;19;9;1;12;47;3;3;2;3;22;0;159;8;0;2;;
SPLIT;96;1063;717;717;708;9;0;1;3;0;1;10;1;8;175;3;58;17;2;9;25;0;7;16;2;22;1;340;4;0;3;;
SPLIT;97;954;640;640;636;4;0;2;3;0;3;6;0;6;188;2;45;17;3;12;30;0;6;5;2;26;1;269;9;0;1;;
SPLIT;98;948;645;644;637;7;0;1;2;2;1;2;0;10;168;0;56;9;0;22;28;0;10;11;1;17;0;286;8;1;2;;
SPLIT;99;821;587;585;575;10;0;1;1;1;0;5;0;4;162;1;47;7;5;6;11;0;9;8;0;16;0;280;6;1;4;;
SPLIT;100;695;490;490;486;4;0;5;0;0;0;2;0;3;117;0;54;6;0;4;15;1;10;10;3;21;0;230;2;2;1;;
SPLIT;101;901;620;620;617;3;0;5;5;0;0;2;0;2;160;3;37;7;2;5;17;0;8;1;8;12;0;330;8;1;4;;
SPLIT;102;961;716;672;670;2;0;1;3;0;0;3;1;6;137;4;67;12;0;8;20;0;3;8;4;19;2;371;1;0;0;;
SPLIT;103;1065;745;744;736;8;0;5;0;0;1;6;0;4;158;2;43;13;6;12;20;0;3;7;2;28;0;418;6;1;1;;
SPLIT;104;1028;724;724;712;12;0;3;1;4;2;3;0;3;280;3;38;13;5;6;29;0;9;4;6;37;1;258;3;2;2;;
SPLIT;105;926;636;636;627;9;0;0;0;0;3;1;2;2;157;0;54;11;2;4;46;0;2;3;2;19;0;310;7;0;2;;
SPLIT;106;945;660;660;657;3;0;0;0;1;0;7;0;6;195;1;45;8;0;20;26;0;8;5;1;15;0;311;8;0;0;;
SPLIT;107;936;665;639;624;15;0;3;5;1;1;2;0;5;193;3;39;4;4;12;25;1;11;5;2;23;0;279;4;1;1;;
SPLIT;108;821;553;553;548;5;0;5;1;1;2;6;0;8;130;5;45;2;5;17;22;4;6;4;0;20;2;254;4;3;2;;
SPLIT;109;998;597;597;595;2;0;1;3;0;1;1;0;8;224;1;39;10;3;12;17;0;15;6;2;19;3;222;4;0;4;;
SPLIT;110;1162;758;731;725;6;0;2;1;4;0;0;0;11;234;3;59;12;2;22;30;2;19;4;0;22;0;282;10;2;4;;
SPLIT;111;788;542;542;531;11;1;2;1;1;0;2;0;7;185;4;24;9;3;11;28;0;5;4;0;21;0;214;6;2;1;;
SPLIT;112;1123;754;754;748;6;1;2;3;2;0;2;0;12;225;1;75;15;4;16;39;0;6;5;1;25;0;303;8;0;3;;
SPLIT;113;970;586;586;576;10;0;1;1;2;0;0;0;16;279;1;24;8;2;20;24;0;4;3;0;19;1;160;8;0;3;;
SPLIT;114;1293;821;821;814;7;1;2;8;1;2;1;0;22;395;0;35;16;3;16;23;0;36;6;3;26;0;205;8;1;4;;
SPLIT;115;905;568;568;558;10;0;2;2;1;0;2;0;3;231;3;36;8;4;13;17;3;7;4;3;24;0;187;3;0;5;;
SPLIT;116;986;627;627;620;7;0;2;4;0;0;3;0;7;193;1;30;13;4;14;34;3;13;5;2;14;0;272;1;1;4;;
SPLIT;117;1195;696;696;688;8;0;3;0;0;0;1;0;12;323;1;43;11;2;29;29;4;9;2;3;26;0;185;4;1;0;;
SPLIT;118;1221;770;770;762;8;1;0;2;2;3;2;0;8;315;0;29;21;5;18;31;4;11;5;4;24;0;264;10;1;2;;
SPLIT;119;1228;797;796;784;12;0;2;1;0;1;2;0;17;347;3;52;9;6;23;38;1;10;2;3;29;1;230;5;0;2;;
SPLIT;120;1039;695;675;667;8;0;0;1;0;0;4;1;19;216;1;46;13;6;18;42;3;10;0;0;25;0;249;7;1;5;;
SPLIT;121;1137;734;716;710;6;1;0;0;2;1;1;0;9;268;7;47;12;1;16;22;1;6;4;0;31;1;274;4;0;2;;
SPLIT;122;974;636;636;626;10;0;0;1;3;0;1;0;4;220;0;44;13;1;11;21;1;4;8;1;21;2;267;3;0;0;;
SPLIT;123;1001;695;695;682;13;0;3;4;1;3;2;0;14;224;3;59;17;2;19;20;1;6;3;2;25;1;267;5;0;1;;
SPLIT;124;1018;660;660;651;9;0;1;0;2;2;2;2;8;184;0;46;10;1;17;23;2;8;10;1;28;2;286;11;1;4;;
SPLIT;125;1164;774;774;763;11;0;3;2;1;3;2;0;8;279;3;50;16;4;14;30;2;14;5;1;25;1;287;9;1;3;;
SPLIT;126;1042;728;727;723;4;0;2;0;0;0;0;0;12;242;0;45;15;2;20;20;0;9;6;4;28;1;306;7;1;3;;
SPLIT;127;889;514;514;505;9;0;2;1;0;1;2;0;17;192;2;31;14;3;29;26;1;11;7;4;16;0;138;2;3;3;;
SPLIT;128;889;550;532;525;7;1;2;1;0;0;5;0;9;250;4;28;10;3;14;25;0;6;10;3;20;0;123;9;1;1;;
SPLIT;129;844;544;538;529;9;0;1;0;1;1;2;0;14;202;2;31;11;7;20;22;0;4;13;2;23;0;162;5;2;4;;
SPLIT;130;1081;609;609;603;6;0;1;1;1;2;1;0;10;235;3;34;21;7;20;36;2;7;5;2;18;0;184;7;0;6;;
SPLIT;131;1164;676;675;665;10;3;8;3;1;0;3;2;22;252;0;31;24;4;13;22;1;10;8;3;21;0;218;5;3;8;;
SPLIT;132;1041;667;667;660;7;0;1;3;0;0;3;0;15;360;3;21;7;7;23;25;0;16;3;2;25;2;130;10;1;3;;
SPLIT;133;1037;622;622;613;9;0;2;2;0;4;5;0;16;302;6;19;9;2;21;24;1;6;2;2;28;0;149;7;1;5;;
SPLIT;134;1036;666;653;641;12;0;1;1;0;2;7;0;15;335;3;21;7;3;18;29;0;11;3;1;20;2;149;5;2;6;;
SPLIT;135;1015;645;645;641;4;0;1;2;2;0;1;0;14;334;2;31;15;5;23;16;1;15;2;0;18;0;149;7;0;3;;
SPLIT;136;1073;680;680;668;12;0;2;4;4;2;6;0;20;315;1;23;9;2;21;33;0;25;3;1;15;0;172;5;2;3;;
SPLIT;137;1267;762;760;755;5;0;2;1;0;2;1;1;18;445;4;31;13;7;41;14;2;12;1;1;26;0;125;6;2;0;;
SPLIT;138;1491;913;913;904;9;0;1;3;2;1;0;0;27;549;6;30;12;2;40;20;10;20;2;2;34;1;132;6;2;2;;
SPLIT;139;1580;983;980;973;7;2;1;0;3;3;2;1;21;633;2;30;20;7;35;28;4;18;2;2;29;0;124;5;0;1;;
SPLIT;140;885;593;593;584;9;1;1;1;0;1;3;1;23;295;2;17;16;9;32;24;0;12;3;1;19;3;109;8;2;1;;
SPLIT;141;1020;675;665;657;8;1;2;2;0;0;5;1;9;355;5;23;17;4;14;20;2;5;3;0;36;0;143;7;1;2;;
SPLIT;142;976;591;591;584;7;1;2;1;1;2;0;0;17;359;4;14;8;0;29;16;4;5;0;1;19;0;96;2;0;3;;
SPLIT;143;818;504;504;499;5;0;2;24;1;0;2;0;32;259;1;14;12;3;50;11;0;16;1;0;15;3;47;3;1;2;;
SPLIT;144;958;644;644;641;3;0;1;31;0;0;2;0;22;374;2;11;17;3;54;11;0;20;0;2;15;0;69;3;2;2;;
SPLIT;145;1290;788;787;774;13;1;0;2;3;2;1;1;44;439;2;21;17;4;57;18;1;8;1;2;37;0;103;7;2;1;;
SPLIT;146;1391;913;913;908;5;0;1;1;1;1;1;0;14;522;1;48;18;10;34;25;0;11;4;0;46;0;159;7;1;3;;
SPLIT;147;1089;726;724;715;9;0;2;5;2;0;1;0;12;413;2;30;17;1;17;8;4;12;3;2;34;0;144;5;0;1;;
SPLIT;148;1241;752;750;746;4;1;2;3;1;1;3;0;20;475;3;18;14;4;39;23;0;16;2;2;17;0;95;4;2;1;;
SPLIT;149;2098;1314;1304;1289;15;1;2;2;4;0;0;0;25;595;5;90;39;6;50;16;3;24;4;3;63;0;339;5;3;10;;
SPLIT;150;1184;821;820;809;11;0;1;3;1;2;2;0;20;285;4;75;23;4;28;32;1;18;6;7;31;1;255;5;0;5;;
SPLIT;151;246;177;176;175;1;0;1;0;1;0;3;0;3;122;1;2;9;0;2;0;1;1;1;1;8;0;18;1;0;0;;
SPLIT;152;169;135;135;135;0;0;1;0;0;0;0;0;0;80;1;3;5;1;3;6;0;0;0;0;2;0;32;1;0;0;;
SPLIT;153;112;97;97;94;3;0;1;0;0;0;0;0;2;66;1;0;4;0;0;6;0;2;0;3;4;0;4;0;0;1;;
SPLIT;154;1299;773;769;760;9;0;2;3;1;2;5;2;14;436;2;28;14;4;60;18;0;8;0;2;22;3;123;7;1;3;;
SPLIT;155;524;364;364;359;5;0;1;1;3;0;1;1;4;146;2;15;11;1;5;10;6;3;0;1;5;0;138;4;0;1;;
SPLIT;156;360;275;275;271;4;0;6;2;1;1;1;0;9;164;3;4;4;1;2;5;5;2;1;0;7;1;50;1;1;0;;
SPLIT;157;1532;934;934;924;10;0;0;1;2;0;3;0;28;607;4;30;21;3;53;13;2;20;1;1;18;1;107;3;3;3;;
SPLIT;158;852;591;591;584;7;0;0;4;1;0;1;0;10;247;4;27;27;2;23;16;1;12;1;1;22;0;180;1;1;3;;
SPLIT;159;1172;805;789;776;13;0;6;2;8;2;0;0;18;288;6;42;90;4;9;15;0;20;4;2;36;1;209;10;0;4;;
SPLIT;160;1350;856;836;824;12;0;4;3;3;2;0;0;11;357;3;30;75;10;17;24;4;16;3;3;23;0;221;9;3;3;;
SPLIT;161;1131;608;608;593;15;3;1;2;5;0;2;0;7;268;4;19;28;6;15;31;0;13;4;2;30;4;136;11;2;0;;
STARI GRAD;1;525;297;297;291;6;0;0;0;2;1;1;0;3;61;1;11;22;1;2;25;0;0;1;0;39;0;115;4;0;2;;
STARI GRAD;2;633;367;367;357;10;0;2;0;0;1;1;1;1;89;0;26;17;4;2;23;0;0;2;2;62;0;120;4;0;0;;
STARI GRAD;3;875;554;554;541;13;0;3;0;2;3;1;0;3;172;0;22;28;3;2;21;0;4;3;3;93;3;168;6;1;0;;
STARI GRAD;4;300;231;231;224;7;1;0;1;2;0;1;0;4;89;1;7;20;2;3;4;4;0;2;0;25;0;57;0;0;1;;
STARI GRAD;5;511;335;335;329;6;0;2;0;2;1;0;0;2;79;1;15;46;5;4;29;0;3;1;0;39;0;92;7;1;0;;
SUPETAR;1;950;627;627;615;12;0;1;2;1;2;3;1;5;193;0;37;19;11;20;28;1;1;3;2;37;0;233;4;3;8;;
SUPETAR;2;991;551;550;541;9;2;4;0;0;0;3;0;2;163;2;19;25;3;14;17;0;3;2;0;21;0;247;8;2;4;;
SUPETAR;3;1142;606;606;597;9;1;2;2;0;3;6;1;4;160;1;32;24;6;19;21;0;10;1;1;19;0;276;3;3;2;;
SUPETAR;4;169;139;139;137;2;1;0;0;0;0;1;0;0;47;0;6;4;0;0;5;0;0;0;0;5;0;67;1;0;0;;
SUPETAR;5;346;197;197;192;5;0;0;0;2;0;1;0;1;73;0;5;8;1;3;8;0;0;0;1;5;0;77;5;2;0;;
SUPETAR;6;463;224;224;221;3;1;2;0;2;0;0;0;2;75;0;7;5;4;5;9;0;4;1;0;8;0;92;3;0;1;;
VIS;1;608;389;389;382;7;0;2;0;3;4;0;2;4;90;1;25;32;2;16;16;0;1;2;1;14;0;161;4;1;1;;
VIS;2;443;258;258;254;4;0;1;0;1;0;2;0;2;63;1;26;13;1;12;17;0;2;1;0;19;0;81;9;2;1;;
VIS;3;539;336;336;330;6;0;2;2;0;0;7;0;2;79;0;31;21;5;14;13;0;0;1;0;18;0;129;5;0;1;;
VIS;4;209;111;111;110;1;0;0;0;1;0;0;0;0;26;0;9;5;0;3;6;0;0;2;0;3;0;55;0;0;0;;
VIS;5;72;50;50;50;0;0;1;1;0;0;0;0;0;2;0;3;4;2;0;1;0;0;0;0;4;1;29;1;1;0;;
VRGORAC;1;206;128;128;125;3;0;1;0;0;0;0;0;1;57;1;3;16;1;2;2;1;0;1;0;1;0;38;0;0;0;;
VRGORAC;2;403;255;255;254;1;0;0;0;2;0;0;1;1;173;1;1;12;4;4;3;0;0;0;2;3;1;45;0;1;0;;
VRGORAC;3;252;151;151;150;1;0;0;1;0;0;0;0;0;84;0;1;4;0;2;0;0;1;2;0;4;0;46;5;0;0;;
VRGORAC;4;364;242;242;238;4;0;0;0;3;0;0;0;2;133;0;7;1;0;4;3;0;0;0;1;5;0;78;0;1;0;;
VRGORAC;5;309;196;196;195;1;0;0;0;1;0;1;0;0;147;0;2;8;2;17;1;0;0;0;0;2;0;14;0;0;0;;
VRGORAC;6;146;102;102;100;2;0;0;0;0;0;0;0;1;51;0;0;12;0;0;2;0;1;0;1;12;0;20;0;0;0;;
VRGORAC;7;16;12;12;12;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;;
VRGORAC;8;529;378;378;373;5;0;1;1;2;0;1;0;1;304;1;2;11;1;9;4;1;0;0;0;3;0;30;1;0;0;;
VRGORAC;9;2104;1285;1285;1269;16;1;2;1;6;0;0;0;5;674;1;36;34;4;26;17;0;2;3;1;24;0;422;4;1;5;;
VRGORAC;10;51;42;42;41;1;0;1;1;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;6;0;15;0;0;0;;
VRGORAC;11;191;142;142;141;1;1;0;0;0;0;0;2;0;58;0;0;12;0;0;5;0;0;1;0;5;0;56;1;0;0;;
VRGORAC;12;181;116;116;112;4;0;0;0;3;0;0;0;0;69;1;0;12;0;9;1;0;0;0;0;2;0;14;1;0;0;;
VRGORAC;13;272;206;206;203;3;0;0;0;0;0;0;0;1;100;0;0;13;0;2;9;1;0;1;0;1;0;75;0;0;0;;
VRGORAC;14;180;111;111;105;6;0;0;0;0;0;0;0;1;53;0;1;10;0;11;5;0;2;0;0;0;0;21;1;0;0;;
VRGORAC;15;126;56;56;54;2;0;0;0;0;0;0;0;0;42;0;0;5;0;0;0;0;0;0;0;0;0;7;0;0;0;;
VRGORAC;16;108;65;65;65;0;0;1;0;1;0;0;0;1;30;0;0;0;0;0;1;0;0;0;0;0;0;31;0;0;0;;
VRGORAC;17;96;44;44;44;0;0;0;0;0;0;0;0;0;10;0;3;1;0;0;0;0;2;0;0;0;0;27;0;1;0;;
VRGORAC;18;117;112;112;112;0;0;0;0;0;0;0;0;2;105;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;;
VRGORAC;19;75;45;45;44;1;0;0;0;0;0;0;0;0;6;0;1;3;0;0;2;0;0;0;0;0;0;32;0;0;0;;
VRGORAC;20;81;45;45;43;2;1;0;1;0;1;0;0;0;11;1;0;1;0;2;0;0;0;0;0;0;0;25;0;0;0;;
VRGORAC;21;171;116;116;114;2;0;1;2;0;1;0;0;0;39;0;0;5;0;2;0;0;0;0;0;0;0;63;0;0;1;;
VRGORAC;22;283;182;182;179;3;0;0;2;0;0;0;0;0;100;0;3;3;0;1;1;0;1;1;0;3;0;64;0;0;0;;
VRGORAC;23;73;55;55;53;2;0;0;0;0;0;0;0;0;16;2;4;2;0;0;1;0;0;0;0;0;0;28;0;0;0;;
VRGORAC;24;105;99;99;98;1;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
VRGORAC;25;386;220;220;214;6;0;0;1;0;0;0;1;1;150;1;1;2;0;3;0;0;0;1;1;3;1;48;0;0;0;;
VRGORAC;26;128;91;91;87;4;1;0;0;1;0;0;0;0;42;0;0;16;0;1;3;0;0;0;0;3;0;19;0;1;0;;
VRGORAC;27;165;128;128;128;0;0;0;0;0;0;0;0;0;63;0;0;4;0;1;0;0;0;0;0;0;0;60;0;0;0;;
BAŠKA VODA;1;2378;1132;1132;1109;23;0;3;5;6;0;4;2;27;549;3;38;55;10;25;16;0;8;5;0;42;0;305;5;1;0;;
BAŠKA VODA;2;130;82;82;77;5;0;0;0;0;0;0;0;1;42;1;0;5;0;0;1;1;0;1;0;1;0;24;0;0;0;;
BAŠKA VODA;3;456;193;193;192;1;0;0;1;0;0;1;0;0;72;2;8;5;0;3;1;0;3;1;2;8;0;83;2;0;0;;
BAŠKA VODA;4;105;54;54;53;1;0;1;0;0;0;0;0;0;26;0;1;1;0;0;2;0;0;0;1;1;0;18;0;2;0;;
BAŠKA VODA;5;229;92;92;92;0;0;1;0;0;0;0;0;0;40;0;1;2;0;5;3;0;1;3;0;2;1;33;0;0;0;;
BLATO;1;730;487;487;476;11;1;0;2;0;0;0;1;2;298;1;10;6;1;8;11;0;1;2;1;5;1;117;4;2;2;;
BLATO;2;1277;683;683;676;7;0;2;0;5;0;4;0;2;401;5;31;16;2;11;8;0;0;2;2;5;0;171;5;2;2;;
BLATO;3;765;538;538;522;16;2;2;2;10;3;1;0;1;309;1;20;9;1;10;3;1;3;0;2;5;1;135;0;1;0;;
BLATO;4;900;610;610;597;13;1;3;1;2;1;3;0;3;372;2;17;8;5;13;6;2;1;7;0;11;0;134;3;1;1;;
BOL;1;850;537;537;531;6;0;1;2;3;3;2;0;2;147;1;21;36;7;25;14;1;2;1;1;27;0;229;5;1;0;;
BOL;2;734;449;449;442;7;0;2;0;2;0;1;0;1;152;2;20;11;2;38;10;0;0;4;4;30;1;156;4;0;2;;
BOL;3;27;22;22;20;2;0;0;0;0;0;0;0;0;7;0;1;1;0;0;0;0;0;0;0;1;0;9;1;0;0;;
BRELA;1;144;87;87;83;4;0;1;0;0;1;0;0;0;38;0;4;7;1;8;2;0;1;0;0;3;0;13;1;0;3;;
BRELA;2;1595;965;965;950;15;0;7;0;0;1;1;1;8;426;3;60;41;5;13;32;0;12;3;2;48;0;277;5;3;2;;
CISTA PROVO;1;589;280;280;278;2;0;0;0;0;0;0;1;4;203;0;1;2;0;52;2;0;0;0;0;4;0;9;0;0;0;;
CISTA PROVO;2;205;107;107;104;3;0;0;0;9;0;2;1;8;75;0;0;2;0;1;0;0;0;0;0;1;0;5;0;0;0;;
CISTA PROVO;3;462;320;320;316;4;1;0;0;0;0;0;0;2;277;1;0;4;0;23;2;0;0;0;0;2;0;4;0;0;0;;
CISTA PROVO;4;914;415;415;411;4;1;0;0;0;0;0;0;7;353;1;4;7;2;7;5;0;5;0;1;1;0;16;0;1;0;;
CISTA PROVO;5;247;126;126;126;0;0;0;0;0;0;0;0;0;118;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;;
CISTA PROVO;6;659;268;268;268;0;3;0;0;1;0;0;0;14;224;2;3;1;0;9;1;0;0;1;0;0;0;8;1;0;0;;
CISTA PROVO;7;147;90;90;90;0;0;0;0;0;0;0;0;1;62;0;0;3;0;16;3;0;2;0;0;3;0;0;0;0;0;;
DUBROVAÈKO PRIMORJE;1;159;101;101;100;1;1;0;0;0;0;1;0;0;46;0;6;24;0;0;5;0;0;1;0;1;0;14;0;0;1;;
DUBROVAÈKO PRIMORJE;2;60;46;46;45;1;0;0;0;0;1;1;0;0;28;0;1;7;0;2;1;0;0;0;0;0;0;3;0;1;0;;
DUBROVAÈKO PRIMORJE;3;583;373;373;367;6;0;0;0;2;0;0;0;0;166;1;11;113;1;9;6;1;0;0;0;5;1;48;2;0;1;;
DUBROVAÈKO PRIMORJE;4;149;112;112;110;2;0;0;0;0;0;0;0;1;64;0;0;36;0;1;3;0;0;0;0;1;0;3;0;0;1;;
DUBROVAÈKO PRIMORJE;5;50;46;46;46;0;0;0;0;0;0;0;0;0;21;0;0;14;0;11;0;0;0;0;0;0;0;0;0;0;0;;
DUBROVAÈKO PRIMORJE;6;67;38;38;37;1;0;0;0;1;0;0;0;0;22;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;;
DUBROVAÈKO PRIMORJE;7;85;51;51;50;1;0;0;0;0;0;0;0;0;16;0;3;28;0;1;0;0;0;0;0;0;0;2;0;0;0;;
DUBROVAÈKO PRIMORJE;8;35;31;31;31;0;0;0;0;0;0;0;0;0;18;0;2;3;0;0;0;0;0;0;0;0;0;8;0;0;0;;
DUBROVAÈKO PRIMORJE;9;30;19;19;19;0;0;0;0;0;0;0;0;0;12;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;;
DUBROVAÈKO PRIMORJE;10;76;46;46;45;1;0;0;0;0;1;0;0;0;26;0;3;6;0;5;0;0;0;0;0;4;0;0;0;0;0;;
DUBROVAÈKO PRIMORJE;11;225;150;150;148;2;0;0;0;0;0;0;0;0;40;0;8;67;0;2;1;0;0;0;0;1;0;29;0;0;0;;
DUBROVAÈKO PRIMORJE;12;130;119;119;119;0;0;0;0;0;0;0;0;0;92;0;8;12;0;2;0;0;0;0;0;0;0;5;0;0;0;;
DUBROVAÈKO PRIMORJE;13;89;53;53;52;1;0;0;0;0;0;0;0;0;23;0;3;18;0;0;0;0;0;0;2;1;0;5;0;0;0;;
DUBROVAÈKO PRIMORJE;14;109;75;75;74;1;0;0;0;0;0;0;0;1;32;0;6;23;0;0;2;0;0;0;0;0;0;10;0;0;0;;
DUBROVAÈKO PRIMORJE;15;73;61;61;60;1;0;0;0;1;0;0;0;0;39;0;1;9;0;2;2;0;0;0;0;0;0;6;0;0;0;;
DUBROVAÈKO PRIMORJE;16;140;112;112;109;3;0;0;0;0;0;0;0;0;65;1;6;25;0;1;1;0;0;0;0;1;0;9;0;0;0;;
DUBROVAÈKO PRIMORJE;17;93;71;71;71;0;0;0;0;0;0;0;0;0;24;1;35;5;0;3;0;0;0;0;0;1;0;2;0;0;0;;
DUBROVAÈKO PRIMORJE;18;46;38;38;38;0;0;0;0;0;0;0;0;1;30;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
DUGI RAT;1;654;354;354;350;4;0;0;0;0;2;0;0;7;190;1;22;17;1;16;6;0;4;1;0;21;1;56;4;1;0;;
DUGI RAT;2;840;476;476;472;4;0;1;1;1;0;1;0;4;240;5;21;10;2;27;18;1;8;3;2;67;0;55;2;1;2;;
DUGI RAT;3;1113;665;665;657;8;0;1;1;1;2;1;0;7;295;18;33;13;6;18;19;0;7;2;5;41;0;180;4;0;3;;
DUGI RAT;4;1253;794;794;783;11;1;1;2;3;1;4;0;8;296;22;41;19;9;36;22;1;17;2;1;52;0;238;5;0;2;;
DUGI RAT;5;682;373;373;363;10;0;0;1;2;0;0;0;8;172;9;6;13;1;18;9;2;3;1;1;31;0;75;6;0;5;;
DUGI RAT;6;822;469;469;464;5;0;0;3;0;0;2;0;16;225;12;23;7;3;12;15;1;8;1;4;24;1;102;3;0;2;;
DUGI RAT;7;1145;701;701;690;11;0;2;1;0;0;4;0;14;304;24;27;17;6;22;23;0;8;4;4;40;0;179;4;3;4;;
GRADAC;1;535;320;320;315;5;0;0;2;0;2;1;0;0;110;1;6;46;1;6;3;0;0;1;0;8;0;124;4;0;0;;
GRADAC;2;413;213;213;212;1;2;0;1;0;0;0;0;2;125;0;1;21;0;1;3;0;0;0;0;1;1;52;2;0;0;;
GRADAC;3;1033;427;427;426;1;1;1;3;0;2;1;0;0;276;0;7;32;1;11;9;0;1;1;0;4;0;74;2;0;0;;
GRADAC;4;486;275;275;274;1;0;1;1;0;1;0;1;1;116;2;9;28;0;8;10;0;1;1;0;7;0;85;1;1;0;;
