Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MILAN ŽUPANÈIÆ, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  LUKA ŽUŽENIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ROBERT KURELIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  BRANKO BORKOVIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  DRAŽEN KELEMINEC   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  MILAN PERKOVAC, mg.elektronike ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  TOMISLAV POKUPÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , DEMOKRATSKI CENTAR - DC  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NADA LANDEKA  ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MARIJANA PETIR ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  ANTO ÐAPIÆ  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  PERO PAŽIN;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARINKO BOBINAC;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  DRAGICA LOVREKOVIÆ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  MILAN LONÈAR;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;ZELENI ZAJEDNO  , Nositelj liste:  TONI VIDAN;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;1;OBREŠKA DONJA;PUÈKI DOM;OBREŠKA DONJA BB;111;90;90;88;2;0;0;0;0;3;0;1;3;0;1;10;1;0;4;8;4;2;11;2;0;2;0;35;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;2;OBREŠKA GORNJA;PUÈKI DOM;OBREŠKA GORNJA BB;105;66;66;64;2;0;0;1;0;3;1;3;0;0;1;7;0;0;3;5;1;4;7;0;0;0;0;27;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;3;STARA MARÈA;PUÈKI DOM;STARA MARÈA BB;115;52;52;52;0;0;0;0;0;1;1;0;0;0;1;13;0;1;8;4;0;1;5;0;0;0;0;16;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;4;BEŠLINEC;PUÈKI DOM;BEŠLINEC BB;297;186;186;185;1;1;0;2;3;6;0;4;0;0;1;33;1;0;30;3;5;3;11;4;0;3;0;72;1;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;5;KRIŠCI;PUÈKI DOM;KRIŠCI BB;187;111;111;111;0;0;0;0;1;3;1;3;0;0;0;12;0;0;5;0;2;2;13;0;0;6;2;58;1;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;6;ÈEMERNICA LONJSKA;PUÈKI DOM;ÈEMERNICA LONJSKA BB;223;135;135;133;2;1;1;1;0;9;1;0;2;1;1;41;2;0;7;3;2;1;6;0;0;5;1;45;1;0;1;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;7;KLOŠTAR I;PUÈKI DOM (1. KAT);TRG SVETOG IVANA BB, KLOŠTAR IVANIÆ;720;400;400;384;16;0;2;3;2;2;1;10;1;1;6;72;0;0;21;14;17;23;25;6;0;15;6;151;1;0;3;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;8;LIPOVEC LONJSKI;PUÈKI DOM;LIPOVEC LONJSKI BB;278;175;175;170;5;0;0;0;1;5;1;5;0;0;0;45;0;0;10;2;5;1;6;0;0;11;0;77;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;9;ŠÈAPOVEC;PUÈKI DOM;ŠÈAPOVEC BB;141;90;90;87;3;0;0;0;3;7;1;1;0;0;1;23;0;0;12;1;0;1;5;0;0;1;0;29;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;10;KLOŠTAR II;PUÈKI DOM (PRIZEMLJE);TRG SVETOG IVANA BB, KLOŠTAR IVANIÆ;1.231;707;707;696;11;0;1;3;4;12;2;11;5;0;1;143;1;0;48;20;16;16;32;6;0;28;13;318;11;0;1;3;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;11;KLOŠTAR III;OSNOVNA ŠKOLA KLOŠTAR IVANIÆ;ŠKOLSKA 20, KLOŠTAR IVANIÆ;1.295;755;755;744;11;1;2;2;9;15;2;23;1;0;6;135;2;1;39;32;25;28;48;13;2;24;13;308;5;2;1;1;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;12;PREDAVEC;PUÈKI DOM;DUBRAVAÈKA 37, PREDAVEC;222;136;136;129;7;0;0;0;0;9;0;7;0;0;1;21;0;0;7;6;2;2;8;2;0;4;1;56;1;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KLOŠTAR IVANIÆ;13;SOBOÈANI;PUÈKI DOM;GRANIÈARSKA 15, SOBOÈANI;426;187;187;182;5;0;1;1;1;7;0;6;1;0;0;36;0;0;11;1;5;6;8;1;0;16;2;74;1;1;0;0;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;1;BARBARIÆ KRAVARSKI;KUÆA-DAMIR SOVINA;DUGA 11;176;127;123;122;1;0;0;2;1;1;2;2;0;1;0;34;0;0;1;3;5;0;12;4;0;4;0;49;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;2;ÈAKANEC;KUÆA-SLAVKO PEJAK;ÈAKANEC                        32;62;45;45;42;3;0;0;0;0;0;1;1;1;0;0;18;0;0;4;3;1;0;5;0;0;1;1;6;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;3;DONJI HRUŠEVEC;OPÆINSKI DOM;DONJI HRUŠEVEC BB;264;169;169;167;2;0;0;0;2;5;0;0;0;0;0;67;1;0;7;4;6;1;8;4;0;1;1;56;0;0;2;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;4;GLADOVEC KRAVARSKI;KUÆA-IVAN KOSTANJEVIÆ;DONJOHRUŠEVEÈKA CESTA          26;120;73;73;70;3;0;0;1;0;1;0;3;1;0;1;31;0;0;8;1;1;2;6;2;0;1;1;10;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;5;GORNJI HRUŠEVEC;KUÆA-FRANJO PAVUNÈEC;GORNJI HRUŠEVEC 10;208;114;114;110;4;1;0;2;4;2;0;1;0;0;2;46;0;0;9;4;2;1;12;3;0;6;2;13;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;6;KRAVARSKO;OPÆINSKI DOM;TRG STJEPANA RADIÆA            16;520;315;309;306;3;0;0;0;3;4;1;5;1;0;2;107;1;0;8;9;7;5;16;2;1;5;4;119;2;1;0;2;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;7;NOVO BRDO;OPÆINSKI DOM;GLAVNA                         29;67;47;47;46;1;1;0;0;0;2;0;3;0;0;1;10;0;0;2;1;1;0;6;1;0;1;1;14;0;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;8;PODVORNICA;OPÆINSKI DOM;PODVORNIÈKI VIJENAC            47;114;78;78;76;2;0;0;0;3;3;0;1;0;1;0;26;0;0;2;1;2;0;3;0;0;1;0;31;1;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;9;PUSTIKE;VOJNI OBJEKT U ZAKUPU OPÆINE KRAVARSKO;PUSTIKE BB;107;59;59;58;1;0;1;1;0;3;2;2;0;0;0;21;0;0;2;2;1;2;1;0;0;0;0;19;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRAVARSKO;10;ŽITKOVÈICA;KUÆA-ALOJZ MIKOVIÆ;ŽITKOVÈICA                     6;36;25;25;22;3;0;0;1;0;0;0;2;0;0;0;2;0;0;4;0;0;0;1;1;0;0;0;11;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;1;BUNJANI;DRUŠTVENI DOM;BUNJANI BB;580;328;328;323;5;0;0;4;3;5;1;10;1;0;3;60;1;0;29;6;8;12;12;3;0;8;2;146;0;0;0;3;2;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;2;GORNJI PRNJAROVEC;MONTAŽNI OBJEKT (KOTEJNER) NA MJESTU BIVŠEG DRUŠTVENOG DOMA;GORNJI PRNJAROVEC;307;220;220;219;1;1;0;2;2;8;0;7;1;0;1;30;0;0;18;8;7;7;13;0;0;12;0;98;0;1;1;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;3;REÈICA KRIŠKA;DRUŠTVENI DOM;REÈICA KRIŠKA BB;301;176;176;169;7;0;0;0;0;4;2;3;0;0;0;52;0;0;26;0;4;2;7;1;1;4;0;61;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;4;RAZLJEV;DRUŠTVENI DOM;RAZLJEV BB;121;70;70;70;0;1;0;1;1;0;0;1;0;0;0;10;0;0;6;0;2;0;4;1;1;3;0;36;0;1;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;5;KONŠÆANI;DRUŠTVENI DOM;KONŠÆANI BB;147;88;88;85;3;0;0;0;0;1;0;0;0;0;0;18;0;0;5;2;0;2;1;1;0;2;0;52;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;6;DONJI PRNJAROVEC;DRUŠTVENI DOM;DONJI PRNJAROVEC BB;59;32;32;32;0;0;0;0;0;4;0;1;0;0;0;2;0;0;5;2;1;0;0;0;0;0;0;16;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;7;ŠUŠNJARI;DRUŠTVENI DOM;ŠUŠNJARI BB;108;73;73;72;1;0;0;0;1;2;1;0;0;0;0;16;0;0;7;0;1;1;2;0;0;0;1;39;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;8;JOHOVEC;DRUŠTVENI DOM;JOHOVEC BB;121;81;81;79;2;0;0;0;1;3;1;3;1;0;0;10;0;0;12;1;1;4;0;1;0;3;0;38;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;9;MALA HRASTILNICA;DRUŠTVENI DOM;MALA HRASTILNICA BB;80;49;49;47;2;0;0;2;0;4;0;0;0;1;1;18;0;0;5;0;0;0;0;0;0;0;0;14;0;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;10;VELIKA HRASTILNICA;DRUŠTVENI DOM;VELIKA HRASTILNICA BB;133;87;87;86;1;0;4;1;0;3;1;3;0;1;1;14;0;0;4;2;1;2;5;0;0;3;1;39;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;11;ŠIRINEC;DRUŠTVENI DOM;ŠIRINEC BB;235;144;144;141;3;0;0;1;1;3;0;4;1;0;1;10;1;0;10;4;7;0;12;0;0;5;2;71;3;1;1;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;12;OKEŠINEC;DRUŠTVENI DOM;OKEŠINEC BB;363;229;229;227;2;0;1;1;0;10;3;4;2;0;0;34;0;0;13;4;1;2;14;0;1;4;4;128;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;13;VEZIŠÆE;DRUŠTVENI DOM;VEZIŠÆE BB;244;151;151;150;1;0;1;0;2;2;0;1;1;0;0;14;0;0;11;5;1;0;21;0;0;2;0;87;1;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;14;OBEDIŠÆE;DRUŠTVENI DOM;OBEDIŠÆE BB;527;316;316;310;6;1;0;0;4;6;0;7;1;0;0;64;1;0;13;6;5;4;12;1;0;14;0;164;0;1;0;3;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;15;NOVOSELEC I;VATROGASNI DOM;NOVOSELEC BB;603;411;411;406;5;0;2;1;0;5;0;11;1;2;0;57;1;0;20;13;13;5;34;2;0;5;1;224;1;1;1;2;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;16;NOVOSELEC II;OBJEKT DJEÈJEG VRTIÆA U NOVOSELCU;NOVOSELEC BB;594;418;400;390;10;0;4;1;3;5;0;12;2;1;1;43;1;0;16;13;5;8;27;1;1;7;1;230;0;5;0;0;3;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;17;KRIŽ I;"O. Š. ""MILKA TRNINA""";KRIŽ;629;455;455;451;4;1;0;3;1;12;0;11;6;1;0;62;1;0;15;11;7;10;28;4;0;6;8;255;3;0;0;3;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;18;KRIŽ II;"O. Š. ""MILKA TRNINA""";KRIŽ;499;356;356;353;3;0;0;1;0;4;1;7;0;0;1;35;1;0;13;9;8;13;29;1;0;4;11;210;2;1;1;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;KRIŽ;19;KRIŽ III;"DOM U DONJEM KRIŽU (""PATROLNICA"")";KRIŽ;496;286;286;282;4;0;1;1;2;12;0;15;0;0;1;53;0;0;10;5;6;7;25;2;0;5;0;136;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;1;LETOVANIÆ;PODRUÈNA ŠKOLA LETOVANIÆ;LETOVANIÆ;477;289;289;283;6;0;2;1;1;5;0;1;0;0;2;117;0;0;44;0;7;2;4;0;0;1;3;89;2;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;2;STARI BROD;HRVATSKI DOM STARI BROD;STARI BROD;176;113;113;111;2;0;0;1;1;0;0;4;1;0;0;40;1;0;28;4;3;1;3;0;0;0;1;23;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;3;STARI FARKAŠIÆ;HRVATSKI DOM STARI FARKAŠIÆ;STARI FARKAŠIÆ;111;79;79;75;4;0;0;1;1;1;0;2;0;0;0;15;0;0;27;1;2;0;3;0;0;0;1;20;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;4;DUŽICA;HRVATSKI DOM DUŽICA;DUŽICA;347;180;180;175;5;0;0;0;1;0;0;6;1;1;1;54;0;1;23;3;7;4;5;1;0;2;3;59;1;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;5;PETROVEC;HRVATSKI DOM PETROVEC;PETROVEC;278;178;178;171;7;1;1;0;4;1;1;5;0;0;0;50;0;0;17;5;15;4;6;0;0;2;2;56;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;6;ŽAŽINA;VATROGASNI DOM;ŽAŽINA;325;197;197;193;4;1;0;0;2;3;3;4;2;0;1;23;0;1;70;1;18;6;4;2;0;1;0;50;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;7;POLJANA LEKENIÈKA;VATROGASNI DOM;POLJANA LEKENIÈKA;240;158;158;156;2;1;0;1;0;2;1;1;0;1;1;29;1;0;61;4;2;2;1;0;0;0;0;47;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;8;GORNJI VUKOJEVAC;HRVATSKI DOM;GORNJI VUKOJEVAC;51;40;40;40;0;0;0;0;0;0;0;1;0;0;0;7;0;0;16;0;1;1;0;0;0;0;0;14;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;9;DONJI VUKOJEVAC;DRUŠTVENI DOM JOSIP BIREK;DONJI VUKOJEVAC;405;268;268;263;5;0;0;2;1;3;1;10;0;0;3;23;0;0;71;4;8;5;12;1;0;10;3;106;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;10;BREŽANE LEKENIÈKE;LOVAÈKA KUÆA;BREŽANE LEKENIÈKE;230;119;119;117;2;0;0;0;1;1;1;1;0;0;2;8;0;0;25;7;4;1;6;0;0;0;0;59;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;11;CERJE LETOVANIÈKO;PODRUÈNA ŠKOLA;CERJE LETOVANIÈKO;100;32;32;31;1;0;0;0;0;1;0;1;0;0;0;2;0;0;5;0;2;0;0;0;0;2;1;17;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;12;LEKENIK;ZGRADA OPÆINE LEKENIK;ZAGREBAÈKA 44;717;469;469;458;11;0;0;1;0;5;0;9;0;0;2;79;2;0;81;7;14;1;18;1;1;5;5;225;0;1;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;13;LEKENIK;HRVATSKI DOM LEKENIK;ZAGREBAÈKA 66;831;540;540;534;6;0;3;1;2;19;2;13;1;1;2;65;0;0;132;9;23;7;28;10;0;16;3;192;0;0;0;2;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;14;PEŠÆENICA;VATROGASNI DOM PEŠÆENICA;PEŠÆENICA;772;460;460;450;10;0;0;0;0;2;5;7;1;0;1;63;0;0;51;9;18;10;32;0;0;8;2;232;3;0;0;2;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;15;BRKIŠEVINA;MJESNI ODBOR BRKIŠEVINA - KONTEJNER;BRKIŠEVINA;90;51;51;51;0;0;0;0;0;0;1;0;0;0;0;12;0;0;11;5;1;0;1;0;0;0;0;19;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LEKENIK;16;ŠIŠINEC;HRVATSKI DOM;ŠIŠINEC;66;38;38;36;2;1;0;0;0;1;0;1;0;0;0;3;0;0;28;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LIPOVLJANI;1;LIPOVLJANI I;ZGRADA OPÆINE;TRG HRVATSKIH BRANITELJA 3;740;459;459;453;6;2;2;2;3;2;0;9;0;1;1;87;0;0;71;14;33;17;26;1;0;7;2;170;1;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LIPOVLJANI;2;LIPOVLJANI II;ZGRADA OPÆINE;TRG HRVATSKIH BRANITELJA 3;574;370;370;367;3;0;2;3;2;5;1;10;2;0;2;64;0;0;57;20;15;1;13;1;0;2;3;160;1;1;0;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LIPOVLJANI;3;LIPOVLJANI III;ZGRADA OPÆINE;TRG HRVATSKIH BRANITELJA 3;550;319;319;315;4;0;0;3;4;6;4;4;0;1;1;70;0;0;83;8;14;3;10;0;0;1;4;96;1;1;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LIPOVLJANI;4;KRIVAJ;DRUŠTVENI DOM;KRIVAJ;274;174;174;172;2;0;1;0;1;2;0;7;2;0;0;40;0;0;32;3;5;2;12;0;0;2;0;62;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LIPOVLJANI;5;KRALJEVA VELIKA;DRUŠTVENI DOM;KRALJEVA VELIKA;404;226;226;225;1;1;2;1;0;1;2;5;4;0;2;65;0;1;50;13;6;1;4;0;0;1;2;62;1;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;LIPOVLJANI;6;PILJENICE;DRUŠTVENI DOM;PILJENICE;326;171;171;165;6;0;1;0;0;1;0;4;1;1;1;36;0;0;65;10;1;3;5;1;1;0;1;33;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;1;MAJUR;NOVA ZGRADA OPÆINE MAJUR;KOLODVORSKA 5;356;213;213;212;1;2;0;1;1;4;4;4;0;1;0;107;0;0;9;4;14;6;3;0;0;0;0;47;0;1;1;2;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;2;STUBALJ;DRUŠTVENI DOM;STUBALJ;180;120;120;117;3;1;0;1;0;2;0;3;0;0;0;54;1;0;19;2;9;5;0;0;0;0;0;19;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;3;GRABOŠTANI;DRUŠTVENI DOM;GRABOŠTANI;131;94;94;91;3;0;0;0;1;3;1;4;0;0;1;32;0;2;25;0;7;0;4;0;0;0;2;8;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;4;GORNJI HRASTOVAC;DRUŠTVENI DOM;GORNJI HRASTOVAC;236;118;118;116;2;1;0;0;0;0;1;2;0;0;0;39;0;0;7;0;6;2;0;0;1;1;2;54;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;5;MRAÈAJ;OSNOVNA ŠKOLA MRAÈAJ;MRAÈAJ;68;20;20;20;0;0;0;0;0;0;0;0;0;0;0;8;0;0;6;0;1;0;2;0;0;0;0;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;6;SVINICA;DRUŠTVENI DOM SVINICA;SVINICA;101;25;25;25;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;7;VELIKO KRÈEVO;DRUŠTVENI DOM KRÈEVO;VELIKO KRÈEVO;108;52;52;50;2;0;0;0;0;0;2;0;0;0;0;8;0;0;0;1;2;1;0;0;0;0;0;35;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MAJUR;8;SREDNJA MEMINSKA;BIVŠA TRGOVINA;SREDNJA MEMINSKA;65;20;20;20;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;1;TIŠINA KAPTOLSKA;DRUŠTVENI DOM;TIŠINA KAPTOLSKA;233;141;141;138;3;0;0;0;2;2;1;2;1;0;0;48;0;1;12;0;7;3;7;0;0;1;3;46;0;1;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;2;BOK PALANJEÈKI;DRUŠTVENI DOM;BOK PALANJEÈKI;127;80;80;80;0;0;0;0;0;4;1;2;1;0;0;27;0;0;19;1;2;8;4;0;0;0;0;10;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;3;STRELEÈKO;PRIVATNA KUÆA IVICE MARÈELJA;STRELEÈKO 48;139;94;94;87;7;1;0;0;0;12;1;8;0;0;0;11;0;0;12;4;3;0;5;1;0;1;0;26;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;4;STRELEÈKO NASELJE;PRIVATNA KUÆA IVICE DADOVIÆA;MARJANA CELJAKA P/N 39;243;161;161;155;6;1;0;1;3;4;0;3;1;0;0;34;0;0;8;4;10;1;16;1;1;0;2;63;1;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;5;ŽIRÈICA;VATROGASNI DOM;ŽIRÈICA;100;64;64;64;0;0;1;0;0;5;1;0;0;0;2;13;0;0;3;0;2;3;0;0;0;1;1;32;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;6;TIŠINA ERDEDSKA;PODRUÈNA ŠKOLA;TIŠINA ERDEDSKA;274;181;181;177;4;0;0;2;1;4;3;6;0;0;1;40;0;1;32;3;13;0;8;0;0;5;5;50;2;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;MARTINSKA VES;7;SETUŠ;PODRUÈNA ŠKOLA;SETUŠ;146;99;99;98;1;1;3;2;2;4;0;4;0;0;1;21;1;0;27;0;8;2;3;1;0;0;1;16;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
