Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MILAN ŽUPANÈIÆ, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  LUKA ŽUŽENIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ROBERT KURELIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  BRANKO BORKOVIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  DRAŽEN KELEMINEC   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  MILAN PERKOVAC, mg.elektronike ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  TOMISLAV POKUPÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , DEMOKRATSKI CENTAR - DC  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NADA LANDEKA  ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MARIJANA PETIR ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  ANTO ÐAPIÆ  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  PERO PAŽIN;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARINKO BOBINAC;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  DRAGICA LOVREKOVIÆ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  MILAN LONÈAR;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;ZELENI ZAJEDNO  , Nositelj liste:  TONI VIDAN;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;5;PETRINJA;HRVATSKI DOM PETRINJA;MATIJE GUPCA 2;848;464;464;455;9;0;0;1;0;4;0;20;1;2;1;139;1;0;16;16;12;12;27;0;0;8;4;188;0;1;0;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;6;PETRINJA;SREDNJA ŠKOLA PETRINJA;GUNDULIÆEVA 3;736;384;384;379;5;0;0;3;1;3;5;15;1;0;1;121;1;1;22;13;24;7;16;4;1;12;6;115;1;1;1;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;7;PETRINJA;SREDNJA ŠKOLA PETRINJA;GUNDULIÆEVA 3;1.064;621;621;615;6;1;3;0;5;10;2;26;2;1;2;151;0;1;26;24;32;10;32;4;0;17;1;250;2;1;0;9;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;8;PETRINJA;SREDNJA ŠKOLA PETRINJA;GUNDULIÆEVA 3;995;554;552;543;9;1;0;2;10;7;2;34;1;0;0;130;0;1;31;29;27;9;30;1;0;12;5;200;3;1;0;3;4;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;9;PETRINJA;DOM ZDRAVLJA PETRINJA;R. LOPAŠIÆA BB;691;412;412;402;10;0;1;0;2;3;0;16;3;1;0;95;0;0;15;13;20;6;21;3;0;5;10;186;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;10;PETRINJA;DJEÈJI VRTIÆ;M. DUJNIÆA 25;914;413;413;409;4;1;1;2;0;1;1;26;0;1;1;120;2;1;20;16;30;9;17;3;1;13;2;134;3;0;0;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;11;PETRINJA;"OŠ ""MATE LOVRAK""";M. ANTOLIÆA 18;1.120;490;490;478;12;2;0;1;6;2;2;19;0;0;0;186;2;0;11;12;40;9;17;4;0;25;4;134;0;0;1;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;12;PETRINJA;"OŠ ""MATE LOVRAK""";M. ANTOLIÆA 18;1.110;503;503;490;13;1;2;3;3;6;1;14;1;2;2;148;1;1;14;6;42;11;16;14;0;19;14;166;1;1;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;13;PETRINJA;VATROGASNI DOM PETRINJA;VATROGASNA 57;1.055;432;432;422;10;0;5;1;3;4;1;20;1;0;0;121;1;2;23;8;32;13;13;2;0;13;2;153;3;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;14;PETRINJA;VATROGASNI DOM PETRINJA;VATROGASNA 57;982;440;440;436;4;0;1;2;0;7;1;17;0;1;0;161;1;0;16;9;16;9;9;2;0;15;6;160;2;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;15;PETRINJA;PODRUÈNA ŠKOLA MATE LOVRAKA;ÈEŠKO SELO, SISAÈKA BB;2.167;1.095;1.094;1.076;18;1;1;8;10;36;5;47;2;3;1;290;3;1;43;33;69;17;32;5;0;39;12;398;3;3;0;11;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;16;NOVA DRENÈINA;HRVATSKI DOM NOVA DRENÈINA;NOVA DRENÈINA;378;223;223;215;8;4;1;0;2;2;1;19;2;1;0;90;0;0;9;7;13;2;14;2;0;1;4;41;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;17;BREST POKUPSKI;HRVATSKI DOM BREST POKUPSKI;BREST POKUPSKI;266;167;167;165;2;0;1;0;1;0;0;6;1;0;2;71;0;0;20;1;10;5;12;1;0;3;2;27;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;18;MALA GORICA;PODRUÈNA ŠKOLA MALA GORICA;MALA GORICA;414;196;196;192;4;0;0;3;2;3;0;11;2;0;2;77;0;0;24;3;8;2;4;3;0;3;0;44;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;19;DONJA BUDIÈINA;HRVATSKI DOM DONJA BUDIÈINA;DONJA BUDIÈINA;234;134;134;134;0;0;1;1;1;3;1;7;1;0;0;77;1;0;9;3;5;0;5;1;0;3;1;13;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;20;TABORIŠTE;HRVATSKI DOM TABORIŠTE;TABORIŠTE;248;137;137;135;2;0;0;3;0;0;0;8;0;0;0;61;0;0;28;3;8;1;0;0;0;1;0;20;0;0;0;0;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;21;KRIŽ HRASTOVAÈKI;PRIVATNA KUÆA ÐURE PEJAKOVIÆA;KRIŽ HRASTOVAÈKI 22;348;145;145;144;1;1;0;2;0;4;0;2;0;0;0;45;0;0;66;0;3;1;4;0;0;0;1;14;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;22;HRASTOVICA;PODRUÈNA ŠKOLA HRASTOVICA;HRASTOVICA;451;284;284;278;6;0;0;1;0;2;0;4;0;1;9;74;0;0;142;1;15;1;4;0;0;3;0;19;0;1;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;23;SREDNJE MOKRICE;DRUŠTVENI DOM SREDNJE MOKRICE;SREDNJE MOKRICE;237;120;120;118;2;1;0;1;1;1;1;2;0;0;1;72;0;0;12;3;4;2;1;1;0;1;0;14;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;24;NOVI FARKAŠIÆ;HRVATSKI DOM;NOVI FARKAŠIÆ;293;90;90;89;1;0;1;0;1;2;0;2;0;0;1;48;0;1;10;1;4;2;1;0;0;0;2;13;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;25;GORA;"OŠ ""IVAN GORAN KOVAÈIÆ""";GORA;610;312;312;300;12;1;2;0;1;12;3;9;0;0;3;130;0;0;46;9;10;5;5;0;0;6;4;51;0;1;0;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;26;GRABERJE;DRUŠTVENI DOM GRABERJE;GRABERJE;161;93;93;93;0;0;0;0;0;0;0;0;0;0;1;19;0;0;54;3;2;0;5;0;0;0;0;9;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;27;NEBOJAN;DRUŠTVENI DOM NEBOJAN;NEBOJAN;203;96;96;92;4;1;1;0;2;3;0;5;2;0;0;31;0;0;10;1;1;2;2;2;0;6;3;18;1;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;28;MOŠÆENICA;OSNOVNA ŠKOLA MOŠÆENICA;MOŠÆENICA;1.243;708;707;694;13;1;1;6;4;10;1;27;5;0;2;210;1;0;14;20;36;15;32;3;0;16;2;281;2;1;0;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;29;MOŠÆENICA;OSNOVNA ŠKOLA MOŠÆENICA;MOŠÆENICA;1.100;646;644;627;17;3;3;3;6;7;3;24;1;0;0;153;2;0;21;8;43;6;19;0;1;19;2;294;2;0;0;5;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;30;JABUKOVAC;OSNOVNA ŠKOLA;JABUKOVAC;422;155;155;148;7;0;0;0;0;2;0;5;0;0;1;61;1;0;30;1;6;1;4;1;0;1;0;34;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;31;JABUKOVAC;OSNOVNA ŠKOLA;JABUKOVAC;579;142;142;138;4;0;0;0;1;0;0;1;0;0;2;24;0;1;2;0;2;2;2;0;0;3;0;95;0;0;0;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;32;BLINJA;HRVATSKI DOM BLINJA;BLINJA;456;165;164;159;5;1;1;0;0;2;0;1;1;1;0;5;1;0;3;1;0;0;2;0;1;1;1;136;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;33;GRABOVAC BANSKI;AMBULANTA GRABOVAC BANSKI;GRABOVAC BANSKI;864;274;271;271;0;2;0;0;0;1;0;2;0;0;0;10;0;0;1;0;1;1;0;0;0;3;0;249;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;34;NOVO SELIŠTE;DRUŠTVENI DOM NOVO SELIŠTE;NOVO SELIŠTE;314;170;170;168;2;0;1;2;0;3;0;13;1;0;1;44;0;0;12;7;8;2;10;2;0;7;1;52;0;0;0;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;PETRINJA;35;SLANA;DRUŠTVENI DOM;SLANA;354;148;148;139;9;0;0;0;1;2;1;0;0;0;1;58;1;0;53;5;4;2;2;0;0;0;0;8;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;1;SISAK;"PROSTORIJE M.ODBORA. ""22. LIPANJ""";IVANA MEŠTROVIÆA 32;952;704;704;692;12;2;0;5;6;7;1;19;3;1;1;118;0;0;22;34;58;11;37;0;0;2;7;342;5;1;0;8;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;2;SISAK;PROSTORIJE DRUŠTVA GLUHIH I NAGLUHIH GRADA SISKA;TRG 22. LIPNJA 4B;592;382;382;373;9;1;1;1;1;4;0;17;0;0;0;53;0;0;10;9;32;7;34;1;0;1;7;184;4;2;0;0;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;3;SISAK;DRUŠTVO INŽINJERA I TEHNIÈARA;S. I A. RADIÆA 13;594;375;375;369;6;0;0;1;3;3;1;17;0;0;1;58;2;0;5;21;31;3;39;1;0;8;5;163;0;0;1;3;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;4;SISAK;ZGRADA SISAÈKO-MOSLAVAÈKE ŽUPANIJE (SOBA BR. 4);S. I A. RADIÆA 36;482;311;311;308;3;0;0;0;2;8;0;11;0;0;1;65;0;0;15;6;23;10;12;7;0;5;6;131;1;1;0;3;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;5;SISAK;NARODNA KNJIŽNICA I ÈITAONICA;RIMSKA BB;636;382;382;369;13;1;1;1;1;9;1;8;0;0;4;70;1;0;9;17;39;10;24;7;0;9;7;146;0;0;0;3;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;6;SISAK;PROSTORIJE M.O. VRBINA;ULICA LIPA 2;664;497;497;489;8;0;0;3;1;7;1;16;0;0;0;90;1;0;20;20;31;15;37;3;0;5;6;226;2;0;0;2;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;7;SISAK;PROSTORIJE ZAVODA ZA ZAPOŠLJAVANJE;UL. KRALJA TOMISLAVA 13;461;332;332;329;3;0;1;0;0;0;1;17;1;0;0;55;0;0;5;11;31;4;24;4;0;1;9;161;1;0;0;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;8;SISAK;DOM ZA STARIJE I NEMOÆNE;OKTAVIJANA AUGUSTA 3;115;59;59;59;0;0;0;0;0;0;0;1;0;0;0;13;0;0;2;4;2;1;6;1;0;2;0;26;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;9;SISAK;PROSTORIJE M.O. ZELENI BRIJEG;FRANA KRŠINIÆA 19;623;381;381;376;5;1;1;1;7;6;1;22;3;0;0;78;0;0;8;9;46;5;17;1;0;2;8;156;1;0;1;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;10;SISAK;DJEÈJI VRTIÆ PÈELICA;UL. ANTUNA CUVAJA BB;1.047;628;626;610;16;0;1;2;5;13;4;18;1;2;2;109;2;0;15;24;58;22;36;1;0;9;6;273;2;2;0;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;11;SISAK;PROSTORIJE BIVŠE POŠTE;M. CELJAKA 78 A;1.280;763;763;743;20;1;2;4;2;12;4;17;2;0;2;142;0;0;39;23;83;21;41;4;0;8;8;326;1;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;12;SISAK;"O.Š. ""BRAÆA RIBAR""";ZAGREBAÈKA 8A;592;423;423;415;8;0;0;1;1;3;0;13;0;0;0;62;0;0;16;23;28;8;20;1;0;3;2;232;0;0;0;0;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;13;SISAK;OSNOVNA ŠKOLA BRAÆE RIBAR;ZAGREBAÈKA 8A;902;511;511;494;17;0;1;2;3;8;1;27;3;2;0;98;1;0;16;23;38;7;32;2;0;6;7;213;1;0;0;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;14;SISAK;PROSTORIJE MJESNOG ODBORA ZELENI BRIJEG;FRANA KRŠINIÆA 19;626;367;367;361;6;0;2;1;1;1;1;15;2;0;0;69;0;1;8;12;44;4;22;0;0;5;3;168;0;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;15;SISAK;"O. Š. ""BRAÆA RIBAR""";ZAGREBAÈKA 8A;678;422;422;410;12;0;1;0;2;8;0;6;4;1;0;76;1;2;13;14;33;9;27;0;0;3;4;202;2;0;0;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;16;SISAK;PROSTORIJE AMBULANTE;FERDE HEFELEA BB;829;544;543;531;12;0;2;3;4;20;4;26;4;0;2;112;0;0;15;8;52;9;25;0;0;9;4;223;1;0;0;2;3;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;17;SISAK;PROSTORIJE DRUŠTVENOG DOMA VIKTOROVAC;PERIVOJ VIKTOROVAC BB;780;479;479;476;3;1;1;1;0;5;2;24;1;0;1;85;2;0;7;16;46;8;28;1;0;3;13;220;5;1;0;3;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;18;SISAK;OBRTNIÈKA ŠKOLA;LAÐARSKA 1;692;447;447;436;11;0;0;2;3;12;3;14;3;1;1;77;1;0;9;12;42;6;29;10;0;4;8;191;3;0;1;2;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;19;SISAK;OBRTNIÈKA ŠKOLA;LAÐARSKA 1;830;506;506;496;10;0;0;2;4;7;1;27;1;0;1;70;3;0;14;18;36;6;43;4;0;5;13;234;1;1;0;3;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;20;SISAK;DJEÈJI VRTIÆ TRATINÈICA;JOŽE ROŽANKOVIÆA BB;800;581;581;568;13;0;1;0;1;12;1;28;1;2;1;90;1;0;15;28;35;16;47;3;0;2;9;266;1;3;1;1;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;21;SISAK;"MALA SALA KLIZALIŠTA ""ZIBEL""";IVANA GUNDULIÆA BB;522;338;338;336;2;2;0;3;1;6;1;13;2;0;1;42;1;0;15;10;25;12;32;0;1;6;4;154;0;1;1;2;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;22;SISAK;OSNOVNA ŠKOLA VIKTOROVAC;VIKTOROVAC;1.352;853;852;833;19;1;1;2;4;8;3;37;6;1;0;119;1;2;19;19;81;16;53;1;1;5;4;434;5;2;1;7;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;23;SISAK;OSNOVNA ŠKOLA VIKTOROVAC;VIKTOROVAC;1.325;942;942;926;16;0;2;3;4;12;0;43;4;1;0;128;2;0;24;31;71;20;77;5;1;14;11;468;0;0;0;4;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;24;SISAK;PROSTORIJE AMBULANTE;AUGUSTA CESARCA BB;1.041;720;720;708;12;2;2;4;6;22;2;37;4;0;0;111;2;0;19;23;48;9;47;3;0;7;4;347;3;1;0;2;3;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;25;GALDOVO;DRUŠTVENI DOM MJESNOG ODBORA GALDOVO;GALDOVO;1.381;868;868;855;13;0;0;4;1;9;7;43;3;0;1;192;0;0;42;25;129;22;44;9;0;8;3;306;1;0;0;4;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;26;GALDOVO;OSNOVNA ŠKOLA GALDOVO;ULICA BREZOVIÈKOG ODREDA 1;984;606;606;597;9;1;0;1;5;10;10;24;1;0;1;132;1;0;25;21;86;12;40;2;0;1;6;211;3;1;0;1;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;27;GALDOVO;OSNOVNA ŠKOLA GALDOVO;ULICA BREZOVIÈKOG ODREDA 1;883;549;549;540;9;0;3;4;3;5;3;34;0;1;2;144;0;1;19;19;78;8;37;2;0;3;8;156;2;1;1;4;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;28;GALDOVO;DRUŠTVENI DOM M.O. GALDOVO KAPTOLSKO;VLADIMIRA LOGOMERCA 27;1.554;932;932;911;21;1;1;1;8;13;1;24;3;2;0;178;0;1;23;31;107;24;52;1;1;18;11;397;6;0;1;5;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;29;SISAK;PROSTORIJE M.O. CAPRAG;ANDRIJE HEBRANGA 25;1.492;929;929;911;18;0;2;8;11;6;7;54;1;0;3;138;1;0;14;17;99;10;54;1;1;8;8;453;8;3;0;2;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;30;SISAK;PROSTORIJE M.O. IVAN BUIÆ;NINE MARAKOVIÆA BB;329;190;190;189;1;0;0;4;0;6;1;5;0;0;0;26;1;0;3;3;31;2;3;0;0;7;0;96;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;31;SISAK;PROSTORIJE DJ. VRTIÆA MASLAÈAK;HRVATSKOG NARODNOG PREPORODA 33;865;547;547;542;5;0;0;4;5;8;3;37;1;1;0;73;0;0;9;13;51;8;20;2;0;4;4;294;3;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;32;SISAK;NARODNA KNJIŽNICA I ÈITAONICA - ODJEL CAPRAG;TRG HRVATSKE DRŽAVNOSTI 1;893;535;535;526;9;0;0;1;4;3;0;26;3;0;3;64;1;0;15;14;48;6;25;0;1;9;9;284;2;4;0;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;33;SISAK;"PROSTORIJE PODUZEÆA "" SISAK STAN""";TRG HRVATSKE DRŽAVNOSTI 1;1.010;665;665;644;21;1;0;2;6;7;1;41;2;1;0;116;1;0;3;16;48;16;34;2;1;5;8;325;1;0;0;2;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;34;SISAK;DRUŠTVENI DOM M. O. IVAN BUIÆ;NINE MARAKOVIÆA BB;301;151;151;150;1;1;2;2;5;3;2;5;2;1;0;9;2;0;2;1;26;1;3;1;0;0;1;81;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;35;SISAK;DOM INA RAFINERIJE NAFTE SISAK;ANTE KOVAÈIÆA 1;399;241;241;233;8;1;0;3;3;5;2;15;2;1;0;40;0;0;6;7;12;4;9;0;0;2;2;116;2;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;36;SISAK;DRUŠTVENI DOM M.O. EUGEN KVATERNIK;PETRINJSKA UL. BB;1.420;901;901;878;23;1;3;4;7;2;2;37;7;0;3;151;2;1;19;26;103;9;38;3;1;12;4;432;3;1;0;3;0;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;37;CRNAC;PODRUÈNA ŠKOLA BRAÆE BOBETKO;CRNAC;212;147;147;145;2;0;0;0;1;0;1;1;0;0;0;57;0;0;3;1;45;4;3;0;0;0;1;27;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;38;NOVO SELO;PROSTORIJE DVD NOVO SELO;NOVO SELO;517;317;317;310;7;2;0;1;1;3;4;8;0;3;0;75;1;0;10;7;75;4;15;0;0;1;1;96;2;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;39;CAPRAŠKE POLJANE;PROSTORIJE KONTEJNERA KOD KRIŽA;CAPRAŠKE POLJANE BB;196;98;98;90;8;1;0;2;2;3;0;0;0;0;0;22;2;0;0;0;4;1;13;0;2;7;0;28;3;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;40;NOVO PRAÈNO;PROSTORIJE OŠ I.K. SAKCINSKI;NOVO PRAÈNO;400;278;278;277;1;1;0;0;4;4;2;13;2;0;0;81;0;1;7;4;30;3;11;0;0;10;2;101;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;41;HRASTELNICA;DRUŠTVENI DOM M.O. HRASTELNICA;HRASTELNICA;808;500;500;492;8;0;1;1;2;12;4;16;2;0;1;110;1;1;43;16;61;12;41;2;0;5;6;150;0;1;2;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;42;PALANJEK;DRUŠTVENI DOM M.O. PALANJEK;PALANJEK;183;125;125;122;3;0;0;0;1;6;0;4;0;1;0;30;0;0;34;6;11;1;4;0;0;0;0;23;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;43;PRELOŠÈICA;PROSTORIJE DVD PRELOŠÈICA;PRELOŠÈICA;496;238;238;232;6;0;1;1;2;6;1;14;0;1;1;63;0;0;30;1;24;3;12;0;0;6;0;65;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;44;BUKOVSKO;DRUŠTVENI DOM BUKOVSKO;BUKOVSKO;67;40;40;39;1;0;1;0;0;0;1;0;0;0;0;28;0;0;0;0;1;0;0;0;0;1;0;7;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;45;KOMAREVO;DRUŠTVENI DOM M.O. KOMAREVO;KOMAREVO;669;405;405;392;13;1;1;1;3;1;3;7;3;0;4;130;2;0;11;10;89;7;13;1;0;4;1;97;0;1;0;0;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;46;BLINJSKI KUT;DRUŠTVENI DOM BLINJSKI KUT;BLINJSKI KUT;292;146;146;138;8;0;0;0;0;0;0;6;0;0;0;26;1;0;7;10;12;1;4;0;0;8;1;62;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;47;MADŽARI;DRUŠTVENI DOM M.O. MADŽARI;MADŽARI;237;147;147;144;3;1;0;1;0;3;0;5;1;0;1;45;0;0;3;3;15;2;7;1;0;2;2;52;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
