Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  ,  Nositelj liste:  VLADIMIR PAVLETIÆ, dipl.ing.graditeljstva;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  ANTONIO BARNJAK;AKCIJA MLADIH - AM  , Nositelj liste:  IRENA PERIÆ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  MATE BULJUBAŠIÆ ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MIŠO VERAJA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DALMATINSKA LIBERALNA STRANKA - DLS  , Nositelj liste:  ANTE TEŠIJA;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  STJEPAN RADILOVIÆ, dipl. organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. STIPO GABRIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  VEDRAN UJEVIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARTINA SUÈIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med.;NEOVISNA LISTA  , Nositelj liste:  STEVKO MARINKOVIÆ;NEOVISNA LISTA  , Nositelj liste:  JURICA TUCAK;NEOVISNA LISTA  , Nositelj liste:  NIKO VISKOVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  SINIŠA VUCO;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  IVICA ŠKILJO  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA PARTIJA HRVATSKE - SPH  , Nositelj liste:  dr.sc. SLOBODAN MARKO BEROŠ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO ADORIÆ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZELENA LISTA  , Nositelj liste:  IVICA SUMIÆ ;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;1;PRIKO I;PROSTORIJE HVIDRE;ÈETVRT VRILO 5 - OMIŠ;1.651;947;947;922;25;1;0;5;7;2;1;9;1;4;2;276;17;6;22;74;55;38;11;0;84;4;0;0;1;11;0;1;280;5;0;0;0;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;2;PRIKO II;PROSTORIJE KOM. ODJELA GRADA OMIŠA;ÈETVRT ŽARKA DRAŽOJEVIÆA BB - OMIŠ;1.069;698;698;683;15;0;2;5;4;6;0;9;0;3;1;158;15;10;17;29;35;30;13;1;84;5;0;0;0;5;0;0;246;1;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;3;PUNTA;PROSTORIJE ŠAHOVSKOG KLUBA OMIŠ;OMIŠ, PUNTA 1;768;503;503;497;6;0;3;4;2;4;0;9;0;1;0;108;3;8;11;16;16;12;11;0;65;3;0;2;0;4;1;0;208;1;1;1;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;4;STARI GRAD;MJESNI ODBOR;FOŠAL BROJ 6 - OMIŠ;585;339;339;333;6;0;0;0;1;2;1;8;1;1;0;103;5;6;6;19;15;9;7;0;43;0;0;2;0;0;1;1;100;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;5;MLIJA;DVD OMIŠ;VANGRAD BROJ 19 - OMIŠ;1.587;986;986;973;13;0;3;6;6;4;2;17;1;1;3;253;8;9;31;43;56;26;14;0;122;6;0;0;0;10;0;1;338;1;2;2;1;7;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;6;BORAK;PROSTORIJE BIVŠE KONOBE IMBER, BORAK;OMIŠ;139;84;84;81;3;0;0;0;0;0;0;2;0;2;0;11;1;6;1;3;2;0;0;0;14;0;0;0;0;3;0;0;35;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;7;BRZET;PROSTORIJE   HOTELSKOG NASELJA BRZET;OMIŠ;158;106;106;105;1;0;0;0;1;0;0;0;0;0;1;6;1;7;0;8;11;3;1;0;18;0;1;0;0;1;0;0;40;1;0;3;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;8;NEMIRA;PROSTORIJE BORE VOLODERA (DO IGRALIŠTA) U NEMIRI;PUT NEMIRE;387;168;168;166;2;1;0;0;0;0;0;4;1;3;1;58;1;5;6;10;7;4;1;0;11;0;0;1;0;1;0;0;51;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;9;ÈELINA-STANIÆI;MJESNI ODBOR;STANIÆI;717;346;346;339;7;0;1;3;1;2;2;7;1;1;0;110;4;6;9;17;10;12;2;1;35;4;0;0;1;4;0;1;103;0;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;10;LOKVA ROGOZNICA;"PROSTORIJE HOTELA ""SAGITA""";RUSKAMEN;590;277;277;276;1;0;1;1;1;4;0;4;2;0;0;84;3;5;4;14;8;8;5;0;47;0;0;0;0;2;0;1;81;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;11;MIMICE;PROSTORIJE TURIST BIROA;MIMICE;290;173;173;170;3;0;0;0;1;0;0;1;0;0;1;57;1;0;2;1;3;11;2;0;17;7;1;0;0;1;0;0;63;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;12;MARUŠIÆI;MJESNI ODBOR;MARUŠIÆI;263;114;114;113;1;0;0;0;0;0;1;2;0;0;1;29;0;1;6;12;4;1;0;1;21;4;0;0;0;0;0;0;29;0;0;1;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;13;PISAK;PROSTORIJE BIVŠE OSNOVNE ŠKOLE U PISKU;PISAK;307;125;125;124;1;0;2;0;1;0;0;1;1;1;0;44;0;1;0;2;0;3;2;0;13;1;0;0;0;1;0;0;51;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;14;SEOCA;PROSTORIJE ZADRUŽNOG DOMA U SEOCIMA;SEOCA;128;83;83;82;1;0;0;1;0;0;0;1;0;0;0;42;4;1;0;4;8;1;0;0;8;0;0;0;0;1;0;1;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;15;KOSTANJE;PROSTORIJE U ZADRUŽNOM DOMU U KOSTANJAMA;KOSTANJE;564;336;336;326;10;1;0;3;0;1;3;5;0;1;0;195;8;11;6;5;20;0;1;0;25;2;0;0;0;5;0;0;33;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;16;PODGRAÐE;PROSTORIJE OSNOVNE ŠKOLE U PODGRAÐU;PODGRAÐE;253;168;168;166;2;0;1;2;1;0;2;2;0;0;0;87;6;0;2;2;16;1;1;0;24;1;0;0;0;3;0;0;15;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;17;SLIME;PROSTORIJE OSNOVNE ŠKOLE U SLIMENU;SLIME;254;165;165;162;3;0;0;1;0;2;1;2;1;1;2;64;2;2;2;6;6;5;0;0;31;2;0;0;0;2;0;1;29;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;18;KUÈIÆE;PROSTORIJE OSNOVNE ŠKOLE;KUÈIÆE;614;360;360;346;14;1;1;3;5;2;3;4;0;2;0;108;8;7;7;64;19;10;8;0;46;1;0;0;0;5;0;1;40;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;19;SVINIŠÆE;PROSTORIJE ZADRUŽNOG DOMA;SVINIŠÆE;137;87;87;85;2;0;0;0;0;2;2;3;0;0;0;28;4;8;1;1;3;3;0;0;9;0;0;0;0;3;0;0;18;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;20;ZVEÈANJE;PROSTORIJE MJESNOG ODBORA U ZVEÈANJU;ZVEÈANJE;249;171;171;169;2;1;1;0;3;1;1;4;0;0;0;62;5;5;0;15;10;0;5;0;17;3;0;0;0;2;0;0;33;0;0;1;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;21;OSTRVICA DONJA;PROSTORIJE MJESNOG ODBOR (ANTONSKA KUÆA);OSTRVICA DONJA;109;87;87;85;2;0;0;0;1;0;0;1;1;0;0;41;1;3;1;1;0;0;1;0;12;3;0;0;0;1;0;0;16;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;22;OSTRVICA GONJA;PROSTORIJE HPT-A U OSTRVICI GORNJOJ;OSTRVICA GORNJA;76;55;55;53;2;0;0;1;2;0;0;0;1;0;0;28;0;1;3;4;0;0;0;0;8;0;0;0;0;2;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;23;ÈIŠLA;PROSTORIJE OSNOVNE ŠKOLE;ÈIŠLA;256;137;137;132;5;0;0;0;0;0;1;0;0;1;0;67;5;3;3;6;6;2;6;0;10;0;0;0;0;2;0;1;18;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;24;GATA;PROSTORIJE  DOMA KULTURE;GATA;483;380;380;375;5;1;0;1;2;1;1;7;0;2;0;103;2;3;5;4;27;14;4;0;48;1;0;0;0;5;1;0;138;3;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;25;ZAKUÈAC;PROSTORIJE MJESNOG ODBORA;ZAKUÈAC;155;92;92;92;0;0;0;1;2;0;0;1;0;0;0;43;0;4;3;4;2;0;0;0;9;1;0;0;0;2;0;0;20;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;26;NAKLICE;PROSTORIJE OSNOVNE ŠKOLE;NAKLICE;182;136;136;133;3;0;0;2;1;1;0;1;0;1;1;56;2;9;4;5;4;5;0;0;20;3;0;0;0;2;0;0;14;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;27;TUGARE  -DOÈINE;PROSTORIJE ZADRUŽNOG DOMA U DOÈINAMA;TUGARE-DOÈINE;383;216;216;213;3;0;0;2;1;0;0;8;0;0;4;66;6;4;3;4;24;3;2;0;24;0;0;0;0;3;0;0;57;0;1;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;28;TUGARE - PODUME-RAÈNIK;PROSTORIJE OSNOVNE ŠKOLE U PODUMIMA;TUGARE;256;182;182;179;3;0;0;0;1;0;0;4;0;0;2;73;1;13;3;8;26;4;3;0;20;0;0;0;0;0;0;0;17;1;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;29;TUGARE  III -ÈAŽIN DOLAC;PROSTORIJE MJESNOG ODBORA U ÈAŽIN DOCU;TUGARE;104;85;85;80;5;0;1;0;2;0;0;1;0;1;1;37;4;5;3;4;3;1;0;0;6;0;0;0;0;1;0;0;9;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;30;DUBRAVA;PROSTORIJE OSNOVNE ŠKOLE;DUBRAVA;256;161;161;155;6;0;0;1;1;0;0;2;1;2;1;83;3;2;3;10;22;2;3;0;6;0;0;0;0;2;0;0;9;0;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;31;BLATO NA CETINI;PROSTORIJE MJESNOG ODBORA (IZNAD POŠTE);BLATO NA CETINI;491;271;271;268;3;0;1;1;1;2;1;2;0;0;0;132;3;3;5;11;33;5;1;0;11;1;0;0;0;5;0;0;47;0;0;1;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;32;NOVA SELA;PROSTORIJE MJESNOG ODBORA U NOVIM SELIMA;NOVA SELA;224;109;109;107;2;0;1;1;0;1;0;0;0;2;0;63;1;1;1;5;6;2;0;0;12;1;0;0;0;1;0;0;4;1;0;0;3;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;33;TRNBUSI;PROSTORIJE BIVŠE OSNOVNE ŠKOLE U TRNBUSIMA;TRNBUSI;168;98;98;95;3;0;0;0;0;0;0;3;1;0;1;43;3;1;0;3;6;1;2;0;10;0;0;0;0;0;0;0;21;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;34;SRIJANE I -ZIDINE;PROSTORIJE MJESNOG ODBORA U SRIJANIMA;SRIJANE;45;37;37;37;0;0;0;0;0;0;0;0;0;0;0;29;1;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;35;SRIJANE  II -NEÈAJ;PROSTORIJE OSNOVNE ŠKOLE U SRIJANIMA;SRIJANE;183;109;109;109;0;0;1;0;0;0;0;4;0;1;2;32;5;1;0;2;1;2;0;0;20;0;0;0;0;1;0;0;35;0;0;1;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;36;GORNJI DOLAC;PROSTORIJE OSNOVNE ŠKOLE U GORNJEM DOCU;GORNJI DOLAC;123;81;81;80;1;0;0;1;1;0;0;1;0;1;1;37;0;0;0;2;11;2;0;0;11;0;0;0;0;2;0;1;9;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;37;DONJI DOLAC I - RUPA;PROSTORIJE OSNOVNE ŠKOLE U DONJEM DOCU;DONJI DOLAC;166;98;98;92;6;0;0;0;0;0;0;1;0;0;1;50;3;2;1;1;3;0;0;0;4;1;1;0;1;0;0;0;22;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;38;DONJI DOLAC II  - SMAJIÆI;PROSTORIJE OSNOVNE ŠKOLE U DONJEM DOCU;DONJI DOLAC;63;43;43;43;0;0;0;0;0;0;0;1;0;0;0;14;1;0;0;1;5;1;0;0;8;0;0;0;0;2;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;39;DONJI DOLAC III -ROŠCA;PROSTORIJE DAVORA ŠOŠIÆA U DONJEM DOCU;DONJI DOLAC;99;54;54;54;0;0;0;1;0;0;0;0;0;0;0;30;13;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OMIŠ;40;PUTIŠIÆI;PROSTORIJE MJESNOG ODBORA U PUTIŠIÆIMA;PUTIŠIÆI;48;37;37;35;2;0;0;0;0;0;0;1;0;0;0;27;0;0;0;2;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OPUZEN;1;OPUZEN;OSNOVNA ŠKOLA;S.S. KRANJÈEVIÆA 10;574;407;407;397;10;1;1;0;1;8;0;6;0;3;0;160;1;47;6;14;7;15;2;0;29;1;0;0;0;0;1;0;93;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OPUZEN;2;OPUZEN;OSNOVNA ŠKOLA;S.S. KRANJÈEVIÆA 10;685;448;448;439;9;0;0;3;4;7;1;1;0;0;0;195;2;33;6;17;10;4;2;1;27;0;0;0;1;5;1;0;118;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OPUZEN;3;OPUZEN;OSNOVNA ŠKOLA;S.S. KRANJÈEVIÆA 10;566;375;375;359;16;0;1;1;1;9;0;7;0;2;1;147;2;32;4;14;16;8;13;0;13;0;0;0;0;5;0;0;81;0;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OPUZEN;4;OPUZEN (VLAKA);KUÆA MILANA VODANOVIÆA;UL. BANA J. JELAÈIÆA 16;416;299;299;290;9;1;0;1;0;4;1;1;0;1;1;144;1;26;4;17;19;3;3;0;14;0;0;0;0;3;0;3;43;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;OPUZEN;5;OPUZEN;OSNOVNA ŠKOLA;S.S. KRANJÈEVIÆA 10;574;382;382;374;8;1;0;0;1;10;0;3;0;1;1;177;6;47;4;6;7;1;11;0;18;2;0;0;1;0;0;0;72;0;2;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;1;PLOÈE;SREDNJA ŠKOLA FRA A.K.MIOŠIÆA;PLOÈE;932;564;564;555;9;0;0;2;1;5;0;11;1;0;1;154;0;47;7;6;22;10;2;0;9;0;1;0;0;2;0;0;270;0;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;2;PLOÈE;"OŠ ""VLADIMIR NAZOR""";PLOÈE;990;608;608;599;9;0;2;2;1;1;0;3;1;4;1;199;7;49;6;6;23;11;4;0;24;5;0;0;0;1;0;1;240;3;1;0;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;3;PLOÈE;DJEÈJI VRTIÆ U PLOÈAMA;PLOÈE;870;553;553;546;7;1;1;1;0;2;1;8;0;1;0;129;0;36;15;9;22;12;4;1;29;4;0;0;1;1;0;1;265;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;4;PLOÈE;MJESNI ODBOR U PLOÈAMA;V. NAZORA 45;725;445;445;431;14;0;0;0;1;1;0;9;0;2;0;98;2;33;9;7;7;2;3;0;19;1;0;0;0;2;0;0;231;0;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;5;PLOÈE;PUÈKO UÈILIŠTE U PLOÈAMA;PLOÈE;257;157;156;155;1;0;1;0;0;1;0;3;0;1;0;71;0;11;1;4;2;5;1;0;10;0;1;0;1;0;0;0;42;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;6;PLOÈE;GRADSKO POGLAVARSTVO GRADA PLOÈA;TRG KRALJA TOMISLAVA 23;1.053;655;655;641;14;0;2;1;1;1;1;7;0;2;0;236;1;49;16;6;26;8;0;0;29;0;0;0;1;1;0;0;247;1;1;0;0;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;7;STABLINA;MJESNI ODBOR U STABLINI;STABLINA;864;561;561;554;7;2;1;2;3;6;0;7;0;2;0;246;1;38;5;9;15;15;4;0;24;3;0;0;0;4;0;1;165;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;8;KOMIN;DOM KULTURE U KOMINU;KOMIN;1.143;775;775;756;19;0;0;1;0;3;1;8;0;1;0;405;4;49;20;9;111;3;3;0;37;0;0;0;0;2;0;0;97;0;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;9;ROGOTIN;DOM KULTURE U ROGOTINU;ROGOTIN;626;422;422;414;8;0;0;0;1;0;2;4;0;1;0;239;5;23;14;21;16;6;4;0;18;0;0;0;0;0;0;0;60;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;10;ŠARIÆ STRUGA;DOM KULTURE U ŠARIÆ STRUGI;ŠARIÆ STRUGA;217;157;157;155;2;0;1;0;0;0;0;1;1;0;0;73;0;15;20;2;0;2;0;0;3;0;1;0;0;0;0;0;36;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;11;BANJA;KUÆA IVANA KARAMATIÆA -STRIKANIÆA U BANJI;BANJA;173;113;113;106;7;0;1;0;0;0;0;1;0;0;0;36;1;3;2;0;3;1;3;0;1;0;0;0;0;2;0;0;52;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;12;BAÆINA;DOM KULTURE U BAÆINI;BAÆINA;553;321;321;317;4;0;0;1;0;0;3;1;1;0;0;63;0;19;7;1;4;5;0;0;8;1;0;1;0;2;0;0;200;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;13;PERAÈKO BLATO;DOM KULTURE U PERAÈKOM BLATU;PERAÈKO BLATO;268;171;171;171;0;0;0;1;1;2;0;3;0;1;0;45;1;16;4;1;1;1;0;0;3;0;0;0;1;0;0;0;89;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;14;STAŠEVICA;"OŠ ""FRA ANTE GNJEÈA""";STAŠEVICA;498;329;327;320;7;0;0;0;3;0;0;1;1;0;0;97;1;72;26;2;5;3;0;0;8;3;0;0;1;3;0;0;94;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;PLOÈE;15;STAŠEVICA-SPILICE;DOM KULTURE U STAŠEVICI -SPILICE;STAŠEVICA-SPILICE;365;210;210;207;3;0;0;0;0;0;0;1;0;1;0;73;0;39;10;2;1;2;1;0;0;0;0;0;0;0;0;0;76;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;1;CENTAR I;PROSTORIJE ZGRADE GRADSKE UPRAVE GRADA SOLINA;STJEPANA RADIÆA 42, SOLIN;943;592;592;582;10;0;1;4;4;0;3;14;2;2;1;181;1;6;7;15;30;20;6;1;85;3;2;0;0;3;0;0;190;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;2;CENTAR II;PROSTORIJE HVIDRE SOLIN;KRALJA ZVONIMIRA BROJ 121, SOLIN;709;456;456;443;13;1;3;4;1;1;3;15;1;0;1;139;1;7;6;10;26;7;5;0;48;10;1;0;0;3;0;0;144;0;0;1;2;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;3;CENTAR III;OŠ DON LOVRE KATIÆA;PUT MAJDANA 3, SOLIN;573;343;343;333;10;0;3;4;3;0;1;3;0;0;1;79;3;1;3;7;30;11;4;0;47;3;0;0;0;1;0;0;127;0;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;4;CENTAR IV;OSNOVNA ŠKOLA DON LOVRE KATIÆA;PUT MAJDANA 3, SOLIN;581;362;356;348;8;0;0;2;2;1;3;6;1;1;2;82;4;1;9;4;30;14;1;1;49;2;0;0;1;3;0;0;126;0;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;5;CENTAR V;OSNOVNA ŠKOLA DON LOVRE KATIÆA;PUT MAJDANA 3, SOLIN;479;315;315;310;5;0;1;0;1;0;1;8;2;1;0;98;1;0;3;9;18;14;4;0;37;1;0;1;0;2;0;0;106;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;6;KUÈINE;PROSTORIJE DRUŠTVENOG DOMA KUÈINE;DRAGE MARKOVIÆA BB, SOLIN;772;551;551;537;14;0;1;2;5;1;0;6;0;0;0;163;5;6;7;16;34;15;12;0;132;0;0;0;2;5;0;2;120;0;1;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;7;MRAVINCE;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";GAJEVA 45, SOLIN;1.128;755;755;739;16;1;0;2;2;4;1;8;1;3;1;238;10;9;17;12;52;36;31;1;129;4;0;0;0;15;0;4;155;0;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;8;PRIKO VODE I;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA BB, SOLIN;229;145;145;144;1;0;0;1;0;0;0;1;0;1;0;66;1;0;0;5;7;4;1;0;29;4;0;0;0;3;0;0;20;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;9;PRIKO VODE II;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA BB, SOLIN;1.061;644;644;639;5;0;3;0;2;2;1;12;0;1;1;224;10;2;8;14;50;18;13;0;97;7;0;0;1;11;0;3;154;0;0;0;4;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;10;PRIKO VODE III;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA BB, SOLIN;1.099;674;674;660;14;0;2;6;1;1;1;18;1;4;1;182;5;17;16;26;50;29;7;0;83;8;1;1;0;10;0;3;180;0;1;0;4;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;11;PRIKO VODE IV;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA BB, SOLIN;810;525;525;521;4;1;0;4;0;2;3;15;2;1;0;184;4;7;20;10;28;21;9;1;87;1;0;0;0;12;0;0;107;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;SOLIN;12;PRIKO VODE V;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA BB, SOLIN;1.118;675;675;660;15;3;2;4;7;4;3;15;7;1;0;228;7;5;10;24;39;26;7;0;99;8;0;0;0;4;1;2;153;1;0;0;0;0;;;;;;;;;;;;;;;
