Izborna jedinica;Država;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN RUŠEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  DARKO KRNIÆ;AKCIJA MLADIH - AM  , Nositelj liste:  ANDREJ BRIŠÈIK ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  EMIL ÈIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  STEVO GRAHOVAC;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MATO BARUKÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;"HRVATSKA STRANKA PRAVA - HSP , ""HRVATSKA STRAŽA"" NACIONALNA STRANKA - HS NS  , Nositelj liste:  DANIEL SRB   ";HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  TOMISLAV ŠPERANDA ;JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  MARIJAN ŠKARIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  GORDAN MASNJAK;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  IVAN LONÈAR;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  DALI MOR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  NIKOLA OPAÈIÆ ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZELENA LISTA  , Nositelj liste:  DANICA JOVIÆ  ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ  ;ZELENI HRVATSKE - ZELENI HR  , Nositelj liste:  ZDRAVKO PEKO;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;12;biraèko mjesto broj 12 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ,MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;25;25;25;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;4;0;2;0;0;0;0;0;4;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;13;biraèko mjesto broj 13 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;12;12;12;0;0;0;0;0;0;0;0;0;0;8;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;14;biraèko mjesto broj 14 - MÜNCHEN;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, MÜNCHEN;OBERFÖHRINGER STRASSE 6, 81679 MÜNCHEN, NJEMAÈKA;0;13;13;13;0;0;0;1;0;0;0;1;1;0;4;0;3;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;15;biraèko mjesto broj 15 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;44;44;44;0;0;0;0;0;0;0;2;0;0;24;1;0;0;2;6;1;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;16;biraèko mjesto broj 16 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;54;54;54;0;0;4;3;0;3;1;2;1;0;29;1;0;3;0;5;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;17;biraèko mjesto broj 17 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;24;23;23;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;3;3;0;0;0;0;0;0;6;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;18;biraèko mjesto broj 18 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;34;34;34;0;0;0;0;0;1;0;0;0;0;18;1;1;1;1;6;0;0;0;0;0;0;0;4;0;1;0;0;0;;;;;;
IV. IZBORNA JEDINICA;NJEMAÈKA;19;biraèko mjesto broj 19 - STUTTGART;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SAVEZNOJ REPUBLICI NJEMAÈKOJ, STUTTGART;LIEBENZELLER STRASSE 5, 70372 STUTTGART (BAD CANNSTATT), NJEMAÈKA;0;32;31;31;0;0;0;0;0;1;1;1;0;1;12;1;0;1;1;5;0;0;0;0;0;0;0;7;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;POLJSKA;1;biraèko mjesto broj 1 - VARŠAVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI POLJSKOJ;UL. IGNACEGO KRASICKIEGO 25, 02-611 WARSZAW, POLJSKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;PORTUGAL;1;biraèko mjesto broj 1 - LISABON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U PORTUGALSKOJ REPUBLICI;RUA DOM LOURENCO DE ALMEIDA, 24, 1400-126 LISBOA, PORTUGAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;RUMUNJSKA;1;biraèko mjesto broj 1 - BUKUREŠT;VELEPOSLANSTVO REPUBLIKE HRVATSKE U RUMUNJSKOJ;STR. DR. BURGHELEA BR. 1, SECTOR 2, BUCURESTI, RUMUNJSKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;RUSIJA;1;biraèko mjesto broj 1 - MOSKVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U RUSKOJ FEDERACIJI;KOROBEYNIKOV PEREULOK 16/10, 119034 MOSKVA, RUSIJA;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SAD;1;biraèko mjesto broj 1 - WASHINGTON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA;2343 MASSACHUSETTS AVE. NW, WASHINGTON D.C. 20008-2803, SAD;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SAD;2;biraèko mjesto broj 2 - CHICAGO;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, CHICAGO;737 NORTH MICHIGAN AVENUE,  SUITE 1030, CHICAGO, ILINOIS 60611, SAD;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SAD;3;biraèko mjesto broj 3 - LOS ANGELES;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, LOS ANGELES;11766 WILSHIRE BLVD. , SUITE 1250, LOS ANGELES CA 90025, SAD;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SAD;4;biraèko mjesto broj 4 - NEW YORK;GENERALNI KONZULAT REPUBLIKE HRVATSKE U SJEDINJENIM AMERIÈKIM DRŽAVAMA, NEW YORK;369 LEXINGTON AVENUE 11TH FLOOR, NEW YORK, NY 10017, SAD;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SIRIJA;1;biraèko mjesto broj 1 - FAOUAR CAMP;POZICIJA 10;SIRIJSKA ARAPSKA REPUBLIKA;0;16;16;15;1;0;0;3;0;0;0;2;0;0;2;0;0;0;0;3;2;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SLOVAÈKA;1;biraèko mjesto broj 1 - BRATISLAVA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SLOVAÈKOJ REPUBLICI;MIŠIKOVA 21, 81 106 BRATISLAVA, SLOVAÈKA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SLOVENIJA;1;biraèko mjesto broj 1 - LJUBLJANA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SLOVENIJI;GRUBERJEVO NABREŽJE 6, 1000 LJUBLJANA, SLOVENIJA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SRBIJA;1;biraèko mjesto broj 1 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI;KNEZA MILOŠA 62, 11000 BEOGRAD, SRBIJA;0;4;4;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SRBIJA;2;biraèko mjesto broj 2 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI;KNEZA MILOŠA 62, 11000 BEOGRAD, SRBIJA;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SRBIJA;3;biraèko mjesto broj 3 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI (KONZULARNI ODJEL);SIME LOZANIÆA 11, 11000 BEOGRAD, SRBIJA;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SRBIJA;4;biraèko mjesto broj 4 - BEOGRAD;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI SRBIJI (KONZULARNI ODJEL);SIME LOZANIÆA 11, 11000 BEOGRAD, SRBIJA;0;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;
IV. IZBORNA JEDINICA;SRBIJA;5;biraèko mjesto broj 5 - SUBOTICA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI SRBIJI, SUBOTICA;MAKSIMA GORKOG 6, 24000 SUBOTICA, SRBIJA;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;SRBIJA;6;biraèko mjesto broj 6 - SUBOTICA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI SRBIJI, SUBOTICA;MAKSIMA GORKOG 6, 24000 SUBOTICA, SRBIJA;0;4;4;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;ŠPANJOLSKA;1;biraèko mjesto broj 1 - MADRID;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI ŠPANJOLSKOJ;CALLE CLAUDIO COELLO 78/2, 28001 MADRID, ŠPANJOLSKA;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;ŠVEDSKA;1;biraèko mjesto broj 1 - STOCKHOLM;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI ŠVEDSKOJ;ENGELBREKTSPLAN 2, 11434 STOCKHOLM, ŠVEDSKA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;ŠVICARSKA;1;biraèko mjesto broj 1 - BERN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ŠVICARSKOJ KONFEDERACIJI;THUNSTRASSE 45, 3005 BERN, ŠVICARSKA;0;13;13;13;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;1;0;0;0;0;0;3;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;ŠVICARSKA;2;biraèko mjesto broj 2 - ZÜRICH;GENERALNI KONZULAT REPUBLIKE HRVATSKE U ŠVICARSKOJ KONFEDERACIJI, ZÜRICH;BELLERIVESTRASSE 5, 8034 ZÜRICH, ŠVICARSKA;0;26;26;26;0;0;0;0;0;0;0;0;0;0;10;1;0;2;0;4;1;1;0;0;2;0;0;5;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;ŠVICARSKA;3;biraèko mjesto broj 3 - ŽENEVA;STALNA MISIJA REPUBLIKE HRVATSKE PRI UREDU UJEDINJENIH NARODA;25, ROUTE DE FERNEY, 1209 GENEVA, ŠVICARSKA;0;3;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;TURSKA;1;biraèko mjesto broj 1 - ANKARA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI TURSKOJ;KELEBEK SOKAK 15/A, O6700 G.O.P. - ANKARA, TURSKA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;TURSKA;2;biraèko mjesto broj 2 - ISTANBUL;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI TURSKOJ;ASMALI MESCIT MAH., OTELLER SOK. NO. 1/2, 34420 TEPEBASI/BEYOGLU, ISTA;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;UKRAJINA;1;biraèko mjesto broj 1 - KIJEV;VELEPOSLANSTVO REPUBLIKE HRVATSKE U UKRAJINI;ARTEMA 51/50, 01901 KIJEV, UKRAJINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;VELIKA BRITANIJA;1;biraèko mjesto broj 1 - LONDON;VELEPOSLANSTVO REPUBLIKE HRVATSKE U UJEDINJENOJ KRALJEVINI VELIKE BRITANIJE I SJEVERNE IRSKE;21 CONWAY STREET, W1T 6BN LONDON, VELIKA BRITANIJA;0;4;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;
IV. IZBORNA JEDINICA;VENECUELA;1;biraèko mjesto broj 1 - CARACAS;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOLIVARSKOJ REPUBLICI VENEZUELA;CALLE TICOPORO, RESIDENCIAS PATRICIA, URB. LA CIUDADELA, CARACAS 1080,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
UKUPNO;;;;;;0;716;713;708;5;2;4;8;2;7;10;13;3;4;332;14;15;22;16;90;20;12;0;0;12;3;2;108;0;2;2;2;3;;;;;;
