Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  JURE GRUBIŠIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ANTE RUBEŠA ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  IVAN ŠPIKA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  BORE KAREGA  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ   ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  ZORAN SMOLIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DRAŽEN BUDIŠA  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO ÈONDIÆ ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ZDRAVKO BELUŠIÆ, ing. aeronautike ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZDRAVKO ROŠKO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  STIPE PETRINA;OBITELJSKA STRANKA - OS  , Nositelj liste:  DUŠAN BEŠLIÆ ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS  , Nositelj liste:  prof.dr.sc. SLOBODAN UZELAC ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  BERISLAV RUBELJ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  ATANA GRBIÆ-MARTINOVIÆ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. MILE SOKOLIÆ   ;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;13;BIRAÈKO MJESTO 13. TROGIR, ÈIOVO IV;KUÆA PUOVIÆ;OBALA KRALJA ZVONIMIRA BB;925;461;461;452;9;2;2;0;1;2;9;5;165;8;2;11;10;14;3;18;4;41;1;14;0;1;134;2;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;14;BIRAÈKO MJESTO 14. ŽEDNO;MJESNI ODBOR;ŽEDNO;126;76;76;75;1;0;1;0;0;0;0;0;14;0;0;0;8;0;0;4;1;3;0;2;0;1;41;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;15;BIRAÈKO MJESTO 15. MASTRINKA;HOTEL SV. KRIŽ - SLATINE;DOMOVINSKE ZAHVALNOSTI 1;1.113;500;500;489;11;3;3;2;2;0;11;3;151;2;2;12;13;17;1;19;5;42;8;17;0;0;172;1;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;16;BIRAÈKO MJESTO 16. ARBANIJA;MJESNI ODBOR;ARBANIJA;482;238;238;234;4;0;1;1;0;0;3;0;94;1;1;9;0;7;0;10;2;13;1;0;3;1;85;0;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;17;BIRAÈKO MJESTO 17. DRVENIK MALI;BIVŠA OŠ;DRVENIK MALI;123;89;89;86;3;0;1;2;0;0;2;1;20;0;2;1;1;3;0;1;0;6;0;0;0;0;46;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;18;BIRAÈKO MJESTO 18. DRVENIK VELIKI;MJESNI ODBOR;DRVENIK VELIKI - TOÆ;233;139;139;137;2;2;2;4;1;0;5;0;25;1;0;0;1;2;1;5;1;14;1;0;1;0;70;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;1;BIRAÈKO MJESTO 1;ZGRADA KULTURNOG CENTRA U VODICAMA;IVE ÈAÆE 8, VODICE;1.199;739;739;730;9;0;0;0;0;3;8;2;214;3;31;16;15;12;2;21;29;45;0;54;0;3;268;1;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;2;BIRAÈKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA 1-PRIZ))";MIÆIN STANKA BB, VODICE;1.493;826;826;810;16;1;4;1;3;1;17;3;237;6;16;27;22;26;1;18;56;40;1;55;1;4;268;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;3;BIRAÈKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA 2-PRIZ)";MIÆIN STANKA BB, VODICE;1.659;821;821;812;9;0;3;5;2;0;17;5;248;10;18;25;8;25;1;20;44;48;0;67;3;2;255;0;3;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;4;BIRAÈKO MJESTO 4;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA 3-PRIZ)";MIÆIN STANKA BB, VODICE;1.523;694;694;682;12;1;2;3;2;2;19;5;216;4;8;13;14;27;3;22;21;28;0;51;0;1;235;3;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;5;BIRAÈKO MJESTO 5;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UÈIONICA 4-PRIZ)";MIÆIN STANKA BB, VODICE;1.421;566;550;543;7;1;1;4;0;1;8;3;181;3;4;24;10;8;1;10;20;25;0;44;0;2;184;2;0;6;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;6;BIRAÈKO MJESTO 6;PROSTORIJE MJESNOG ODBORA SRIMA;SRIMA;996;435;435;431;4;3;4;2;4;1;6;0;112;4;5;22;8;16;0;4;8;23;0;65;0;0;143;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;7;BIRAÈKO MJESTO 7;PROSTOR. MJESNOG ODBORA PRVIÆ LUKA (EX DVA BUNARA);PRVIÆ LUKA;257;139;139;137;2;0;0;0;0;0;3;0;25;2;0;8;1;3;2;2;2;3;0;5;0;0;81;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;8;BIRAÈKO MJESTO 8;PROSTORIJE MJESNOG ODBORA PRVIÆ ŠEPURINE;PRVIÆ ŠEPURINE;351;185;185;181;4;0;0;3;1;1;7;0;37;3;1;7;6;3;0;3;2;12;1;12;0;1;80;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;9;BIRAÈKO MJESTO 9;ZGRADA OSNOVNE ŠKOLE ÈISTA VELIKA;ÈISTA VELIKA;444;320;320;315;5;1;1;0;0;0;4;0;178;6;12;10;14;3;0;1;3;13;0;24;1;0;40;0;0;4;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;10;BIRAÈKO MJESTO 10;PROSTORIJE EX AMBULANTA U ÈISTOJ MALOJ;ÈISTA MALA;202;75;75;73;2;0;0;0;0;0;1;1;9;0;2;0;2;0;0;0;0;0;0;2;0;10;45;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VODICE;11;BIRAÈKO MJESTO 11;"PROSTORIJE OSNOVNE ŠKOLE ""GAÆELEZI""";GAÆELEZI;308;198;198;194;4;0;0;2;0;0;2;0;113;0;7;1;10;2;1;1;8;0;0;6;0;2;38;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;1;BIRAÈKO MJESTO 1. VRLIKA;GRADSKA VIJEÆNICA;FRA. FILIPA GRABOVCA 5;557;327;327;321;6;0;2;1;0;2;6;0;162;1;1;12;20;9;1;6;0;10;4;3;0;8;73;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;2;BIRAÈKO MJESTO 2. DONJE MAOVICE;OBJEKT VL. NIKO GRIZELJ;DONJE MAOVICE;423;116;116;116;0;1;3;1;1;0;2;0;47;0;0;3;1;7;0;4;0;5;0;0;1;17;23;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;3;BIRAÈKO MJESTO 3. GORNJE MAOVICE;HRVATSKE TELEKOMUNIKACIJE;GORNJE MAOVICE;294;140;140;139;1;0;0;0;4;0;0;0;81;0;7;9;2;2;0;2;0;15;1;4;0;0;10;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;4;BIRAÈKO MJESTO 4. GARJAK;OBJEKT VL. STIPE  UZUN;GARJAK;89;54;54;53;1;0;0;1;0;0;0;0;31;0;0;5;6;1;1;2;0;0;0;0;0;3;3;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;5;BIRAÈKO MJESTO 5. PODOSOJE;OBJEKAT VL. BOŽO JAKELIÆ;PODOSOJE, ZDUŠ 10A;313;129;129;127;2;0;0;0;1;1;2;0;68;0;3;7;16;10;0;0;0;3;0;0;0;1;14;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;6;BIRAÈKO MJESTO 6. KOSORE;OBJEKAT STARE ŠKOLE  KOSORE;KOSORE;210;128;128;126;2;0;0;1;0;0;1;0;57;0;1;14;3;4;0;2;0;3;1;2;0;1;35;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;7;BIRAÈKO MJESTO 7. VINALIÆ;HRVATSKE TELEKOMUNIKACIJE;VINALIÆ;237;138;138;137;1;0;0;1;1;0;1;2;93;1;3;5;5;7;1;0;0;5;4;2;0;1;5;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;VRLIKA;8;BIRAÈKO MJESTO 8. JEŽEVIÆ;HRVATSKE TELEKOMUNIKACIJE;JEŽEVIÆ;386;161;161;159;2;2;0;2;0;1;2;0;87;0;0;6;14;9;0;0;0;12;3;1;0;1;18;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;1;BIRAÈKO MJESTO 1;MJESNI ODBOR ARBANASI;TRG GOSPE LORETSKE 1;1.009;589;589;574;15;1;11;2;4;3;12;4;222;4;1;19;13;9;2;18;2;26;0;9;1;0;202;2;1;5;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;2;BIRAÈKO MJESTO 2;MJESNI ODBOR ARBANASI;TRG GOSPE LORETSKE 1;1.162;718;718;711;7;2;11;2;3;1;10;3;304;9;0;12;8;21;4;38;13;36;6;12;0;6;205;2;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;3;BIRAÈKO MJESTO 3;GRADSKA KNJIŽNICA;PUT PUDARICE 15;1.573;983;982;970;12;1;7;1;1;5;21;3;233;7;2;35;11;44;4;39;11;42;6;20;1;5;458;2;4;6;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;4;BIRAÈKO MJESTO 4;"OSNOVNA ŠKOLA  ""ZADARSKI OTOCI""";ŠIBENSKA 12A;1.766;1.048;1.048;1.032;16;0;11;3;1;3;27;4;333;7;4;48;11;61;7;39;13;52;8;15;1;4;368;2;5;5;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;5;BIRAÈKO MJESTO 5;"OSNOVNA ŠKOLA ""ZADARSKI OTOCI""";ŠIBENSKA 12A;1.481;868;868;855;13;1;10;2;1;2;26;0;187;2;6;44;12;44;5;38;18;48;9;13;1;5;372;1;2;5;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;6;BIRAÈKO MJESTO 6;"OSNOVNA ŠKOLA ""ZADARSKI OTOCI""";ŠIBENSKA 12A;1.432;876;847;818;29;0;10;2;3;1;20;7;257;3;6;29;21;37;3;30;12;25;10;25;1;10;299;1;2;4;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;7;BIRAÈKO MJESTO 7;MJESNI ODBOR BOKANJAC;TRG SV. ŠIME I TADIJE 1;1.161;708;699;683;16;2;11;4;5;4;30;4;195;9;12;29;13;28;8;30;9;15;13;13;2;0;239;1;1;4;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;8;BIRAÈKO MJESTO 8;MJESNI ODBOR BRGULJE;BRGULJE;71;50;50;50;0;0;0;0;0;0;2;0;18;0;0;1;1;1;0;1;1;0;0;0;0;0;25;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;9;BIRAÈKO MJESTO 9;"OSNOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;970;580;580;577;3;1;34;1;0;1;16;5;151;7;1;16;12;26;3;21;16;30;3;8;0;0;221;0;0;2;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;10;BIRAÈKO MJESTO 10;"OSNOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;765;487;487;479;8;3;11;1;1;4;12;2;116;4;2;17;6;13;4;24;11;15;0;15;0;5;207;1;0;5;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;11;BIRAÈKO MJESTO 11;"ONOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;766;470;470;464;6;0;11;4;0;1;5;1;84;4;3;17;5;17;3;15;3;30;1;10;0;2;244;2;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;12;BIRAÈKO MJESTO 12;"OSNOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;1.035;644;644;625;19;2;35;3;1;1;18;4;134;1;2;25;7;15;2;31;14;33;0;15;2;2;275;1;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;13;BIRAÈKO MJESTO 13;"OSNOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;984;647;647;641;6;0;24;2;0;0;18;1;115;3;3;19;6;25;1;34;8;36;2;16;0;4;320;3;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;14;BIRAÈKO MJESTO 14;"OSNOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;882;549;549;545;4;0;37;1;2;1;6;1;154;6;6;13;12;31;4;31;12;19;13;23;0;0;170;1;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;15;BIRAÈKO MJESTO 15;"OSNOVNA ŠKOLA ""ŠIMUNA KOŽIÈIÆA BENJE""";ASJE PETRIÈIÆ 7;1.276;722;682;673;9;2;20;3;2;1;24;3;169;7;2;32;8;33;3;24;24;25;7;13;1;3;262;2;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;16;BIRAÈKO MJESTO 16;OSNOVNA ŠKOLA U CRNOM;CRNO;556;303;303;297;6;1;1;0;0;0;3;4;147;2;14;10;2;6;3;7;7;7;0;7;4;1;71;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;17;BIRAÈKO MJESTO 17;MJESNI ODBOR CRVENE KUÆE;JOSIPA HATZEA BB;1.500;760;760;745;15;2;0;0;3;1;13;0;290;8;4;27;19;46;1;17;8;27;7;11;1;11;237;1;3;5;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;18;BIRAÈKO MJESTO 18;OSNOVNA ŠKOLA  DIKLO;DIKLO;1.732;945;945;937;8;1;7;2;2;2;22;4;246;7;7;43;15;64;11;36;21;49;10;21;0;6;345;1;7;7;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;19;BIRAÈKO MJESTO 19;DOM UMIROVLJENIKA;OBALA KNEZA TRPIMIRA 21;40;31;31;29;2;0;1;1;1;0;0;0;13;2;0;0;0;1;0;0;0;0;1;0;0;1;8;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;20;BIRAÈKO MJESTO 20;TRG ISPRED CRKVE UZNESENJA BLAŽENE DJEVICE MARIJE U DRAÈEVCU;DRAÈEVAC;181;119;119;117;2;0;1;0;1;0;1;2;61;1;0;14;1;5;0;2;0;5;0;2;0;1;20;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;21;BIRAÈKO MJESTO 21;MJESNI ODBOR GAŽENICA;ULICA PALIH RODOLJUBA BB;2.177;1.008;1.008;994;14;3;9;0;3;1;11;5;431;8;5;42;25;43;1;39;6;35;6;14;1;6;292;1;1;3;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;22;BIRAÈKO MJESTO 22;OSNOVNA ŠKOLA ZADARSKI OTOCI;IST;249;138;138;136;2;1;2;0;1;0;1;2;21;2;2;2;3;7;0;7;1;12;2;0;0;0;65;1;2;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;23;BIRAÈKO MJESTO 23;MJESNI ODBOR JAZINE I;KRALJA S. DRŽISLAVA 10;1.011;657;657;644;13;1;3;4;1;0;13;2;139;2;3;29;8;26;5;27;10;32;3;14;0;6;311;3;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;24;BIRAÈKO MJESTO 24;MJESNI ODBOR JAZINE I;KRALJA S. DRŽISLAVA 10;1.181;718;718;706;12;1;9;2;1;1;23;8;193;3;1;34;12;25;2;36;9;32;3;15;4;7;281;2;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;25;BIRAÈKO MJESTO 25;SREDNJOŠKOLSKI ÐAÈKI DOM U ZADRU;OBALA KNEZA BRANIMIRA BB;955;582;573;572;1;3;4;4;3;1;13;4;119;4;2;26;4;18;5;24;4;40;3;7;0;2;278;0;0;3;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;26;BIRAÈKO MJESTO 26;MJESNI ODBOR JAZINE II;MOLATSKA BB;1.186;722;722;706;16;1;8;2;4;1;16;2;134;8;6;17;11;36;4;52;18;40;6;10;1;7;316;1;0;4;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;27;BIRAÈKO MJESTO 27;MJESNI ODBOR JAZINE II;MOLATSKA BB;1.081;634;634;626;8;2;6;3;5;1;13;2;137;5;3;16;12;32;1;25;9;34;6;17;1;4;279;1;1;9;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;28;BIRAÈKO MJESTO 28;MJESNI ODBOR JAZINE II;MOLATSKA BB;1.065;680;680;669;11;1;10;5;0;0;14;2;137;3;3;22;7;31;7;34;8;39;4;7;1;3;326;0;0;4;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;29;BIRAÈKO MJESTO 29;OSNOVNA ŠKOLA U KOŽINU;KOŽINO;765;481;480;473;7;1;8;0;2;3;20;0;115;7;3;14;14;27;1;16;16;29;4;18;0;1;170;0;1;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;30;BIRAÈKO MJESTO 30;BIVŠA TRIKOTAŽA MALI IŽ;MALI IŽ;279;150;150;145;5;0;3;4;0;0;11;0;13;1;0;3;2;4;3;2;1;9;0;2;0;1;86;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;31;BIRAÈKO MJESTO 31;OSNOVNA ŠKOLA BARTULA KAŠIÆA;BRIBIRSKI PRILAZ 2;1.509;966;966;951;15;2;17;5;3;2;11;2;201;5;4;37;14;32;2;33;20;41;3;10;2;7;488;1;0;7;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;32;BIRAÈKO MJESTO 32;OSNOVNA ŠKOLA BARTULA KAŠIÆA;BRIBIRSKI PRILAZ 2;1.381;807;806;792;14;4;11;1;2;1;17;2;206;1;5;29;13;44;7;44;31;23;3;11;1;6;323;4;0;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;33;BIRAÈKO MJESTO 33;DOM KULTURE MOLAT;MOLAT;145;87;87;86;1;0;0;2;0;0;3;0;23;0;1;0;0;0;0;1;0;5;0;0;0;0;51;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;34;BIRAÈKO MJESTO 34;MJESNI ODBOR NOVI BOKANJAC;ULICA MILA CIPRE 9;1.167;697;697;682;15;1;10;0;3;4;19;2;183;5;5;23;20;29;6;42;21;26;2;21;0;3;243;2;0;9;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;35;BIRAÈKO MJESTO 35;POLJOPRIVREDNA ZADRUGA OLIB;OLIB;236;97;97;97;0;0;1;0;0;0;1;1;31;1;0;2;1;6;2;0;0;5;1;1;0;2;42;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;36;BIRAÈKO MJESTO 36;OSNOVNA ŠKOLA PETRÈANE;PETRÈANE;747;355;355;351;4;1;1;0;1;0;9;0;112;7;1;14;6;19;1;19;3;15;0;10;0;0;123;0;2;4;3;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;37;BIRAÈKO MJESTO 37;MJESNI ODBOR PLOÈE;PLOÈE;688;408;408;398;10;0;1;0;4;1;10;3;153;1;1;50;8;20;3;18;3;15;2;8;1;1;90;0;0;5;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;38;BIRAÈKO MJESTO 38;OSNOVNA ŠKOLA BARTULA KAŠIÆA;BRIBIRSKI PRILAZ 2;1.922;1.182;1.182;1.164;18;0;11;1;2;0;23;2;406;15;10;56;20;64;8;55;36;52;7;24;3;6;346;0;11;5;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;39;BIRAÈKO MJESTO 39;"OSNOVNA ŠKOLA ""PETAR PRERADOVIÆ"" ZADAR";ULICA MIHOVILA PAVLINOVIÆA 2;989;580;562;557;5;0;10;0;1;0;19;2;149;6;6;18;5;11;2;30;11;35;6;7;0;0;231;0;2;6;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;40;BIRAÈKO MJESTO 40;MJESNI ODBOR POLUOTOK;N. MATAFARE 10;735;445;445;429;16;1;2;2;2;2;8;5;108;3;0;14;3;16;0;25;11;20;2;4;0;2;193;0;0;4;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;41;BIRAÈKO MJESTO 41;"OSNOVNA ŠKOLA ""PETAR PRERADOVIÆ"" ZADAR";ULICA MIHOVILA PAVLINOVIÆA 2;959;597;597;582;15;1;4;4;0;1;19;1;137;5;2;21;11;23;7;29;6;30;2;3;0;4;266;0;0;6;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;42;BIRAÈKO MJESTO 42;MJESNI ODBOR POLUOTOK;N. MATAFARE 10;867;461;461;453;8;1;1;2;0;2;11;3;95;5;2;15;10;20;3;22;7;26;2;6;1;0;210;0;1;7;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;43;BIRAÈKO MJESTO 43;"OSNOVNA ŠKOLA ""PETAR PRERADOVIÆ"" ZADAR";ULICA MIHOVILA PAVLINOVIÆA 2;891;524;524;513;11;1;3;5;0;0;10;1;119;3;2;18;7;19;2;30;7;11;1;13;0;2;252;1;1;3;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;44;BIRAÈKO MJESTO 44;DRUŠTVENI DOM PREMUDA;PREMUDA;111;60;60;59;1;0;1;1;0;0;2;0;7;1;0;2;1;3;0;1;0;2;0;8;1;1;28;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;45;BIRAÈKO MJESTO 45;EKONOMSKO-BIROTEHNIÈKA I TRGOVAÈKA ŠKOLA ZADAR;A. G. MATOŠA BB;1.408;868;868;857;11;0;8;1;0;1;16;9;244;5;1;29;13;44;7;32;28;27;15;24;0;7;340;2;1;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;46;BIRAÈKO MJESTO 46;EKONOMSKO-BIROTEHNIÈKA I TRGOVAÈKA ŠKOLA ZADAR;A. G. MATOŠA BB;2.110;1.212;1.212;1.203;9;1;12;2;4;4;33;6;379;3;6;37;17;52;3;55;31;51;3;22;1;9;464;0;1;6;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;47;BIRAÈKO MJESTO 47;OSNOVNA ŠKOLA RAVA;RAVA;131;87;87;87;0;1;1;2;1;0;4;1;38;1;0;0;1;3;0;3;0;2;1;0;0;0;28;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;48;BIRAÈKO MJESTO 48;MJESNI ODBOR RIÈINE;JOSIPA JOVIÆA 1;1.042;602;602;590;12;1;3;2;2;1;10;2;154;3;0;15;10;18;5;28;11;41;6;11;1;8;252;3;0;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ZADAR;49;BIRAÈKO MJESTO 49;MJESNI ODBOR RIÈINE;JOSIPA JOVIÆA 1;939;528;528;514;14;3;3;2;1;0;16;3;142;3;0;15;12;24;3;28;11;33;6;7;1;7;189;1;0;3;1;;;;;;;;;;;;;;;;;
