Izborna jedinica;Izborna jedinica grada / opæine;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: ROBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH  ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: ŠANDOR JUHAS , Predlagatelj: SAVEZ MAÐARSKIH UDRUGA - SMU  ;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;9;DRUŠTVENI DOM;FILIPOVAC;TABOR 14;2;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;10;DRUŠTVENI DOM;GAJ;SLAVKA SUDRE BB;10;7;7;7;0;0;7;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;11;DRUŠTVENI DOM;JAPAGA;PSUNJSKA BB;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;12;PRIVATNA KUÆA PETRA RAÐENOVIÆA;JAGMA;JAGMA 16;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;13;DRUŠTVENI DOM;KUKUNJEVAC;F. FILIPOVIÆA BB;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;14;DRUŠTVENI DOM;MARINO SELO;MARINO SELO BB;6;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;15;OSNOVNA ŠKOLA;POLJANA;ANTUNOVAÈKA BB;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;LIPIK;16;DRUŠTVENI DOM;ŠEOVICA;OMANOVAÈKA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;1;NOVA GRADIŠKA;UPRAVA ŠUMA;J.J. STROSSMAYERA 9;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;2;NOVA GRADIŠKA;OŠ MATO LOVRAK;M.BENKOVIÆA 39;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;3;NOVA GRADIŠKA;PRIVATNA KUÆA IVANA ORŠULIÆA;BARUNA TRENKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;4;NOVA GRADIŠKA;PRIVATNA KUÆA STJEPANA KRALJIÆA;KRALJA DMITRA ZVONIMIRA 167;2;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;5;NOVA GRADIŠKA;PRIVATNA KUÆA MIROSLAVA STRINAVIÆA;I.G. KOVAÈIÆA 30;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;6;NOVA GRADIŠKA;"OŠ ""LJUDEVIT GAJ""";LJUDEVITA GAJA 24;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;7;NOVA GRADIŠKA;"""SLAVÈA"" D.O.O.";LJUDEVITA GAJA 56;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;8;NOVA GRADIŠKA;DRUŠTVENI DOM;TRG DR. FRANJE TUÐMANA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;9;NOVA GRADIŠKA;DOM KULTURE;RELKOVIÆEVA 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;10;NOVA GRADIŠKA;"DOM ""MALA""";MALA 92;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;11;NOVA GRADIŠKA;GRADSKA VIJEÆNICA;TRG K. TOMISLAVA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;12;NOVA GRADIŠKA;"PROGNANIÈKO NASELJE ""KOVAÈEVAC""";UPRAVNA ZGRADA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;13;NOVA GRADIŠKA;PODRUÈNA ŠKOLA LJUPINA;LJUPINA;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;NOVA GRADIŠKA;14;NOVA GRADIŠKA;DRUŠTVENI DOM PRVÈA;PRVÈA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;OTOK;1;OTOK;ZGRADA GRADSKE UPRAVE;B.JELAÈIÆA 22;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;OTOK;2;OTOK;OPÆA POLJPRIVREDNA ZADRUGA OTOK;B.JELAÈIÆA 17;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;OTOK;3;OTOK;DOM ZDRAVLJA OTOK, AMBULANTA OTOK;K.P.KREŠIMIRA IV BR. 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;OTOK;4;OTOK;ISPOSTAVA URED DRŽAVNE UPRAVE;V.NAZORA 1/I.;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;OTOK;5;KOMLETINCI;ZGRADA MJESNOG ODBORA - KOMLETINCI;B.RADIÆA 19;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;OTOK;6;KOMLETINCI;"OŠ ""V.NAZOR"" KOMLETINCI";B.RADIÆA 17;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;1;OSNOVNA ŠKOLA;BADLJEVINA;TRG DR. FRANJE TUÐMANA 4;5;3;3;3;0;0;3;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;2;DRUŠTVENI DOM;OMANOVAC;OMANOVAC 92;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;3;DRUŠTVENI DOM;ŠPANOVICA;ŠPANOVICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;4;DRUŠTVENI DOM;NOVI MAJUR;NOVI MAJUR 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;5;DRUŠTVENI DOM;STARI MAJUR;STARI MAJUR 12A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;6;OSNOVNA ŠKOLA;PREKOPAKRA;A. STARÈEVIÆA 23;3;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;7;OSNOVNA ŠKOLA;BATINJANI;BATINJANI 53;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;8;OSNOVNA ŠKOLA;DONJA OBRIJEŽ;DONJA OBRIJEŽ BB;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;9;DRUŠTVENI DOM;PLOŠTINE;PLOŠTINE 54;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;10;PRIVATNA KUÆA;KAPETANOVO POLJE;KAPETANOVO POLJE 3;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;11;DRUŠTVENI DOM;VELIKI BANOVAC;VELIKI BANOVAC 18;3;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;12;PRIVATNA KUÆA;TORANJ;TORANJ 96;2;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;13;DRUŠTVENI DOM;KRAGUJ;KRAGUJ 28;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;14;"DJEÈJI VRTIÆ ""MASLAÈAK""";PAKRAC;MATICE HRVATSKE 13B;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;15;OSNOVNA ŠKOLA (NOVA);PAKRAC;BOLNIÈKA 55;5;3;3;2;1;0;2;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;16;HCK - HRVATSKI CRVENI KRIŽ;PAKRAC;BRAÆE RADIÆA 13;3;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;17;GLAZBENA ŠKOLA;PAKRAC;TRG BANA J. JELAÈIÆA 1;4;3;3;3;0;0;3;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;18;SREDNJA ŠKOLA (PEDAGOŠKA);PAKRAC;ALEJA KESTENOVA 37;2;2;2;2;0;1;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;19;PODUZETNIÈKI CENTAR PAKRAC;PAKRAC;ZONE MALE PRIVREDE 5;3;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;20;"URED ""TRIGLAV OSIGURANJE""";PAKRAC;TRG KRALJA TOMISLAVA 73 (UROŠEVAC);1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;21;DRUŠTVENI DOM;ŠUMETLICA;ŠUMETLICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;22;"LOVAÈKA KUÆA LD ""KOŠUTA""";BRANEŠCI;BRANEŠCI 3;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PAKRAC;23;PRIVATNA KUÆA;KUSONJE;TRG A. STARÈEVIÆA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;1;GRADSKA VIJEÆNICA;PLETERNICA;IVANA ŠVEARA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;2;VATROGASNI DOM;PLETERNICA;S. RADIÆA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;3;"""TOFRADO"" (BIVŠI ""OROPLET"")";PLETERNICA;V. NAZORA 7;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;4;PRIVATNA KUÆA NEDILJKA BUŠIÆA;PLETERNICA;E. PODUPSKOG 20;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;5;"KUD ""ORLJAVA""";PLETERNICA;B. J. JELAÈIÆA 25;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;6;OSNOVNA ŠKOLA;KUZMICA;KUZMICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;7;PRIVATNA KUÆA FRANJE GRBEŠA;VIŠKOVCI;VIŠKOVCI 16;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;8;SEOSKI DOM;BLACKO;BLACKO BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;9;SEOSKI DOM;TRAPARI;TRAPARI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;10;PRIVATNA KUÆA MARKA MEŠTROVIÆA;NOVOSELCI;NOVOSELCI 69;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;11;VATROGASNI DOM;LAKUŠIJA;LAKUŠIJA BB;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;12;VATROGASNI DOM;SESVETE;SESVETE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;13;PRIVATNA KUÆA ZDRAVKA VIDE;ÆOSINAC;ÆOSINAC 19;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;14;SEOSKI DOM;SULKOVCI;SULKOVCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;15;SEOSKI DOM;BRESNICA;BRESNICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;16;SEOSKI DOM;BZENICA;BZENICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;17;VATROGASNI DOM;POŽEŠKA KOPRIVNICA;POŽEŠKA KOPRIVNICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;18;SEOSKI DOM;KOMORICA;KOMORICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;19;PROSTOR STARE POŠTE;RATKOVICA;RATKOVICA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;20;PROSTOR STARE AMBULANTE;BRODSKI DRENOVAC;BRODSKI DRENOVAC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;21;VATROGASNI DOM;BUÈJE;BUÈJE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;22;SEOSKI DOM;ZAGRAÐE;ZAGRAÐE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;23;SEOSKI DOM;BILICE;BILICE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;24;PRIVATNA KUÆA MIJE KOVAÈEVIÆA;BRÐANI;BRÐANI 34;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;25;OSNOVNA ŠKOLA;GRADAC;S. RADIÆA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;26;SEOSKI DOM;AŠIKOVCI;AŠIKOVCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;27;SEOSKI DOM;ZARILAC;ZARILAC BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;28;VATROGASNI DOM;KNEŽCI;KNEŽCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;29;VATROGASNI DOM;BUK;BUK BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;30;SEOSKI DOM;KALINIÆ;KALINIÆ BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;31;PRIVATNA KUÆA KATE LOMBAR;PLETERNIÈKI MIHALJEVCI;PLETERNIÈKI MIHALJEVCI 29;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;32;PRIVATNA KUÆA STJEPANA VUKAŠINOVIÆA;TULNIK;TULNIK 43;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;33;PRIVATNA KUÆA ŽELJKA ÈIÈKOVIÆA;MALI BILAÈ;MALI BILAÈ 15;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;34;PRIVATNA KUÆA ANTE BARIŠIÆA, DVORANA;VESELA;VESELA 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;35;PRIVATNA KUÆA MATE KOVAÈEVIÆA;POLOJE;POLOJE 6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;PLETERNICA;36;OSNOVNA ŠKOLA;FRKLJEVCI;FRKLJEVCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;1;"ARSLANOVCI I, Š.D. ""GRABRIK""";POŽEGA;ANTUNA KANIŽLIÆA 14A;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;2;ARSLANOVCI II, PRIVATNA KUÆA MARICE MARTINOVIÆ;POŽEGA;ARSLANOVCI 23;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;3;ARSLANOVCI III, PRIVATNA KUÆA MATE JURILJA;POŽEGA;VRANDUK 57;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;4;"ARSLANOVCI IV, TRGOVINA ""INLES""";POŽEGA;DUBROVAÈKA 115;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;5;CENTAR I, ZGRADA VELEUÈILIŠTA;POŽEGA;VUKOVARSKA 17;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;6;CENTAR II, KATOLIÈKA GIMNAZIJA;POŽEGA;PAPE IVANA PAVLA II 6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;7;CENTAR III I GAREVICA, OŠ DOBRIŠE CESARIÆA;POŽEGA;SLAVONSKA 8;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;8;"CENTAR IV, ""CROATIA"" D.D.";POŽEGA;REPUBLIKE HRVATSKE 1C;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;9;CENTAR V, GRADSKI MUZEJ;POŽEGA;MATICE HRVATSKE 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;10;"CIGLANE I, PROSTORIJE ""CARITASA"" - DJEÈJI VRTIÆ";POŽEGA;PAVLA RADIÆA 35;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;11;CIGLANE II, TENISKI KLUB;POŽEGA;PAVLA RADIÆA 2A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;12;CIGLANE III, PRIVATNA KUÆA NENE SVJETLIÈIÆ;POŽEGA;FRANKOPANSKA 113;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;13;CIGLANE IV, PRIVATNA KUÆA TOME VUKOVIÆA;POŽEGA;EUGENA KVATERNIKA 92;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;14;ORLJAVA I, KAZNIONICA U POŽEGI;POŽEGA;OSJEÈKA 77;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;15;ORLJAVA II, GRADSKA KUGLANA;POŽEGA;OSJEÈKA 7;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;16;"ORLJAVA III, DJEÈJI VRTIÆI ""CVJETNA LIVADA""";POŽEGA;KRALJA KREŠIMIRA 32A;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;17;"ORLJAVA IV, ""HRVATSKE ŠUME""";POŽEGA;MILKE TRNINE 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;18;"TEKIJA I, JP ""TEKIJA""";POŽEGA;VODOVODNA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;19;"TEKIJA II, JP ""TEKIJA""";POŽEGA;VODOVODNA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;20;"TEKIJA III, AUTO-ŠKOLA ""HERZ""";POŽEGA;SVETOG ROKA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;21;"TEKIJA IV, JP ""TEKIJA"" - SJEVERNI ULAZ";POŽEGA;VODOVODNA 1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;22;"VIDOVCI I, NK ""DINAMO""";VIDOVCI;STJEPANA RADIÆA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;23;"VIDOVCI II, NK ""DINAMO""";VIDOVCI;VILIMA KORAJCA 2B;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;24;MJESNI DOM;DERVIŠAGA;S. RADIÆA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;25;MJESNI DOM;SEOCI;SEOCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;26;PRIVATNA KUÆA ŽELJKA RAJÈEVIÆA;CRKVENI VRHOVCI;CRKVENI VRHOVCI 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;27;MJESNI DOM;LAZE ÆOSINE;LAZE ÆOSINE BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;28;PRIVATNA KUÆA IVE BLAŽEVIÆA;KOMUŠINA;KOMUŠINA 22;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;29;PRIVATNA KUÆA JOZE BLAŽEVIÆA;ŠKRABUTNIK;ŠKRABUTNIK 14;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;30;DRUŠTVENI DOM;DRŠKOVCI;BRAÆE RADIÆA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;31;MJESNI DOM;NOVO SELO;HRV. DRAGOVOLJACA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;32;"NK ""LIPA""";STARA LIPA;STARA LIPA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;33;ZGRADA ŠKOLE;NOVA LIPA;NOVA LIPA BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;34;PRIVATNA KUÆA DAMIRA PANDŽIÆA;DONJI EMOVCI;DONJI EMOVCI 3B;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;35;MJESNI DOM;GORNJI EMOVCI;GORNJI EMOVCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;36;MJESNI DOM;UGARCI;UGARCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;37;PRIVATNA KUÆA IVICE MIHOLIÆA;KUNOVCI;KUNOVCI 16;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;38;OŠ VLADIMIRA NAZORA;MIHALJEVCI;KOLODVORSKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;39;MJESNI DOM;GOLOBRDCI;GOLOBRDCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;40;"ZGRADA ""KUTJEVO"" D.D. I MJESNOG DOMA";KRIVAJ;KRIVAJ BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;41;PRIVATNA KUÆA IVANA BANOVCA;MARINDVOR;MARINDVOR 15;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;42;MJESNI DOM;NOVI MIHALJEVCI;NOVI MIHALJEVCI BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;43;PRIVATNA KUÆA JOSIPA MIHIÆA;NOVI ŠTITNJAK;NOVI ŠTITNJAK 16B;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;44;PRIVATNA KUÆA LUKE PUJIÆA;ŠEOVCI;ŠEOVCI 3;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;45;PRIVATNA KUÆA ANTUNA ŠLJAKIÆA;ŠTITNJAK;ŠTITNJAK 11;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;46;PRIVATNA KUÆA VLADE VRANIÆA;TURNIÆ;TURNIÆ 28;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;47;PRIVATNA KUÆA ŠEFKA MAHMUTOVIÆA;ALAGINCI;ALAGINCI 26;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;POŽEGA;48;PRIVATNA KUÆA ZORANA TKALCA;BANKOVCI;BANKOVCI 22;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;5;SLAVONSKI BROD;1;MO LUTVINKA;RADNIÈKI DOM;RADNIÈKI TRG BB;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
