Izborna jedinica;Izborna jedinica grada / opæine;Grad / opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi; Kandidat: IDRIZ BEŠIÆ,  Predlagatelj: NEOVISNI KANDIDAT  ;Kandidat: ÐEMAL BRATIÆ , Predlagatelj: DEMOKRATSKI SAVEZ BOŠNJAKA SLAVONIJE I BARANJE - DSBSB ;Kandidat: NEDŽAD HODŽIÆ, dipl.ing. , Predlagatelj: BOŠNJAÈKA DEMOKRATSKA STRANKA HRVATSKE - BDSH  ;Kandidat: PAŠK KAÈINARI, Predlagatelj: , SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS ;Kandidat: ERMINA LEKAJ PRLJASKAJ, Predlagatelj: UNIJA ZAJEDNICA ALBANACA U REPUBLICI HRVATSKOJ ;Kandidat: DŽELJALJ MALIÆI  , Predlagatelj: NACIONALNI DEMOKRATI - ND;Kandidat: ANGEL MITREVSKI, dipl.ing., Predlagatelj: ZAJEDNICA MAKEDONACA U REPUBLICI HRVATSKOJ;Kandidat: NIKOLLE PREKPALAJ, Predlagatelj: UDRUGA ALBANACA ZADARSKE ŽUPANIJE - UAZŽ  ;Kandidat: IBRAHIM RUŽNIÆ, prof., Predlagatelj: BOŠNJAÈKA NACIONALNA ZAJEDNICA HRVATSKE ;Kandidat: IDRIS SULEJMANI, Predlagatelj: UDRUGA GRAÐANA ALBANSKE NACIONALNE MANJINE GRADA POREÈA I POREŠTINE - UDRUGA ALBANSKE NACIONALNE MANJINE POREŠTINE;Kandidat: SULEJMAN TABAKOVIÆ, Predlagatelj: NEOVISNI KANDIDAT ;Kandidat: prof.dr.sc. ŠEMSO TANKOVIÆ, Predlagatelj: STRANKA DEMOKRATSKE AKCIJE HRVATSKE - SDA HRVATSKE
XII. IZBORNA JEDINICA;7;VIŠKOVO;10;122;33;33;33;0;1;0;12;1;6;0;2;0;10;0;0;1
XII. IZBORNA JEDINICA;7;VOJNIÆ;12;103;57;57;56;1;19;0;5;0;0;0;0;0;1;0;0;31
XII. IZBORNA JEDINICA;7;ŽAKANJE;12;9;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1
XII. IZBORNA JEDINICA;7;ŽUMBERAK;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;BUJE - BUIE;8;118;26;26;26;0;2;0;12;0;5;0;1;0;1;1;0;4
XII. IZBORNA JEDINICA;8;BUZET;16;75;27;27;26;1;3;1;2;0;0;0;1;0;3;1;0;15
XII. IZBORNA JEDINICA;8;CRES;8;32;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;CRIKVENICA;9;154;28;28;28;0;0;0;6;0;20;0;1;0;0;0;0;1
XII. IZBORNA JEDINICA;8;KRALJEVICA;5;25;11;11;11;0;0;0;0;0;6;0;0;0;0;0;0;5
XII. IZBORNA JEDINICA;8;KRK;9;70;21;21;21;0;0;0;0;1;20;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;LABIN;16;272;124;124;122;2;15;1;73;2;6;1;2;0;1;0;0;21
XII. IZBORNA JEDINICA;8;MALI LOŠINJ;13;130;14;14;14;0;0;1;0;2;8;0;1;0;0;1;0;1
XII. IZBORNA JEDINICA;8;NOVIGRAD - CITTANOVA;3;157;27;27;26;1;0;0;4;6;15;0;0;0;0;1;0;0
XII. IZBORNA JEDINICA;8;OPATIJA;14;155;20;20;19;1;2;0;1;1;12;0;1;0;0;1;0;1
XII. IZBORNA JEDINICA;8;PAZIN;15;18;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;POREÈ - PARENZO;16;623;223;223;222;1;9;1;88;0;102;0;1;0;2;8;0;11
XII. IZBORNA JEDINICA;8;PULA - POLA;43;1.027;316;316;314;2;19;1;71;11;86;6;8;4;9;7;7;85
XII. IZBORNA JEDINICA;8;RAB;8;60;4;4;4;0;0;0;0;0;3;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;8;RIJEKA;101;1.629;390;386;376;10;16;4;135;5;70;1;18;1;72;1;4;49
XII. IZBORNA JEDINICA;8;ROVINJ - ROVIGNO;12;596;199;199;198;1;0;0;88;1;90;0;0;1;2;4;1;11
XII. IZBORNA JEDINICA;8;UMAG - UMAGO;12;344;108;108;107;1;3;0;37;0;32;1;0;0;1;3;1;29
XII. IZBORNA JEDINICA;8;VODNJAN - DIGNANO;4;165;76;76;74;2;9;1;56;0;3;0;0;0;0;0;0;5
XII. IZBORNA JEDINICA;8;BALE - VALLE;1;14;2;2;2;0;0;0;1;0;0;0;0;0;0;0;1;0
XII. IZBORNA JEDINICA;8;BARBAN;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;BAŠKA;4;42;9;9;9;0;0;0;0;0;8;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;8;BRTONIGLA - VERTENEGLIO;4;22;3;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;CEROVLJE;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;DOBRINJ;6;26;7;7;7;0;0;0;0;0;4;0;0;0;1;0;0;2
XII. IZBORNA JEDINICA;8;FAŽANA - FASANA;4;47;4;4;4;0;2;0;0;0;1;0;0;0;0;0;0;1
XII. IZBORNA JEDINICA;8;FUNTANA - FONTANE;1;30;3;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;GRAÈIŠÆE;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;GROŽNJAN - GRISIGNANA;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;KANFANAR;5;8;5;5;5;0;0;0;2;0;3;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;KAROJBA;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;KAŠTELIR-LABINCI - CASTELLIERE-S. D;2;15;2;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;KOSTRENA;3;26;5;5;5;0;0;0;1;0;1;0;0;0;0;0;0;3
XII. IZBORNA JEDINICA;8;KRŠAN;8;84;42;42;40;2;3;0;12;0;0;1;0;0;0;0;1;23
XII. IZBORNA JEDINICA;8;LANIŠÆE;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;LIŽNJAN - LISIGNANO;5;25;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;LOPAR;1;16;3;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;LOVRAN;6;57;9;9;9;0;1;0;0;0;4;0;0;0;0;1;1;2
XII. IZBORNA JEDINICA;8;LUPOGLAV;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;MALINSKA-DUBAŠNICA;5;26;5;5;5;0;0;0;0;1;4;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;MARÈANA;8;17;4;4;4;0;3;0;0;0;0;0;0;0;0;0;0;1
XII. IZBORNA JEDINICA;8;MATULJI;20;139;9;9;9;0;0;0;0;2;3;1;3;0;0;0;0;0
XII. IZBORNA JEDINICA;8;MEDULIN;7;232;72;72;72;0;1;0;9;1;54;1;2;0;0;0;0;4
XII. IZBORNA JEDINICA;8;MOŠÆENIÈKA DRAGA;3;14;3;3;3;0;1;0;1;0;1;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;MOTOVUN - MONTONA;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;OMIŠALJ;4;58;16;16;16;0;0;0;0;0;1;0;0;0;4;2;0;9
XII. IZBORNA JEDINICA;8;OPRTALJ - PORTOLE;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;PIÆAN;5;4;4;4;4;0;0;0;3;0;0;0;0;0;0;1;0;0
XII. IZBORNA JEDINICA;8;PUNAT;3;23;3;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;RAŠA;8;163;97;97;97;0;3;0;48;0;4;0;0;0;0;0;1;41
XII. IZBORNA JEDINICA;8;SVETA NEDELJA;6;25;15;15;15;0;1;0;2;0;0;0;1;0;0;0;1;10
XII. IZBORNA JEDINICA;8;SVETI LOVREÈ;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;SVETI PETAR U ŠUMI;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;SVETVINÈENAT;8;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;TAR-VABRIGA - TORRE-ABREGA;3;14;2;2;2;0;1;0;0;0;0;0;0;0;0;1;0;0
XII. IZBORNA JEDINICA;8;TINJAN;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;VIŠNJAN - VISIGNANO;6;8;3;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;VIŽINADA - VISINADA;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;VRBNIK;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;8;VRSAR - ORSERA;2;45;4;4;4;0;0;0;0;0;1;0;1;0;0;1;0;1
XII. IZBORNA JEDINICA;8;ŽMINJ;4;19;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;9;BENKOVAC;31;26;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;9;BIOGRAD NA MORU;4;31;7;7;7;0;0;0;0;2;2;0;1;2;0;0;0;0
XII. IZBORNA JEDINICA;9;DRNIŠ;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;GOSPIÆ;29;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KAŠTELA;18;84;20;20;19;1;3;0;2;0;7;0;2;0;1;0;0;4
XII. IZBORNA JEDINICA;9;KNIN;15;38;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;NIN;7;10;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0
XII. IZBORNA JEDINICA;9;NOVALJA;8;47;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;OBROVAC;8;20;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0
XII. IZBORNA JEDINICA;9;OTOÈAC;20;11;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0
XII. IZBORNA JEDINICA;9;PAG;7;51;10;10;10;0;0;0;0;0;5;0;0;4;0;0;0;1
XII. IZBORNA JEDINICA;9;SENJ;9;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;SINJ;23;27;5;5;5;0;0;0;0;0;1;0;0;3;0;0;1;0
XII. IZBORNA JEDINICA;9;SKRADIN;11;6;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0
XII. IZBORNA JEDINICA;9;ŠIBENIK;79;182;27;20;19;1;0;1;0;0;10;0;1;6;1;0;0;0
XII. IZBORNA JEDINICA;9;TRILJ;22;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;TROGIR;18;66;17;17;17;0;0;0;0;0;17;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;VODICE;11;63;5;5;5;0;0;0;0;0;2;0;0;2;0;0;0;1
XII. IZBORNA JEDINICA;9;VRLIKA;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;ZADAR;68;532;136;136;134;2;3;0;1;2;57;0;4;37;6;2;0;22
XII. IZBORNA JEDINICA;9;BIBINJE;2;9;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2
XII. IZBORNA JEDINICA;9;BILICE;2;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;9;BISKUPIJA;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;BRINJE;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;CIVLJANE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;DICMO;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;DONJI LAPAC;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;DUGOPOLJE;7;4;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;ERVENIK;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;GALOVAC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;GRAÈAC;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;HRVACE;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;JASENICE;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KALI;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KARLOBAG;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KIJEVO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KISTANJE;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KLIS;14;7;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KOLAN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;KUKLJICA;1;15;6;6;6;0;0;0;0;0;0;0;0;5;1;0;0;0
XII. IZBORNA JEDINICA;9;LEÆEVICA;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;LIŠANE OSTROVIÈKE;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;LOVINAC;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;MARINA;16;12;6;6;6;0;0;0;0;0;3;0;2;1;0;0;0;0
XII. IZBORNA JEDINICA;9;MUÆ;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;MURTER-KORNATI;3;7;2;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;NOVIGRAD;3;10;5;5;5;0;0;0;0;0;4;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;9;OKRUG;5;16;7;7;7;0;1;0;1;0;5;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;OTOK;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PAKOŠTANE;5;21;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;9;PAŠMAN;8;5;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PERUŠIÆ;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PIROVAC;5;9;4;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0
XII. IZBORNA JEDINICA;9;PLITVIÈKA JEZERA;7;9;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;9;POLAÈA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;POLIÈNIK;10;9;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;POSEDARJE;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;POVLJANA;1;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
XII. IZBORNA JEDINICA;9;PREKO;8;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PRGOMET;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PRIMORSKI DOLAC;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PRIMOŠTEN;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PRIVLAKA;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;PROMINA;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;RAŽANAC;8;14;4;4;3;1;0;0;0;0;0;0;0;3;0;0;0;0
XII. IZBORNA JEDINICA;9;ROGOZNICA;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;RUŽIÆ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;SALI;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;SEGET;8;5;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;STANKOVCI;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;STARIGRAD;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;SUKOŠAN;5;21;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;9;SVETI FILIP I JAKOV;7;12;3;3;3;0;0;0;0;0;2;0;1;0;0;0;0;0
XII. IZBORNA JEDINICA;9;ŠKABRNJA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;TISNO;6;18;7;7;7;0;0;0;0;1;4;0;0;2;0;0;0;0
XII. IZBORNA JEDINICA;9;TKON;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;TRIBUNJ;3;8;4;4;4;0;0;0;0;0;4;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;UDBINA;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;UNEŠIÆ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;VIR;2;14;4;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0
XII. IZBORNA JEDINICA;9;VRHOVINE;7;5;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;VRSI;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;9;ZEMUNIK DONJI;3;16;5;5;5;0;0;0;0;0;0;0;0;5;0;0;0;0
XII. IZBORNA JEDINICA;10;DUBROVNIK;59;583;213;213;210;3;22;1;87;0;36;0;2;2;1;0;1;58
XII. IZBORNA JEDINICA;10;HVAR;9;24;3;3;3;0;0;0;0;0;0;0;0;1;0;0;0;2
XII. IZBORNA JEDINICA;10;IMOTSKI;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;KOMIŽA;3;12;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;10;KORÈULA;10;34;6;6;6;0;0;0;0;2;4;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;MAKARSKA;7;81;16;16;16;0;3;0;0;1;10;0;0;1;0;0;0;1
XII. IZBORNA JEDINICA;10;METKOVIÆ;13;14;6;6;6;0;0;0;0;0;6;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;OMIŠ;40;26;4;4;4;0;0;0;1;0;3;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;OPUZEN;5;6;3;3;3;0;0;0;0;0;2;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;10;PLOÈE;15;49;8;8;8;0;0;0;0;0;6;0;0;0;0;0;0;2
XII. IZBORNA JEDINICA;10;SOLIN;25;46;20;20;20;0;14;0;0;1;0;0;1;0;0;0;0;4
XII. IZBORNA JEDINICA;10;SPLIT;162;704;106;106;105;1;9;0;35;1;21;3;17;2;0;4;6;7
XII. IZBORNA JEDINICA;10;STARI GRAD;5;12;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;SUPETAR;6;12;5;5;5;0;0;0;0;0;3;0;0;2;0;0;0;0
XII. IZBORNA JEDINICA;10;VIS;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;VRGORAC;27;11;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0
XII. IZBORNA JEDINICA;10;BAŠKA VODA;5;21;6;6;6;0;0;0;0;0;6;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;BLATO;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;BOL;3;7;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;1
XII. IZBORNA JEDINICA;10;BRELA;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;CISTA PROVO;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;DUBROVAÈKO PRIMORJE;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;DUGI RAT;7;18;3;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;GRADAC;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;JANJINA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;JELSA;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;KONAVLE;27;36;3;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;KULA NORINSKA;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;LASTOVO;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;LOKVIÈIÆI;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;LOVREÆ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;LUMBARDA;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;MILNA;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;MLJET;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;NEREŽIŠÆA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;OREBIÆ;13;34;7;7;7;0;0;0;1;0;5;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;10;PODBABLJE;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;PODGORA;4;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;PODSTRANA;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;POJEZERJE;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;POSTIRA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;PROLOŽAC;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;PUÈIŠÆA;3;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
XII. IZBORNA JEDINICA;10;RUNOVIÆI;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;SELCA;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;SLIVNO;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;SMOKVICA;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;STON;17;5;3;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;SUÆURAJ;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;SUTIVAN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ŠESTANOVAC;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ŠOLTA;8;6;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;TRPANJ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;TUÈEPI;2;5;2;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;VELA LUKA;4;10;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ZADVARJE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ZAGVOZD;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ZAŽABLJE;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ZMIJAVCI;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XII. IZBORNA JEDINICA;10;ŽUPA DUBROVAÈKA;7;77;38;38;38;0;2;0;28;0;2;0;0;0;1;0;0;5
XII. IZBORNA JEDINICA;;UKUPNO;6.572;26.312;6.229;6.205;6.115;90;950;42;1.626;159;1.548;38;163;189;178;69;80;1.073
