Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RÓBERT JANKOVICS;ŠANDOR JUHAS
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;001;DOM 82, METKOVIÆ;DOM ZA ODRASLE OSOBE I REHABILITACIJU METKOVIÆ;A. STARÈEVIÆA 25;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;METKOVIÆ;002;PU 03-03, METKOVIÆ;ZGRADA OPÆINSKOG SUDA U METKOVIÆU;DON R. JERKOVIÆA 1;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;BLATO;001;DOM 83, BLATO;DOM ZA STARIJE I TEŠKO BOLESNE ODRASLE OSOBE MAJKA MARIJA PETKOVIÆ;ULICA 33 BROJ 4;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;LASTOVO;001;PU 10-10, LASTOVO;ZGRADA MALE VIJEÆNICE;PJEVOR 14;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;MLJET;001;PU 12-12, MLJET;DOM KULTURE ZABREŽJE U BABINOM POLJU;BABINO POLJE - ZABREŽJE BB;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;opæina;VELA LUKA;001;DOM 84, VELA LUKA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA - VELA LUKA;ULICA 3 BROJ 1;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;001;DOM 33, ÈAKOVEC;DOM ZA STARIJE I NEMOÆNE OSOBE ÈAKOVEC;MATICE HRVATSKE 1;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;1;1;1;1;0;0;1
002;II. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;ÈAKOVEC;002;PU 01-01, ÈAKOVEC;U ZGRADI GRADSKE UPRAVE ÈAKOVEC;KRALJA TOMISLAVA 15;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;grad;PRELOG;001;PU 02-08, PRELOG;U ZGRADI SREDNJE ŠKOLE;PRELOG, ÈAKOVEÈKA 1;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;KOTORIBA;001;DOM 34, KOTORIBA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE KOTORIBA;KOLODVORSKA 16;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;20;MEÐIMURSKA ŽUPANIJA;opæina;OREHOVICA;001;DOM 32, OREHOVICA;DOM ZA ODRASLE OREHOVICA;AUGUSTA ŠENOE 2;0;0;0;0;0;0;0
