Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;JOVAN AJDUKOVIÆ, dipl. iur.;mr. sc. DUŠAN BJELAJAC, dr. med.;MILE HORVAT, dipl. iur.;SINIŠA LJUBOJEVIÆ, struè. spec. ing. el.;SRÐAN MILAKOVIÆ, mag. prava;SLAVKO MIRNIÆ, prof.;DRAGOLJUB PETROVIÆ;dr. sc. MILORAD PUPOVAC;MIRKO RAŠKOVIÆ;DRAGAN TODIÆ, dipl. iur.;NENAD VLAHOVIÆ, mag. iur.
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;BIBINJE;001;BIBINJE;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;BIBINJE;002;BIBINJE;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;BIBINJE;003;BIBINJE;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GALOVAC;001;GALOVAC;OSNOVNA ŠKOLA GALOVAC;GALOVAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;001;GRAÈAC;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" PRIZEMLJE SOBA BR.1";ŠKOLSKA 12;344;67;67;67;0;1;1;35;24;25;0;0;43;40;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;002;GRAÈAC;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" PRIZEMLJE SOBA BR.2";ŠKOLSKA 12;499;99;99;96;3;6;3;45;39;36;0;1;55;48;0;1
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;003;GRAÈAC;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" PRIZEMLJE SOBA BR.3";ŠKOLSKA 12;129;24;24;24;0;3;2;18;3;2;0;1;20;16;0;1
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;004;SRB;ZGRADA DOMA KULTURE SRB;SRB, SPLITSKA 1;803;149;149;147;2;15;5;57;35;24;2;6;108;72;5;3
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;005;BRUVNO;"STAMBENI OBJEKAT OBITELJI ""MESIÆ""";BRUVNO 0;162;17;17;17;0;2;0;13;2;2;0;0;14;12;0;1
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;006;ZRMANJA;"STAMBENI OBJEKAT OBITELJI ""DRONJAK""";ZRMANJA 0;157;11;11;11;0;2;2;7;1;1;0;0;8;6;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;JASENICE;001;JASENICE;"OSNOVNA ŠKOLA ""PETAR ZORANIÆ""";MASLENICA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;JASENICE;002;ROVANJSKA;PODRUÈNA ŠKOLA ROVANJSKA;ROVANJSKA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;JASENICE;003;ZATON OBROVAÈKI;PRIVATNE PROSTORIJE U ZATONU OBROVAÈKOM;DONJI MARIÈIÆI 8, ZATON OBROVAÈKI;86;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;KALI;001;KALI;OPÆINSKI DOM KALI, PRIZEMLJE (KINO SALA);TRG MARNJIVE 23, KALI;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;KOLAN;001;KOLAN;OSNOVNA ŠKOLA A.G.MATOŠ NOVALJA, PODRUÈNI RAZREDNI ODJEL KOLAN;FIGURICA 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;KUKLJICA;001;KUKLJICA;"OŠ ""VALENTIN KLARIN"" PREKO, PODRUÈNA ŠKOLA KUKLJICA";KUKLJICA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;LIŠANE OSTROVIÈKE;001;LIŠANE OSTROVIÈKE;ZGRADA OPÆINE LIŠANE OSTROVIÈKE;BRAŠTINA BB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;LIŠANE OSTROVIÈKE;002;OSTROVICA;OBITELJSKA KUÆA MILORADA MIJALJEVIÆA POK. FRANE ROÐ. 1956. GODINE;OSTROVICA KBR. 27;71;14;14;14;0;1;2;9;0;0;1;1;12;10;1;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;LIŠANE OSTROVIÈKE;003;DOBROPOLJCI;KUÆA IVANA IVKOVIÆA POK. TOME ROÐ. 1951. GODINE;DOBROPOLJCI KBR. 66;91;3;3;3;0;0;0;0;0;0;0;1;1;1;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;NOVIGRAD;001;NOVIGRAD;OPÆINSKA ZGRADA OPÆINE NOVIGRAD PRIZEMLJE;TRG KRALJA TOMISLAVA 1, NOVIGRAD;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;NOVIGRAD;002;PRIDRAGA;OSNOVNA ŠKOLA BRAÆE RADIÆ PRIDRAGA;TRG STJEPANA RADIÆA 8, PRIDRAGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;NOVIGRAD;003;PALJUV;PODRUÈNA ŠKOLA PALJUV;VILE VELEBITA 1, PALJUV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;001;PAKOŠTANE;MALA VIJEÆNICA (ZAPADNO KRILO) ZGRADE OPÆINE PAKOŠTANE;KRALJICE JELENE 78, PAKOŠTANE;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;002;PAKOŠTANE;VELIKA VIJEÆNICA (ISTOÈNO KRILO) ZGRADE OPÆINE PAKOŠTANE;KRALJICE JELENE 78, PAKOŠTANE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;003;VRANA;OSNOVNA ŠKOLA U VRANI;VRANA;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;004;DRAGE;OSNOVNA ŠKOLA U DRAGAMA;DRAGE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;005;VRGADA;OSNOVNA ŠKOLA U VRGADI;VRGADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;001;KRAJ;OSNOVNA ŠKOLA KRAJ;KRAJ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;002;PAŠMAN;PROSTORIJA OPÆINE PAŠMAN;PAŠMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;003;BAROTUL;PROSTORIJA MJESNOG ODBORA BAROTUL;BAROTUL;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;004;MRLJANE;KUÆA ŠIME JUREŠKO BR. 21;MRLJANE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;005;NEVIÐANE;PROSTORIJA MJESNOG ODBORA NEVIÐANE;NEVIÐANE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;006;DOBROPOLJANA;"PROSTORIJA ""DJEÈJEG VRTIÆA DOBROPOLJANA""";DOBROPOLJANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;007;BANJ;PROSTORIJA MJESNOG ODBORA BANJ;BANJ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;008;ŽDRELAC;PROSTORIJA MJESNOG ODBORA ŽDRELAC;ŽDRELAC;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLAÈA;001;POLAÈA;ZGRADA OPÆINE  POLAÈA;POLAÈA;96;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLAÈA;002;KAKMA;OSNOVNA ŠKOLA;KAKMA;59;2;2;2;0;0;0;0;2;1;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLAÈA;003;GORNJA JAGODNJA;"PROSTORIJA BIVŠE TRGOVINE ""PJOR""";GORNJA JAGODNJA;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;001;BRIŠEVO;DRUŠTVENI DOM U BRIŠEVU;BRIŠEVO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;002;DRAÈEVAC NINSKI;OSNOVNA ŠKOLA 'BARTOL KAŠIÆ' , PODRUÈNA ŠKOLA U DRAÈEVCU NINSKOM;DRAÈEVAC NINSKI;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;003;GORNJI POLIÈNIK;DRUŠTVENI DOM U GORNJEM POLIÈNIKU;GORNJI POLIÈNIK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;004;LOVINAC;OSNOVNA ŠKOLA POLIÈNIK, PODRUÈNA ŠKOLA LOVINAC;LOVINAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;005;MURVICA;DRUŠTVENI DOM U MURVICI;MURVICA;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;006;MURVICA GORNJA;DRUŠTVENI DOM U MURVICI GORNJOJ;MURVICA GORNJA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;007;POLIÈNIK;OSNOVNA ŠKOLA POLIÈNIK;POLIÈNIK;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;008;RUPALJ;OSNOVNA ŠKOLA POLIÈNIK, PODRUÈNA ŠKOLA RUPALJ;RUPALJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;009;SUHOVARE;DRUŠTVENI DOM U SUHOVARAMA;SUHOVARE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;010;VISOÈANE;OSNOVNA ŠKOLA POLIÈNIK, PODRUÈNA ŠKOLA VISOÈANE;VISOÈANE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;001;POSEDARJE;"OSNOVNA ŠKOLA ""BRAÆE RIBAR"" U POSEDARJU";POSEDARJE, ŠPORTSKA 3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;002;PODGRADINA;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U PODGRADINI";PODGRADINA, ŽUŽE 1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;003;ISLAM LATINSKI;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U ISLAMU LATINSKOM";ISLAM LATINSKI;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;004;GRGURICE;MJESNI ODBOR GRGURICE;GRGURICE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;005;SLIVNICA DONJA;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U SLIVNICI DONJOJ";SLIVNICA DONJA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;006;SLIVNICA GORNJA;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U SLIVNICI GORNJOJ";SLIVNICA GORNJA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;007;VINJERAC;MJESNI ODBOR (NA RIVI) U VINJERCU;VINJERAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;008;ŽDRILO;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U ŽDRILU";ŽDRILO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;POVLJANA;001;POVLJANA;DOM KULTURE POVLJANA;TRG BANA JOSIPA JELAÈIÆA 1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;001;LUKORAN;POLJOPRIVREDNA ZADRUGA LUKORAN;LUKORAN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;002;OŠLJAK;STARA ZGRADA OSNOVNE ŠKOLE NA OŠLJAKU;OŠLJAK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;003;POLJANA;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN""";POLJANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;004;PREKO;"DJEÈJI VRTIÆ ""LASTAVICA""";PRIJEŠKIH MUÈENIKA 1, PREKO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;005;RIVANJ;MJESNI ODBOR RIVANJ;RIVANJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;006;SESTRUNJ;MJESNI ODBOR SESTRUNJ;SESTRUNJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;007;SUTOMIŠÆICA;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN"" U SUTOMIŠÆICI";SUTOMIŠÆICA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PREKO;008;UGLJAN;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN"" U MJESTU UGLJAN";UGLJAN;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PRIVLAKA;001;PRIVLAKA 1;OSNOVNA ŠKOLA PRIVLAKA;PRIVLAKA;6;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;PRIVLAKA;002;PRIVLAKA 2;OSNOVNA ŠKOLA  PRIVLAKA;PRIVLAKA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;001;RAŽANAC;"OŠ ""JURAJ BARAKOVIÆ""";RAŽANAC;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;002;RTINA;"OŠ ""JURAJ BARAKOVIÆ""";RTINA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;003;JOVIÆI;"OŠ ""JURAJ BARAKOVIÆ""";JOVIÆI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;004;LJUBAÈ;"OŠ ""JURAJ BARAKOVIÆ""";LJUBAÈ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;005;KRNEZA;"OŠ ""JURAJ BARAKOVIÆ""";KRNEZA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;006;RADOVIN;"OŠ ""JURAJ BARAKOVIÆ""";RADOVIN;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;007;PODVRŠJE;DOM  MJESNOG ODBORA;PODVRŠJE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;008;LJUBAÈKI STANOVI;DOM MJESNOG ODBORA;LJUBAÈKI STANOVI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;001;SALI;"OSNOVNA ŠKOLA ""PETAR LORINI""";SALI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;002;ZAGLAV;OSNOVNA ŠKOLA ZAGLAV;ZAGLAV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;003;ŽMAN;OSNOVNA ŠKOLA ŽMAN;ŽMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;004;LUKA;TURISTIÈKO DRUŠTVO LUKA;LUKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;005;SAVAR;MJESNI ODBOR SAVAR;SAVAR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;006;BRBINJ;DRUŠTVENI DOM BRBINJ;BRBINJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;007;DRAGOVE;OSNOVNA ŠKOLA DRAGOVE;DRAGOVE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;008;BOŽAVA;OSNOVNA ŠKOLA BOŽAVA;BOŽAVA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;009;SOLINE;OSNOVNA ŠKOLA SOLINE;SOLINE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;010;VELI RAT;DRUŠTVENI DOM VELI RAT;VELI RAT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;011;VERUNIÆ;MJESNI ODBOR VERUNIÆ;VERUNIÆ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SALI;012;ZVERINAC;MJESNI ODBOR ZVERINAC;ZVERINAC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;001;STANKOVCI;DOM KULTURE U STANKOVCIMA;STANKOVCI;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;002;BANJEVCI;VJERONAUÈNA DVORANA U CRKVENOM DVORIŠTU;BANJEVCI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;003;BUDAK;VATROGASNI DOM STANKOVCI;BUDAK;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;004;CRLJENIK;PODRUÈNA ŠKOLA CRLJENIK;CRLJENIK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;005;VELIM;MJESNI ODBOR VELIM;VELIM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;006;BILA VLAKA;OBJEKT U VLASNIŠTVU ANTE PERICE ( ZV. BAÆO );BILA VLAKA;79;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STARIGRAD;001;STARIGRAD;OSNOVNA ŠKOLA STARIGRAD;STARIGRAD;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STARIGRAD;002;SELINE;TURISTIÈKI URED SELINE;SELINE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;STARIGRAD;003;TRIBANJ;OSNOVNA ŠKOLA TRIBANJ-KRUŠÈICA;TRIBANJ-KRUŠÈICA;33;2;2;2;0;0;0;0;0;0;0;0;2;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;001;SUKOŠAN;OSNOVNA ŠKOLA SUKOŠAN;SUKOŠAN;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;002;SUKOŠAN;OSNOVNA ŠKOLA SUKOŠAN;SUKOŠAN;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;003;DEBELJAK;OSNOVNA ŠKOLA DEBELJAK;DEBELJAK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;004;GORICA;OSNOVNA ŠKOLA GORICA;GORICA;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;005;GLAVICA;MJESNI ODBOR GLAVICA;GLAVICA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;001;SV. FILIP I JAKOV;KINO DVORANA;IVANA DANILA, SV.FILIP I JAKOV;4;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;002;TURANJ;PODRUÈNA ŠKOLA TURANJ;TURANJ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
012;XII. IZBORNA JEDINICA;13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;003;SV. PETAR NA MORU;PODRUÈNA ŠKOLA SV. PETAR NA MORU;SV. PETAR NA MORU;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
