HDZ,SDP,BM 365,KH,MOST,HNS-LD,Pametno,DPMS
0.260803897585084,0.341781682341857,0.0199798757004248,0.0270538562620869,0.0500764475445875,0.0225522322683019,0.0171502834757599,0.1306426552505
0.289202714094448,0.306283161705152,0.0199798757004248,0.0215747367725086,0.0358770392899056,0.004417118464768,0.0264107671201176,0.188366336633663
0.305254219078001,0.329125688027901,0.0202371113572125,0.0459606770359841,0.0600571910279508,0.004417118464768,0.0176647547893353,0.108829071554902
0.249897105737285,0.347955338104762,0.0204300380998033,0.0253475264053951,0.0469896196631349,0.0096390022975586,0.0176647547893353,0.134758425759103
0.304482512107638,0.329177135159259,0.0204300380998033,0.0269252384336931,0.0469896196631349,0.0096390022975586,0.0253818244929668,0.11284194780079
0.266771764822559,0.271402006644738,0.0204300380998033,0.0193110629927767,0.0481900527281443,0.0096390022975586,0.0253818244929668,0.10949788426255
0.301447131357543,0.330720549099985,0.0206229648423941,0.0123485512157225,0.0565587860956379,0.00840427114497755,0.0156068695350336,0.131465809352221
0.247118960643978,0.356598456172829,0.0176004458751384,0.0207515826707879,0.0377291360187771,0.00840427114497755,0.0156068695350336,0.162642770954892
0.310707615001901,0.259363377907073,0.0176004458751384,0.0370431742673432,0.0504880245954478,0.00840427114497755,0.027954181060844,0.138051042165986
0.275723565678772,0.333292905667862,0.0176004458751384,0.0132060034050149,0.0454462057224086,0.00840427114497755,0.027954181060844,0.121176383080712
0.322952032264996,0.307483594770162,0.0176004458751384,0.0258962958065422,0.045740189330166,0.0120055703400056,0.027954181060844,0.125600836377461
0.302253136415478,0.354437676655812,0.0176004458751384,0.0158641051918213,0.045740189330166,0.0120055703400056,0.0197226400436371,0.146076794657763
0.340444056926561,0.311942346154482,0.0145779269078827,0.0197226400436371,0.0482243508157159,0.0120055703400056,0.0197226400436371,0.106668292037885
0.305768690391577,0.254527347559464,0.0140120084629498,0.0181792261029108,0.0579993057736492,0.0120055703400056,0.0337162597728888,0.116546141258533
0.346068943288319,0.319968098646259,0.0140120084629498,0.0132917486239442,0.0488270172116186,0.0197226400436371,0.012520041653581,0.117780872411114
0.343196478454189,0.331595150333063,0.0140120084629498,0.00840427114497755,0.0488270172116186,0.0197226400436371,0.012520041653581,0.109343542868477
0.317807319129242,0.283029058331543,0.0140120084629498,0.0192081687300616,0.0548353071951602,0.0178362452271938,0.012520041653581,0.1545141242004
0.307517892857733,0.330360419180482,0.0134460900180168,0.0248673531793914,0.0495619762310121,0.0166358121621845,0.0500764475445875,0.157498057819138
0.310810509264616,0.28621878047571,0.00788979983140214,0.0207515826707879,0.0804302550455379,0.0112338633696424,0.0500764475445875,0.13084844377593
0.336739863468818,0.206372832608803,0.0193110629927767,0.025587613018397,0.0934978264103539,0.00758111704325687,0.0184879088910561,0.0790926296302418
