date,IDS,centar,NSR,HSS,STRIP,HSLS,SIP,Fokus,NHR,HSU,Most,GL,Mozemo,HDSSB,RF,HNS,SDP,Glas,NLMK,ZZ,Restart,Pametno,START,BM365,SKORO,HDZ,HS
2019-11-27,1.74,,1.13,3.16,,,,,1.39,,5.39,,,,,1.8,27.8,0.95,,2.67,,1.58,,2.69,,30.42,
2019-11-28,1.73,,1.13,3.17,,,,,1.35,,5.43,,,,,1.83,27.81,0.96,,2.63,,1.57,,2.64,,30.38,
2019-11-29,1.72,,1.12,3.18,,,,,1.3,,5.47,,,,,1.85,27.81,0.96,,2.58,,1.56,,2.6,,30.34,
2019-11-30,1.71,,1.12,3.19,,,,,1.26,,5.51,,,,,1.87,27.82,0.97,,2.54,,1.54,,2.55,,30.3,
2019-12-01,1.7,,1.12,3.2,,,,,1.21,,5.54,,,,,1.9,27.82,0.98,,2.49,,1.53,,2.5,,30.26,
2019-12-02,1.69,,1.12,3.21,,,,,1.17,,5.58,,,,,1.92,27.83,0.99,,2.44,,1.52,,2.45,,30.22,
2019-12-03,1.68,,1.12,3.22,,,,,1.12,,5.62,,,,,1.94,27.83,0.99,,2.4,,1.51,,2.41,,30.18,
2019-12-04,1.67,,1.12,3.23,,,,,1.08,,5.66,,,,,1.97,27.84,1,,2.35,,1.5,,2.36,,30.14,
2019-12-05,1.66,,1.12,3.24,,,,,1.03,,5.7,,,,,1.99,27.84,1.01,,2.31,,1.48,,2.31,,30.1,
2019-12-06,1.65,,1.12,3.25,,,,,0.99,,5.73,,,,,2.01,27.85,1.01,,2.26,,1.47,,2.27,,30.06,
2019-12-07,1.64,,1.12,3.26,,,,,0.94,,5.77,,,,,2.04,27.85,1.02,,2.22,,1.46,,2.22,,30.02,
2019-12-08,1.63,,1.12,3.27,,,,,0.9,,5.81,,,,,2.06,27.86,1.03,,2.17,,1.45,,2.17,,29.98,
2019-12-09,1.62,,1.12,3.28,,,,,0.85,,5.85,,,,,2.09,27.86,1.04,,2.12,,1.44,,2.13,,29.94,
2019-12-10,1.62,,1.12,3.23,,,,,0.85,,5.75,,,,,2.04,27.84,1.04,,2.26,,1.53,,2.15,,29.86,
2019-12-11,1.61,,1.12,3.18,,,,,0.85,,5.64,,,,,2,27.81,1.05,,2.4,,1.62,,2.18,,29.78,
2019-12-12,1.61,,1.12,3.13,,,,,0.86,,5.54,,,,,1.95,27.78,1.06,,2.54,,1.71,,2.2,,29.69,
2019-12-13,1.61,,1.12,3.09,,,,,0.86,,5.44,,,,,1.91,27.75,1.06,,2.67,,1.81,,2.23,,29.61,
2019-12-14,1.61,,1.12,3.04,,,,,0.86,,5.34,,,,,1.86,27.72,1.07,,2.81,,1.9,,2.26,,29.53,
2019-12-15,1.6,,1.12,2.99,,,,,0.86,,5.24,,,,,1.82,27.69,1.08,,2.95,,1.99,,2.28,,29.44,
2019-12-16,1.6,,1.12,2.95,,,,,0.86,,5.14,,,,,1.77,27.66,1.09,,3.08,,2.09,,2.31,,29.36,
2019-12-17,1.6,,1.12,2.9,,,,,0.87,,5.03,,,,,1.73,27.63,1.09,,3.22,,2.18,,2.33,,29.28,
2019-12-18,1.6,,1.11,2.85,,,,,0.87,,4.93,,,,,1.69,27.61,1.1,,3.36,,2.27,,2.36,,29.2,
2019-12-19,1.6,,1.11,2.8,,,,,0.87,,4.83,,,,,1.64,27.58,1.11,,3.49,,2.36,,2.38,,29.11,
2019-12-20,1.59,,1.11,2.76,,,,,0.87,,4.73,,,,,1.6,27.55,1.12,,3.63,,2.46,,2.41,,29.03,
2019-12-21,1.59,,1.11,2.76,,,,,0.88,,4.76,,,,,1.6,27.68,1.09,,3.59,,2.42,,2.38,,29.02,
2019-12-22,1.59,,1.11,2.76,,,,,0.88,,4.78,,,,,1.6,27.82,1.07,,3.55,,2.38,,2.34,,29,
2019-12-23,1.58,,1.11,2.76,,,,,0.88,,4.81,,,,,1.6,27.95,1.05,,3.51,,2.34,,2.31,,28.99,
2019-12-24,1.58,,1.11,2.77,,,,,0.88,,4.83,,,,,1.6,28.09,1.03,,3.47,,2.31,,2.28,,28.97,
2019-12-25,1.57,,1.11,2.77,,,,,0.88,,4.86,,,,,1.6,28.22,1.01,,3.43,,2.27,,2.24,,28.96,
2019-12-26,1.57,,1.11,2.77,,,,,0.89,,4.89,,,,,1.6,28.35,0.98,,3.39,,2.23,,2.21,,28.95,
2019-12-27,1.56,,1.11,2.78,,,,,0.89,,4.91,,,,,1.6,28.49,0.96,,3.35,,2.2,,2.18,,28.93,
2019-12-28,1.56,,1.11,2.78,,,,,0.89,,4.94,,,,,1.6,28.62,0.94,,3.31,,2.16,,2.14,,28.92,
2019-12-29,1.55,,1.11,2.78,,,,,0.89,,4.97,,,,,1.6,28.76,0.92,,3.27,,2.12,,2.11,,28.91,
2019-12-30,1.55,,1.11,2.79,,,,,0.89,,4.99,,,,,1.6,28.89,0.9,,3.23,,2.08,,2.08,,28.89,
2019-12-31,1.54,,1.11,2.79,,,,,0.9,,5.02,,,,,1.6,29.02,0.87,,3.19,,2.05,,2.04,,28.88,
2020-01-01,1.54,,,2.79,,,,,0.9,,5.04,,,,,1.6,29.16,0.85,,3.15,,2.01,,2.01,,28.86,
2020-01-02,1.54,,,2.8,,,,,0.9,,5.07,,,,,1.6,29.29,0.83,,3.11,,1.97,,1.97,,28.85,
2020-01-03,1.53,,,2.8,,,,,0.9,,5.1,,,,,1.6,29.43,0.81,,3.07,,1.93,,1.94,,28.84,
2020-01-04,1.53,,,2.8,,,,,0.9,,5.12,,,,,1.6,29.56,0.79,,3.03,,1.9,,1.91,,28.82,
2020-01-05,1.52,,,2.81,,,,,0.91,,5.15,,,,,1.6,29.7,0.76,,2.99,,1.86,,1.87,,28.81,
2020-01-06,1.52,,,2.81,,,,,0.91,,5.18,,,,,1.6,29.83,0.74,,2.95,,1.82,,1.84,,28.8,
2020-01-07,1.51,,,2.81,,,,,0.91,,5.2,,,,,1.61,29.96,0.72,,2.91,,1.79,,1.81,,28.78,
2020-01-08,1.51,,,2.82,,,,,0.91,,5.23,,,,,1.61,30.1,0.7,,2.87,,1.75,,1.77,,28.77,
2020-01-09,1.5,,,2.82,,,,,0.91,,5.26,,,,,1.61,30.23,0.68,,2.83,,1.71,,1.74,,28.75,
2020-01-10,1.5,,,2.82,,,,,0.92,,5.28,,,,,1.61,30.37,0.65,,2.79,,1.67,,1.71,,28.74,
2020-01-11,1.5,,,2.83,,0.91,,,0.92,0.91,5.31,,,,,1.61,30.5,0.63,3.35,2.75,,1.64,0.82,1.67,,28.73,3.22
2020-01-12,1.49,,,2.69,,0.91,,,1.03,0.91,5.2,,,,,1.47,30.59,0.69,3.33,2.82,,1.67,0.85,1.67,,28.64,3.01
2020-01-13,1.49,,,2.56,,0.91,,,1.14,0.91,5.08,,,,,1.34,30.67,0.75,3.3,2.88,,1.71,0.87,1.67,,28.55,2.79
2020-01-14,1.49,,,2.43,,0.9,,,1.26,0.9,4.97,,,,,1.21,30.76,0.81,3.28,2.95,,1.75,0.89,1.66,,28.46,2.57
2020-01-15,1.49,,,2.29,,0.9,,,1.37,0.9,4.86,,,,,1.08,30.84,0.88,3.26,3.02,,1.79,0.91,1.66,,28.37,2.36
2020-01-16,1.49,,,2.16,,0.89,,,1.48,0.89,4.75,,,,,0.94,30.93,0.94,3.24,3.08,,1.82,0.93,1.65,13.55,28.28,2.14
2020-01-17,1.43,,,2.08,,0.89,,,1.46,0.89,4.65,,,,,0.81,30.94,1,3.22,2.96,,1.86,0.95,1.65,13.61,28.29,2.12
2020-01-18,1.37,,,2.01,,0.88,,,1.44,0.88,4.55,,,,,0.68,30.95,1.06,3.2,2.84,,1.9,0.98,1.65,13.66,28.29,2.1
2020-01-19,1.31,,,1.93,,0.88,,,1.42,0.88,4.45,,,,,0.55,30.96,1.12,3.18,2.72,,1.93,1,1.64,13.71,28.29,2.08
2020-01-20,1.25,,,1.86,,0.87,,,1.4,0.88,4.36,,,,,0.41,30.97,1.18,3.16,2.6,,1.97,1.02,1.64,13.76,28.29,2.06
2020-01-21,1.2,,,1.78,,0.87,,,1.38,0.87,4.26,,,,,0.28,30.98,1.24,3.14,2.47,,2.01,1.04,1.63,13.81,28.3,2.04
2020-01-22,1.14,,,1.71,,0.86,,,1.36,0.87,4.16,,,,,0.15,30.99,1.3,3.12,2.35,,2.05,1.06,1.63,13.86,28.3,2.02
2020-01-23,1.16,,,1.75,,0.86,,,1.34,0.86,4.22,,,,,0.24,31.02,1.26,3.1,2.27,,2.01,1.06,1.63,13.73,28.3,2.04
2020-01-24,1.19,,,1.79,,0.86,,,1.32,0.86,4.28,,,,,0.32,31.06,1.22,3.07,2.18,,1.97,1.06,1.62,13.59,28.3,2.06
2020-01-25,1.22,,,1.83,,0.85,,,1.3,0.85,4.34,,,,,0.41,31.09,1.18,3.05,2.1,,1.93,1.05,1.62,13.46,28.3,2.09
2020-01-26,1.25,,,1.87,,0.85,,,1.28,0.85,4.4,,,,,0.49,31.13,1.14,3.03,2.01,,1.89,1.05,1.62,13.32,28.29,2.11
2020-01-27,1.27,,,1.91,,0.84,,,1.26,0.84,4.46,,,,,0.58,31.16,1.1,3.01,1.93,,1.85,1.04,1.61,13.19,28.29,2.13
2020-01-28,1.3,,,1.95,,0.84,,,1.24,0.84,4.52,,,,,0.67,31.2,1.06,2.99,1.84,,1.81,1.04,1.61,13.06,28.29,2.15
2020-01-29,1.33,,,2,,0.83,,,1.22,0.84,4.58,,,,,0.75,31.23,1.02,2.97,1.76,,1.77,1.04,1.6,12.92,28.29,2.18
2020-01-30,1.35,,,2.04,,0.83,,,1.2,0.83,4.64,,,,,0.84,31.27,0.98,2.95,1.67,,1.73,1.03,1.6,12.79,28.29,2.2
2020-01-31,1.38,,,2.08,,0.82,,,1.18,0.83,4.7,,,,,0.92,31.31,0.94,2.93,1.59,,1.69,1.03,1.6,12.65,28.29,2.22
2020-02-01,1.41,,,2.12,,0.82,,,1.16,0.82,4.76,,,,,1.01,31.34,0.9,2.91,1.5,,1.65,1.02,1.59,12.52,28.29,2.24
2020-02-02,1.43,,,2.16,,0.81,,,1.14,0.82,4.82,,,,,1.1,31.38,0.86,2.89,1.42,,1.61,1.02,1.59,12.38,28.29,2.27
2020-02-03,1.46,,,2.2,,0.81,,,1.12,0.81,4.88,,,,,1.18,31.41,0.82,2.87,1.33,,1.57,1.02,1.58,12.25,28.29,2.29
2020-02-04,1.49,,,2.24,,0.8,,,1.1,0.81,4.94,,,,,1.27,31.45,0.78,2.84,1.25,,1.53,1.01,1.58,12.12,28.29,2.31
2020-02-05,1.53,,,2.18,,0.82,,,1.14,0.83,4.89,,,,,1.26,31.45,0.85,2.84,1.25,,1.54,1.01,1.58,12.11,28.22,2.29
2020-02-06,1.58,,,2.13,,0.84,,,1.19,0.86,4.85,,,,,1.25,31.46,0.93,2.83,1.25,,1.54,1.01,1.58,12.1,28.16,2.27
2020-02-07,1.62,,,2.07,,0.86,,,1.23,0.88,4.81,,,,,1.24,31.47,1.01,2.82,1.25,,1.55,1.01,1.58,12.09,28.1,2.24
2020-02-08,1.67,,,2.02,,0.88,,,1.28,0.9,4.76,,,,,1.23,31.47,1.09,2.81,1.26,,1.55,1.01,1.59,12.08,28.04,2.22
2020-02-09,1.72,,,1.96,,0.9,,,1.32,0.93,4.72,,,,,1.22,31.48,1.17,2.8,1.26,,1.56,1,1.59,12.08,27.98,2.2
2020-02-10,1.76,,,1.9,,0.92,,,1.37,0.95,4.67,,,,,1.21,31.48,1.25,2.79,1.26,,1.56,1,1.59,12.07,27.92,2.17
2020-02-11,1.81,,,1.85,,0.94,,,1.41,0.97,4.63,,,,,1.21,31.49,1.32,2.78,1.26,,1.57,1,1.59,12.06,27.86,2.15
2020-02-12,1.85,,,1.79,,0.96,,,1.46,1,4.58,,,,,1.2,31.49,1.4,2.77,1.26,,1.57,1,1.59,12.05,27.8,2.13
2020-02-13,1.9,,,1.73,,0.98,,,1.5,1.02,4.54,,,,,1.19,31.5,1.48,2.76,1.26,,1.58,1,1.59,12.05,27.74,2.1
2020-02-14,1.84,,,1.86,,1,,,1.38,1.04,4.53,,,,,1.18,31.43,1.38,2.76,1.28,,1.58,1,1.59,11.98,27.79,2.08
2020-02-15,1.78,,,1.99,,1.02,,,1.25,1.07,4.52,,,,,1.17,31.36,1.29,2.75,1.29,,1.59,0.99,1.59,11.91,27.84,2.06
2020-02-16,1.72,,,2.11,,1.04,,,1.13,1.09,4.52,,,,,1.16,31.29,1.19,2.74,1.31,,1.59,0.99,1.6,11.85,27.89,2.04
2020-02-17,1.67,,,2.24,,1.06,,,1,1.12,4.51,,,,,1.15,31.22,1.09,2.73,1.32,,1.6,0.99,1.6,11.78,27.94,2.01
2020-02-18,1.61,,,2.37,,1.08,,,0.88,1.14,4.5,,,,,1.14,31.14,0.99,2.72,1.34,,1.6,0.99,1.6,11.71,27.99,1.99
2020-02-19,1.8,,,2.41,,1.07,,,0.53,1.18,4.53,,,,,1.02,31.03,0.99,2.69,1.43,,1.69,1.07,1.69,11.7,27.98,1.85
2020-02-20,1.99,,,2.44,,1.07,,,0.18,1.23,4.55,,,,,0.91,30.92,0.98,2.67,1.52,,1.78,1.16,1.77,11.69,27.96,1.71
2020-02-21,1.96,,,2.43,,1.06,,,0.24,1.27,4.57,,,,,0.93,30.94,0.97,2.64,1.51,,1.75,1.15,1.76,11.75,27.99,1.67
2020-02-22,1.93,,,2.42,,1.06,,,0.29,1.32,4.58,,,,,0.95,30.96,0.96,2.61,1.51,,1.72,1.14,1.75,11.81,28.03,1.62
2020-02-23,1.9,,,2.41,,1.05,,,0.35,1.36,4.59,,,,,0.97,30.99,0.96,2.59,1.5,,1.69,1.13,1.74,11.86,28.07,1.58
2020-02-24,1.88,,,2.4,,1.05,,,0.4,1.4,4.6,,,,,0.99,31.01,0.95,2.56,1.49,,1.66,1.12,1.72,11.92,28.11,1.54
2020-02-25,1.85,,,2.39,,1.04,,,0.46,1.45,4.61,,,,,1.01,31.03,0.94,2.54,1.48,,1.63,1.11,1.71,11.98,28.14,1.5
2020-02-26,1.82,,,2.39,,1.04,,,0.52,1.49,4.63,,,,,1.03,31.06,0.93,2.51,1.48,,1.6,1.1,1.7,12.04,28.18,1.45
2020-02-27,1.79,,,2.38,,1.03,,,0.57,1.54,4.64,,,,,1.05,31.08,0.93,2.48,1.47,,1.57,1.09,1.68,12.09,28.22,1.41
2020-02-28,1.76,,,2.37,,1.03,,,0.63,1.58,4.65,,,,,1.07,31.1,0.92,2.46,1.46,,1.53,1.08,1.67,12.15,28.26,1.37
2020-02-29,1.73,,,2.36,,1.02,,,0.68,1.62,4.66,,,,,1.09,31.13,0.91,2.43,1.46,,1.5,1.07,1.66,12.21,28.29,1.33
2020-03-01,1.7,,,2.35,,1.02,,,0.74,1.67,4.68,,,,,1.11,31.15,0.9,2.4,1.45,,1.47,1.06,1.65,12.26,28.33,1.28
2020-03-02,1.67,,,2.34,,1.01,,,0.79,1.71,4.69,,,,,1.13,31.17,0.9,2.38,1.44,,1.44,1.05,1.63,12.32,28.37,1.24
2020-03-03,1.64,,,2.33,,1.01,,,0.85,1.76,4.7,,,,,1.15,31.19,0.89,2.35,1.43,,1.41,1.03,1.62,12.38,28.41,1.2
2020-03-04,1.61,,,2.32,,1,,,0.9,1.8,4.71,,,,,1.17,31.22,0.88,2.32,1.43,,1.38,1.02,1.61,12.43,28.44,1.16
2020-03-05,1.58,,,2.31,,1,,,0.96,1.84,4.73,,,,,1.19,31.24,0.87,2.3,1.42,,1.35,1.01,1.59,12.49,28.48,1.11
2020-03-06,1.55,,,2.3,,0.99,,,1.02,1.89,4.74,,,,,1.21,31.26,0.87,2.27,1.41,,1.31,1,1.58,12.55,28.52,1.07
2020-03-07,1.58,,,2.21,,0.99,,,1.08,1.93,4.66,,,,,1.16,31.25,0.94,2.26,1.45,,1.34,1,1.58,12.59,28.52,1.08
2020-03-08,1.61,,,2.13,,0.98,,,1.15,1.98,4.59,,,,,1.11,31.23,1.02,2.25,1.49,,1.37,0.99,1.59,12.63,28.52,1.09
2020-03-09,1.64,,,2.04,,0.98,,,1.22,2.02,4.52,,,,,1.07,31.21,1.09,2.25,1.53,,1.4,0.98,1.59,12.68,28.51,1.1
2020-03-10,1.66,,,1.96,,0.97,,,1.28,2.06,4.44,,,,,1.02,31.19,1.17,2.24,1.57,,1.42,0.97,1.59,12.72,28.51,1.11
2020-03-11,1.69,,,1.87,,0.97,,,1.35,2.11,4.37,,,,,0.97,31.17,1.25,2.23,1.61,,1.45,0.96,1.59,12.76,28.51,1.12
2020-03-12,1.72,,,1.79,,0.96,,,1.42,2.15,4.3,,,,,0.92,31.16,1.32,2.22,1.65,,1.48,0.96,1.6,12.81,28.51,1.13
2020-03-13,1.75,,,1.7,,0.96,,,1.49,2.2,4.22,,,,,0.87,31.14,1.4,2.21,1.69,,1.5,0.95,1.6,12.85,28.51,1.14
2020-03-14,1.72,,,1.76,,0.95,,,1.42,2.24,4.25,,,,,0.93,31.05,1.33,2.2,1.68,,1.53,0.94,1.6,12.81,28.6,1.15
2020-03-15,1.7,,,1.81,,0.95,,,1.36,2.29,4.27,,,,,0.99,30.97,1.26,2.19,1.68,,1.56,0.93,1.61,12.77,28.68,1.17
2020-03-16,1.67,,,1.87,,0.94,,,1.29,2.33,4.29,,,,,1.05,30.89,1.18,2.18,1.67,,1.58,0.93,1.61,12.73,28.77,1.18
2020-03-17,1.65,,,1.92,,0.94,,,1.23,2.37,4.31,,,,,1.11,30.81,1.11,2.18,1.66,,1.61,0.92,1.61,12.68,28.86,1.19
2020-03-18,1.62,,,1.98,,0.93,,,1.16,2.42,4.33,,,,,1.17,30.72,1.04,2.17,1.66,,1.64,0.91,1.61,12.64,28.94,1.2
2020-03-19,1.59,,,2.03,,0.93,,,1.1,2.46,4.36,,,,,1.23,30.64,0.97,2.16,1.65,,1.66,0.9,1.62,12.6,29.03,1.21
2020-03-20,1.65,,,1.87,,0.92,1.98,,1.1,2.51,4.4,,,,,1.28,30.48,0.97,2.12,1.91,,1.81,0.9,1.65,12.63,29.06,1.2
2020-03-21,1.67,,,1.93,,0.92,1.96,,1.11,2.43,4.4,,,,,1.29,30.49,0.97,2.09,1.91,,1.78,0.91,1.62,12.61,29.16,1.2
2020-03-22,1.7,,,1.98,,0.91,1.95,,1.11,2.34,4.39,,,,,1.3,30.5,0.98,2.06,1.91,,1.75,0.91,1.59,12.59,29.26,1.2
2020-03-23,1.72,,,2.04,,0.91,1.93,,1.12,2.26,4.39,,,,,1.31,30.51,0.98,2.02,1.91,,1.73,0.91,1.56,12.58,29.35,1.19
2020-03-24,1.75,,,2.09,,0.9,1.91,,1.12,2.18,4.39,,,,,1.32,30.52,0.98,1.99,1.92,,1.7,0.92,1.53,12.56,29.45,1.19
2020-03-25,1.77,,,2.15,,0.9,1.89,,1.13,2.1,4.39,,,,,1.33,30.53,0.98,1.95,1.92,,1.68,0.92,1.5,12.54,29.55,1.18
2020-03-26,1.8,,,2.2,,0.89,1.87,,1.13,2.02,4.39,,,,,1.34,30.53,0.98,1.92,1.92,,1.65,0.92,1.47,12.52,29.64,1.18
2020-03-27,1.82,,,2.26,,0.89,1.86,,1.14,1.94,4.38,,,,,1.35,30.54,0.98,1.89,1.92,,1.62,0.92,1.44,12.51,29.74,1.18
2020-03-28,1.85,,,2.32,,0.88,1.84,,1.14,1.86,4.38,,,,,1.36,30.55,0.98,1.85,1.92,,1.6,0.93,1.42,12.49,29.84,1.17
2020-03-29,1.87,,,2.37,,0.88,1.82,,1.15,1.78,4.38,,,,,1.37,30.56,0.98,1.82,1.92,,1.57,0.93,1.39,12.47,29.93,1.17
2020-03-30,1.9,,,2.43,,0.87,1.8,,1.15,1.7,4.38,,,,,1.38,30.57,0.99,1.78,1.92,,1.54,0.93,1.36,12.46,30.03,1.16
2020-03-31,1.92,,,2.48,,0.87,1.78,,1.16,1.62,4.37,,,,,1.39,30.57,0.99,1.75,1.93,,1.52,0.94,1.33,12.44,30.13,1.16
2020-04-01,1.95,,,2.54,,0.86,1.77,,1.16,1.54,4.37,,,,,1.4,30.58,0.99,1.72,1.93,,1.49,0.94,1.3,12.42,30.22,1.16
2020-04-02,1.97,,,2.59,,0.86,1.75,,1.17,1.46,4.37,,,,,1.41,30.59,0.99,1.68,1.93,,1.46,0.94,1.27,12.4,30.32,1.15
2020-04-03,2,,,2.65,,0.85,1.73,,1.17,1.38,4.37,,,,,1.42,30.6,0.99,1.65,1.93,,1.44,0.94,1.24,12.39,30.42,1.15
2020-04-04,2.02,,,2.61,,0.85,1.74,,1.18,1.39,4.39,,,,,1.42,30.62,0.99,1.61,1.86,,1.46,0.95,1.22,12.38,30.47,1.16
2020-04-05,2.04,,,2.57,,0.84,1.74,,1.18,1.4,4.41,,,,,1.42,30.65,0.99,1.58,1.8,,1.49,0.95,1.2,12.38,30.52,1.18
2020-04-06,2.06,,,2.54,,0.84,1.75,,1.19,1.42,4.43,,,,,1.41,30.67,0.99,1.55,1.73,,1.52,0.95,1.18,12.38,30.57,1.19
2020-04-07,2.08,,,2.5,,0.83,1.75,,1.19,1.43,4.45,,,,,1.41,30.69,1,1.51,1.66,,1.54,0.95,1.15,12.38,30.62,1.21
2020-04-08,2.1,,,2.46,,0.83,1.76,,1.2,1.44,4.47,,,,,1.41,30.72,1,1.48,1.6,,1.57,0.96,1.13,12.37,30.67,1.22
2020-04-09,2.12,,,2.42,,0.82,1.76,,1.2,1.45,4.48,,,,,1.41,30.74,1,1.44,1.53,,1.6,0.96,1.11,12.37,30.73,1.23
2020-04-10,2.1,,,2.38,,0.82,1.77,,1.18,1.46,4.51,,,,,1.4,30.65,0.99,1.41,1.54,,1.63,0.96,1.14,12.27,30.81,1.24
2020-04-11,2.08,,,2.34,,0.81,1.77,,1.16,1.47,4.54,,,,,1.4,30.56,0.97,1.38,1.56,,1.65,0.97,1.18,12.17,30.9,1.25
2020-04-12,2.06,,,2.31,,0.81,1.77,,1.14,1.49,4.57,,,,,1.4,30.46,0.96,1.34,1.57,,1.68,0.97,1.21,12.08,30.98,1.25
2020-04-13,2.04,,,2.27,,0.8,1.78,,1.12,1.5,4.59,,,,,1.39,30.37,0.95,1.31,1.58,,1.71,0.97,1.25,11.98,31.07,1.26
2020-04-14,2.02,,,2.23,,0.8,1.78,,1.09,1.51,4.62,,,,,1.39,30.28,0.94,1.27,1.6,,1.73,0.97,1.28,11.88,31.15,1.27
2020-04-15,2,,,2.19,,0.79,1.79,,1.07,1.52,4.65,,,,,1.39,30.19,0.92,1.24,1.61,,1.76,0.98,1.32,11.78,31.24,1.27
2020-04-16,1.97,,,2.15,,0.79,1.79,,1.05,1.53,4.68,,,,,1.38,30.09,0.91,1.21,1.63,,1.79,0.98,1.35,11.68,31.32,1.28
2020-04-17,1.95,,,2.12,,0.78,1.8,,1.03,1.55,4.71,,,,,1.38,30,0.9,1.17,1.64,,1.81,0.98,1.38,11.58,31.41,1.28
2020-04-18,1.93,,,2.08,,0.78,1.8,,1.01,1.56,4.73,,,,,1.38,29.91,0.89,1.14,1.65,,1.84,0.99,1.42,11.49,31.49,1.29
2020-04-19,2.03,,,1.95,,0.78,1.81,,0.99,1.63,4.79,,,,,1.33,29.79,0.87,1.12,1.61,,1.95,0.97,1.38,11.49,31.51,1.34
2020-04-20,2.13,,,1.82,,0.77,1.81,,0.97,1.7,4.84,,,,,1.29,29.67,0.86,1.09,1.56,,2.05,0.95,1.34,11.49,31.53,1.38
2020-04-21,2.22,,,1.69,,0.77,1.82,,0.95,1.77,4.89,,,,,1.25,29.55,0.84,1.07,1.52,,2.15,0.94,1.29,11.49,31.54,1.43
2020-04-22,2.32,,,1.56,,0.76,1.82,,0.92,1.84,4.95,,,,,1.2,29.43,0.83,1.05,1.47,,2.26,0.92,1.25,11.5,31.56,1.47
2020-04-23,2.31,,,1.63,,0.76,1.79,,0.9,1.76,4.93,,,,,1.23,29.46,0.81,1.03,1.46,,2.2,0.9,1.25,11.51,31.62,1.42
2020-04-24,2.3,,,1.7,,0.75,1.76,,0.88,1.69,4.92,,,,,1.26,29.49,0.8,1.01,1.44,,2.14,0.89,1.25,11.53,31.69,1.38
2020-04-25,2.28,,,1.77,,0.75,1.72,,0.86,1.62,4.91,,,,,1.29,29.52,0.78,0.98,1.43,,2.08,0.87,1.25,11.54,31.75,1.33
2020-04-26,2.27,,,1.84,,0.74,1.69,,0.84,1.54,4.89,,,,,1.32,29.55,0.77,0.96,1.41,,2.02,0.85,1.24,11.56,31.81,1.28
2020-04-27,2.26,,,1.91,,0.74,1.66,,0.82,1.47,4.88,,,,,1.35,29.58,0.75,0.94,1.4,,1.96,0.84,1.24,11.57,31.87,1.24
2020-04-28,2.25,,,1.98,,0.73,1.62,,0.8,1.39,4.87,,,,,1.38,29.61,0.74,0.92,1.39,,1.9,0.82,1.24,11.58,31.94,1.19
2020-04-29,2.24,,,2.05,,0.73,1.59,,0.77,1.32,4.86,,,,,1.41,29.64,0.72,0.9,1.37,,1.85,0.8,1.24,11.6,32,1.14
2020-04-30,2.22,,,2.12,,0.72,1.56,,0.75,1.25,4.84,,,,,1.44,29.67,0.71,0.87,1.36,,1.79,0.79,1.24,11.61,32.06,1.1
2020-05-01,2.21,,,2.2,,0.72,1.52,,0.73,1.17,4.83,,,,,1.47,29.7,0.7,0.85,1.34,,1.73,0.77,1.23,11.63,32.12,1.05
2020-05-02,2.2,,,2.27,,0.71,1.49,,0.71,1.1,4.82,,,,,1.49,29.73,0.68,0.83,1.33,,1.67,0.75,1.23,11.64,32.18,1
2020-05-03,2.19,,,2.34,,0.71,1.46,,0.69,1.02,4.81,,,,,1.52,29.76,0.67,0.81,1.31,,1.61,0.74,1.23,11.66,32.25,0.95
2020-05-04,2.17,,,2.41,,0.7,1.42,,0.67,0.95,4.79,,,,,1.55,29.79,0.65,0.79,1.3,,1.55,0.72,1.23,11.67,32.31,0.91
2020-05-05,2.16,,,2.48,,0.7,1.39,,0.65,0.88,4.78,,,,,1.58,29.82,0.64,0.77,1.29,,1.5,0.7,1.23,11.69,32.37,0.86
2020-05-06,2.15,,,2.55,,0.69,1.36,,0.63,0.8,4.77,,,,,1.61,29.85,0.62,0.74,1.27,,1.44,0.69,1.22,11.7,32.43,0.81
2020-05-07,2.14,,,2.62,,0.69,1.32,,0.6,0.73,4.76,,,,,1.64,29.87,0.61,0.72,1.26,,1.38,0.67,1.22,11.72,32.5,0.77
2020-05-08,2.12,,,2.69,,0.68,1.29,,0.58,0.65,4.74,,,,,1.67,29.9,0.59,0.7,1.24,,1.32,0.65,1.22,11.73,32.56,0.72
2020-05-09,2.1,,,2.67,,0.68,1.29,,0.59,0.71,4.77,,,,,1.64,29.88,0.62,0.7,1.23,,1.39,0.76,1.2,11.77,32.57,0.72
2020-05-10,2.08,,,2.66,,0.67,1.29,,0.6,0.76,4.79,,,,,1.61,29.86,0.65,0.7,1.22,,1.46,0.87,1.19,11.81,32.58,0.71
2020-05-11,2.06,,,2.64,,0.67,1.28,,0.61,0.81,4.82,,,,,1.58,29.84,0.67,,1.21,,1.52,0.98,1.17,11.85,32.59,0.71
2020-05-12,2.04,,,2.62,,0.66,1.28,,0.62,0.86,4.85,,,,,1.55,29.82,0.7,,1.19,,1.59,1.09,1.16,11.89,32.6,0.7
2020-05-13,2.02,,,2.6,,0.66,1.28,,0.63,0.91,4.87,,,,,1.52,29.79,0.73,,1.18,,1.66,1.19,1.14,11.92,32.61,0.7
2020-05-14,1.99,,,2.58,,0.66,1.28,,0.64,0.96,4.9,,,,,1.49,29.77,0.76,,1.17,,1.73,1.3,1.13,11.96,32.62,0.7
